date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'ENGI.PA')","('high', 'ENGI.PA')","('low', 'ENGI.PA')","('close', 'ENGI.PA')","('adj_close', 'ENGI.PA')","('volume', 'ENGI.PA')","('currency', '')"
2020-01-02,14.460000038146973,14.734999656677246,14.4399995803833,14.694999694824219,10.011055946350098,4764834,,,,,,,,
2020-01-03,14.65999984741211,14.6899995803833,14.505000114440918,14.6899995803833,10.007650375366211,3524034,,,,,,,,
2020-01-06,14.609999656677246,14.739999771118164,14.510000228881836,14.704999923706055,10.01786994934082,3303239,,,,,,,,
2020-01-07,14.84000015258789,15.029999732971191,14.800000190734863,14.890000343322754,10.143901824951172,7040954,,,,,,,,
2020-01-08,14.850000381469727,14.895000457763672,14.739999771118164,14.869999885559082,10.130276679992676,5766836,,,,,,,,
2020-01-09,14.9399995803833,14.9399995803833,14.789999961853027,14.8100004196167,10.089401245117188,3798838,,,,,,,,
2020-01-10,14.75,14.824999809265137,14.630000114440918,14.755000114440918,10.051932334899902,5518053,,,,,,,,
2020-01-13,14.75,14.8149995803833,14.720000267028809,14.800000190734863,10.082588195800781,4100202,,,,,,,,
2020-01-14,14.805000305175781,14.869999885559082,14.704999923706055,14.8100004196167,10.089401245117188,4233625,,,,,,,,
2020-01-15,14.8100004196167,14.899999618530273,14.65999984741211,14.899999618530273,10.150713920593262,4358341,,,,,,,,
2020-01-16,14.920000076293945,15.024999618530273,14.90999984741211,14.979999542236328,10.205215454101562,4509117,,,,,,,,
2020-01-17,15.0,15.270000457763672,14.994999885559082,15.194999694824219,10.351685523986816,6146014,,,,,,,,
2020-01-20,15.180000305175781,15.300000190734863,15.069999694824219,15.300000190734863,10.423216819763184,3939593,,,,,,,,
2020-01-21,15.3100004196167,15.329999923706055,15.170000076293945,15.28499984741211,10.41299819946289,5936353,,,,,,,,
2020-01-22,15.335000038146973,15.380000114440918,15.244999885559082,15.295000076293945,10.419811248779297,5190221,,,,,,,,
2020-01-23,15.279999732971191,15.5,15.265000343322754,15.5,10.559468269348145,5258298,,,,,,,,
2020-01-24,15.59000015258789,15.739999771118164,15.550000190734863,15.710000038146973,10.702531814575195,5746388,,,,,,,,
2020-01-27,15.595000267028809,15.725000381469727,15.53499984741211,15.699999809265137,10.695718765258789,8146572,,,,,,,,
2020-01-28,15.71500015258789,15.795000076293945,15.6850004196167,15.725000381469727,10.712750434875488,5376584,,,,,,,,
2020-01-29,15.774999618530273,15.914999961853027,15.725000381469727,15.880000114440918,10.818345069885254,6030232,,,,,,,,
2020-01-30,15.78499984741211,15.800000190734863,15.569999694824219,15.630000114440918,10.648031234741211,7674492,,,,,,,,
2020-01-31,15.649999618530273,15.729999542236328,15.539999961853027,15.5600004196167,10.600343704223633,12114758,,,,,,,,
2020-02-03,15.479999542236328,15.635000228881836,15.4399995803833,15.630000114440918,10.648031234741211,6325752,,,,,,,,
2020-02-04,15.664999961853027,15.704999923706055,15.475000381469727,15.645000457763672,10.658249855041504,5834593,,,,,,,,
2020-02-05,15.640000343322754,15.680000305175781,15.300000190734863,15.53499984741211,10.583311080932617,11170040,,,,,,,,
2020-02-06,15.510000228881836,15.720000267028809,15.460000038146973,15.710000038146973,10.702531814575195,8212685,,,,,,,,
2020-02-07,15.630000114440918,15.704999923706055,15.505000114440918,15.640000343322754,10.654844284057617,7802381,,,,,,,,
2020-02-10,15.640000343322754,15.649999618530273,15.524999618530273,15.625,10.644623756408691,4900880,,,,,,,,
2020-02-11,15.710000038146973,15.914999961853027,15.675000190734863,15.914999961853027,10.84218978881836,6937810,,,,,,,,
2020-02-12,15.930000305175781,16.100000381469727,15.90999984741211,15.9399995803833,10.859219551086426,7121943,,,,,,,,
2020-02-13,15.944999694824219,16.049999237060547,15.835000038146973,15.90999984741211,10.83878231048584,5340486,,,,,,,,
2020-02-14,15.96500015258789,16.184999465942383,15.949999809265137,16.135000228881836,10.9920654296875,5781904,,,,,,,,
2020-02-17,16.184999465942383,16.399999618530273,16.135000228881836,16.325000762939453,11.121505737304688,6305352,,,,,,,,
2020-02-18,16.260000228881836,16.645000457763672,16.21500015258789,16.549999237060547,11.274785995483398,9516792,,,,,,,,
2020-02-19,16.559999465942383,16.795000076293945,16.5049991607666,16.645000457763672,11.339506149291992,7665211,,,,,,,,
2020-02-20,16.600000381469727,16.6200008392334,16.3799991607666,16.479999542236328,11.22709846496582,8359065,,,,,,,,
2020-02-21,16.5049991607666,16.684999465942383,16.434999465942383,16.594999313354492,11.305442810058594,7490865,,,,,,,,
2020-02-24,16.280000686645508,16.395000457763672,15.984999656677246,16.094999313354492,10.964816093444824,13298403,,,,,,,,
2020-02-25,16.0,16.104999542236328,15.510000228881836,15.545000076293945,10.590123176574707,9999854,,,,,,,,
2020-02-26,15.430000305175781,15.704999923706055,15.244999885559082,15.640000343322754,10.654844284057617,15079585,,,,,,,,
2020-02-27,15.880000114440918,16.364999771118164,15.699999809265137,16.0049991607666,10.903501510620117,19106752,,,,,,,,
2020-02-28,15.479999542236328,15.479999542236328,14.829999923706055,15.029999732971191,10.239277839660645,21561511,,,,,,,,
2020-03-02,15.220000267028809,15.420000076293945,14.774999618530273,15.135000228881836,10.310809135437012,14482801,,,,,,,,
2020-03-03,15.305000305175781,15.515000343322754,15.1850004196167,15.234999656677246,10.378934860229492,11971106,,,,,,,,
2020-03-04,15.21500015258789,15.930000305175781,15.104999542236328,15.930000305175781,10.852408409118652,10951116,,,,,,,,
2020-03-05,16.014999389648438,16.024999618530273,15.555000305175781,15.729999542236328,10.716157913208008,9228690,,,,,,,,
2020-03-06,15.5,15.579999923706055,14.925000190734863,14.944999694824219,10.181370735168457,12793396,,,,,,,,
2020-03-09,14.100000381469727,14.359999656677246,13.359999656677246,13.680000305175781,9.319581985473633,21425944,,,,,,,,
2020-03-10,13.800000190734863,14.010000228881836,13.005000114440918,13.010000228881836,8.863140106201172,22240627,,,,,,,,
2020-03-11,13.210000038146973,13.40999984741211,12.699999809265137,12.729999542236328,8.672388076782227,14985035,,,,,,,,
2020-03-12,11.984999656677246,12.194999694824219,10.484999656677246,10.539999961853027,7.1804375648498535,31330627,,,,,,,,
2020-03-13,10.920000076293945,11.6850004196167,10.289999961853027,10.484999656677246,7.142968654632568,26774919,,,,,,,,
2020-03-16,10.0,10.149999618530273,9.331999778747559,9.977999687194824,6.797572135925293,21131801,,,,,,,,
2020-03-17,10.390000343322754,10.585000038146973,9.380000114440918,10.305000305175781,7.020342826843262,15577360,,,,,,,,
2020-03-18,10.175000190734863,10.550000190734863,9.871999740600586,10.300000190734863,7.016936779022217,18043212,,,,,,,,
2020-03-19,10.40999984741211,10.734999656677246,9.894000053405762,10.28499984741211,7.006717681884766,12740247,,,,,,,,
2020-03-20,10.574999809265137,11.050000190734863,10.104999542236328,10.404999732971191,7.088468074798584,17514977,,,,,,,,
2020-03-23,10.145000457763672,10.475000381469727,9.621999740600586,9.765999794006348,6.6531453132629395,11994614,,,,,,,,
2020-03-24,10.045000076293945,10.390000343322754,9.803999900817871,10.390000343322754,7.078250885009766,10998275,,,,,,,,
2020-03-25,10.630000114440918,10.904999732971191,9.960000038146973,10.585000038146973,7.211094856262207,11370396,,,,,,,,
2020-03-26,10.404999732971191,10.600000381469727,9.880000114440918,10.600000381469727,7.221313953399658,9752979,,,,,,,,
2020-03-27,10.154999732971191,10.395000457763672,9.751999855041504,9.847999572753906,6.70900821685791,11461176,,,,,,,,
2020-03-30,9.850000381469727,9.989999771118164,9.284000396728516,9.449999809265137,6.437869071960449,12682955,,,,,,,,
2020-03-31,9.550000190734863,9.9399995803833,9.265999794006348,9.411999702453613,6.411981105804443,15485186,,,,,,,,
2020-04-01,9.199999809265137,9.253999710083008,8.90999984741211,8.97599983215332,6.114953994750977,11408475,,,,,,,,
2020-04-02,8.800000190734863,9.09000015258789,8.680000305175781,8.894000053405762,6.059090614318848,11615506,,,,,,,,
2020-04-03,8.842000007629395,8.892000198364258,8.62600040435791,8.697999954223633,5.925564289093018,9496180,,,,,,,,
2020-04-06,8.899999618530273,9.307999610900879,8.899999618530273,9.276000022888184,6.319330215454102,9864011,,,,,,,,
