date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'NHKGF')","('high', 'NHKGF')","('low', 'NHKGF')","('close', 'NHKGF')","('adj_close', 'NHKGF')","('volume', 'NHKGF')","('currency', '')"
2020-01-02,10.295649528503418,10.295649528503418,10.295649528503418,10.295649528503418,57.10735321044922,0,,,,,,,,
2020-01-03,10.295649528503418,10.295649528503418,10.295649528503418,10.295649528503418,57.10735321044922,0,,,,,,,,
2020-01-06,10.295649528503418,10.295649528503418,10.295649528503418,10.295649528503418,57.10735321044922,0,,,,,,,,
2020-01-07,10.295649528503418,10.295649528503418,10.295649528503418,10.295649528503418,57.10735321044922,0,,,,,,,,
2020-01-08,10.295649528503418,10.295649528503418,10.295649528503418,10.295649528503418,57.10735321044922,0,,,,,,,,
2020-01-09,10.295649528503418,10.295649528503418,10.295649528503418,10.295649528503418,57.10735321044922,0,,,,,,,,
2020-01-10,10.295649528503418,10.295649528503418,10.295649528503418,10.295649528503418,57.10735321044922,0,,,,,,,,
2020-01-13,10.295649528503418,10.295649528503418,10.295649528503418,10.295649528503418,57.10735321044922,0,,,,,,,,
2020-01-14,10.295649528503418,10.295649528503418,10.295649528503418,10.295649528503418,57.10735321044922,0,,,,,,,,
2020-01-15,10.295649528503418,10.295649528503418,10.295649528503418,10.295649528503418,57.10735321044922,0,,,,,,,,
2020-01-16,10.295649528503418,10.295649528503418,10.295649528503418,10.295649528503418,57.10735321044922,0,,,,,,,,
2020-01-17,10.295649528503418,10.295649528503418,10.295649528503418,10.295649528503418,57.10735321044922,0,,,,,,,,
2020-01-21,10.295649528503418,10.295649528503418,10.295649528503418,10.295649528503418,57.10735321044922,0,,,,,,,,
2020-01-22,10.295649528503418,10.295649528503418,10.295649528503418,10.295649528503418,57.10735321044922,0,,,,,,,,
2020-01-23,10.295649528503418,10.295649528503418,10.295649528503418,10.295649528503418,57.10735321044922,0,,,,,,,,
2020-01-24,10.295649528503418,10.295649528503418,10.295649528503418,10.295649528503418,57.10735321044922,0,,,,,,,,
2020-01-27,10.295649528503418,10.295649528503418,10.295649528503418,10.295649528503418,57.10735321044922,0,,,,,,,,
