date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'SBET')","('high', 'SBET')","('low', 'SBET')","('close', 'SBET')","('adj_close', 'SBET')","('volume', 'SBET')","('currency', '')"
2020-04-13,230.39999389648438,230.39999389648438,213.60000610351562,225.60000610351562,225.60000610351562,57,,,,,,,,
2020-04-14,228.0,252.0,228.0,240.0,240.0,83,,,,,,,,
2020-04-15,242.39999389648438,273.6000061035156,216.0,261.6000061035156,261.6000061035156,406,,,,,,,,
2020-04-16,268.79998779296875,268.79998779296875,240.0,254.39999389648438,254.39999389648438,92,,,,,,,,
2020-04-17,256.79998779296875,259.20001220703125,237.60000610351562,237.60000610351562,237.60000610351562,54,,,,,,,,
2020-04-20,247.1999969482422,249.60000610351562,228.0,249.60000610351562,249.60000610351562,53,,,,,,,,
2020-04-21,242.39999389648438,254.39999389648438,242.39999389648438,249.60000610351562,249.60000610351562,58,,,,,,,,
2020-04-22,252.0,256.79998779296875,249.60000610351562,249.60000610351562,249.60000610351562,5,,,,,,,,
2020-04-23,261.6000061035156,261.6000061035156,242.39999389648438,252.0,252.0,15,,,,,,,,
2020-04-24,256.79998779296875,256.79998779296875,232.8000030517578,247.1999969482422,247.1999969482422,91,,,,,,,,
2020-04-27,242.39999389648438,244.8000030517578,228.0,235.1999969482422,235.1999969482422,55,,,,,,,,
2020-04-28,249.60000610351562,249.60000610351562,228.0,235.1999969482422,235.1999969482422,59,,,,,,,,
2020-04-29,228.0,240.0,228.0,237.60000610351562,237.60000610351562,40,,,,,,,,
2020-04-30,232.8000030517578,240.0,228.0,240.0,240.0,21,,,,,,,,
2020-05-01,235.1999969482422,240.0,218.39999389648438,228.0,228.0,82,,,,,,,,
2020-05-04,240.0,240.0,218.39999389648438,228.0,228.0,23,,,,,,,,
2020-05-05,225.60000610351562,225.60000610351562,199.1999969482422,211.1999969482422,211.1999969482422,223,,,,,,,,
2020-05-06,228.0,228.0,206.39999389648438,220.8000030517578,220.8000030517578,43,,,,,,,,
2020-05-07,211.1999969482422,211.1999969482422,206.39999389648438,211.1999969482422,211.1999969482422,47,,,,,,,,
2020-05-08,216.0,225.60000610351562,211.1999969482422,218.39999389648438,218.39999389648438,25,,,,,,,,
2020-05-11,218.39999389648438,218.39999389648438,218.39999389648438,218.39999389648438,218.39999389648438,2,,,,,,,,
2020-05-12,216.0,220.8000030517578,216.0,220.8000030517578,220.8000030517578,2,,,,,,,,
2020-05-13,218.39999389648438,223.1999969482422,211.1999969482422,223.1999969482422,223.1999969482422,14,,,,,,,,
2020-05-14,223.1999969482422,223.1999969482422,223.1999969482422,223.1999969482422,223.1999969482422,1,,,,,,,,
2020-05-15,220.8000030517578,223.1999969482422,201.60000610351562,204.0,204.0,74,,,,,,,,
2020-05-18,201.60000610351562,211.1999969482422,199.1999969482422,211.1999969482422,211.1999969482422,58,,,,,,,,
2020-05-19,204.0,216.0,199.1999969482422,213.60000610351562,213.60000610351562,36,,,,,,,,
2020-05-20,216.0,218.39999389648438,199.1999969482422,216.0,216.0,76,,,,,,,,
2020-05-21,208.8000030517578,218.39999389648438,204.0,211.1999969482422,211.1999969482422,24,,,,,,,,
2020-05-22,199.1999969482422,225.60000610351562,199.1999969482422,225.60000610351562,225.60000610351562,62,,,,,,,,
2020-05-26,225.60000610351562,247.1999969482422,225.60000610351562,235.1999969482422,235.1999969482422,308,,,,,,,,
2020-05-27,247.1999969482422,259.20001220703125,244.8000030517578,252.0,252.0,363,,,,,,,,
2020-05-28,252.0,259.20001220703125,252.0,252.0,252.0,67,,,,,,,,
2020-05-29,252.0,252.0,240.0,244.8000030517578,244.8000030517578,25,,,,,,,,
2020-06-01,242.39999389648438,247.1999969482422,240.0,242.39999389648438,242.39999389648438,68,,,,,,,,
2020-06-02,259.20001220703125,259.20001220703125,256.79998779296875,256.79998779296875,256.79998779296875,6,,,,,,,,
2020-06-03,256.79998779296875,256.79998779296875,242.39999389648438,244.8000030517578,244.8000030517578,82,,,,,,,,
2020-06-04,242.39999389648438,242.39999389648438,228.0,228.0,228.0,49,,,,,,,,
2020-06-05,237.60000610351562,247.1999969482422,225.60000610351562,247.1999969482422,247.1999969482422,31,,,,,,,,
2020-06-08,249.60000610351562,254.39999389648438,240.0,249.60000610351562,249.60000610351562,115,,,,,,,,
2020-06-09,252.0,256.79998779296875,230.39999389648438,249.60000610351562,249.60000610351562,76,,,,,,,,
2020-06-10,252.0,314.3999938964844,252.0,312.0,312.0,3968,,,,,,,,
2020-06-11,408.0,571.2000122070312,256.79998779296875,276.0,276.0,41978,,,,,,,,
2020-06-12,261.6000061035156,271.20001220703125,228.0,240.0,240.0,2175,,,,,,,,
2020-06-15,230.39999389648438,252.0,228.0,240.0,240.0,883,,,,,,,,
2020-06-16,244.8000030517578,268.79998779296875,242.39999389648438,266.3999938964844,266.3999938964844,811,,,,,,,,
2020-06-17,261.6000061035156,288.0,252.0,256.79998779296875,256.79998779296875,810,,,,,,,,
2020-06-18,256.79998779296875,283.20001220703125,249.60000610351562,273.6000061035156,273.6000061035156,405,,,,,,,,
2020-06-19,280.79998779296875,468.0,271.20001220703125,444.0,444.0,23297,,,,,,,,
2020-06-22,441.6000061035156,523.2000122070312,376.79998779296875,487.20001220703125,487.20001220703125,31820,,,,,,,,
2020-06-23,451.20001220703125,460.79998779296875,302.3999938964844,319.20001220703125,319.20001220703125,13137,,,,,,,,
2020-06-24,333.6000061035156,372.0,292.79998779296875,338.3999938964844,338.3999938964844,4234,,,,,,,,
2020-06-25,314.3999938964844,333.6000061035156,283.20001220703125,295.20001220703125,295.20001220703125,1736,,,,,,,,
2020-06-26,290.3999938964844,309.6000061035156,266.3999938964844,300.0,300.0,3579,,,,,,,,
2020-06-29,297.6000061035156,333.6000061035156,280.79998779296875,312.0,312.0,2874,,,,,,,,
2020-06-30,309.6000061035156,321.6000061035156,283.20001220703125,304.79998779296875,304.79998779296875,1006,,,,,,,,
2020-07-01,302.3999938964844,396.0,288.0,360.0,360.0,10604,,,,,,,,
2020-07-02,340.79998779296875,393.6000061035156,302.3999938964844,379.20001220703125,379.20001220703125,13799,,,,,,,,
2020-07-06,348.0,372.0,324.0,333.6000061035156,333.6000061035156,4238,,,,,,,,
2020-07-07,328.79998779296875,338.3999938964844,316.79998779296875,324.0,324.0,1281,,,,,,,,
2020-07-08,319.20001220703125,331.20001220703125,300.0,326.3999938964844,326.3999938964844,1224,,,,,,,,
2020-07-09,324.0,331.20001220703125,307.20001220703125,316.79998779296875,316.79998779296875,1540,,,,,,,,
2020-07-10,319.20001220703125,328.79998779296875,309.6000061035156,316.79998779296875,316.79998779296875,1230,,,,,,,,
2020-07-13,319.20001220703125,338.3999938964844,304.79998779296875,328.79998779296875,328.79998779296875,2065,,,,,,,,
2020-07-14,324.0,326.3999938964844,300.0,321.6000061035156,321.6000061035156,1091,,,,,,,,
2020-07-15,321.6000061035156,321.6000061035156,302.3999938964844,316.79998779296875,316.79998779296875,2075,,,,,,,,
2020-07-16,360.0,444.0,340.79998779296875,403.20001220703125,403.20001220703125,12368,,,,,,,,
2020-07-17,439.20001220703125,439.20001220703125,364.79998779296875,384.0,384.0,2762,,,,,,,,
2020-07-20,364.79998779296875,379.20001220703125,348.0,369.6000061035156,369.6000061035156,1349,,,,,,,,
2020-07-21,367.20001220703125,369.6000061035156,331.20001220703125,331.20001220703125,331.20001220703125,1149,,,,,,,,
2020-07-22,340.79998779296875,355.20001220703125,336.0,343.20001220703125,343.20001220703125,763,,,,,,,,
2020-07-23,336.0,369.6000061035156,333.6000061035156,345.6000061035156,345.6000061035156,1093,,,,,,,,
2020-07-24,345.6000061035156,384.0,336.0,364.79998779296875,364.79998779296875,1720,,,,,,,,
2020-07-27,362.3999938964844,398.3999938964844,355.20001220703125,381.6000061035156,381.6000061035156,1405,,,,,,,,
2020-07-28,379.20001220703125,386.3999938964844,362.3999938964844,374.3999938964844,374.3999938964844,713,,,,,,,,
2020-07-29,374.3999938964844,396.0,355.20001220703125,386.3999938964844,386.3999938964844,2534,,,,,,,,
2020-07-30,398.3999938964844,417.6000061035156,376.79998779296875,398.3999938964844,398.3999938964844,2674,,,,,,,,
2020-07-31,398.3999938964844,410.3999938964844,372.0,400.79998779296875,400.79998779296875,930,,,,,,,,
2020-08-03,391.20001220703125,415.20001220703125,369.6000061035156,396.0,396.0,917,,,,,,,,
2020-08-04,396.0,427.20001220703125,384.0,393.6000061035156,393.6000061035156,1126,,,,,,,,
2020-08-05,384.0,417.6000061035156,384.0,403.20001220703125,403.20001220703125,715,,,,,,,,
2020-08-06,393.6000061035156,403.20001220703125,364.79998779296875,367.20001220703125,367.20001220703125,976,,,,,,,,
2020-08-07,367.20001220703125,374.3999938964844,348.0,367.20001220703125,367.20001220703125,422,,,,,,,,
2020-08-10,384.0,384.0,350.3999938964844,357.6000061035156,357.6000061035156,582,,,,,,,,
2020-08-11,362.3999938964844,367.20001220703125,336.0,350.3999938964844,350.3999938964844,664,,,,,,,,
2020-08-12,352.79998779296875,355.20001220703125,333.6000061035156,348.0,348.0,449,,,,,,,,
2020-08-13,336.0,369.6000061035156,333.6000061035156,345.6000061035156,345.6000061035156,1504,,,,,,,,
2020-08-14,336.0,352.79998779296875,312.0,326.3999938964844,326.3999938964844,905,,,,,,,,
2020-08-17,316.79998779296875,345.6000061035156,316.79998779296875,338.3999938964844,338.3999938964844,948,,,,,,,,
2020-08-18,348.0,348.0,328.79998779296875,336.0,336.0,233,,,,,,,,
2020-08-19,338.3999938964844,355.20001220703125,326.3999938964844,345.6000061035156,345.6000061035156,360,,,,,,,,
2020-08-20,345.6000061035156,348.0,331.20001220703125,338.3999938964844,338.3999938964844,749,,,,,,,,
2020-08-21,345.6000061035156,355.20001220703125,312.0,328.79998779296875,328.79998779296875,1580,,,,,,,,
2020-08-24,333.6000061035156,350.3999938964844,300.0,321.6000061035156,321.6000061035156,2335,,,,,,,,
2020-08-25,307.20001220703125,326.3999938964844,302.3999938964844,321.6000061035156,321.6000061035156,516,,,,,,,,
2020-08-26,324.0,328.79998779296875,309.6000061035156,316.79998779296875,316.79998779296875,377,,,,,,,,
2020-08-27,316.79998779296875,316.79998779296875,300.0,309.6000061035156,309.6000061035156,395,,,,,,,,
2020-08-28,300.0,374.3999938964844,300.0,352.79998779296875,352.79998779296875,5788,,,,,,,,
2020-08-31,343.20001220703125,350.3999938964844,324.0,333.6000061035156,333.6000061035156,535,,,,,,,,
2020-09-01,324.0,345.6000061035156,314.3999938964844,331.20001220703125,331.20001220703125,1846,,,,,,,,
2020-09-02,324.0,324.0,295.20001220703125,307.20001220703125,307.20001220703125,576,,,,,,,,
2020-09-03,307.20001220703125,307.20001220703125,285.6000061035156,288.0,288.0,828,,,,,,,,
2020-09-04,300.0,300.0,276.0,295.20001220703125,295.20001220703125,628,,,,,,,,
2020-09-08,283.20001220703125,295.20001220703125,276.0,290.3999938964844,290.3999938964844,238,,,,,,,,
2020-09-09,290.3999938964844,295.20001220703125,280.79998779296875,290.3999938964844,290.3999938964844,378,,,,,,,,
2020-09-10,285.6000061035156,297.6000061035156,280.79998779296875,292.79998779296875,292.79998779296875,516,,,,,,,,
2020-09-11,283.20001220703125,295.20001220703125,276.0,290.3999938964844,290.3999938964844,484,,,,,,,,
2020-09-14,292.79998779296875,292.79998779296875,276.0,283.20001220703125,283.20001220703125,219,,,,,,,,
2020-09-15,280.79998779296875,312.0,280.79998779296875,307.20001220703125,307.20001220703125,1345,,,,,,,,
2020-09-16,300.0,307.20001220703125,288.0,300.0,300.0,814,,,,,,,,
2020-09-17,292.79998779296875,319.20001220703125,288.0,314.3999938964844,314.3999938964844,245,,,,,,,,
2020-09-18,304.79998779296875,314.3999938964844,288.0,288.0,288.0,601,,,,,,,,
2020-09-21,297.6000061035156,300.0,268.79998779296875,292.79998779296875,292.79998779296875,1228,,,,,,,,
2020-09-22,292.79998779296875,300.0,283.20001220703125,288.0,288.0,153,,,,,,,,
2020-09-23,283.20001220703125,292.79998779296875,271.20001220703125,278.3999938964844,278.3999938964844,507,,,,,,,,
2020-09-24,271.20001220703125,271.20001220703125,242.39999389648438,266.3999938964844,266.3999938964844,1021,,,,,,,,
2020-09-25,256.79998779296875,278.3999938964844,256.79998779296875,268.79998779296875,268.79998779296875,188,,,,,,,,
2020-09-28,261.6000061035156,276.0,256.79998779296875,276.0,276.0,153,,,,,,,,
2020-09-29,273.6000061035156,340.79998779296875,271.20001220703125,307.20001220703125,307.20001220703125,4082,,,,,,,,
2020-09-30,309.6000061035156,319.20001220703125,280.79998779296875,288.0,288.0,287,,,,,,,,
2020-10-01,278.3999938964844,295.20001220703125,278.3999938964844,292.79998779296875,292.79998779296875,182,,,,,,,,
2020-10-02,280.79998779296875,297.6000061035156,278.3999938964844,295.20001220703125,295.20001220703125,179,,,,,,,,
2020-10-05,283.20001220703125,290.3999938964844,283.20001220703125,290.3999938964844,290.3999938964844,130,,,,,,,,
2020-10-06,285.6000061035156,300.0,278.3999938964844,283.20001220703125,283.20001220703125,207,,,,,,,,
2020-10-07,295.20001220703125,324.0,295.20001220703125,307.20001220703125,307.20001220703125,939,,,,,,,,
2020-10-08,302.3999938964844,302.3999938964844,276.0,292.79998779296875,292.79998779296875,295,,,,,,,,
2020-10-09,290.3999938964844,348.0,290.3999938964844,316.79998779296875,316.79998779296875,1353,,,,,,,,
2020-10-12,304.79998779296875,319.20001220703125,304.79998779296875,312.0,312.0,233,,,,,,,,
2020-10-13,304.79998779296875,343.20001220703125,297.6000061035156,316.79998779296875,316.79998779296875,970,,,,,,,,
2020-10-14,324.0,331.20001220703125,314.3999938964844,321.6000061035156,321.6000061035156,296,,,,,,,,
2020-10-15,324.0,348.0,312.0,326.3999938964844,326.3999938964844,414,,,,,,,,
2020-10-16,326.3999938964844,355.20001220703125,297.6000061035156,307.20001220703125,307.20001220703125,1791,,,,,,,,
2020-10-19,316.79998779296875,336.0,302.3999938964844,314.3999938964844,314.3999938964844,422,,,,,,,,
2020-10-20,324.0,324.0,302.3999938964844,307.20001220703125,307.20001220703125,208,,,,,,,,
2020-10-21,321.6000061035156,336.0,314.3999938964844,314.3999938964844,314.3999938964844,1431,,,,,,,,
2020-10-22,321.6000061035156,333.6000061035156,309.6000061035156,319.20001220703125,319.20001220703125,497,,,,,,,,
2020-10-23,321.6000061035156,360.0,319.20001220703125,343.20001220703125,343.20001220703125,1849,,,,,,,,
2020-10-26,336.0,367.20001220703125,331.20001220703125,336.0,336.0,1654,,,,,,,,
2020-10-27,343.20001220703125,343.20001220703125,321.6000061035156,326.3999938964844,326.3999938964844,268,,,,,,,,
2020-10-28,319.20001220703125,319.20001220703125,290.3999938964844,304.79998779296875,304.79998779296875,813,,,,,,,,
2020-10-29,307.20001220703125,319.20001220703125,304.79998779296875,316.79998779296875,316.79998779296875,202,,,,,,,,
2020-10-30,302.3999938964844,312.0,252.0,278.3999938964844,278.3999938964844,1230,,,,,,,,
2020-11-02,278.3999938964844,295.20001220703125,273.6000061035156,290.3999938964844,290.3999938964844,132,,,,,,,,
2020-11-03,285.6000061035156,295.20001220703125,280.79998779296875,290.3999938964844,290.3999938964844,68,,,,,,,,
2020-11-04,278.3999938964844,288.0,278.3999938964844,285.6000061035156,285.6000061035156,66,,,,,,,,
2020-11-05,283.20001220703125,302.3999938964844,283.20001220703125,297.6000061035156,297.6000061035156,549,,,,,,,,
2020-11-06,292.79998779296875,302.3999938964844,280.79998779296875,297.6000061035156,297.6000061035156,150,,,,,,,,
2020-11-09,307.20001220703125,312.0,292.79998779296875,307.20001220703125,307.20001220703125,108,,,,,,,,
2020-11-10,309.6000061035156,312.0,297.6000061035156,300.0,300.0,34,,,,,,,,
2020-11-11,297.6000061035156,309.6000061035156,297.6000061035156,300.0,300.0,60,,,,,,,,
2020-11-12,292.79998779296875,312.0,290.3999938964844,300.0,300.0,352,,,,,,,,
2020-11-13,295.20001220703125,297.6000061035156,285.6000061035156,285.6000061035156,285.6000061035156,402,,,,,,,,
2020-11-16,295.20001220703125,302.3999938964844,285.6000061035156,295.20001220703125,295.20001220703125,285,,,,,,,,
2020-11-17,288.0,290.3999938964844,278.3999938964844,285.6000061035156,285.6000061035156,213,,,,,,,,
2020-11-18,278.3999938964844,304.79998779296875,278.3999938964844,285.6000061035156,285.6000061035156,609,,,,,,,,
2020-11-19,290.3999938964844,300.0,280.79998779296875,297.6000061035156,297.6000061035156,490,,,,,,,,
2020-11-20,290.3999938964844,312.0,285.6000061035156,307.20001220703125,307.20001220703125,1835,,,,,,,,
2020-11-23,319.20001220703125,319.20001220703125,292.79998779296875,300.0,300.0,525,,,,,,,,
2020-11-24,302.3999938964844,328.79998779296875,300.0,324.0,324.0,1438,,,,,,,,
2020-11-25,319.20001220703125,326.3999938964844,300.0,302.3999938964844,302.3999938964844,624,,,,,,,,
2020-11-27,302.3999938964844,326.3999938964844,300.0,309.6000061035156,309.6000061035156,663,,,,,,,,
2020-11-30,309.6000061035156,321.6000061035156,304.79998779296875,319.20001220703125,319.20001220703125,494,,,,,,,,
2020-12-01,324.0,324.0,304.79998779296875,307.20001220703125,307.20001220703125,401,,,,,,,,
2020-12-02,302.3999938964844,340.79998779296875,302.3999938964844,328.79998779296875,328.79998779296875,1631,,,,,,,,
2020-12-03,331.20001220703125,333.6000061035156,319.20001220703125,331.20001220703125,331.20001220703125,287,,,,,,,,
2020-12-04,331.20001220703125,333.6000061035156,324.0,326.3999938964844,326.3999938964844,175,,,,,,,,
2020-12-07,321.6000061035156,355.20001220703125,321.6000061035156,348.0,348.0,1176,,,,,,,,
2020-12-08,357.6000061035156,360.0,340.79998779296875,348.0,348.0,576,,,,,,,,
2020-12-09,340.79998779296875,352.79998779296875,326.3999938964844,331.20001220703125,331.20001220703125,375,,,,,,,,
2020-12-10,331.20001220703125,336.0,326.3999938964844,326.3999938964844,326.3999938964844,112,,,,,,,,
2020-12-11,326.3999938964844,336.0,319.20001220703125,319.20001220703125,319.20001220703125,251,,,,,,,,
2020-12-14,319.20001220703125,328.79998779296875,312.0,324.0,324.0,93,,,,,,,,
2020-12-15,319.20001220703125,331.20001220703125,319.20001220703125,319.20001220703125,319.20001220703125,86,,,,,,,,
2020-12-16,316.79998779296875,336.0,314.3999938964844,316.79998779296875,316.79998779296875,194,,,,,,,,
2020-12-17,316.79998779296875,321.6000061035156,302.3999938964844,312.0,312.0,211,,,,,,,,
2020-12-18,316.79998779296875,326.3999938964844,309.6000061035156,319.20001220703125,319.20001220703125,429,,,,,,,,
2020-12-21,307.20001220703125,321.6000061035156,307.20001220703125,319.20001220703125,319.20001220703125,154,,,,,,,,
2020-12-22,312.0,331.20001220703125,312.0,321.6000061035156,321.6000061035156,284,,,,,,,,
2020-12-23,328.79998779296875,340.79998779296875,319.20001220703125,326.3999938964844,326.3999938964844,692,,,,,,,,
2020-12-24,328.79998779296875,343.20001220703125,326.3999938964844,326.3999938964844,326.3999938964844,183,,,,,,,,
2020-12-28,328.79998779296875,501.6000061035156,326.3999938964844,348.0,348.0,24190,,,,,,,,
2020-12-29,331.20001220703125,381.6000061035156,309.6000061035156,360.0,360.0,3145,,,,,,,,
2020-12-30,360.0,388.79998779296875,352.79998779296875,381.6000061035156,381.6000061035156,1597,,,,,,,,
2020-12-31,384.0,384.0,364.79998779296875,372.0,372.0,566,,,,,,,,
2021-01-04,374.3999938964844,429.6000061035156,362.3999938964844,408.0,408.0,2128,,,,,,,,
2021-01-05,408.0,427.20001220703125,400.79998779296875,417.6000061035156,417.6000061035156,971,,,,,,,,
2021-01-06,417.6000061035156,424.79998779296875,379.20001220703125,386.3999938964844,386.3999938964844,698,,,,,,,,
2021-01-07,386.3999938964844,417.6000061035156,379.20001220703125,412.79998779296875,412.79998779296875,505,,,,,,,,
2021-01-08,444.0,453.6000061035156,427.20001220703125,446.3999938964844,446.3999938964844,845,,,,,,,,
2021-01-11,446.3999938964844,482.3999938964844,432.0,470.3999938964844,470.3999938964844,1182,,,,,,,,
2021-01-12,482.3999938964844,547.2000122070312,480.0,537.5999755859375,537.5999755859375,2391,,,,,,,,
2021-01-13,542.4000244140625,571.2000122070312,494.3999938964844,504.0,504.0,1340,,,,,,,,
2021-01-14,484.79998779296875,669.5999755859375,484.79998779296875,544.7999877929688,544.7999877929688,4218,,,,,,,,
2021-01-15,547.2000122070312,588.0,532.7999877929688,549.5999755859375,549.5999755859375,2473,,,,,,,,
