date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'SMTGF')","('high', 'SMTGF')","('low', 'SMTGF')","('close', 'SMTGF')","('adj_close', 'SMTGF')","('volume', 'SMTGF')","('currency', '')"
2020-01-02,33.97999954223633,33.97999954223633,33.97999954223633,33.97999954223633,33.425724029541016,0,,,,,,,,
2020-01-03,33.97999954223633,33.97999954223633,33.97999954223633,33.97999954223633,33.425724029541016,0,,,,,,,,
2020-01-06,33.97999954223633,33.97999954223633,33.97999954223633,33.97999954223633,33.425724029541016,0,,,,,,,,
2020-01-07,33.97999954223633,33.97999954223633,33.97999954223633,33.97999954223633,33.425724029541016,0,,,,,,,,
2020-01-08,33.97999954223633,33.97999954223633,33.97999954223633,33.97999954223633,33.425724029541016,0,,,,,,,,
2020-01-09,33.97999954223633,33.97999954223633,33.97999954223633,33.97999954223633,33.425724029541016,0,,,,,,,,
2020-01-10,33.97999954223633,33.97999954223633,33.97999954223633,33.97999954223633,33.425724029541016,0,,,,,,,,
2020-01-13,33.97999954223633,33.97999954223633,33.97999954223633,33.97999954223633,33.425724029541016,0,,,,,,,,
2020-01-14,33.97999954223633,33.97999954223633,33.97999954223633,33.97999954223633,33.425724029541016,0,,,,,,,,
2020-01-15,42.29999923706055,42.29999923706055,42.29999923706055,42.29999923706055,41.610008239746094,100,,,,,,,,
2020-01-16,42.29999923706055,42.29999923706055,42.29999923706055,42.29999923706055,41.610008239746094,0,,,,,,,,
2020-01-17,42.29999923706055,42.29999923706055,42.29999923706055,42.29999923706055,41.610008239746094,0,,,,,,,,
2020-01-21,42.29999923706055,42.29999923706055,42.29999923706055,42.29999923706055,41.610008239746094,0,,,,,,,,
2020-01-22,42.29999923706055,42.29999923706055,42.29999923706055,42.29999923706055,41.610008239746094,0,,,,,,,,
2020-01-23,43.900001525878906,43.900001525878906,43.900001525878906,43.900001525878906,43.18391036987305,500,,,,,,,,
2020-01-24,43.95000076293945,43.95000076293945,43.95000076293945,43.95000076293945,43.23309326171875,100,,,,,,,,
2020-01-27,43.95000076293945,43.95000076293945,43.95000076293945,43.95000076293945,43.23309326171875,0,,,,,,,,
2020-01-28,40.0,40.0,40.0,40.0,39.34752655029297,100,,,,,,,,
2020-01-29,40.0,40.0,40.0,40.0,39.34752655029297,0,,,,,,,,
2020-01-30,40.0,40.0,40.0,40.0,39.34752655029297,0,,,,,,,,
2020-01-31,40.0,40.0,40.0,40.0,39.34752655029297,0,,,,,,,,
2020-02-03,40.0,40.0,40.0,40.0,39.34752655029297,0,,,,,,,,
2020-02-04,37.650001525878906,37.650001525878906,37.650001525878906,37.650001525878906,37.035858154296875,1100,,,,,,,,
2020-02-05,37.650001525878906,37.650001525878906,37.650001525878906,37.650001525878906,37.035858154296875,0,,,,,,,,
2020-02-06,37.650001525878906,37.650001525878906,37.650001525878906,37.650001525878906,37.035858154296875,0,,,,,,,,
2020-02-07,37.650001525878906,37.650001525878906,37.650001525878906,37.650001525878906,37.035858154296875,1000,,,,,,,,
2020-02-10,37.650001525878906,37.650001525878906,37.650001525878906,37.650001525878906,37.035858154296875,0,,,,,,,,
2020-02-11,37.650001525878906,37.650001525878906,37.650001525878906,37.650001525878906,37.035858154296875,0,,,,,,,,
2020-02-12,37.650001525878906,37.650001525878906,37.650001525878906,37.650001525878906,37.035858154296875,0,,,,,,,,
2020-02-13,37.650001525878906,37.650001525878906,37.650001525878906,37.650001525878906,37.035858154296875,0,,,,,,,,
2020-02-14,37.650001525878906,37.650001525878906,37.650001525878906,37.650001525878906,37.035858154296875,0,,,,,,,,
2020-02-18,37.650001525878906,37.650001525878906,37.650001525878906,37.650001525878906,37.035858154296875,0,,,,,,,,
2020-02-19,39.650001525878906,39.650001525878906,39.650001525878906,39.650001525878906,39.00323486328125,100,,,,,,,,
2020-02-20,39.650001525878906,39.650001525878906,39.650001525878906,39.650001525878906,39.00323486328125,0,,,,,,,,
2020-02-21,39.650001525878906,39.650001525878906,39.650001525878906,39.650001525878906,39.00323486328125,0,,,,,,,,
2020-02-24,39.650001525878906,39.650001525878906,39.650001525878906,39.650001525878906,39.00323486328125,100,,,,,,,,
2020-02-25,37.08000183105469,37.08000183105469,37.08000183105469,37.08000183105469,36.47515869140625,500,,,,,,,,
2020-02-26,37.08000183105469,37.08000183105469,37.08000183105469,37.08000183105469,36.47515869140625,0,,,,,,,,
2020-02-27,37.08000183105469,37.08000183105469,37.08000183105469,37.08000183105469,36.47515869140625,0,,,,,,,,
2020-02-28,37.08000183105469,37.08000183105469,37.08000183105469,37.08000183105469,36.47515869140625,0,,,,,,,,
2020-03-02,37.08000183105469,37.08000183105469,37.08000183105469,37.08000183105469,36.47515869140625,0,,,,,,,,
2020-03-03,37.08000183105469,37.08000183105469,37.08000183105469,37.08000183105469,36.47515869140625,0,,,,,,,,
2020-03-04,37.08000183105469,37.08000183105469,37.08000183105469,37.08000183105469,36.47515869140625,0,,,,,,,,
2020-03-05,37.08000183105469,37.08000183105469,37.08000183105469,37.08000183105469,36.47515869140625,0,,,,,,,,
2020-03-06,37.08000183105469,37.08000183105469,37.08000183105469,37.08000183105469,36.47515869140625,0,,,,,,,,
2020-03-09,37.08000183105469,37.08000183105469,37.08000183105469,37.08000183105469,36.47515869140625,0,,,,,,,,
2020-03-10,37.08000183105469,37.08000183105469,37.08000183105469,37.08000183105469,36.47515869140625,0,,,,,,,,
2020-03-11,37.08000183105469,37.08000183105469,37.08000183105469,37.08000183105469,36.47515869140625,0,,,,,,,,
2020-03-12,37.08000183105469,37.08000183105469,37.08000183105469,37.08000183105469,36.47515869140625,0,,,,,,,,
2020-03-13,27.770000457763672,27.770000457763672,27.770000457763672,27.770000457763672,27.317020416259766,200,,,,,,,,
2020-03-16,22.719999313354492,22.719999313354492,22.719999313354492,22.719999313354492,22.349393844604492,400,,,,,,,,
2020-03-17,22.719999313354492,22.719999313354492,22.719999313354492,22.719999313354492,22.349393844604492,0,,,,,,,,
2020-03-18,22.719999313354492,22.719999313354492,22.719999313354492,22.719999313354492,22.349393844604492,0,,,,,,,,
2020-03-19,22.719999313354492,22.719999313354492,22.719999313354492,22.719999313354492,22.349393844604492,0,,,,,,,,
2020-03-20,24.520000457763672,24.520000457763672,24.520000457763672,24.520000457763672,24.120033264160156,300,,,,,,,,
2020-03-23,24.520000457763672,24.520000457763672,24.520000457763672,24.520000457763672,24.120033264160156,0,,,,,,,,
2020-03-24,24.520000457763672,24.520000457763672,24.520000457763672,24.520000457763672,24.120033264160156,0,,,,,,,,
2020-03-25,27.579999923706055,27.579999923706055,27.3799991607666,27.3799991607666,26.933380126953125,200,,,,,,,,
2020-03-26,28.469999313354492,28.469999313354492,28.469999313354492,28.469999313354492,28.005599975585938,1000,,,,,,,,
2020-03-27,28.469999313354492,28.469999313354492,28.469999313354492,28.469999313354492,28.005599975585938,0,,,,,,,,
2020-03-30,28.469999313354492,28.469999313354492,28.469999313354492,28.469999313354492,28.005599975585938,0,,,,,,,,
2020-03-31,28.469999313354492,28.469999313354492,28.469999313354492,28.469999313354492,28.005599975585938,0,,,,,,,,
2020-04-01,28.469999313354492,28.469999313354492,28.469999313354492,28.469999313354492,28.005599975585938,0,,,,,,,,
2020-04-02,28.469999313354492,28.469999313354492,28.469999313354492,28.469999313354492,28.005599975585938,0,,,,,,,,
2020-04-03,28.469999313354492,28.469999313354492,28.469999313354492,28.469999313354492,28.005599975585938,0,,,,,,,,
2020-04-06,28.469999313354492,28.469999313354492,28.469999313354492,28.469999313354492,28.005599975585938,0,,,,,,,,
2020-04-07,28.469999313354492,28.469999313354492,28.469999313354492,28.469999313354492,28.005599975585938,0,,,,,,,,
2020-04-08,28.469999313354492,28.469999313354492,28.469999313354492,28.469999313354492,28.005599975585938,0,,,,,,,,
2020-04-09,28.469999313354492,28.469999313354492,28.469999313354492,28.469999313354492,28.005599975585938,0,,,,,,,,
