date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'LNN')","('high', 'LNN')","('low', 'LNN')","('close', 'LNN')","('adj_close', 'LNN')","('volume', 'LNN')","('currency', '')"
2020-01-02,96.5,96.7300033569336,95.2699966430664,96.37999725341797,90.48455810546875,92300,,,,,,,,
2020-01-03,94.93000030517578,96.38999938964844,94.93000030517578,95.87999725341797,90.01512908935547,97800,,,,,,,,
2020-01-06,95.11000061035156,95.55999755859375,93.80000305175781,95.18000030517578,89.35795593261719,76300,,,,,,,,
2020-01-07,94.55999755859375,95.55000305175781,93.19000244140625,94.66000366210938,88.86975860595703,69100,,,,,,,,
2020-01-08,94.19000244140625,97.58000183105469,94.19000244140625,96.69000244140625,90.77557373046875,130400,,,,,,,,
2020-01-09,98.69000244140625,111.76000213623047,98.44999694824219,105.0,98.57728576660156,396600,,,,,,,,
2020-01-10,105.41000366210938,106.58999633789062,104.58000183105469,105.22000122070312,98.78382873535156,226500,,,,,,,,
2020-01-13,105.86000061035156,109.75,105.05999755859375,108.9800033569336,102.3138427734375,194300,,,,,,,,
2020-01-14,109.5,109.63999938964844,105.87000274658203,107.0,100.45494079589844,139900,,,,,,,,
2020-01-15,106.94999694824219,107.25,104.83999633789062,104.95999908447266,98.53971862792969,94500,,,,,,,,
2020-01-16,105.37000274658203,106.30999755859375,103.45999908447266,104.1500015258789,97.7792739868164,164100,,,,,,,,
2020-01-17,104.87999725341797,105.41999816894531,103.43000030517578,104.66000366210938,98.25808715820312,153900,,,,,,,,
2020-01-21,103.98999786376953,104.13999938964844,100.94000244140625,102.27999877929688,96.0236587524414,114400,,,,,,,,
2020-01-22,102.43000030517578,102.43000030517578,100.94999694824219,101.9800033569336,95.74199676513672,80700,,,,,,,,
2020-01-23,101.70999908447266,102.55999755859375,100.16999816894531,102.23999786376953,95.98609924316406,77800,,,,,,,,
2020-01-24,102.2300033569336,103.33999633789062,101.66000366210938,102.97000122070312,96.67144012451172,91900,,,,,,,,
2020-01-27,100.91999816894531,103.30999755859375,100.91999816894531,102.69000244140625,96.40857696533203,99300,,,,,,,,
2020-01-28,103.37999725341797,104.37999725341797,101.7300033569336,101.94999694824219,95.71385192871094,81700,,,,,,,,
2020-01-29,102.25,102.4800033569336,101.30999755859375,101.37999725341797,95.17870330810547,67000,,,,,,,,
2020-01-30,100.51000213623047,101.87999725341797,99.97000122070312,101.04000091552734,94.85951232910156,42600,,,,,,,,
2020-01-31,100.31999969482422,100.83999633789062,99.0199966430664,100.02999877929688,93.9112777709961,91500,,,,,,,,
2020-02-03,100.01000213623047,102.68000030517578,100.01000213623047,101.36000061035156,95.1599349975586,74100,,,,,,,,
2020-02-04,102.91000366210938,105.29000091552734,102.91000366210938,105.12999725341797,98.69932556152344,110800,,,,,,,,
2020-02-05,106.33999633789062,107.27999877929688,105.6500015258789,107.19000244140625,100.6333236694336,84300,,,,,,,,
2020-02-06,107.55000305175781,107.66999816894531,105.87000274658203,107.19000244140625,100.6333236694336,67900,,,,,,,,
2020-02-07,106.56999969482422,106.93000030517578,104.54000091552734,104.87000274658203,98.45523071289062,60100,,,,,,,,
2020-02-10,104.66000366210938,106.80000305175781,104.62000274658203,106.76000213623047,100.22962188720703,60100,,,,,,,,
2020-02-11,107.12999725341797,109.38999938964844,107.05999755859375,109.0199966430664,102.35139465332031,69400,,,,,,,,
2020-02-12,109.55999755859375,109.8499984741211,109.0999984741211,109.41999816894531,102.72689819335938,135300,,,,,,,,
2020-02-13,108.52999877929688,109.69999694824219,108.37000274658203,109.61000061035156,103.19764709472656,45400,,,,,,,,
2020-02-14,109.73999786376953,110.0,109.19000244140625,109.72000122070312,103.30121612548828,48400,,,,,,,,
2020-02-18,109.41999816894531,109.73999786376953,107.93000030517578,109.30999755859375,102.91519165039062,63300,,,,,,,,
2020-02-19,109.5199966430664,109.5199966430664,107.30000305175781,107.76000213623047,101.45590209960938,47600,,,,,,,,
2020-02-20,107.38999938964844,108.05000305175781,104.77999877929688,105.0199966430664,98.87617492675781,54600,,,,,,,,
2020-02-21,105.06999969482422,105.79000091552734,104.55000305175781,105.52999877929688,99.35633850097656,70000,,,,,,,,
2020-02-24,102.45999908447266,104.4800033569336,102.45999908447266,104.31999969482422,98.21711730957031,63100,,,,,,,,
2020-02-25,104.97000122070312,106.0,104.11000061035156,104.37000274658203,98.26419830322266,93600,,,,,,,,
2020-02-26,104.97000122070312,106.29000091552734,101.33000183105469,101.55000305175781,95.60917663574219,87300,,,,,,,,
