date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'FDX')","('high', 'FDX')","('low', 'FDX')","('close', 'FDX')","('adj_close', 'FDX')","('volume', 'FDX')","('currency', '')"
2020-01-02,152.4199981689453,155.10000610351562,151.60000610351562,155.10000610351562,138.80429077148438,3027600,,,,,,,,
2020-01-03,152.5,153.33999633789062,151.83999633789062,153.17999267578125,137.0860595703125,2216500,,,,,,,,
2020-01-06,151.25,153.5500030517578,150.1699981689453,153.3000030517578,137.19345092773438,2389700,,,,,,,,
2020-01-07,153.36000061035156,155.22000122070312,152.33999633789062,154.8000030517578,138.535888671875,2140100,,,,,,,,
2020-01-08,154.57000732421875,157.75,153.92999267578125,157.1300048828125,140.62107849121094,3053200,,,,,,,,
2020-01-09,157.9499969482422,158.30999755859375,156.58999633789062,158.0500030517578,141.4444122314453,2240200,,,,,,,,
2020-01-10,158.07000732421875,158.42999267578125,156.13999938964844,156.6300048828125,140.173583984375,2449600,,,,,,,,
2020-01-13,156.72000122070312,159.52999877929688,156.7100067138672,159.27999877929688,142.54519653320312,1985300,,,,,,,,
2020-01-14,159.14999389648438,164.5,158.6199951171875,162.1300048828125,145.095703125,5076600,,,,,,,,
2020-01-15,163.02000427246094,163.02000427246094,158.6699981689453,159.14999389648438,142.4288330078125,2971800,,,,,,,,
2020-01-16,160.58999633789062,161.47000122070312,158.83999633789062,159.5399932861328,142.77786254882812,2343700,,,,,,,,
2020-01-17,159.38999938964844,161.17999267578125,158.55999755859375,159.97999572753906,143.1715850830078,1846100,,,,,,,,
2020-01-21,159.10000610351562,159.16000366210938,156.80999755859375,157.52999877929688,140.97903442382812,2460400,,,,,,,,
2020-01-22,157.49000549316406,158.85000610351562,155.47000122070312,155.5399932861328,139.19808959960938,1911100,,,,,,,,
2020-01-23,155.0,155.33999633789062,152.72999572753906,154.8800048828125,138.60745239257812,2059100,,,,,,,,
2020-01-24,155.63999938964844,155.63999938964844,152.30999755859375,154.07000732421875,137.88255310058594,1973600,,,,,,,,
2020-01-27,150.11000061035156,150.17999267578125,147.50999450683594,148.49000549316406,132.88876342773438,3368400,,,,,,,,
2020-01-28,149.75,149.9499969482422,147.11000061035156,148.39999389648438,132.80825805664062,2190000,,,,,,,,
2020-01-29,149.16000366210938,150.07000732421875,147.91000366210938,148.05999755859375,132.5039825439453,2521600,,,,,,,,
2020-01-30,146.0,148.39999389648438,143.36000061035156,148.25999450683594,132.68296813964844,3380200,,,,,,,,
2020-01-31,147.10000610351562,147.2899932861328,143.58999633789062,144.63999938964844,129.44329833984375,3286200,,,,,,,,
2020-02-03,145.5,147.39999389648438,143.60000610351562,143.83999633789062,128.7273406982422,1988400,,,,,,,,
2020-02-04,146.3699951171875,148.24000549316406,146.0,147.50999450683594,132.0117645263672,2573700,,,,,,,,
2020-02-05,149.5,150.85000610351562,148.82000732421875,149.9499969482422,134.19541931152344,2013700,,,,,,,,
2020-02-06,151.3800048828125,151.3800048828125,148.49000549316406,148.6300048828125,133.01412963867188,1706800,,,,,,,,
2020-02-07,147.3000030517578,157.44000244140625,146.4199981689453,155.66000366210938,139.3054962158203,6532600,,,,,,,,
2020-02-10,158.8000030517578,160.2899932861328,156.1999969482422,156.77999877929688,140.3077850341797,3948600,,,,,,,,
2020-02-11,158.27000427246094,159.55999755859375,156.8699951171875,158.0,141.39962768554688,2016800,,,,,,,,
2020-02-12,159.1999969482422,159.80999755859375,157.22999572753906,158.50999450683594,141.85601806640625,1607500,,,,,,,,
2020-02-13,157.7899932861328,161.8300018310547,156.47999572753906,161.47000122070312,144.50511169433594,2624400,,,,,,,,
2020-02-14,160.4600067138672,161.2899932861328,158.0,158.6199951171875,141.9544677734375,1679000,,,,,,,,
2020-02-18,159.30999755859375,160.91000366210938,156.38999938964844,158.57000732421875,141.90977478027344,1924000,,,,,,,,
2020-02-19,159.0,161.69000244140625,158.8300018310547,161.13999938964844,144.20973205566406,1699300,,,,,,,,
2020-02-20,161.07000732421875,165.25,159.5,164.91000366210938,147.5836181640625,2602500,,,,,,,,
2020-02-21,163.25999450683594,164.13999938964844,161.69000244140625,163.25,146.09803771972656,1645300,,,,,,,,
2020-02-24,156.25999450683594,157.72000122070312,152.6199951171875,154.85000610351562,138.58059692382812,3116300,,,,,,,,
2020-02-25,155.66000366210938,155.8000030517578,144.80999755859375,145.60000610351562,130.3024444580078,4223800,,,,,,,,
2020-02-26,147.4199981689453,149.38999938964844,143.55999755859375,144.52999877929688,129.34486389160156,2766300,,,,,,,,
2020-02-27,140.75999450683594,145.49000549316406,136.47999572753906,138.75999450683594,124.18109130859375,3535000,,,,,,,,
2020-02-28,135.0,141.1999969482422,134.05999755859375,141.1699981689453,126.33788299560547,4391200,,,,,,,,
2020-03-02,142.17999267578125,142.52000427246094,135.27999877929688,139.75,125.06707763671875,4418600,,,,,,,,
2020-03-03,140.0,142.1699981689453,132.55999755859375,133.08999633789062,119.1068115234375,4373300,,,,,,,,
2020-03-04,135.05999755859375,136.4600067138672,132.17999267578125,136.41000366210938,122.07797241210938,2854700,,,,,,,,
2020-03-05,132.00999450683594,133.13999938964844,128.75,129.92999267578125,116.27880859375,3150000,,,,,,,,
2020-03-06,125.75,130.64999389648438,123.79000091552734,127.68000030517578,114.8397216796875,3886300,,,,,,,,
2020-03-09,120.4000015258789,121.58000183105469,113.8499984741211,115.69999694824219,104.06449890136719,4048100,,,,,,,,
2020-03-10,120.13999938964844,121.75,113.87000274658203,120.66999816894531,108.5346908569336,3564900,,,,,,,,
2020-03-11,117.38999938964844,118.30000305175781,108.52999877929688,111.01000213623047,99.84614562988281,4746400,,,,,,,,
2020-03-12,103.19999694824219,105.18000030517578,96.19999694824219,97.0,87.24508666992188,5156500,,,,,,,,
2020-03-13,102.45999908447266,106.68000030517578,96.0,106.62999725341797,95.90664672851562,4275000,,,,,,,,
2020-03-16,92.0,99.87000274658203,90.48999786376953,90.48999786376953,81.38978576660156,4417400,,,,,,,,
