date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'HCC')","('high', 'HCC')","('low', 'HCC')","('close', 'HCC')","('adj_close', 'HCC')","('volume', 'HCC')","('currency', '')"
2020-01-02,21.31999969482422,22.15999984741211,21.200000762939453,21.6299991607666,19.175077438354492,888900,,,,,,,,
2020-01-03,21.600000381469727,22.079999923706055,21.510000228881836,21.84000015258789,19.361242294311523,753500,,,,,,,,
2020-01-06,21.700000762939453,22.06999969482422,21.399999618530273,21.530000686645508,19.08642578125,665500,,,,,,,,
2020-01-07,21.56999969482422,22.399999618530273,21.56999969482422,21.93000030517578,19.44103240966797,673900,,,,,,,,
2020-01-08,21.989999771118164,22.809999465942383,21.959999084472656,22.06999969482422,19.565135955810547,1011400,,,,,,,,
2020-01-09,21.920000076293945,21.94499969482422,20.799999237060547,20.84000015258789,18.474742889404297,820500,,,,,,,,
2020-01-10,21.049999237060547,21.8700008392334,21.049999237060547,21.510000228881836,19.068693161010742,988300,,,,,,,,
2020-01-13,21.450000762939453,22.46500015258789,21.399999618530273,22.299999237060547,19.76903533935547,943400,,,,,,,,
2020-01-14,22.299999237060547,23.1200008392334,22.18000030517578,22.760000228881836,20.176828384399414,840000,,,,,,,,
2020-01-15,22.56999969482422,23.1299991607666,22.5,23.09000015258789,20.469371795654297,1279400,,,,,,,,
2020-01-16,23.280000686645508,23.729999542236328,23.0,23.479999542236328,20.815109252929688,1190400,,,,,,,,
2020-01-17,23.729999542236328,23.729999542236328,22.469999313354492,22.510000228881836,19.955204010009766,1640000,,,,,,,,
2020-01-21,22.360000610351562,22.360000610351562,21.075000762939453,21.579999923706055,19.13075065612793,711800,,,,,,,,
2020-01-22,21.719999313354492,21.81999969482422,20.78499984741211,21.639999389648438,19.183942794799805,797300,,,,,,,,
2020-01-23,21.540000915527344,21.700000762939453,20.329999923706055,20.940000534057617,18.563392639160156,987600,,,,,,,,
2020-01-24,20.90999984741211,20.940000534057617,19.530000686645508,20.1200008392334,17.836456298828125,854500,,,,,,,,
2020-01-27,19.600000381469727,19.847999572753906,19.06999969482422,19.56999969482422,17.3488826751709,1000400,,,,,,,,
2020-01-28,19.790000915527344,19.899999618530273,19.239999771118164,19.559999465942383,17.340015411376953,908200,,,,,,,,
2020-01-29,19.59000015258789,19.75,19.219999313354492,19.329999923706055,17.136119842529297,590600,,,,,,,,
2020-01-30,19.149999618530273,19.459999084472656,18.8700008392334,19.40999984741211,17.2070369720459,549400,,,,,,,,
2020-01-31,19.190000534057617,19.399999618530273,18.84000015258789,18.860000610351562,16.719463348388672,1040800,,,,,,,,
2020-02-03,18.940000534057617,19.34000015258789,18.809999465942383,19.239999771118164,17.056331634521484,607500,,,,,,,,
2020-02-04,19.68000030517578,20.979999542236328,19.510000228881836,20.84000015258789,18.474742889404297,877100,,,,,,,,
2020-02-05,21.219999313354492,22.280000686645508,21.209999084472656,21.520000457763672,19.077558517456055,893000,,,,,,,,
2020-02-06,21.729999542236328,21.729999542236328,20.950000762939453,21.1200008392334,18.722965240478516,554900,,,,,,,,
2020-02-07,20.829999923706055,21.09000015258789,20.0,20.110000610351562,17.827590942382812,453700,,,,,,,,
2020-02-10,19.899999618530273,20.229999542236328,19.65999984741211,19.989999771118164,17.72121238708496,425800,,,,,,,,
2020-02-11,20.219999313354492,20.780000686645508,20.06999969482422,20.15999984741211,17.871917724609375,616600,,,,,,,,
2020-02-12,20.610000610351562,21.25,20.260000228881836,20.579999923706055,18.244247436523438,702700,,,,,,,,
2020-02-13,20.459999084472656,21.100000381469727,20.459999084472656,20.84000015258789,18.474742889404297,548100,,,,,,,,
2020-02-14,21.0,21.290000915527344,20.479999542236328,20.540000915527344,18.208789825439453,583400,,,,,,,,
2020-02-18,20.420000076293945,21.0,20.334999084472656,20.649999618530273,18.30630874633789,831100,,,,,,,,
2020-02-19,20.780000686645508,21.020000457763672,19.940000534057617,20.18000030517578,17.889650344848633,989400,,,,,,,,
2020-02-20,19.899999618530273,20.579999923706055,17.559999465942383,17.709999084472656,15.699984550476074,2053400,,,,,,,,
2020-02-21,17.549999237060547,18.059999465942383,17.510000228881836,18.020000457763672,15.974797248840332,1187100,,,,,,,,
2020-02-24,17.31999969482422,17.469999313354492,16.610000610351562,17.209999084472656,15.29918098449707,1201700,,,,,,,,
2020-02-25,17.309999465942383,17.6299991607666,16.920000076293945,17.100000381469727,15.201394081115723,1148500,,,,,,,,
2020-02-26,17.229999542236328,17.229999542236328,16.239999771118164,16.700000762939453,14.845808029174805,1299800,,,,,,,,
2020-02-27,16.200000762939453,17.68000030517578,16.070999145507812,17.31999969482422,15.396967887878418,1863000,,,,,,,,
2020-02-28,16.81999969482422,18.350000381469727,16.6299991607666,17.719999313354492,15.752554893493652,2331400,,,,,,,,
2020-03-02,17.829999923706055,18.93000030517578,17.34000015258789,18.510000228881836,16.454843521118164,1355200,,,,,,,,
2020-03-03,18.979999542236328,19.209999084472656,17.68000030517578,18.149999618530273,16.134815216064453,906900,,,,,,,,
2020-03-04,18.389999389648438,18.84000015258789,17.93000030517578,18.68000030517578,16.605966567993164,873400,,,,,,,,
2020-03-05,18.209999084472656,18.420000076293945,16.959999084472656,17.3799991607666,15.45030403137207,1197600,,,,,,,,
2020-03-06,16.670000076293945,17.110000610351562,15.739999771118164,16.790000915527344,14.92581558227539,1265300,,,,,,,,
2020-03-09,15.199999809265137,15.630000114440918,14.3100004196167,14.350000381469727,12.756728172302246,1105300,,,,,,,,
2020-03-10,15.130000114440918,15.600000381469727,14.25,14.989999771118164,13.325667381286621,1027500,,,,,,,,
2020-03-11,14.489999771118164,14.90999984741211,13.800000190734863,14.260000228881836,12.676718711853027,1352100,,,,,,,,
