date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'FERG')","('high', 'FERG')","('low', 'FERG')","('close', 'FERG')","('adj_close', 'FERG')","('volume', 'FERG')","('currency', '')"
2020-01-02,92.69000244140625,92.69000244140625,91.55000305175781,91.55000305175781,80.40573120117188,300,,,,,,,,
2020-01-03,92.36000061035156,92.36000061035156,91.25,91.25,80.14224243164062,2900,,,,,,,,
2020-01-06,91.25,91.25,91.25,91.25,80.14224243164062,0,,,,,,,,
2020-01-07,91.25,91.25,91.25,91.25,80.14224243164062,0,,,,,,,,
2020-01-08,90.94000244140625,90.94000244140625,90.9000015258789,90.9000015258789,79.8348617553711,400,,,,,,,,
2020-01-09,90.9000015258789,90.9000015258789,90.9000015258789,90.9000015258789,79.8348617553711,0,,,,,,,,
2020-01-10,90.9000015258789,90.9000015258789,90.9000015258789,90.9000015258789,79.8348617553711,0,,,,,,,,
2020-01-13,90.9000015258789,90.9000015258789,90.9000015258789,90.9000015258789,79.8348617553711,0,,,,,,,,
2020-01-14,90.9000015258789,90.9000015258789,90.9000015258789,90.9000015258789,79.8348617553711,0,,,,,,,,
2020-01-15,94.0,94.0,94.0,94.0,82.55747985839844,800,,,,,,,,
2020-01-16,94.0,94.0,94.0,94.0,82.55747985839844,0,,,,,,,,
2020-01-17,94.0,94.0,94.0,94.0,82.55747985839844,0,,,,,,,,
2020-01-21,94.0,94.0,94.0,94.0,82.55747985839844,0,,,,,,,,
2020-01-22,94.0,94.0,94.0,94.0,82.55747985839844,0,,,,,,,,
2020-01-23,94.0,94.0,94.0,94.0,82.55747985839844,0,,,,,,,,
2020-01-24,94.0,94.0,94.0,94.0,82.55747985839844,0,,,,,,,,
2020-01-27,89.5999984741211,89.5999984741211,89.5999984741211,89.5999984741211,78.69308471679688,1400,,,,,,,,
2020-01-28,89.5999984741211,89.5999984741211,89.5999984741211,89.5999984741211,78.69308471679688,0,,,,,,,,
2020-01-29,89.5999984741211,89.5999984741211,89.5999984741211,89.5999984741211,78.69308471679688,0,,,,,,,,
2020-01-30,90.94999694824219,90.94999694824219,90.94999694824219,90.94999694824219,79.87874603271484,100,,,,,,,,
2020-01-31,90.94999694824219,90.94999694824219,90.94999694824219,90.94999694824219,79.87874603271484,0,,,,,,,,
2020-02-03,89.44999694824219,89.44999694824219,89.44999694824219,89.44999694824219,78.56134796142578,300,,,,,,,,
2020-02-04,95.36000061035156,95.38999938964844,95.36000061035156,95.38999938964844,83.77827453613281,1900,,,,,,,,
2020-02-05,95.38999938964844,95.38999938964844,95.38999938964844,95.38999938964844,83.77827453613281,700,,,,,,,,
2020-02-06,95.38999938964844,95.38999938964844,95.38999938964844,95.38999938964844,83.77827453613281,0,,,,,,,,
2020-02-07,96.25,96.25,96.25,96.25,84.53360748291016,8700,,,,,,,,
2020-02-10,96.58000183105469,96.58000183105469,96.0999984741211,96.0999984741211,84.40186309814453,300,,,,,,,,
2020-02-11,96.0999984741211,96.0999984741211,96.0999984741211,96.0999984741211,84.40186309814453,0,,,,,,,,
2020-02-12,98.5999984741211,98.66000366210938,97.8499984741211,97.8499984741211,85.93883514404297,6300,,,,,,,,
2020-02-13,98.79000091552734,99.51000213623047,98.79000091552734,99.51000213623047,87.39676666259766,2600,,,,,,,,
2020-02-14,99.51000213623047,99.51000213623047,99.51000213623047,99.51000213623047,87.39676666259766,0,,,,,,,,
2020-02-18,99.51000213623047,99.51000213623047,99.51000213623047,99.51000213623047,87.39676666259766,0,,,,,,,,
2020-02-19,98.19999694824219,98.19999694824219,98.0,98.0,86.07056427001953,200,,,,,,,,
2020-02-20,97.8499984741211,97.8499984741211,97.8499984741211,97.8499984741211,85.93883514404297,100,,,,,,,,
