date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'NTSK')","('high', 'NTSK')","('low', 'NTSK')","('close', 'NTSK')","('adj_close', 'NTSK')","('volume', 'NTSK')","('currency', '')"
2025-09-18,23.0,24.399999618530273,21.8799991607666,22.489999771118164,22.489999771118164,33905500,,,,,,,,
2025-09-19,24.229999542236328,25.579999923706055,22.899999618530273,24.700000762939453,24.700000762939453,10167500,,,,,,,,
2025-09-22,25.149999618530273,27.989999771118164,24.868999481201172,25.790000915527344,25.790000915527344,8374000,,,,,,,,
2025-09-23,26.850000381469727,27.030000686645508,23.670000076293945,24.100000381469727,24.100000381469727,6556300,,,,,,,,
2025-09-24,24.43000030517578,25.200000762939453,23.239999771118164,23.3799991607666,23.3799991607666,8006200,,,,,,,,
2025-09-25,22.799999237060547,23.829999923706055,21.709999084472656,22.700000762939453,22.700000762939453,3501300,,,,,,,,
2025-09-26,22.979999542236328,24.229999542236328,22.420000076293945,24.229999542236328,24.229999542236328,1994900,,,,,,,,
2025-09-29,24.1200008392334,24.19300079345703,22.600000381469727,23.950000762939453,23.950000762939453,3535200,,,,,,,,
2025-09-30,23.899999618530273,23.899999618530273,22.149999618530273,22.729999542236328,22.729999542236328,3596700,,,,,,,,
2025-10-01,22.5,22.809999465942383,21.020000457763672,21.299999237060547,21.299999237060547,4218200,,,,,,,,
2025-10-02,21.68000030517578,22.780000686645508,21.559999465942383,22.670000076293945,22.670000076293945,3196700,,,,,,,,
2025-10-03,22.450000762939453,23.290000915527344,22.450000762939453,23.149999618530273,23.149999618530273,1621900,,,,,,,,
2025-10-06,23.149999618530273,23.399999618530273,22.079999923706055,22.1299991607666,22.1299991607666,2117800,,,,,,,,
2025-10-07,22.200000762939453,22.440000534057617,21.40999984741211,22.030000686645508,22.030000686645508,1572400,,,,,,,,
2025-10-08,22.31999969482422,23.010000228881836,21.722000122070312,22.489999771118164,22.489999771118164,1719200,,,,,,,,
2025-10-09,22.489999771118164,22.799999237060547,21.950000762939453,21.959999084472656,21.959999084472656,1208500,,,,,,,,
2025-10-10,22.360000610351562,22.489999771118164,21.0,21.75,21.75,1689800,,,,,,,,
2025-10-13,22.260000228881836,23.700000762939453,22.100000381469727,23.440000534057617,23.440000534057617,3007100,,,,,,,,
2025-10-14,22.84000015258789,23.100000381469727,22.06999969482422,22.450000762939453,22.450000762939453,1370000,,,,,,,,
2025-10-15,23.010000228881836,23.700000762939453,22.549999237060547,22.860000610351562,22.860000610351562,1026800,,,,,,,,
2025-10-16,23.09000015258789,23.5,22.280000686645508,22.809999465942383,22.809999465942383,1060500,,,,,,,,
2025-10-17,22.5,22.75,21.549999237060547,22.239999771118164,22.239999771118164,1201700,,,,,,,,
2025-10-20,22.25,22.68199920654297,21.6299991607666,22.309999465942383,22.309999465942383,880500,,,,,,,,
2025-10-21,22.290000915527344,23.0,21.950000762939453,22.549999237060547,22.549999237060547,979800,,,,,,,,
2025-10-22,22.549999237060547,22.549999237060547,21.399999618530273,21.790000915527344,21.790000915527344,1324400,,,,,,,,
2025-10-23,21.90999984741211,23.065000534057617,21.8439998626709,23.0,23.0,999300,,,,,,,,
2025-10-24,23.0,23.700000762939453,22.459999084472656,22.469999313354492,22.469999313354492,2251900,,,,,,,,
2025-10-27,23.049999237060547,24.149999618530273,22.915000915527344,23.989999771118164,23.989999771118164,2066300,,,,,,,,
2025-10-28,23.989999771118164,24.0,23.229999542236328,23.299999237060547,23.299999237060547,847700,,,,,,,,
2025-10-29,23.5,23.604999542236328,22.709999084472656,23.40999984741211,23.40999984741211,957900,,,,,,,,
2025-10-30,23.059999465942383,23.489999771118164,22.62299919128418,22.920000076293945,22.920000076293945,869800,,,,,,,,
2025-10-31,23.18000030517578,24.049999237060547,22.965999603271484,23.639999389648438,23.639999389648438,1422700,,,,,,,,
2025-11-03,23.860000610351562,24.979999542236328,23.520000457763672,24.260000228881836,24.260000228881836,2791600,,,,,,,,
2025-11-04,23.5,23.579999923706055,22.0,22.030000686645508,22.030000686645508,1499200,,,,,,,,
2025-11-05,22.290000915527344,22.760000228881836,21.799999237060547,22.739999771118164,22.739999771118164,1274500,,,,,,,,
2025-11-06,22.520000457763672,22.700000762939453,21.040000915527344,21.790000915527344,21.790000915527344,1931200,,,,,,,,
2025-11-07,21.389999389648438,22.440000534057617,20.917999267578125,22.31999969482422,22.31999969482422,1263100,,,,,,,,
2025-11-10,22.600000381469727,23.190000534057617,22.434999465942383,22.5,22.5,1055400,,,,,,,,
2025-11-11,22.5,22.809999465942383,21.329999923706055,21.90999984741211,21.90999984741211,1219200,,,,,,,,
2025-11-12,21.969999313354492,22.200000762939453,20.665000915527344,20.860000610351562,20.860000610351562,1570800,,,,,,,,
2025-11-13,20.799999237060547,21.100000381469727,19.850000381469727,19.889999389648438,19.889999389648438,1623700,,,,,,,,
2025-11-14,19.200000762939453,20.700000762939453,18.860000610351562,19.8700008392334,19.8700008392334,3160400,,,,,,,,
2025-11-17,19.940000534057617,20.145000457763672,18.68000030517578,19.329999923706055,19.329999923706055,1454800,,,,,,,,
2025-11-18,18.8700008392334,19.020000457763672,17.809999465942383,18.770000457763672,18.770000457763672,2966500,,,,,,,,
2025-11-19,18.559999465942383,18.700000762939453,17.559999465942383,17.65999984741211,17.65999984741211,2539400,,,,,,,,
2025-11-20,18.1299991607666,18.3700008392334,17.510000228881836,17.899999618530273,17.899999618530273,1823200,,,,,,,,
2025-11-21,17.950000762939453,18.8799991607666,17.31999969482422,18.81999969482422,18.81999969482422,1575000,,,,,,,,
2025-11-24,19.170000076293945,19.3700008392334,18.315000534057617,18.3799991607666,18.3799991607666,1591300,,,,,,,,
2025-11-25,18.270000457763672,18.68000030517578,17.94700050354004,18.530000686645508,18.530000686645508,1536300,,,,,,,,
2025-11-26,18.389999389648438,18.5,17.649999618530273,17.770000457763672,17.770000457763672,1787900,,,,,,,,
2025-11-28,17.809999465942383,18.700000762939453,17.735000610351562,18.3799991607666,18.3799991607666,1117600,,,,,,,,
2025-12-01,18.0,18.18000030517578,17.520000457763672,17.75,17.75,1458000,,,,,,,,
2025-12-02,17.850000381469727,18.100000381469727,17.690000534057617,17.8799991607666,17.8799991607666,1231500,,,,,,,,
2025-12-03,17.780000686645508,18.479999542236328,17.440000534057617,18.329999923706055,18.329999923706055,1710600,,,,,,,,
2025-12-04,18.309999465942383,19.829999923706055,18.100000381469727,19.68000030517578,19.68000030517578,3275100,,,,,,,,
2025-12-05,19.94499969482422,21.479999542236328,19.584999084472656,20.729999542236328,20.729999542236328,2972900,,,,,,,,
2025-12-08,21.34000015258789,22.559999465942383,21.239999771118164,22.280000686645508,22.280000686645508,3110600,,,,,,,,
2025-12-09,22.260000228881836,23.549999237060547,22.260000228881836,22.8799991607666,22.8799991607666,2481700,,,,,,,,
2025-12-10,22.760000228881836,22.90999984741211,21.959999084472656,22.5,22.5,1978100,,,,,,,,
2025-12-11,22.670000076293945,23.559999465942383,22.450000762939453,23.5,23.5,4797600,,,,,,,,
2025-12-12,21.399999618530273,22.239999771118164,20.5,20.719999313354492,20.719999313354492,6491700,,,,,,,,
2025-12-15,20.760000228881836,21.010000228881836,18.579999923706055,19.049999237060547,19.049999237060547,5249100,,,,,,,,
2025-12-16,19.139999389648438,20.90999984741211,19.06999969482422,20.040000915527344,20.040000915527344,3587200,,,,,,,,
2025-12-17,20.18000030517578,20.295000076293945,18.385000228881836,18.5,18.5,2943700,,,,,,,,
2025-12-18,18.969999313354492,19.219999313354492,18.299999237060547,18.899999618530273,18.899999618530273,2865800,,,,,,,,
2025-12-19,19.399999618530273,19.399999618530273,18.860000610351562,19.260000228881836,19.260000228881836,6276100,,,,,,,,
2025-12-22,19.489999771118164,20.030000686645508,19.200000762939453,19.709999084472656,19.709999084472656,1356600,,,,,,,,
2025-12-23,19.540000915527344,19.540000915527344,18.43000030517578,18.549999237060547,18.549999237060547,1765300,,,,,,,,
2025-12-24,18.5,18.559999465942383,18.079999923706055,18.5,18.5,762500,,,,,,,,
2025-12-26,18.59000015258789,18.59000015258789,18.155000686645508,18.290000915527344,18.290000915527344,901100,,,,,,,,
2025-12-29,18.1299991607666,18.610000610351562,18.100000381469727,18.170000076293945,18.170000076293945,949500,,,,,,,,
2025-12-30,18.110000610351562,18.200000762939453,17.760000228881836,17.93000030517578,17.93000030517578,1634100,,,,,,,,
,NTSK,NTSK,NTSK,NTSK,NTSK,NTSK,,,,,,,,
