date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'RHP')","('high', 'RHP')","('low', 'RHP')","('close', 'RHP')","('adj_close', 'RHP')","('volume', 'RHP')","('currency', '')"
2020-01-02,87.0,87.01000213623047,85.37000274658203,85.87999725341797,73.71995544433594,279100,,,,,,,,
2020-01-03,84.9800033569336,86.23999786376953,84.52999877929688,85.54000091552734,73.42809295654297,209600,,,,,,,,
2020-01-06,84.83000183105469,85.01000213623047,84.16999816894531,84.45999908447266,72.50100708007812,269700,,,,,,,,
2020-01-07,83.98999786376953,84.4000015258789,82.9800033569336,83.43000030517578,71.61685180664062,333400,,,,,,,,
2020-01-08,83.58999633789062,84.95999908447266,83.16999816894531,84.5999984741211,72.62117004394531,367500,,,,,,,,
2020-01-09,84.6500015258789,85.0199966430664,84.1500015258789,84.41999816894531,72.46665954589844,350000,,,,,,,,
2020-01-10,84.41999816894531,84.58999633789062,83.51000213623047,83.87999725341797,72.00312805175781,203500,,,,,,,,
2020-01-13,84.0,85.0199966430664,83.8499984741211,84.75,72.74995422363281,198500,,,,,,,,
2020-01-14,84.76000213623047,85.41999816894531,84.2300033569336,85.27999877929688,73.20491790771484,270100,,,,,,,,
2020-01-15,85.41000366210938,86.70999908447266,84.75,85.36000061035156,73.27359008789062,249200,,,,,,,,
2020-01-16,85.72000122070312,87.02999877929688,85.66000366210938,86.62999725341797,74.36375427246094,152600,,,,,,,,
2020-01-17,87.18000030517578,87.37999725341797,86.61000061035156,86.77999877929688,74.49252319335938,162600,,,,,,,,
2020-01-21,86.73999786376953,86.83000183105469,85.41000366210938,86.30999755859375,74.08905792236328,199900,,,,,,,,
2020-01-22,86.97000122070312,87.69999694824219,86.11000061035156,86.41999816894531,74.18347930908203,192100,,,,,,,,
2020-01-23,86.31999969482422,86.41999816894531,85.0999984741211,85.83999633789062,73.68560028076172,193000,,,,,,,,
2020-01-24,85.93000030517578,86.4000015258789,85.33000183105469,86.26000213623047,74.04615020751953,398000,,,,,,,,
2020-01-27,84.77999877929688,86.13999938964844,84.23999786376953,86.0,73.82295227050781,403000,,,,,,,,
2020-01-28,86.23999786376953,87.6500015258789,86.23999786376953,87.33000183105469,74.96463012695312,326800,,,,,,,,
2020-01-29,87.41000366210938,87.7699966430664,86.2699966430664,87.0199966430664,74.69853973388672,201500,,,,,,,,
2020-01-30,86.37000274658203,86.83000183105469,86.06999969482422,86.69999694824219,74.42384338378906,289700,,,,,,,,
2020-01-31,86.44000244140625,86.6500015258789,84.23999786376953,85.02999877929688,72.99031066894531,362800,,,,,,,,
2020-02-03,85.23999786376953,86.8499984741211,85.05000305175781,85.94999694824219,73.780029296875,292400,,,,,,,,
2020-02-04,86.41000366210938,87.8499984741211,86.41000366210938,87.63999938964844,75.23075103759766,211400,,,,,,,,
2020-02-05,88.02999877929688,88.5999984741211,87.77999877929688,88.55000305175781,76.01190185546875,195900,,,,,,,,
2020-02-06,88.76000213623047,88.83000183105469,87.29000091552734,88.3499984741211,75.84021759033203,279400,,,,,,,,
2020-02-07,88.19999694824219,88.19999694824219,86.54000091552734,86.8499984741211,74.55260467529297,229400,,,,,,,,
2020-02-10,86.87000274658203,87.58999633789062,86.69000244140625,87.58000183105469,75.17925262451172,103800,,,,,,,,
2020-02-11,88.0199966430664,88.54000091552734,87.7300033569336,88.33000183105469,75.82303619384766,241600,,,,,,,,
2020-02-12,88.75,89.83000183105469,88.30999755859375,89.31999969482422,76.67285919189453,375600,,,,,,,,
2020-02-13,89.0999984741211,90.56999969482422,88.58999633789062,90.20999908447266,77.43684387207031,171000,,,,,,,,
2020-02-14,90.4800033569336,91.37999725341797,90.12999725341797,91.31999969482422,78.3896713256836,545300,,,,,,,,
2020-02-18,91.16999816894531,91.55999755859375,90.2699966430664,90.30000305175781,77.51412200927734,178600,,,,,,,,
2020-02-19,90.55000305175781,90.63999938964844,89.4000015258789,89.54000091552734,76.86172485351562,227200,,,,,,,,
2020-02-20,89.5199966430664,90.33999633789062,89.18000030517578,89.52999877929688,76.85314178466797,227900,,,,,,,,
2020-02-21,89.58999633789062,89.79000091552734,88.2699966430664,89.0,76.39817810058594,465000,,,,,,,,
2020-02-24,86.87999725341797,87.3499984741211,82.2300033569336,83.86000061035156,71.98597717285156,637200,,,,,,,,
2020-02-25,82.37000274658203,84.45999908447266,77.87999725341797,79.04000091552734,67.84844970703125,1162100,,,,,,,,
2020-02-26,79.2300033569336,79.2300033569336,73.91000366210938,73.93000030517578,63.46200180053711,809200,,,,,,,,
2020-02-27,72.23999786376953,77.69000244140625,70.76000213623047,73.72000122070312,63.2817268371582,858200,,,,,,,,
2020-02-28,71.72000122070312,72.8499984741211,68.54000091552734,69.51000213623047,59.6678352355957,1023500,,,,,,,,
2020-03-02,69.81999969482422,71.33999633789062,67.77999877929688,70.83999633789062,60.809505462646484,745300,,,,,,,,
2020-03-03,70.7699966430664,72.41000366210938,65.73999786376953,66.19999694824219,56.826507568359375,650800,,,,,,,,
2020-03-04,67.55000305175781,68.62999725341797,64.69000244140625,65.79000091552734,56.47456741333008,742700,,,,,,,,
2020-03-05,64.38999938964844,64.38999938964844,58.5099983215332,59.810001373291016,51.3412971496582,1014000,,,,,,,,
2020-03-06,57.290000915527344,59.900001525878906,56.060001373291016,57.650001525878906,49.48714065551758,1004900,,,,,,,,
2020-03-09,51.119998931884766,53.0,48.08000183105469,48.880001068115234,41.95891189575195,1090800,,,,,,,,
2020-03-10,51.13999938964844,52.33000183105469,48.630001068115234,49.34000015258789,42.35377883911133,1197300,,,,,,,,
2020-03-11,47.619998931884766,47.619998931884766,42.02000045776367,42.689998626708984,36.6453742980957,1022400,,,,,,,,
2020-03-12,38.099998474121094,38.099998474121094,32.470001220703125,33.13999938964844,28.44759178161621,1549900,,,,,,,,
2020-03-13,35.939998626708984,37.75,32.33000183105469,37.75,32.40484619140625,1633100,,,,,,,,
2020-03-16,32.75,32.90999984741211,24.059999465942383,24.09000015258789,20.679012298583984,1251000,,,,,,,,
2020-03-17,24.709999084472656,24.709999084472656,18.260000228881836,20.309999465942383,17.434236526489258,2183700,,,,,,,,
2020-03-18,18.1200008392334,18.469999313354492,13.25,14.079999923706055,12.086363792419434,2359800,,,,,,,,
2020-03-19,14.050000190734863,22.530000686645508,13.25,18.690000534057617,16.043621063232422,2816000,,,,,,,,
2020-03-20,19.059999465942383,23.729999542236328,19.059999465942383,21.489999771118164,18.447154998779297,3020100,,,,,,,,
2020-03-23,20.200000762939453,24.829999923706055,20.09000015258789,24.549999237060547,21.07387924194336,1728100,,,,,,,,
2020-03-24,26.649999618530273,33.08000183105469,25.920000076293945,32.70000076293945,28.06989288330078,1897200,,,,,,,,
2020-03-25,33.5,34.9900016784668,29.139999389648438,32.150001525878906,27.5977725982666,1632400,,,,,,,,
2020-03-26,32.5,37.029998779296875,32.29999923706055,35.060001373291016,30.095733642578125,1492200,,,,,,,,
2020-03-27,32.72999954223633,36.02000045776367,30.0,34.939998626708984,29.992721557617188,1143400,,,,,,,,
2020-03-30,33.439998626708984,36.43000030517578,30.06999969482422,35.880001068115234,31.66045379638672,1395500,,,,,,,,
2020-03-31,35.5,37.18000030517578,34.18000030517578,35.849998474121094,31.633981704711914,1033400,,,,,,,,
2020-04-01,33.34000015258789,34.33000183105469,32.31999969482422,33.939998626708984,29.948606491088867,1023300,,,,,,,,
2020-04-02,33.20000076293945,34.38999938964844,30.8700008392334,31.940000534057617,28.183805465698242,918500,,,,,,,,
2020-04-03,31.709999084472656,32.0,29.3799991607666,30.600000381469727,27.001392364501953,940200,,,,,,,,
2020-04-06,32.75,34.75,31.010000228881836,34.220001220703125,30.1956787109375,1633900,,,,,,,,
2020-04-07,36.54999923706055,39.25,32.33000183105469,33.45000076293945,29.5162296295166,917300,,,,,,,,
2020-04-08,34.25,35.380001068115234,32.7599983215332,34.68000030517578,30.601581573486328,1340600,,,,,,,,
2020-04-09,36.22999954223633,38.04999923706055,32.40999984741211,33.2599983215332,29.348567962646484,2144500,,,,,,,,
2020-04-13,33.400001525878906,33.650001525878906,30.309999465942383,32.0,28.236751556396484,1146100,,,,,,,,
2020-04-14,33.0099983215332,34.630001068115234,30.579999923706055,30.75,27.133750915527344,1073700,,,,,,,,
2020-04-15,30.0,30.059999465942383,28.350000381469727,28.829999923706055,25.439546585083008,1274800,,,,,,,,
2020-04-16,28.520000457763672,28.790000915527344,26.309999465942383,27.799999237060547,24.530677795410156,2009800,,,,,,,,
2020-04-17,29.5,30.0,27.489999771118164,27.950000762939453,24.663040161132812,2587400,,,,,,,,
2020-04-20,27.139999389648438,29.15999984741211,26.030000686645508,27.979999542236328,24.689510345458984,1856900,,,,,,,,
2020-04-21,27.1299991607666,28.6299991607666,26.5,28.0,24.707157135009766,1056300,,,,,,,,
2020-04-22,28.889999389648438,29.239999771118164,27.8799991607666,27.959999084472656,24.671857833862305,778800,,,,,,,,
2020-04-23,28.139999389648438,29.559999465942383,27.610000610351562,27.850000381469727,24.574796676635742,712600,,,,,,,,
2020-04-24,28.020000457763672,29.09000015258789,27.309999465942383,27.440000534057617,24.213014602661133,1025800,,,,,,,,
2020-04-27,27.700000762939453,30.940000534057617,27.700000762939453,30.600000381469727,27.001392364501953,1108300,,,,,,,,
2020-04-28,32.5,34.119998931884766,31.90999984741211,32.54999923706055,28.722070693969727,1533100,,,,,,,,
2020-04-29,34.06999969482422,38.4900016784668,34.06999969482422,37.779998779296875,33.33700942993164,1454200,,,,,,,,
