date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'SWX')","('high', 'SWX')","('low', 'SWX')","('close', 'SWX')","('adj_close', 'SWX')","('volume', 'SWX')","('currency', '')"
2020-01-02,76.23999786376953,76.23999786376953,74.91000366210938,75.73999786376953,61.53147888183594,393900,,,,,,,,
2020-01-03,75.52999877929688,77.58000183105469,75.52999877929688,76.30000305175781,61.986427307128906,405200,,,,,,,,
2020-01-06,75.91999816894531,76.44000244140625,75.56999969482422,75.68000030517578,61.48273468017578,253300,,,,,,,,
2020-01-07,75.5199966430664,75.56999969482422,74.0199966430664,74.8499984741211,60.808433532714844,320300,,,,,,,,
2020-01-08,74.80000305175781,75.5199966430664,74.61000061035156,75.12000274658203,61.02779769897461,593900,,,,,,,,
2020-01-09,74.98999786376953,75.48999786376953,74.51000213623047,75.41999816894531,61.271514892578125,283700,,,,,,,,
2020-01-10,75.36000061035156,75.79000091552734,75.05000305175781,75.72000122070312,61.5152473449707,499600,,,,,,,,
2020-01-13,75.70999908447266,76.76000213623047,75.51000213623047,76.66999816894531,62.287017822265625,353900,,,,,,,,
2020-01-14,76.55999755859375,77.73999786376953,76.19000244140625,77.66999816894531,63.09942626953125,439900,,,,,,,,
2020-01-15,77.47000122070312,78.19999694824219,76.95999908447266,77.41000366210938,62.8881950378418,448900,,,,,,,,
2020-01-16,77.5199966430664,77.9000015258789,76.68000030517578,76.80000305175781,62.39263153076172,472700,,,,,,,,
2020-01-17,76.95999908447266,77.0,75.72000122070312,76.69999694824219,62.311370849609375,455000,,,,,,,,
2020-01-21,76.95999908447266,77.9000015258789,76.30999755859375,77.79000091552734,63.19690704345703,288200,,,,,,,,
2020-01-22,77.69000244140625,78.2699966430664,77.69000244140625,78.0999984741211,63.448734283447266,482300,,,,,,,,
2020-01-23,78.08999633789062,79.38999938964844,77.6500015258789,79.29000091552734,64.41552734375,385700,,,,,,,,
2020-01-24,79.13999938964844,79.69000244140625,78.58999633789062,79.01000213623047,64.18804168701172,350400,,,,,,,,
2020-01-27,78.9800033569336,79.4800033569336,77.76000213623047,78.2699966430664,63.58686065673828,328300,,,,,,,,
2020-01-28,78.31999969482422,78.80000305175781,77.76000213623047,78.0,63.36753463745117,329000,,,,,,,,
2020-01-29,77.97000122070312,77.97000122070312,76.37000274658203,76.48999786376953,62.14077377319336,539300,,,,,,,,
2020-01-30,76.41999816894531,76.7300033569336,75.69000244140625,76.63999938964844,62.262657165527344,379500,,,,,,,,
2020-01-31,76.08999633789062,76.33000183105469,75.12999725341797,75.51000213623047,61.34461975097656,439700,,,,,,,,
