date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'MDDNF')","('high', 'MDDNF')","('low', 'MDDNF')","('close', 'MDDNF')","('adj_close', 'MDDNF')","('volume', 'MDDNF')","('currency', '')"
2020-01-02,3.009999990463257,3.009999990463257,3.009999990463257,3.009999990463257,2.1094295978546143,0,,,,,,,,
2020-01-03,3.009999990463257,3.009999990463257,3.009999990463257,3.009999990463257,2.1094295978546143,0,,,,,,,,
2020-01-06,3.009999990463257,3.009999990463257,3.009999990463257,3.009999990463257,2.1094295978546143,0,,,,,,,,
2020-01-07,3.009999990463257,3.009999990463257,3.009999990463257,3.009999990463257,2.1094295978546143,0,,,,,,,,
2020-01-08,3.009999990463257,3.009999990463257,3.009999990463257,3.009999990463257,2.1094295978546143,0,,,,,,,,
2020-01-09,3.009999990463257,3.009999990463257,3.009999990463257,3.009999990463257,2.1094295978546143,0,,,,,,,,
2020-01-10,3.009999990463257,3.009999990463257,3.009999990463257,3.009999990463257,2.1094295978546143,0,,,,,,,,
2020-01-13,3.009999990463257,3.009999990463257,3.009999990463257,3.009999990463257,2.1094295978546143,0,,,,,,,,
2020-01-14,3.009999990463257,3.009999990463257,3.009999990463257,3.009999990463257,2.1094295978546143,0,,,,,,,,
2020-01-15,3.009999990463257,3.009999990463257,3.009999990463257,3.009999990463257,2.1094295978546143,0,,,,,,,,
2020-01-16,3.009999990463257,3.009999990463257,3.009999990463257,3.009999990463257,2.1094295978546143,0,,,,,,,,
2020-01-17,3.009999990463257,3.009999990463257,3.009999990463257,3.009999990463257,2.1094295978546143,0,,,,,,,,
2020-01-21,3.009999990463257,3.009999990463257,3.009999990463257,3.009999990463257,2.1094295978546143,0,,,,,,,,
2020-01-22,3.009999990463257,3.009999990463257,3.009999990463257,3.009999990463257,2.1094295978546143,0,,,,,,,,
2020-01-23,3.009999990463257,3.009999990463257,3.009999990463257,3.009999990463257,2.1094295978546143,0,,,,,,,,
2020-01-24,3.009999990463257,3.009999990463257,3.009999990463257,3.009999990463257,2.1094295978546143,0,,,,,,,,
2020-01-27,3.009999990463257,3.009999990463257,3.009999990463257,3.009999990463257,2.1094295978546143,0,,,,,,,,
2020-01-28,3.009999990463257,3.009999990463257,3.009999990463257,3.009999990463257,2.1094295978546143,0,,,,,,,,
2020-01-29,3.009999990463257,3.009999990463257,3.009999990463257,3.009999990463257,2.1094295978546143,0,,,,,,,,
2020-01-30,3.009999990463257,3.009999990463257,3.009999990463257,3.009999990463257,2.1094295978546143,0,,,,,,,,
2020-01-31,3.009999990463257,3.009999990463257,3.009999990463257,3.009999990463257,2.1094295978546143,0,,,,,,,,
2020-02-03,3.009999990463257,3.009999990463257,3.009999990463257,3.009999990463257,2.1094295978546143,0,,,,,,,,
