date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'RHLD')","('high', 'RHLD')","('low', 'RHLD')","('close', 'RHLD')","('adj_close', 'RHLD')","('volume', 'RHLD')","('currency', '')"
2025-02-24,41.61000061035156,69.98999786376953,27.5,35.88999938964844,35.88999938964844,112700,,,,,,,,
2025-02-25,34.9900016784668,41.20000076293945,31.0,32.72999954223633,32.72999954223633,19100,,,,,,,,
2025-02-26,32.02000045776367,32.849998474121094,29.559999465942383,29.559999465942383,29.559999465942383,2800,,,,,,,,
2025-02-27,31.899999618530273,31.899999618530273,29.09000015258789,31.6299991607666,31.6299991607666,2200,,,,,,,,
2025-02-28,38.099998474121094,47.849998474121094,36.0,46.81999969482422,46.81999969482422,327900,,,,,,,,
2025-03-03,41.77000045776367,54.05400085449219,41.5,50.4900016784668,50.4900016784668,328700,,,,,,,,
2025-03-04,48.11000061035156,49.47999954223633,43.66999816894531,43.86000061035156,43.86000061035156,346300,,,,,,,,
2025-03-05,44.45000076293945,44.45000076293945,40.70000076293945,42.099998474121094,42.099998474121094,185200,,,,,,,,
2025-03-06,39.459999084472656,41.97800064086914,39.209999084472656,40.0099983215332,40.0099983215332,242700,,,,,,,,
2025-03-07,40.380001068115234,41.20000076293945,39.790000915527344,40.13999938964844,40.13999938964844,176300,,,,,,,,
2025-03-10,38.86000061035156,40.5,32.380001068115234,33.150001525878906,33.150001525878906,125700,,,,,,,,
2025-03-11,32.75,36.80500030517578,30.770000457763672,32.900001525878906,32.900001525878906,119500,,,,,,,,
2025-03-12,33.5099983215332,35.0099983215332,31.520000457763672,32.20000076293945,32.20000076293945,68200,,,,,,,,
2025-03-13,31.010000228881836,33.994998931884766,31.010000228881836,31.8700008392334,31.8700008392334,70700,,,,,,,,
2025-03-14,32.689998626708984,33.85499954223633,31.59000015258789,32.06999969482422,32.06999969482422,222500,,,,,,,,
2025-03-17,31.5,46.619998931884766,31.5,44.189998626708984,44.189998626708984,137700,,,,,,,,
2025-03-18,43.22999954223633,44.36000061035156,36.040000915527344,36.08000183105469,36.08000183105469,105800,,,,,,,,
2025-03-19,36.7599983215332,38.310001373291016,34.810001373291016,35.22999954223633,35.22999954223633,84200,,,,,,,,
2025-03-20,34.52000045776367,36.59000015258789,34.52000045776367,35.22999954223633,35.22999954223633,47200,,,,,,,,
2025-03-21,34.970001220703125,36.34000015258789,34.505001068115234,35.38999938964844,35.38999938964844,67600,,,,,,,,
2025-03-24,34.970001220703125,36.15999984741211,34.130001068115234,34.45000076293945,34.45000076293945,52300,,,,,,,,
2025-03-25,34.040000915527344,34.529998779296875,32.22999954223633,32.689998626708984,32.689998626708984,56900,,,,,,,,
2025-03-26,33.04999923706055,33.685001373291016,32.209999084472656,33.119998931884766,33.119998931884766,37000,,,,,,,,
2025-03-27,32.880001068115234,33.86000061035156,31.1299991607666,32.349998474121094,32.349998474121094,76500,,,,,,,,
2025-03-28,32.029998779296875,33.2400016784668,31.770000457763672,31.969999313354492,31.969999313354492,39400,,,,,,,,
2025-03-31,31.81999969482422,32.0,30.729999542236328,31.34000015258789,31.34000015258789,143400,,,,,,,,
2025-04-01,31.170000076293945,31.239999771118164,28.6200008392334,29.969999313354492,29.969999313354492,110500,,,,,,,,
2025-04-02,29.010000228881836,30.56999969482422,27.600000381469727,28.3799991607666,28.3799991607666,124500,,,,,,,,
2025-04-03,27.239999771118164,31.684999465942383,27.239999771118164,30.700000762939453,30.700000762939453,52500,,,,,,,,
2025-04-04,29.309999465942383,30.1299991607666,28.0,28.3799991607666,28.3799991607666,203700,,,,,,,,
2025-04-07,27.709999084472656,29.024999618530273,25.200000762939453,28.040000915527344,28.040000915527344,85800,,,,,,,,
2025-04-08,28.3799991607666,31.170000076293945,26.719999313354492,27.329999923706055,27.329999923706055,76400,,,,,,,,
2025-04-09,26.5,28.0,26.25,26.959999084472656,26.959999084472656,54300,,,,,,,,
2025-04-10,26.459999084472656,28.639999389648438,26.459999084472656,27.920000076293945,27.920000076293945,102700,,,,,,,,
2025-04-11,27.229999542236328,28.81999969482422,26.270000457763672,26.329999923706055,26.329999923706055,70200,,,,,,,,
2025-04-14,26.34000015258789,26.360000610351562,24.219999313354492,26.239999771118164,26.239999771118164,105300,,,,,,,,
2025-04-15,25.93000030517578,28.424999237060547,25.25,27.399999618530273,27.399999618530273,81300,,,,,,,,
2025-04-16,27.469999313354492,27.5,25.670000076293945,26.309999465942383,26.309999465942383,39700,,,,,,,,
2025-04-17,27.0,27.0,25.030000686645508,25.459999084472656,25.459999084472656,141000,,,,,,,,
2025-04-21,26.469999313354492,26.780000686645508,24.649999618530273,24.90999984741211,24.90999984741211,124700,,,,,,,,
