date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'PNW')","('high', 'PNW')","('low', 'PNW')","('close', 'PNW')","('adj_close', 'PNW')","('volume', 'PNW')","('currency', '')"
2020-01-02,90.12999725341797,90.25,88.4000015258789,88.70999908447266,68.43505096435547,744100,,,,,,,,
2020-01-03,88.55000305175781,89.2699966430664,88.48999786376953,88.98999786376953,68.6510238647461,1058500,,,,,,,,
2020-01-06,89.08999633789062,89.4000015258789,88.80000305175781,88.9000015258789,68.58161163330078,908800,,,,,,,,
2020-01-07,88.38999938964844,88.72000122070312,88.0999984741211,88.68000030517578,68.41190338134766,931300,,,,,,,,
2020-01-08,88.80999755859375,89.08999633789062,88.47000122070312,88.51000213623047,68.28074645996094,797200,,,,,,,,
2020-01-09,88.51000213623047,89.91000366210938,88.33000183105469,89.88999938964844,69.3453598022461,779300,,,,,,,,
2020-01-10,89.94000244140625,90.5999984741211,89.87999725341797,90.55999755859375,69.86222839355469,808500,,,,,,,,
2020-01-13,90.52999877929688,91.91000366210938,90.44000244140625,91.2300033569336,70.37909698486328,1074900,,,,,,,,
2020-01-14,91.16000366210938,92.04000091552734,91.01000213623047,92.04000091552734,71.00393676757812,758300,,,,,,,,
2020-01-15,92.19999694824219,92.91999816894531,92.08999633789062,92.63999938964844,71.46684265136719,1034100,,,,,,,,
2020-01-16,92.86000061035156,93.45999908447266,92.7699966430664,93.23999786376953,71.92969512939453,1204200,,,,,,,,
2020-01-17,93.33000183105469,93.75,92.5199966430664,93.33999633789062,72.00684356689453,935100,,,,,,,,
2020-01-21,93.66999816894531,94.58999633789062,93.2300033569336,94.37999725341797,72.80915069580078,700600,,,,,,,,
2020-01-22,94.72000122070312,95.20999908447266,94.4800033569336,94.55999755859375,72.947998046875,761500,,,,,,,,
2020-01-23,94.56999969482422,95.93000030517578,94.48999786376953,95.83999633789062,73.93543243408203,701100,,,,,,,,
2020-01-24,95.5999984741211,97.19999694824219,95.56999969482422,97.12000274658203,74.92292022705078,763100,,,,,,,,
