date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'PATK')","('high', 'PATK')","('low', 'PATK')","('close', 'PATK')","('adj_close', 'PATK')","('volume', 'PATK')","('currency', '')"
2020-01-02,35.393333435058594,35.393333435058594,33.913333892822266,35.246665954589844,31.407184600830078,249600,,,,,,,,
2020-01-03,34.65999984741211,34.900001525878906,34.099998474121094,34.86000061035156,31.062639236450195,202650,,,,,,,,
2020-01-06,34.459999084472656,34.900001525878906,33.91999816894531,34.70000076293945,30.920074462890625,222900,,,,,,,,
2020-01-07,34.67333221435547,34.90666580200195,33.813331604003906,34.00666809082031,30.302261352539062,205950,,,,,,,,
2020-01-08,34.1533317565918,35.413333892822266,33.77333450317383,35.133331298828125,31.30620574951172,342000,,,,,,,,
2020-01-09,35.38666534423828,35.733333587646484,34.779998779296875,34.913333892822266,31.11016273498535,254700,,,,,,,,
2020-01-10,35.17333221435547,35.17333221435547,34.50666809082031,34.54666519165039,30.783432006835938,157650,,,,,,,,
2020-01-13,34.70000076293945,35.53333282470703,34.473331451416016,35.48666763305664,31.62104034423828,126150,,,,,,,,
2020-01-14,35.36000061035156,37.40666580200195,35.36000061035156,37.119998931884766,33.07645034790039,415200,,,,,,,,
2020-01-15,36.98666763305664,37.33333206176758,36.439998626708984,36.7599983215332,32.755672454833984,256950,,,,,,,,
2020-01-16,37.19333267211914,37.41999816894531,36.6533317565918,37.313331604003906,33.24872970581055,288900,,,,,,,,
2020-01-17,37.43333435058594,37.43333435058594,36.279998779296875,36.45333480834961,32.48241424560547,206850,,,,,,,,
2020-01-21,36.633331298828125,36.633331298828125,35.7400016784668,35.84000015258789,31.935894012451172,238200,,,,,,,,
2020-01-22,36.32666778564453,36.33333206176758,35.7400016784668,35.913333892822266,32.00123596191406,254400,,,,,,,,
2020-01-23,36.01333236694336,36.51333236694336,35.52000045776367,36.400001525878906,32.43488693237305,204000,,,,,,,,
2020-01-24,36.40666580200195,36.40666580200195,35.56666564941406,35.893333435058594,31.98341178894043,111900,,,,,,,,
2020-01-27,35.106666564941406,35.38666534423828,34.71333312988281,34.880001068115234,31.080459594726562,133650,,,,,,,,
2020-01-28,35.266666412353516,36.366668701171875,35.0533332824707,36.313331604003906,32.357662200927734,162750,,,,,,,,
2020-01-29,36.38666534423828,36.706668853759766,35.060001373291016,35.15999984741211,31.32996368408203,107400,,,,,,,,
2020-01-30,34.880001068115234,35.220001220703125,34.32666778564453,34.900001525878906,31.09828758239746,204600,,,,,,,,
2020-01-31,34.7599983215332,34.96666717529297,34.04666519165039,34.586666107177734,30.8190860748291,174000,,,,,,,,
2020-02-03,34.9466667175293,35.779998779296875,34.88666534423828,35.54666519165039,31.674510955810547,186900,,,,,,,,
