date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'GUT')","('high', 'GUT')","('low', 'GUT')","('close', 'GUT')","('adj_close', 'GUT')","('volume', 'GUT')","('currency', '')"
2020-01-02,7.534112930297852,7.563353061676025,7.504872798919678,7.534112930297852,4.3926591873168945,87415,,,,,,,,
2020-01-03,7.543859958648682,7.651072025299072,7.543859958648682,7.592593193054199,4.426755428314209,149899,,,,,,,,
2020-01-06,7.563353061676025,7.660819053649902,7.5243659019470215,7.660819053649902,4.466533660888672,104857,,,,,,,,
2020-01-07,7.621831893920898,7.748538017272949,7.621831893920898,7.719297885894775,4.500628471374512,113989,,,,,,,,
2020-01-08,7.699804782867432,7.758285045623779,7.680312156677246,7.748538017272949,4.517675399780273,76129,,,,,,,,
2020-01-09,7.777778148651123,7.777778148651123,7.738790988922119,7.768031120300293,4.529043197631836,103113,,,,,,,,
2020-01-10,7.777778148651123,7.797270774841309,7.709551811218262,7.777778148651123,4.534725666046143,122197,,,,,,,,
2020-01-13,7.768031120300293,7.797270774841309,7.738790988922119,7.797270774841309,4.546090126037598,119016,,,,,,,,
2020-01-14,7.787524223327637,7.807017803192139,7.738790988922119,7.777778148651123,4.534725666046143,128968,,,,,,,,
2020-01-15,7.748538017272949,7.836256980895996,7.709551811218262,7.807017803192139,4.580471992492676,102087,,,,,,,,
2020-01-16,7.768031120300293,7.807017803192139,7.7290449142456055,7.807017803192139,4.580471992492676,77668,,,,,,,,
2020-01-17,7.758285045623779,7.768031120300293,7.699804782867432,7.699804782867432,4.517570495605469,141075,,,,,,,,
2020-01-21,7.651072025299072,7.719297885894775,7.6315789222717285,7.69005823135376,4.511851787567139,118195,,,,,,,,
2020-01-22,7.719297885894775,7.777778148651123,7.680312156677246,7.738790988922119,4.540443420410156,87210,,,,,,,,
2020-01-23,7.660819053649902,7.748538017272949,7.660819053649902,7.719297885894775,4.529006481170654,95008,,,,,,,,
2020-01-24,7.738790988922119,7.797270774841309,7.719297885894775,7.768031120300293,4.5575995445251465,72846,,,,,,,,
2020-01-27,7.641325950622559,7.768031120300293,7.641325950622559,7.748538017272949,4.546160697937012,147744,,,,,,,,
2020-01-28,7.719297885894775,7.777778148651123,7.69005823135376,7.758285045623779,4.551883220672607,95110,,,,,,,,
2020-01-29,7.787524223327637,7.797270774841309,7.7290449142456055,7.748538017272949,4.546160697937012,92750,,,,,,,,
2020-01-30,7.699804782867432,7.787524223327637,7.699804782867432,7.768031120300293,4.5575995445251465,91622,,,,,,,,
2020-01-31,7.758285045623779,7.836256980895996,7.758285045623779,7.816763877868652,4.586189270019531,89570,,,,,,,,
2020-02-03,7.797270774841309,7.816763877868652,7.758285045623779,7.807017803192139,4.580471992492676,87928,,,,,,,,
2020-02-04,7.797270774841309,7.836256980895996,7.777778148651123,7.807017803192139,4.580471992492676,108653,,,,,,,,
2020-02-05,7.816763877868652,7.875244140625,7.777778148651123,7.85575008392334,4.609065532684326,97983,,,,,,,,
2020-02-06,7.85575008392334,7.884990215301514,7.846004009246826,7.846004009246826,4.6033453941345215,87826,,,,,,,,
2020-02-07,7.8947367668151855,7.962963104248047,7.846004009246826,7.943470001220703,4.660531997680664,256500,,,,,,,,
2020-02-10,7.8947367668151855,7.914229869842529,7.846004009246826,7.884990215301514,4.626220226287842,181294,,,,,,,,
2020-02-11,7.86549711227417,7.962963104248047,7.86549711227417,7.923976898193359,4.649094104766846,118093,,,,,,,,
2020-02-12,7.884990215301514,7.933722972869873,7.85575008392334,7.933722972869873,4.68361759185791,98291,,,,,,,,
2020-02-13,7.8947367668151855,7.8947367668151855,7.553606033325195,7.553606033325195,4.459216594696045,248702,,,,,,,,
2020-02-14,7.573099136352539,7.797270774841309,7.553606033325195,7.563353061676025,4.464972496032715,242649,,,,,,,,
2020-02-18,7.563353061676025,7.680312156677246,7.563353061676025,7.612085819244385,4.493740081787109,198839,,,,,,,,
2020-02-19,7.670565128326416,7.748538017272949,7.6315789222717285,7.651072025299072,4.516756057739258,76745,,,,,,,,
2020-02-20,7.699804782867432,7.777778148651123,7.660819053649902,7.738790988922119,4.568540096282959,69973,,,,,,,,
2020-02-21,7.787524223327637,7.846004009246826,7.777778148651123,7.816763877868652,4.614570140838623,90904,,,,,,,,
2020-02-24,7.875244140625,7.875244140625,7.69005823135376,7.787524223327637,4.597308158874512,192478,,,,,,,,
2020-02-25,7.826510906219482,7.826510906219482,7.553606033325195,7.621831893920898,4.499495506286621,217409,,,,,,,,
2020-02-26,7.602338790893555,7.641325950622559,7.319687843322754,7.514619827270508,4.4362030029296875,262451,,,,,,,,
2020-02-27,7.446393966674805,7.446393966674805,7.066277027130127,7.163743019104004,4.22906494140625,301849,,,,,,,,
2020-02-28,6.949317932128906,6.95906400680542,6.578947067260742,6.890838146209717,4.067957401275635,587282,,,,,,,,
2020-03-02,7.037036895751953,7.339180946350098,6.988304138183594,7.329434871673584,4.326879024505615,254653,,,,,,,,
2020-03-03,7.446393966674805,7.660819053649902,7.173489093780518,7.300195217132568,4.30961799621582,165802,,,,,,,,
2020-03-04,7.300195217132568,7.660819053649902,7.300195217132568,7.660819053649902,4.522510051727295,188681,,,,,,,,
2020-03-05,7.553606033325195,7.553606033325195,7.358674049377441,7.446393966674805,4.395925521850586,135740,,,,,,,,
2020-03-06,7.30994176864624,7.5243659019470215,7.153995990753174,7.495127201080322,4.424696922302246,220898,,,,,,,,
2020-03-09,7.202729225158691,7.202729225158691,6.8226118087768555,6.881092071533203,4.062203884124756,385879,,,,,,,,
2020-03-10,7.115009784698486,7.30994176864624,7.027289867401123,7.251461982727051,4.280848503112793,219051,,,,,,,,
2020-03-11,7.192982196807861,7.222221851348877,6.96881103515625,7.153995990753174,4.2233099937438965,178216,,,,,,,,
2020-03-12,6.8226118087768555,6.890838146209717,6.4619879722595215,6.578947067260742,3.8838346004486084,461803,,,,,,,,
2020-03-13,6.715400218963623,6.939570903778076,6.617934226989746,6.676413059234619,3.941372871398926,322985,,,,,,,,
2020-03-16,5.867445945739746,6.169590950012207,5.701754093170166,5.701754093170166,3.3907406330108643,507973,,,,,,,,
2020-03-17,5.672514915466309,5.955165863037109,5.292397975921631,5.935673236846924,3.529848337173462,444874,,,,,,,,
2020-03-18,5.604288101196289,5.653020858764648,4.873293876647949,4.970759868621826,2.9560303688049316,491967,,,,,,,,
2020-03-19,4.922027111053467,4.9610137939453125,4.385964870452881,4.717349052429199,2.8053300380706787,760471,,,,,,,,
2020-03-20,4.9415202140808105,5.263157844543457,4.785574913024902,4.795321941375732,2.8517000675201416,348737,,,,,,,,
2020-03-23,4.736842155456543,4.736842155456543,4.385964870452881,4.551657199859619,2.706796169281006,641147,,,,,,,,
2020-03-24,5.0,5.6627678871154785,4.931774139404297,5.419103145599365,3.222653388977051,501098,,,,,,,,
2020-03-25,5.555555820465088,6.296296119689941,5.497076034545898,6.023392200469971,3.5820131301879883,329962,,,,,,,,
2020-03-26,5.955165863037109,6.481481075286865,5.789474010467529,6.101365089416504,3.628382682800293,330167,,,,,,,,
2020-03-27,5.89668607711792,6.393762111663818,5.886940002441406,6.091618061065674,3.6225860118865967,191452,,,,,,,,
2020-03-30,5.984405040740967,6.169590950012207,5.799220085144043,5.925926208496094,3.5240516662597656,189913,,,,,,,,
2020-03-31,5.808967113494873,5.89668607711792,5.672514915466309,5.701754093170166,3.3907406330108643,196171,,,,,,,,
2020-04-01,5.409357070922852,5.682260990142822,5.214425086975098,5.477582931518555,3.2574284076690674,252293,,,,,,,,
2020-04-02,5.448342800140381,5.789474010467529,5.331384181976318,5.487329006195068,3.2632241249084473,157286,,,,,,,,
