date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'NUE')","('high', 'NUE')","('low', 'NUE')","('close', 'NUE')","('adj_close', 'NUE')","('volume', 'NUE')","('currency', '')"
2020-01-02,56.83000183105469,56.86000061035156,55.060001373291016,55.119998931884766,49.221923828125,2466800,,,,,,,,
2020-01-03,54.5,54.93000030517578,54.22999954223633,54.38999938964844,48.57004928588867,2837400,,,,,,,,
2020-01-06,54.209999084472656,54.630001068115234,53.7599983215332,53.93000030517578,48.159263610839844,2239000,,,,,,,,
2020-01-07,53.75,54.59000015258789,53.61000061035156,53.810001373291016,48.0521125793457,2559000,,,,,,,,
2020-01-08,53.849998474121094,54.36000061035156,53.630001068115234,53.68000030517578,47.93601989746094,2130200,,,,,,,,
2020-01-09,53.75,53.81999969482422,53.06999969482422,53.5,47.77527618408203,2672800,,,,,,,,
2020-01-10,53.5,53.790000915527344,52.63999938964844,52.77000045776367,47.12338638305664,1646000,,,,,,,,
2020-01-13,52.9900016784668,53.97999954223633,52.880001068115234,53.369998931884766,47.659175872802734,1951100,,,,,,,,
2020-01-14,53.380001068115234,54.099998474121094,53.31999969482422,54.0,48.22177505493164,1845200,,,,,,,,
2020-01-15,53.68000030517578,54.0,53.22999954223633,53.43000030517578,47.712764739990234,1196100,,,,,,,,
2020-01-16,53.79999923706055,53.79999923706055,53.16999816894531,53.349998474121094,47.64133071899414,1782500,,,,,,,,
2020-01-17,53.63999938964844,54.0,53.2599983215332,53.810001373291016,48.0521125793457,2341300,,,,,,,,
2020-01-21,53.58000183105469,53.58000183105469,52.06999969482422,52.36000061035156,46.757259368896484,2282500,,,,,,,,
2020-01-22,52.54999923706055,52.599998474121094,51.77000045776367,51.970001220703125,46.40898895263672,1612300,,,,,,,,
2020-01-23,51.59000015258789,51.790000915527344,50.70000076293945,51.75,46.21253204345703,1652400,,,,,,,,
2020-01-24,51.59000015258789,51.59000015258789,49.84000015258789,50.33000183105469,44.944480895996094,2009700,,,,,,,,
2020-01-27,49.43000030517578,49.86000061035156,49.06999969482422,49.18000030517578,43.91754150390625,3016400,,,,,,,,
2020-01-28,52.68000030517578,52.68000030517578,49.369998931884766,49.470001220703125,44.1765022277832,4406700,,,,,,,,
2020-01-29,49.279998779296875,49.66999816894531,48.040000915527344,48.060001373291016,42.91737747192383,2860800,,,,,,,,
2020-01-30,47.95000076293945,48.88999938964844,47.66999816894531,48.86000061035156,43.631778717041016,2845700,,,,,,,,
2020-01-31,48.02000045776367,48.279998779296875,47.27000045776367,47.4900016784668,42.408382415771484,3214800,,,,,,,,
2020-02-03,47.66999816894531,48.209999084472656,47.540000915527344,47.939998626708984,42.81021499633789,2270000,,,,,,,,
2020-02-04,48.90999984741211,49.2599983215332,48.25,48.84000015258789,43.613914489746094,2984400,,,,,,,,
2020-02-05,49.619998931884766,49.63999938964844,49.0099983215332,49.52000045776367,44.221153259277344,2513100,,,,,,,,
2020-02-06,50.0,50.0,48.83000183105469,49.04999923706055,43.80145263671875,2033400,,,,,,,,
2020-02-07,48.560001373291016,48.66999816894531,47.7599983215332,47.91999816894531,42.792354583740234,1988400,,,,,,,,
2020-02-10,47.650001525878906,48.099998474121094,47.5,47.65999984741211,42.560176849365234,1850700,,,,,,,,
2020-02-11,47.900001525878906,48.97999954223633,47.869998931884766,48.34000015258789,43.167415618896484,1994200,,,,,,,,
2020-02-12,48.970001220703125,49.0099983215332,47.9900016784668,48.369998931884766,43.194210052490234,1770000,,,,,,,,
2020-02-13,47.95000076293945,48.310001373291016,47.72999954223633,47.95000076293945,42.81915283203125,2108600,,,,,,,,
2020-02-14,47.970001220703125,48.09000015258789,46.79999923706055,47.150001525878906,42.10475158691406,1995600,,,,,,,,
2020-02-18,47.0,47.59000015258789,46.939998626708984,47.38999938964844,42.31908416748047,1822800,,,,,,,,
2020-02-19,47.4900016784668,48.279998779296875,47.40999984741211,47.709999084472656,42.60483169555664,1736700,,,,,,,,
2020-02-20,47.91999816894531,48.13999938964844,47.58000183105469,47.849998474121094,42.729854583740234,1329500,,,,,,,,
2020-02-21,47.5099983215332,48.650001525878906,47.5,48.56999969482422,43.3728141784668,2348800,,,,,,,,
2020-02-24,47.2400016784668,47.869998931884766,47.0099983215332,47.290000915527344,42.22977828979492,2793400,,,,,,,,
