date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'PNR')","('high', 'PNR')","('low', 'PNR')","('close', 'PNR')","('adj_close', 'PNR')","('volume', 'PNR')","('currency', '')"
2020-01-02,46.08000183105469,46.43000030517578,45.79999923706055,46.41999816894531,42.67531204223633,791000,,,,,,,,
2020-01-03,45.56999969482422,46.040000915527344,45.56999969482422,45.97999954223633,42.270809173583984,1023700,,,,,,,,
2020-01-06,45.599998474121094,45.88999938964844,45.36000061035156,45.65999984741211,41.976619720458984,794100,,,,,,,,
2020-01-07,45.65999984741211,45.689998626708984,45.18000030517578,45.2599983215332,41.608890533447266,1009300,,,,,,,,
2020-01-08,45.470001220703125,45.83000183105469,45.16999816894531,45.43000030517578,41.765174865722656,941000,,,,,,,,
2020-01-09,45.650001525878906,45.7599983215332,45.4900016784668,45.70000076293945,42.01340103149414,527500,,,,,,,,
2020-01-10,45.790000915527344,45.88999938964844,45.119998931884766,45.2599983215332,41.608890533447266,764400,,,,,,,,
2020-01-13,45.400001525878906,45.9900016784668,45.25,45.95000076293945,42.243228912353516,1026700,,,,,,,,
2020-01-14,45.86000061035156,45.91999816894531,45.47999954223633,45.58000183105469,41.903072357177734,726700,,,,,,,,
2020-01-15,45.540000915527344,45.91999816894531,45.540000915527344,45.84000015258789,42.14210891723633,764600,,,,,,,,
2020-01-16,46.439998626708984,47.15999984741211,46.34000015258789,46.709999084472656,42.94192886352539,1097200,,,,,,,,
2020-01-17,46.91999816894531,47.43000030517578,46.849998474121094,47.290000915527344,43.47513961791992,1171900,,,,,,,,
2020-01-21,47.04999923706055,47.09000015258789,46.5099983215332,46.720001220703125,42.95111846923828,1089600,,,,,,,,
2020-01-22,47.06999969482422,47.189998626708984,46.34000015258789,46.459999084472656,42.71208953857422,899600,,,,,,,,
2020-01-23,46.02000045776367,46.779998779296875,45.599998474121094,46.779998779296875,43.1828727722168,1115400,,,,,,,,
2020-01-24,46.790000915527344,46.86000061035156,45.970001220703125,46.20000076293945,42.6474723815918,747600,,,,,,,,
2020-01-27,45.209999084472656,45.45000076293945,44.650001525878906,44.880001068115234,41.4289665222168,2189800,,,,,,,,
2020-01-28,44.9900016784668,45.33000183105469,43.880001068115234,44.279998779296875,40.87510299682617,2019500,,,,,,,,
2020-01-29,44.650001525878906,44.650001525878906,43.650001525878906,43.720001220703125,40.35817337036133,1445400,,,,,,,,
2020-01-30,43.29999923706055,44.290000915527344,43.29999923706055,44.27000045776367,40.86587905883789,1344100,,,,,,,,
2020-01-31,43.970001220703125,44.25,42.77000045776367,42.93000030517578,39.62890625,3088900,,,,,,,,
2020-02-03,43.380001068115234,44.029998779296875,43.060001373291016,43.36000061035156,40.025848388671875,1096800,,,,,,,,
2020-02-04,44.20000076293945,44.5,43.869998931884766,43.93000030517578,40.55202102661133,1304100,,,,,,,,
2020-02-05,44.619998931884766,44.720001220703125,44.33000183105469,44.68000030517578,41.244346618652344,1493500,,,,,,,,
2020-02-06,44.779998779296875,44.79999923706055,44.08000183105469,44.349998474121094,40.939727783203125,902200,,,,,,,,
2020-02-07,43.91999816894531,44.09000015258789,43.619998931884766,43.63999938964844,40.284324645996094,878900,,,,,,,,
2020-02-10,43.47999954223633,43.91999816894531,43.29999923706055,43.84000015258789,40.46894836425781,1068600,,,,,,,,
