date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'INGR')","('high', 'INGR')","('low', 'INGR')","('close', 'INGR')","('adj_close', 'INGR')","('volume', 'INGR')","('currency', '')"
2020-01-02,93.91999816894531,94.30000305175781,92.29000091552734,92.94999694824219,78.88482666015625,828300,,,,,,,,
2020-01-03,92.4000015258789,94.18000030517578,92.2300033569336,93.69999694824219,79.52134704589844,377800,,,,,,,,
2020-01-06,93.36000061035156,93.8499984741211,92.55999755859375,92.91999816894531,78.85939025878906,472800,,,,,,,,
2020-01-07,93.18000030517578,93.18000030517578,91.47000122070312,91.72000122070312,77.84095764160156,455100,,,,,,,,
2020-01-08,91.6500015258789,92.02999877929688,90.62999725341797,91.30999755859375,77.49299621582031,436000,,,,,,,,
2020-01-09,91.41999816894531,91.8499984741211,89.94000244140625,90.7699966430664,77.03470611572266,748600,,,,,,,,
2020-01-10,90.87000274658203,91.63999938964844,90.26000213623047,91.51000213623047,77.66275024414062,465700,,,,,,,,
2020-01-13,91.61000061035156,92.16999816894531,90.97000122070312,91.91000366210938,78.0022201538086,393400,,,,,,,,
2020-01-14,92.02999877929688,92.05000305175781,91.1500015258789,92.0,78.0785903930664,519100,,,,,,,,
2020-01-15,91.55999755859375,92.31999969482422,90.97000122070312,91.2300033569336,77.42512512207031,445300,,,,,,,,
2020-01-16,91.80000305175781,92.9800033569336,91.7300033569336,92.87999725341797,78.8254165649414,644800,,,,,,,,
2020-01-17,92.9000015258789,93.13999938964844,92.3499984741211,92.58000183105469,78.57083129882812,517400,,,,,,,,
2020-01-21,92.27999877929688,93.2300033569336,91.75,91.93000030517578,78.01919555664062,589400,,,,,,,,
2020-01-22,92.87000274658203,93.19999694824219,91.83000183105469,92.25,78.29076385498047,436500,,,,,,,,
2020-01-23,92.44999694824219,93.30000305175781,91.8499984741211,92.87999725341797,78.8254165649414,663200,,,,,,,,
2020-01-24,93.05999755859375,93.05999755859375,91.83000183105469,92.26000213623047,78.29924774169922,273600,,,,,,,,
2020-01-27,91.0,92.08999633789062,90.31999969482422,91.38999938964844,77.56089782714844,426700,,,,,,,,
2020-01-28,91.54000091552734,92.06999969482422,90.80000305175781,91.22000122070312,77.41663360595703,387700,,,,,,,,
2020-01-29,91.29000091552734,91.4800033569336,90.19999694824219,90.20999908447266,76.5594482421875,402100,,,,,,,,
2020-01-30,89.6500015258789,91.16000366210938,89.44999694824219,91.12000274658203,77.33175659179688,301200,,,,,,,,
2020-01-31,90.61000061035156,90.77999877929688,87.75,88.0,74.68387603759766,851200,,,,,,,,
2020-02-03,88.38999938964844,89.4800033569336,87.95999908447266,88.23999786376953,74.88755798339844,526600,,,,,,,,
