date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'ERRAF')","('high', 'ERRAF')","('low', 'ERRAF')","('close', 'ERRAF')","('adj_close', 'ERRAF')","('volume', 'ERRAF')","('currency', '')"
2020-01-02,14.028039932250977,14.028039932250977,14.028039932250977,14.028039932250977,8.4442720413208,0,,,,,,,,
2020-01-03,14.028039932250977,14.028039932250977,14.028039932250977,14.028039932250977,8.4442720413208,0,,,,,,,,
2020-01-06,14.028039932250977,14.028039932250977,14.028039932250977,14.028039932250977,8.4442720413208,0,,,,,,,,
2020-01-07,14.028039932250977,14.028039932250977,14.028039932250977,14.028039932250977,8.4442720413208,0,,,,,,,,
2020-01-08,14.028039932250977,14.028039932250977,14.028039932250977,14.028039932250977,8.4442720413208,0,,,,,,,,
2020-01-09,14.028039932250977,14.028039932250977,14.028039932250977,14.028039932250977,8.4442720413208,0,,,,,,,,
2020-01-10,14.473859786987305,14.546879768371582,14.473859786987305,14.546879768371582,8.756590843200684,600,,,,,,,,
2020-01-13,14.550000190734863,14.550000190734863,14.550000190734863,14.550000190734863,8.758467674255371,600,,,,,,,,
2020-01-14,14.510000228881836,14.510000228881836,14.390000343322754,14.390000343322754,8.662155151367188,1280,,,,,,,,
2020-01-15,14.520000457763672,14.520000457763672,14.520000457763672,14.520000457763672,8.740409851074219,500,,,,,,,,
2020-01-16,14.543000221252441,14.543000221252441,14.543000221252441,14.543000221252441,8.754255294799805,400,,,,,,,,
2020-01-17,14.543000221252441,14.543000221252441,14.543000221252441,14.543000221252441,8.754255294799805,0,,,,,,,,
2020-01-21,14.539999961853027,14.539999961853027,14.539999961853027,14.539999961853027,8.752449035644531,100,,,,,,,,
2020-01-22,14.539999961853027,14.539999961853027,14.539999961853027,14.539999961853027,8.752449035644531,0,,,,,,,,
2020-01-23,14.539999961853027,14.539999961853027,14.539999961853027,14.539999961853027,8.752449035644531,0,,,,,,,,
2020-01-24,14.539999961853027,14.539999961853027,14.539999961853027,14.539999961853027,8.752449035644531,0,,,,,,,,
2020-01-27,14.199999809265137,14.199999809265137,14.100000381469727,14.100000381469727,8.487587928771973,500,,,,,,,,
2020-01-28,14.100000381469727,14.100000381469727,14.100000381469727,14.100000381469727,8.487587928771973,0,,,,,,,,
2020-01-29,14.100000381469727,14.100000381469727,14.100000381469727,14.100000381469727,8.487587928771973,0,,,,,,,,
2020-01-30,14.100000381469727,14.100000381469727,14.100000381469727,14.100000381469727,8.668998718261719,0,,,,,,,,
2020-01-31,14.100000381469727,14.100000381469727,14.100000381469727,14.100000381469727,8.668998718261719,0,,,,,,,,
2020-02-03,13.770000457763672,13.770000457763672,13.680000305175781,13.680000305175781,8.410773277282715,3326,,,,,,,,
2020-02-04,13.789999961853027,13.789999961853027,13.789999961853027,13.789999961853027,8.478402137756348,362,,,,,,,,
2020-02-05,13.789999961853027,13.789999961853027,13.789999961853027,13.789999961853027,8.478402137756348,0,,,,,,,,
2020-02-06,13.789999961853027,13.789999961853027,13.789999961853027,13.789999961853027,8.478402137756348,0,,,,,,,,
2020-02-07,13.789999961853027,13.789999961853027,13.789999961853027,13.789999961853027,8.478402137756348,0,,,,,,,,
2020-02-10,13.747110366821289,13.747110366821289,13.747110366821289,13.747110366821289,8.452034950256348,363,,,,,,,,
2020-02-11,13.747110366821289,13.747110366821289,13.747110366821289,13.747110366821289,8.452034950256348,0,,,,,,,,
2020-02-12,13.779999732971191,13.779999732971191,13.779999732971191,13.779999732971191,8.472253799438477,300,,,,,,,,
2020-02-13,13.779999732971191,13.779999732971191,13.779999732971191,13.779999732971191,8.472253799438477,0,,,,,,,,
2020-02-14,13.800000190734863,13.800000190734863,13.728440284729004,13.728440284729004,8.440553665161133,1300,,,,,,,,
2020-02-18,13.728440284729004,13.728440284729004,13.728440284729004,13.728440284729004,8.440553665161133,0,,,,,,,,
