date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'JDCMF')","('high', 'JDCMF')","('low', 'JDCMF')","('close', 'JDCMF')","('adj_close', 'JDCMF')","('volume', 'JDCMF')","('currency', '')"
2021-01-08,45.939998626708984,45.939998626708984,45.595001220703125,45.595001220703125,41.45418167114258,100200,,,,,,,,
2021-01-11,45.595001220703125,45.595001220703125,45.595001220703125,45.595001220703125,41.45418167114258,70100,,,,,,,,
2021-01-12,44.380001068115234,45.0,44.345001220703125,44.345001220703125,40.31770324707031,90700,,,,,,,,
2021-01-13,44.345001220703125,44.345001220703125,44.345001220703125,44.345001220703125,40.31770324707031,63900,,,,,,,,
2021-01-14,44.599998474121094,44.599998474121094,44.599998474121094,44.599998474121094,40.54954147338867,43400,,,,,,,,
2021-01-15,43.915000915527344,43.915000915527344,43.915000915527344,43.915000915527344,39.926753997802734,190700,,,,,,,,
2021-01-19,45.349998474121094,45.349998474121094,45.349998474121094,45.349998474121094,41.23143005371094,126300,,,,,,,,
2021-01-20,45.349998474121094,45.349998474121094,45.349998474121094,45.349998474121094,41.23143005371094,59500,,,,,,,,
2021-01-21,45.349998474121094,45.349998474121094,45.349998474121094,45.349998474121094,41.23143005371094,65000,,,,,,,,
2021-01-22,45.349998474121094,45.349998474121094,45.349998474121094,45.349998474121094,41.23143005371094,73000,,,,,,,,
2021-01-25,45.349998474121094,45.349998474121094,45.349998474121094,45.349998474121094,41.23143005371094,80000,,,,,,,,
2021-01-26,45.349998474121094,45.349998474121094,45.349998474121094,45.349998474121094,41.23143005371094,101200,,,,,,,,
2021-01-27,46.91999816894531,46.95000076293945,45.61000061035156,45.61000061035156,41.46781539916992,57400,,,,,,,,
2021-01-28,45.61000061035156,45.61000061035156,45.61000061035156,45.61000061035156,41.46781539916992,80300,,,,,,,,
2021-01-29,45.61000061035156,45.61000061035156,45.61000061035156,45.61000061035156,41.46781539916992,60000,,,,,,,,
2021-02-01,45.61000061035156,45.61000061035156,45.61000061035156,45.61000061035156,41.46781539916992,40000,,,,,,,,
2021-02-02,45.61000061035156,45.61000061035156,45.61000061035156,45.61000061035156,41.46781539916992,116600,,,,,,,,
2021-02-03,45.61000061035156,45.61000061035156,45.61000061035156,45.61000061035156,41.46781539916992,62000,,,,,,,,
2021-02-04,45.61000061035156,45.61000061035156,45.61000061035156,45.61000061035156,41.46781539916992,95000,,,,,,,,
2021-02-05,45.61000061035156,45.61000061035156,45.61000061035156,45.61000061035156,41.46781539916992,71000,,,,,,,,
2021-02-08,45.61000061035156,45.61000061035156,45.61000061035156,45.61000061035156,41.46781539916992,20000,,,,,,,,
2021-02-09,45.61000061035156,45.61000061035156,45.61000061035156,45.61000061035156,41.46781539916992,0,,,,,,,,
2021-02-10,49.349998474121094,49.349998474121094,49.349998474121094,49.349998474121094,44.868160247802734,31100,,,,,,,,
2021-02-11,49.349998474121094,49.349998474121094,49.349998474121094,49.349998474121094,44.868160247802734,0,,,,,,,,
2021-02-12,49.47999954223633,49.47999954223633,49.47999954223633,49.47999954223633,44.98635482788086,200,,,,,,,,
2021-02-16,51.58000183105469,51.58000183105469,50.22999954223633,50.4900016784668,45.90462875366211,1000,,,,,,,,
2021-02-17,50.4900016784668,50.4900016784668,50.4900016784668,50.4900016784668,45.90462875366211,0,,,,,,,,
