date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'PWR')","('high', 'PWR')","('low', 'PWR')","('close', 'PWR')","('adj_close', 'PWR')","('volume', 'PWR')","('currency', '')"
2020-01-02,41.06999969482422,41.189998626708984,40.52000045776367,41.09000015258789,40.54594421386719,1030700,,,,,,,,
2020-01-03,40.58000183105469,40.95000076293945,40.52000045776367,40.86000061035156,40.319007873535156,1506800,,,,,,,,
2020-01-06,40.56999969482422,40.900001525878906,40.380001068115234,40.869998931884766,40.328861236572266,1631000,,,,,,,,
2020-01-07,41.06999969482422,41.220001220703125,40.29999923706055,40.68000030517578,40.14137649536133,1723300,,,,,,,,
2020-01-08,40.66999816894531,40.790000915527344,40.349998474121094,40.599998474121094,40.06243896484375,970000,,,,,,,,
2020-01-09,40.720001220703125,41.33000183105469,40.349998474121094,41.31999969482422,40.77289962768555,1257700,,,,,,,,
2020-01-10,41.20000076293945,41.52000045776367,40.86000061035156,41.06999969482422,40.52621078491211,912700,,,,,,,,
2020-01-13,41.099998474121094,41.279998779296875,40.5,41.040000915527344,40.496604919433594,759700,,,,,,,,
2020-01-14,41.0,41.06999969482422,40.4900016784668,40.599998474121094,40.06243896484375,1070800,,,,,,,,
2020-01-15,40.20000076293945,40.619998931884766,39.939998626708984,40.2400016784668,39.70720672607422,1752200,,,,,,,,
2020-01-16,40.540000915527344,40.95000076293945,40.540000915527344,40.93000030517578,40.38806915283203,712100,,,,,,,,
2020-01-17,41.09000015258789,41.400001525878906,41.0099983215332,41.2599983215332,40.71369552612305,881600,,,,,,,,
2020-01-21,41.060001373291016,41.40999984741211,40.66999816894531,41.220001220703125,40.67423629760742,1523500,,,,,,,,
2020-01-22,41.470001220703125,41.560001373291016,40.9900016784668,41.09000015258789,40.54594421386719,757200,,,,,,,,
2020-01-23,40.880001068115234,41.25,40.36000061035156,41.11000061035156,40.565677642822266,716600,,,,,,,,
2020-01-24,41.119998931884766,41.209999084472656,40.189998626708984,40.369998931884766,39.835487365722656,583600,,,,,,,,
2020-01-27,39.58000183105469,39.959999084472656,39.349998474121094,39.540000915527344,39.0164680480957,799600,,,,,,,,
2020-01-28,39.68000030517578,40.22999954223633,39.25,40.150001525878906,39.61840057373047,1058300,,,,,,,,
2020-01-29,40.16999816894531,40.439998626708984,40.06999969482422,40.16999816894531,39.63813018798828,1065600,,,,,,,,
2020-01-30,39.75,40.040000915527344,39.38999938964844,39.939998626708984,39.41118240356445,991400,,,,,,,,
2020-01-31,39.61000061035156,39.95000076293945,38.9900016784668,39.150001525878906,38.63163375854492,1156700,,,,,,,,
2020-02-03,39.38999938964844,39.88999938964844,39.18000030517578,39.470001220703125,38.94740295410156,1429700,,,,,,,,
2020-02-04,40.099998474121094,40.29999923706055,39.400001525878906,39.40999984741211,38.8881950378418,789200,,,,,,,,
2020-02-05,40.0099983215332,40.58000183105469,39.790000915527344,40.36000061035156,39.82561111450195,1060300,,,,,,,,
2020-02-06,40.47999954223633,40.47999954223633,39.08000183105469,39.11000061035156,38.5921745300293,1335200,,,,,,,,
2020-02-07,38.84000015258789,39.22999954223633,38.349998474121094,38.88999938964844,38.37506866455078,1063800,,,,,,,,
2020-02-10,38.75,39.439998626708984,38.689998626708984,39.36000061035156,38.8388557434082,953800,,,,,,,,
2020-02-11,39.650001525878906,40.439998626708984,39.5099983215332,40.18000030517578,39.64799118041992,866700,,,,,,,,
2020-02-12,40.38999938964844,41.130001068115234,40.119998931884766,40.77000045776367,40.23019027709961,1549500,,,,,,,,
2020-02-13,40.4900016784668,40.88999938964844,40.38999938964844,40.79999923706055,40.25978088378906,1122500,,,,,,,,
2020-02-14,40.880001068115234,40.900001525878906,40.189998626708984,40.5,39.963768005371094,1089000,,,,,,,,
2020-02-18,40.2599983215332,40.650001525878906,39.83000183105469,40.150001525878906,39.61840057373047,1231500,,,,,,,,
2020-02-19,40.27000045776367,40.279998779296875,39.400001525878906,39.5,38.97700500488281,986200,,,,,,,,
2020-02-20,39.439998626708984,39.72999954223633,39.209999084472656,39.41999816894531,38.89806365966797,1218900,,,,,,,,
2020-02-21,39.130001068115234,40.09000015258789,39.060001373291016,40.02000045776367,39.490116119384766,1075300,,,,,,,,
2020-02-24,39.029998779296875,39.7599983215332,38.2400016784668,39.43000030517578,38.907928466796875,2300400,,,,,,,,
2020-02-25,39.58000183105469,39.58000183105469,37.939998626708984,37.959999084472656,37.4573860168457,1754700,,,,,,,,
2020-02-26,38.18000030517578,38.5,36.880001068115234,37.08000183105469,36.58904266357422,1915500,,,,,,,,
2020-02-27,38.33000183105469,40.09000015258789,37.650001525878906,39.41999816894531,38.89806365966797,4043900,,,,,,,,
2020-02-28,38.59000015258789,39.41999816894531,37.400001525878906,38.130001068115234,37.62514877319336,3661100,,,,,,,,
2020-03-02,37.72999954223633,39.040000915527344,37.099998474121094,38.83000183105469,38.31587600708008,3123400,,,,,,,,
2020-03-03,38.90999984741211,39.869998931884766,38.02000045776367,38.560001373291016,38.04944610595703,2239000,,,,,,,,
2020-03-04,39.13999938964844,40.290000915527344,38.97999954223633,40.2400016784668,39.70720672607422,2349000,,,,,,,,
2020-03-05,39.380001068115234,39.77000045776367,38.90999984741211,39.119998931884766,38.60203552246094,2181200,,,,,,,,
