date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'FNMFO')","('high', 'FNMFO')","('low', 'FNMFO')","('close', 'FNMFO')","('adj_close', 'FNMFO')","('volume', 'FNMFO')","('currency', '')"
2020-02-06,38750.0,38750.0,38750.0,38750.0,38750.0,0,,,,,,,,
2020-02-07,38750.0,38750.0,38750.0,38750.0,38750.0,0,,,,,,,,
2020-02-10,38750.0,38750.0,38750.0,38750.0,38750.0,0,,,,,,,,
2020-02-11,38750.0,38750.0,38750.0,38750.0,38750.0,0,,,,,,,,
2020-02-12,38750.0,38750.0,38750.0,38750.0,38750.0,0,,,,,,,,
2020-02-13,38750.0,38750.0,38750.0,38750.0,38750.0,0,,,,,,,,
2020-02-14,38750.0,38750.0,38750.0,38750.0,38750.0,0,,,,,,,,
2020-02-18,38750.0,38750.0,38750.0,38750.0,38750.0,0,,,,,,,,
2020-02-19,38750.0,38750.0,38750.0,38750.0,38750.0,0,,,,,,,,
2020-02-20,38750.0,38750.0,38750.0,38750.0,38750.0,0,,,,,,,,
2020-02-21,38750.0,38750.0,38750.0,38750.0,38750.0,0,,,,,,,,
2020-02-24,38750.0,38750.0,38750.0,38750.0,38750.0,0,,,,,,,,
2020-02-25,38750.0,38750.0,38750.0,38750.0,38750.0,0,,,,,,,,
2020-02-26,38750.0,38750.0,38750.0,38750.0,38750.0,0,,,,,,,,
2020-02-27,38750.0,38750.0,38750.0,38750.0,38750.0,0,,,,,,,,
2020-02-28,38750.0,38750.0,38750.0,38750.0,38750.0,0,,,,,,,,
2020-03-02,38750.0,38750.0,38750.0,38750.0,38750.0,0,,,,,,,,
2020-03-03,38750.0,38750.0,38750.0,38750.0,38750.0,0,,,,,,,,
2020-03-04,38750.0,38750.0,38750.0,38750.0,38750.0,0,,,,,,,,
2020-03-05,38750.0,38750.0,38750.0,38750.0,38750.0,0,,,,,,,,
2020-03-06,38750.0,38750.0,38750.0,38750.0,38750.0,0,,,,,,,,
2020-03-09,38750.0,38750.0,38750.0,38750.0,38750.0,0,,,,,,,,
2020-03-10,38750.0,38750.0,38750.0,38750.0,38750.0,0,,,,,,,,
2020-03-11,38750.0,38750.0,38750.0,38750.0,38750.0,0,,,,,,,,
2020-03-12,38750.0,38750.0,38750.0,38750.0,38750.0,0,,,,,,,,
2020-03-13,38750.0,38750.0,38750.0,38750.0,38750.0,0,,,,,,,,
2020-03-16,38750.0,38750.0,38750.0,38750.0,38750.0,0,,,,,,,,
2020-03-17,38750.0,38750.0,38750.0,38750.0,38750.0,0,,,,,,,,
2020-03-18,38750.0,38750.0,38750.0,38750.0,38750.0,0,,,,,,,,
2020-03-19,38750.0,38750.0,38750.0,38750.0,38750.0,0,,,,,,,,
2020-03-20,38750.0,38750.0,38750.0,38750.0,38750.0,0,,,,,,,,
2020-03-23,38750.0,38750.0,38750.0,38750.0,38750.0,0,,,,,,,,
2020-03-24,38750.0,38750.0,38750.0,38750.0,38750.0,0,,,,,,,,
2020-03-25,38750.0,38750.0,38750.0,38750.0,38750.0,0,,,,,,,,
2020-03-26,38750.0,38750.0,38750.0,38750.0,38750.0,0,,,,,,,,
2020-03-27,38750.0,38750.0,38750.0,38750.0,38750.0,0,,,,,,,,
2020-03-30,38750.0,38750.0,38750.0,38750.0,38750.0,0,,,,,,,,
2020-03-31,18000.0,18000.0,18000.0,18000.0,18000.0,100,,,,,,,,
2020-04-01,18000.0,18000.0,18000.0,18000.0,18000.0,100,,,,,,,,
2020-04-02,18000.0,18000.0,18000.0,18000.0,18000.0,0,,,,,,,,
2020-04-03,18000.0,18000.0,18000.0,18000.0,18000.0,0,,,,,,,,
2020-04-06,18000.0,18000.0,18000.0,18000.0,18000.0,0,,,,,,,,
2020-04-07,18000.0,18000.0,18000.0,18000.0,18000.0,0,,,,,,,,
2020-04-08,18000.0,18000.0,18000.0,18000.0,18000.0,0,,,,,,,,
2020-04-09,18000.0,18000.0,18000.0,18000.0,18000.0,0,,,,,,,,
2020-04-13,18000.0,18000.0,18000.0,18000.0,18000.0,0,,,,,,,,
2020-04-14,18000.0,18000.0,18000.0,18000.0,18000.0,100,,,,,,,,
2020-04-15,22000.0,22000.0,22000.0,22000.0,22000.0,100,,,,,,,,
2020-04-16,22000.0,22000.0,22000.0,22000.0,22000.0,0,,,,,,,,
2020-04-17,22000.0,22000.0,22000.0,22000.0,22000.0,0,,,,,,,,
2020-04-20,22000.0,22000.0,22000.0,22000.0,22000.0,100,,,,,,,,
2020-04-21,22000.0,22000.0,22000.0,22000.0,22000.0,0,,,,,,,,
2020-04-22,22000.0,22000.0,22000.0,22000.0,22000.0,0,,,,,,,,
2020-04-23,22000.0,22000.0,22000.0,22000.0,22000.0,0,,,,,,,,
2020-04-24,22000.0,22000.0,22000.0,22000.0,22000.0,0,,,,,,,,
2020-04-27,22000.0,22000.0,22000.0,22000.0,22000.0,0,,,,,,,,
2020-04-28,22000.0,22000.0,22000.0,22000.0,22000.0,0,,,,,,,,
2020-04-29,22000.0,22000.0,22000.0,22000.0,22000.0,0,,,,,,,,
2020-04-30,22000.0,22000.0,22000.0,22000.0,22000.0,0,,,,,,,,
2020-05-01,22000.0,22000.0,22000.0,22000.0,22000.0,0,,,,,,,,
2020-05-04,22000.0,22000.0,22000.0,22000.0,22000.0,0,,,,,,,,
2020-05-05,22000.0,22000.0,22000.0,22000.0,22000.0,0,,,,,,,,
2020-05-06,22000.0,22000.0,22000.0,22000.0,22000.0,0,,,,,,,,
2020-05-07,25050.0,25050.0,25050.0,25050.0,25050.0,100,,,,,,,,
2020-05-08,25050.0,25050.0,25050.0,25050.0,25050.0,0,,,,,,,,
2020-05-11,25050.0,25050.0,25050.0,25050.0,25050.0,0,,,,,,,,
2020-05-12,20500.0,21000.0,20500.0,21000.0,21000.0,100,,,,,,,,
2020-05-13,21500.0,21750.0,21500.0,21750.0,21750.0,100,,,,,,,,
2020-05-14,22000.0,22000.0,22000.0,22000.0,22000.0,100,,,,,,,,
2020-05-15,22000.0,22000.0,22000.0,22000.0,22000.0,0,,,,,,,,
2020-05-18,22000.0,22000.0,22000.0,22000.0,22000.0,0,,,,,,,,
2020-05-19,23000.0,23100.0,23000.0,23100.0,23100.0,100,,,,,,,,
2020-05-20,23100.0,23100.0,23100.0,23100.0,23100.0,0,,,,,,,,
2020-05-21,26000.0,26600.0,26000.0,26500.0,26500.0,100,,,,,,,,
2020-05-22,26500.0,26500.0,26500.0,26500.0,26500.0,0,,,,,,,,
2020-05-26,27000.0,27000.0,27000.0,27000.0,27000.0,100,,,,,,,,
2020-05-27,27000.0,27000.0,27000.0,27000.0,27000.0,100,,,,,,,,
2020-05-28,27000.0,27000.0,27000.0,27000.0,27000.0,0,,,,,,,,
2020-05-29,26500.0,26500.0,26500.0,26500.0,26500.0,100,,,,,,,,
2020-06-01,26500.0,26500.0,26500.0,26500.0,26500.0,0,,,,,,,,
2020-06-02,26500.0,26500.0,26500.0,26500.0,26500.0,0,,,,,,,,
2020-06-03,26500.0,26500.0,26500.0,26500.0,26500.0,0,,,,,,,,
2020-06-04,26500.0,26500.0,26500.0,26500.0,26500.0,0,,,,,,,,
2020-06-05,26500.0,26500.0,26500.0,26500.0,26500.0,0,,,,,,,,
2020-06-08,26500.0,26500.0,26500.0,26500.0,26500.0,0,,,,,,,,
2020-06-09,26500.0,26500.0,26500.0,26500.0,26500.0,0,,,,,,,,
2020-06-10,26500.0,26500.0,26500.0,26500.0,26500.0,0,,,,,,,,
2020-06-11,26500.0,26500.0,26500.0,26500.0,26500.0,0,,,,,,,,
2020-06-12,26500.0,26500.0,26500.0,26500.0,26500.0,0,,,,,,,,
2020-06-15,26500.0,26500.0,26500.0,26500.0,26500.0,100,,,,,,,,
2020-06-16,25000.0,25000.0,25000.0,25000.0,25000.0,100,,,,,,,,
2020-06-17,23000.0,25900.0,23000.0,25900.0,25900.0,100,,,,,,,,
2020-06-18,23000.0,23000.0,23000.0,23000.0,23000.0,100,,,,,,,,
2020-06-19,23500.0,23500.0,22000.0,22100.0,22100.0,100,,,,,,,,
2020-06-22,22100.0,22100.0,22100.0,22100.0,22100.0,0,,,,,,,,
2020-06-23,23000.0,23000.0,23000.0,23000.0,23000.0,100,,,,,,,,
2020-06-24,23000.0,23000.0,23000.0,23000.0,23000.0,100,,,,,,,,
2020-06-25,22000.0,22000.0,22000.0,22000.0,22000.0,100,,,,,,,,
2020-06-26,22500.0,23500.0,22500.0,23500.0,23500.0,100,,,,,,,,
2020-06-29,23500.0,23500.0,23500.0,23500.0,23500.0,0,,,,,,,,
2020-06-30,23250.0,23500.0,23250.0,23250.0,23250.0,100,,,,,,,,
2020-07-01,23250.0,23250.0,23250.0,23250.0,23250.0,0,,,,,,,,
2020-07-02,23250.0,23250.0,23250.0,23250.0,23250.0,0,,,,,,,,
2020-07-06,23250.0,23250.0,23250.0,23250.0,23250.0,0,,,,,,,,
2020-07-07,22500.0,22500.0,22500.0,22500.0,22500.0,100,,,,,,,,
2020-07-08,22500.0,22500.0,22500.0,22500.0,22500.0,100,,,,,,,,
2020-07-09,23000.0,23000.0,23000.0,23000.0,23000.0,100,,,,,,,,
2020-07-10,23000.0,25750.0,23000.0,24000.0,24000.0,300,,,,,,,,
2020-07-13,28000.0,28000.0,25500.0,28000.0,28000.0,100,,,,,,,,
2020-07-14,28500.0,28500.0,28500.0,28500.0,28500.0,100,,,,,,,,
2020-07-15,28500.0,28500.0,28500.0,28500.0,28500.0,0,,,,,,,,
2020-07-16,27500.0,27500.0,27500.0,27500.0,27500.0,100,,,,,,,,
2020-07-17,27500.0,27500.0,27500.0,27500.0,27500.0,0,,,,,,,,
2020-07-20,27500.0,27500.0,27500.0,27500.0,27500.0,0,,,,,,,,
2020-07-21,27500.0,27500.0,27500.0,27500.0,27500.0,0,,,,,,,,
2020-07-22,27500.0,27500.0,26500.0,26687.5,26687.5,200,,,,,,,,
2020-07-23,26687.5,26687.5,26687.5,26687.5,26687.5,0,,,,,,,,
2020-07-24,26687.5,26687.5,26687.5,26687.5,26687.5,0,,,,,,,,
2020-07-27,26687.5,26687.5,26687.5,26687.5,26687.5,0,,,,,,,,
2020-07-28,26687.5,26687.5,26687.5,26687.5,26687.5,0,,,,,,,,
2020-07-29,25500.0,25750.0,25250.0,25500.0,25500.0,600,,,,,,,,
2020-07-30,25500.0,25500.0,25500.0,25500.0,25500.0,0,,,,,,,,
2020-07-31,25500.0,25500.0,25500.0,25500.0,25500.0,0,,,,,,,,
2020-08-03,24250.0,24250.0,24250.0,24250.0,24250.0,100,,,,,,,,
2020-08-04,24250.0,24250.0,24250.0,24250.0,24250.0,0,,,,,,,,
2020-08-05,25250.0,25500.0,25250.0,25250.0,25250.0,200,,,,,,,,
2020-08-06,25250.0,25250.0,25250.0,25250.0,25250.0,0,,,,,,,,
2020-08-07,26000.0,26000.0,26000.0,26000.0,26000.0,100,,,,,,,,
2020-08-10,26000.0,26000.0,26000.0,26000.0,26000.0,0,,,,,,,,
2020-08-11,26000.0,26000.0,26000.0,26000.0,26000.0,0,,,,,,,,
2020-08-12,25400.0,26000.0,25400.0,26000.0,26000.0,600,,,,,,,,
2020-08-13,26000.0,26000.0,26000.0,26000.0,26000.0,100,,,,,,,,
2020-08-14,26000.0,26000.0,26000.0,26000.0,26000.0,100,,,,,,,,
2020-08-17,26000.0,26000.0,26000.0,26000.0,26000.0,0,,,,,,,,
2020-08-18,26000.0,26000.0,26000.0,26000.0,26000.0,0,,,,,,,,
2020-08-19,27500.0,27750.0,27500.0,27750.0,27750.0,400,,,,,,,,
2020-08-20,27500.0,27750.0,27500.0,27750.0,27750.0,400,,,,,,,,
2020-08-21,27750.0,27750.0,27750.0,27750.0,27750.0,0,,,,,,,,
2020-08-24,27750.0,27750.0,27750.0,27750.0,27750.0,0,,,,,,,,
2020-08-25,27750.0,27750.0,27750.0,27750.0,27750.0,0,,,,,,,,
2020-08-26,27750.0,27750.0,27750.0,27750.0,27750.0,0,,,,,,,,
2020-08-27,27750.0,27750.0,27750.0,27750.0,27750.0,0,,,,,,,,
2020-08-28,27750.0,27750.0,27750.0,27750.0,27750.0,0,,,,,,,,
2020-08-31,27650.0,27850.0,27650.0,27850.0,27850.0,300,,,,,,,,
2020-09-01,27850.0,27850.0,27850.0,27850.0,27850.0,0,,,,,,,,
2020-09-02,27850.0,27850.0,27850.0,27850.0,27850.0,0,,,,,,,,
2020-09-03,26000.0,26250.0,26000.0,26250.0,26250.0,100,,,,,,,,
2020-09-04,26000.0,26000.0,26000.0,26000.0,26000.0,100,,,,,,,,
2020-09-08,26000.0,26000.0,26000.0,26000.0,26000.0,0,,,,,,,,
2020-09-09,26750.0,26900.0,26750.0,26900.0,26900.0,1000,,,,,,,,
2020-09-10,26900.0,26900.0,26900.0,26900.0,26900.0,0,,,,,,,,
2020-09-11,26900.0,26900.0,26900.0,26900.0,26900.0,0,,,,,,,,
2020-09-14,26900.0,26900.0,26900.0,26900.0,26900.0,0,,,,,,,,
2020-09-15,26900.0,26900.0,26900.0,26900.0,26900.0,0,,,,,,,,
2020-09-16,26900.0,26900.0,26900.0,26900.0,26900.0,0,,,,,,,,
2020-09-17,26900.0,26900.0,26900.0,26900.0,26900.0,0,,,,,,,,
2020-09-18,26900.0,26900.0,26900.0,26900.0,26900.0,0,,,,,,,,
2020-09-21,26900.0,26900.0,26900.0,26900.0,26900.0,0,,,,,,,,
2020-09-22,26900.0,26900.0,26900.0,26900.0,26900.0,0,,,,,,,,
2020-09-23,26900.0,26900.0,26900.0,26900.0,26900.0,0,,,,,,,,
2020-09-24,26900.0,26900.0,26900.0,26900.0,26900.0,0,,,,,,,,
2020-09-25,26900.0,26900.0,26900.0,26900.0,26900.0,0,,,,,,,,
2020-09-28,26900.0,26900.0,26900.0,26900.0,26900.0,0,,,,,,,,
2020-09-29,26900.0,26900.0,26900.0,26900.0,26900.0,100,,,,,,,,
2020-09-30,26625.0,26900.0,25500.0,26900.0,26900.0,100,,,,,,,,
2020-10-01,26900.0,26900.0,26900.0,26900.0,26900.0,0,,,,,,,,
2020-10-02,26900.0,26900.0,26900.0,26900.0,26900.0,0,,,,,,,,
2020-10-05,26900.0,26900.0,26900.0,26900.0,26900.0,0,,,,,,,,
2020-10-06,26900.0,26900.0,26900.0,26900.0,26900.0,0,,,,,,,,
2020-10-07,26900.0,26900.0,26900.0,26900.0,26900.0,100,,,,,,,,
2020-10-08,26900.0,26900.0,26900.0,26900.0,26900.0,100,,,,,,,,
2020-10-09,26900.0,26900.0,26900.0,26900.0,26900.0,0,,,,,,,,
2020-10-12,26900.0,26900.0,26900.0,26900.0,26900.0,0,,,,,,,,
2020-10-13,26900.0,26900.0,26900.0,26900.0,26900.0,0,,,,,,,,
2020-10-14,26900.0,26900.0,26900.0,26900.0,26900.0,0,,,,,,,,
2020-10-15,26900.0,26900.0,26900.0,26900.0,26900.0,0,,,,,,,,
2020-10-16,26900.0,26900.0,26900.0,26900.0,26900.0,100,,,,,,,,
2020-10-19,26900.0,26900.0,26900.0,26900.0,26900.0,0,,,,,,,,
2020-10-20,26900.0,26900.0,26900.0,26900.0,26900.0,0,,,,,,,,
2020-10-21,26900.0,26900.0,26900.0,26900.0,26900.0,0,,,,,,,,
2020-10-22,26900.0,26900.0,26900.0,26900.0,26900.0,0,,,,,,,,
2020-10-23,26900.0,26900.0,26900.0,26900.0,26900.0,0,,,,,,,,
2020-10-26,26900.0,26900.0,26900.0,26900.0,26900.0,0,,,,,,,,
2020-10-27,26900.0,26900.0,26900.0,26900.0,26900.0,0,,,,,,,,
2020-10-28,26900.0,26900.0,26900.0,26900.0,26900.0,0,,,,,,,,
2020-10-29,26900.0,26900.0,26900.0,26900.0,26900.0,0,,,,,,,,
2020-10-30,26900.0,26900.0,26900.0,26900.0,26900.0,0,,,,,,,,
2020-11-02,24750.0,25000.0,24750.0,25000.0,25000.0,100,,,,,,,,
2020-11-03,25000.0,25000.0,25000.0,25000.0,25000.0,0,,,,,,,,
2020-11-04,25000.0,25000.0,25000.0,25000.0,25000.0,0,,,,,,,,
2020-11-05,25000.0,25000.0,25000.0,25000.0,25000.0,100,,,,,,,,
2020-11-06,25000.0,25000.0,25000.0,25000.0,25000.0,0,,,,,,,,
2020-11-09,26900.0,26900.0,26900.0,26900.0,26900.0,100,,,,,,,,
2020-11-10,26900.0,26900.0,26900.0,26900.0,26900.0,0,,,,,,,,
2020-11-11,26900.0,26900.0,26900.0,26900.0,26900.0,0,,,,,,,,
2020-11-12,26900.0,26900.0,26900.0,26900.0,26900.0,100,,,,,,,,
2020-11-13,26900.0,26900.0,26900.0,26900.0,26900.0,0,,,,,,,,
2020-11-16,26500.0,26750.0,26500.0,26750.0,26750.0,100,,,,,,,,
2020-11-17,26750.0,26750.0,26750.0,26750.0,26750.0,0,,,,,,,,
2020-11-18,26750.0,26750.0,26750.0,26750.0,26750.0,100,,,,,,,,
2020-11-19,26750.0,26750.0,26750.0,26750.0,26750.0,0,,,,,,,,
2020-11-20,26750.0,26750.0,26750.0,26750.0,26750.0,0,,,,,,,,
2020-11-23,26750.0,26750.0,26750.0,26750.0,26750.0,0,,,,,,,,
2020-11-24,26750.0,26750.0,26750.0,26750.0,26750.0,0,,,,,,,,
2020-11-25,26750.0,26750.0,26750.0,26750.0,26750.0,0,,,,,,,,
2020-11-27,26750.0,26750.0,26750.0,26750.0,26750.0,0,,,,,,,,
2020-11-30,26750.0,26750.0,26750.0,26750.0,26750.0,0,,,,,,,,
2020-12-01,26750.0,26750.0,26750.0,26750.0,26750.0,0,,,,,,,,
2020-12-02,26750.0,26750.0,26750.0,26750.0,26750.0,0,,,,,,,,
2020-12-03,26750.0,26750.0,26750.0,26750.0,26750.0,0,,,,,,,,
2020-12-04,31000.0,31000.0,31000.0,31000.0,31000.0,100,,,,,,,,
2020-12-07,31000.0,31000.0,31000.0,31000.0,31000.0,0,,,,,,,,
2020-12-08,31000.0,31000.0,31000.0,31000.0,31000.0,0,,,,,,,,
2020-12-09,31000.0,31000.0,31000.0,31000.0,31000.0,0,,,,,,,,
2020-12-10,31000.0,31000.0,31000.0,31000.0,31000.0,0,,,,,,,,
2020-12-11,31000.0,31000.0,31000.0,31000.0,31000.0,0,,,,,,,,
2020-12-14,32000.0,32000.0,31000.0,31000.0,31000.0,100,,,,,,,,
2020-12-15,31000.0,31000.0,31000.0,31000.0,31000.0,0,,,,,,,,
2020-12-16,31000.0,31000.0,31000.0,31000.0,31000.0,0,,,,,,,,
2020-12-17,31000.0,31000.0,31000.0,31000.0,31000.0,0,,,,,,,,
2020-12-18,31000.0,31000.0,31000.0,31000.0,31000.0,100,,,,,,,,
2020-12-21,31000.0,31000.0,31000.0,31000.0,31000.0,0,,,,,,,,
2020-12-22,31000.0,31000.0,31000.0,31000.0,31000.0,0,,,,,,,,
2020-12-23,31000.0,31000.0,31000.0,31000.0,31000.0,0,,,,,,,,
2020-12-24,31000.0,31000.0,31000.0,31000.0,31000.0,0,,,,,,,,
2020-12-28,31000.0,31000.0,31000.0,31000.0,31000.0,0,,,,,,,,
2020-12-29,31000.0,31000.0,31000.0,31000.0,31000.0,0,,,,,,,,
2020-12-30,31000.0,31000.0,31000.0,31000.0,31000.0,0,,,,,,,,
2020-12-31,31000.0,31000.0,31000.0,31000.0,31000.0,0,,,,,,,,
2021-01-04,31000.0,31000.0,31000.0,31000.0,31000.0,0,,,,,,,,
2021-01-05,31000.0,31000.0,31000.0,31000.0,31000.0,0,,,,,,,,
2021-01-06,31000.0,31000.0,31000.0,31000.0,31000.0,0,,,,,,,,
2021-01-07,31000.0,31000.0,31000.0,31000.0,31000.0,0,,,,,,,,
2021-01-08,31000.0,31000.0,31000.0,31000.0,31000.0,0,,,,,,,,
2021-01-11,31000.0,31000.0,31000.0,31000.0,31000.0,0,,,,,,,,
2021-01-12,31000.0,31000.0,31000.0,31000.0,31000.0,0,,,,,,,,
2021-01-13,31000.0,31000.0,31000.0,31000.0,31000.0,0,,,,,,,,
2021-01-14,31000.0,31000.0,31000.0,31000.0,31000.0,0,,,,,,,,
2021-01-15,31000.0,31000.0,31000.0,31000.0,31000.0,0,,,,,,,,
2021-01-19,31000.0,31000.0,31000.0,31000.0,31000.0,0,,,,,,,,
2021-01-20,31000.0,31000.0,31000.0,31000.0,31000.0,0,,,,,,,,
2021-01-21,31000.0,31000.0,31000.0,31000.0,31000.0,0,,,,,,,,
2021-01-22,31000.0,31000.0,31000.0,31000.0,31000.0,0,,,,,,,,
2021-01-25,25100.0,25100.0,25100.0,25100.0,25100.0,100,,,,,,,,
2021-01-26,25100.0,25100.0,25100.0,25100.0,25100.0,0,,,,,,,,
2021-01-27,25100.0,25100.0,25100.0,25100.0,25100.0,0,,,,,,,,
2021-01-28,25100.0,25100.0,25100.0,25100.0,25100.0,0,,,,,,,,
2021-01-29,25100.0,25100.0,25100.0,25100.0,25100.0,0,,,,,,,,
2021-02-01,25100.0,25100.0,25100.0,25100.0,25100.0,0,,,,,,,,
2021-02-02,25100.0,25100.0,25100.0,25100.0,25100.0,0,,,,,,,,
2021-02-03,25100.0,25100.0,25100.0,25100.0,25100.0,0,,,,,,,,
2021-02-04,25100.0,25100.0,25100.0,25100.0,25100.0,0,,,,,,,,
2021-02-05,25100.0,25100.0,25100.0,25100.0,25100.0,0,,,,,,,,
2021-02-08,25100.0,25100.0,25100.0,25100.0,25100.0,0,,,,,,,,
2021-02-09,25100.0,25100.0,25100.0,25100.0,25100.0,0,,,,,,,,
2021-02-10,25100.0,25100.0,25100.0,25100.0,25100.0,0,,,,,,,,
2021-02-11,25100.0,25100.0,25100.0,25100.0,25100.0,0,,,,,,,,
2021-02-12,25100.0,25100.0,25100.0,25100.0,25100.0,0,,,,,,,,
2021-02-16,25100.0,25100.0,25100.0,25100.0,25100.0,0,,,,,,,,
2021-02-17,25100.0,25100.0,25100.0,25100.0,25100.0,0,,,,,,,,
2021-02-18,25100.0,25100.0,25100.0,25100.0,25100.0,0,,,,,,,,
2021-02-19,25100.0,25100.0,25100.0,25100.0,25100.0,0,,,,,,,,
2021-02-22,25100.0,25100.0,25100.0,25100.0,25100.0,0,,,,,,,,
2021-02-23,25100.0,25100.0,25100.0,25100.0,25100.0,0,,,,,,,,
2021-02-24,25100.0,25100.0,25100.0,25100.0,25100.0,0,,,,,,,,
2021-02-25,25100.0,25100.0,25100.0,25100.0,25100.0,0,,,,,,,,
2021-02-26,25100.0,25100.0,25100.0,25100.0,25100.0,0,,,,,,,,
2021-03-01,15500.0,15500.0,15500.0,15500.0,15500.0,300,,,,,,,,
2021-03-02,15500.0,15500.0,15500.0,15500.0,15500.0,0,,,,,,,,
2021-03-03,15500.0,15500.0,15500.0,15500.0,15500.0,0,,,,,,,,
2021-03-04,15500.0,15500.0,15500.0,15500.0,15500.0,0,,,,,,,,
2021-03-05,15500.0,15500.0,15500.0,15500.0,15500.0,0,,,,,,,,
2021-03-08,15500.0,15500.0,15500.0,15500.0,15500.0,0,,,,,,,,
2021-03-09,15500.0,15500.0,15500.0,15500.0,15500.0,0,,,,,,,,
2021-03-10,15500.0,15500.0,15500.0,15500.0,15500.0,0,,,,,,,,
2021-03-11,15500.0,15500.0,15500.0,15500.0,15500.0,0,,,,,,,,
2021-03-12,15500.0,15500.0,15500.0,15500.0,15500.0,0,,,,,,,,
2021-03-15,15500.0,15500.0,15500.0,15500.0,15500.0,0,,,,,,,,
2021-03-16,15500.0,15500.0,15500.0,15500.0,15500.0,0,,,,,,,,
2021-03-17,15500.0,15500.0,15500.0,15500.0,15500.0,0,,,,,,,,
2021-03-18,15500.0,15500.0,15500.0,15500.0,15500.0,0,,,,,,,,
2021-03-19,15500.0,15500.0,15500.0,15500.0,15500.0,0,,,,,,,,
2021-03-22,15500.0,15500.0,15500.0,15500.0,15500.0,0,,,,,,,,
2021-03-23,15500.0,15500.0,15500.0,15500.0,15500.0,0,,,,,,,,
2021-03-24,15500.0,15500.0,15500.0,15500.0,15500.0,0,,,,,,,,
2021-03-25,15500.0,15500.0,15500.0,15500.0,15500.0,0,,,,,,,,
2021-03-26,15500.0,15500.0,15500.0,15500.0,15500.0,0,,,,,,,,
2021-03-29,15500.0,15500.0,15500.0,15500.0,15500.0,0,,,,,,,,
2021-03-30,15500.0,15500.0,15500.0,15500.0,15500.0,0,,,,,,,,
2021-03-31,15500.0,15500.0,15500.0,15500.0,15500.0,0,,,,,,,,
2021-04-01,15500.0,15500.0,15500.0,15500.0,15500.0,0,,,,,,,,
2021-04-05,15500.0,15500.0,15500.0,15500.0,15500.0,0,,,,,,,,
2021-04-06,15500.0,15500.0,15500.0,15500.0,15500.0,0,,,,,,,,
2021-04-07,15500.0,15500.0,15500.0,15500.0,15500.0,0,,,,,,,,
2021-04-08,15500.0,15500.0,15500.0,15500.0,15500.0,0,,,,,,,,
2021-04-09,15500.0,15500.0,15500.0,15500.0,15500.0,0,,,,,,,,
2021-04-12,15500.0,15500.0,15500.0,15500.0,15500.0,0,,,,,,,,
2021-04-13,15500.0,15500.0,15500.0,15500.0,15500.0,0,,,,,,,,
2021-04-14,15500.0,15500.0,15500.0,15500.0,15500.0,0,,,,,,,,
2021-04-15,15500.0,15500.0,15500.0,15500.0,15500.0,0,,,,,,,,
2021-04-16,15500.0,15500.0,15500.0,15500.0,15500.0,0,,,,,,,,
2021-04-19,15500.0,15500.0,15500.0,15500.0,15500.0,0,,,,,,,,
2021-04-20,15500.0,15500.0,15500.0,15500.0,15500.0,0,,,,,,,,
2021-04-21,15500.0,15500.0,15500.0,15500.0,15500.0,0,,,,,,,,
