date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'TER')","('high', 'TER')","('low', 'TER')","('close', 'TER')","('adj_close', 'TER')","('volume', 'TER')","('currency', '')"
2020-01-02,68.83999633789062,69.79000091552734,68.54000091552734,69.68000030517578,67.93464660644531,1100800,,,,,,,,
2020-01-03,68.12999725341797,68.91000366210938,67.47000122070312,68.2300033569336,66.52099609375,1363400,,,,,,,,
2020-01-06,67.30999755859375,67.3499984741211,66.2300033569336,66.75,65.07804107666016,1717600,,,,,,,,
2020-01-07,67.08000183105469,68.87000274658203,66.8499984741211,68.22000122070312,66.51123809814453,2096500,,,,,,,,
2020-01-08,68.38999938964844,68.87000274658203,68.0,68.30000305175781,66.5892333984375,1188100,,,,,,,,
2020-01-09,68.91000366210938,69.5,67.47000122070312,68.26000213623047,66.55023956298828,1783000,,,,,,,,
2020-01-10,68.52999877929688,68.87999725341797,67.83000183105469,67.93000030517578,66.22848510742188,1200900,,,,,,,,
2020-01-13,69.81999969482422,69.81999969482422,68.75,69.2699966430664,67.5349349975586,1482300,,,,,,,,
2020-01-14,69.2699966430664,70.73999786376953,69.2699966430664,70.2699966430664,68.50987243652344,2231300,,,,,,,,
2020-01-15,70.2699966430664,70.2699966430664,68.63999938964844,69.1500015258789,67.41791534423828,1580300,,,,,,,,
2020-01-16,69.43000030517578,70.81999969482422,69.43000030517578,70.5,68.734130859375,1609700,,,,,,,,
2020-01-17,70.55000305175781,70.72000122070312,70.04000091552734,70.29000091552734,68.52937316894531,1300500,,,,,,,,
2020-01-21,70.45999908447266,71.9800033569336,70.25,71.55000305175781,69.75782012939453,2956300,,,,,,,,
2020-01-22,72.52999877929688,73.79000091552734,72.45999908447266,73.58999633789062,71.74669647216797,4299300,,,,,,,,
2020-01-23,79.05000305175781,81.56999969482422,74.94999694824219,76.20999908447266,74.30110168457031,16146800,,,,,,,,
2020-01-24,75.87000274658203,76.19999694824219,71.4000015258789,72.0999984741211,70.29403686523438,5662200,,,,,,,,
2020-01-27,70.51000213623047,70.51000213623047,69.04000091552734,69.48999786376953,67.74942016601562,3699400,,,,,,,,
2020-01-28,69.95999908447266,71.62999725341797,69.0199966430664,71.1500015258789,69.36782836914062,2624800,,,,,,,,
2020-01-29,71.56999969482422,71.94999694824219,69.70999908447266,70.02999877929688,68.27589416503906,2232700,,,,,,,,
2020-01-30,69.72000122070312,70.66000366210938,68.33000183105469,68.8499984741211,67.12545776367188,2411900,,,,,,,,
2020-01-31,68.36000061035156,68.7699966430664,65.58000183105469,65.98999786376953,64.33708190917969,2952700,,,,,,,,
2020-02-03,66.37999725341797,67.87999725341797,66.30999755859375,67.80000305175781,66.10173034667969,2032900,,,,,,,,
2020-02-04,69.01000213623047,70.66000366210938,68.91999816894531,70.47000122070312,68.70487976074219,2006500,,,,,,,,
2020-02-05,71.75,71.83000183105469,70.19999694824219,71.27999877929688,69.49457550048828,1377200,,,,,,,,
2020-02-06,71.27999877929688,71.72000122070312,70.7300033569336,71.37000274658203,69.58232879638672,1119800,,,,,,,,
2020-02-07,70.69000244140625,71.0,69.20999908447266,69.44999694824219,67.71041870117188,1604700,,,,,,,,
2020-02-10,69.0,70.62999725341797,68.83000183105469,70.55000305175781,68.78287506103516,1182600,,,,,,,,
2020-02-11,71.38999938964844,73.04000091552734,71.19999694824219,72.4000015258789,70.58653259277344,1565700,,,,,,,,
2020-02-12,72.7699966430664,73.55999755859375,72.45999908447266,73.0999984741211,71.26897430419922,1502800,,,,,,,,
2020-02-13,72.72000122070312,73.5999984741211,72.11000061035156,72.58000183105469,70.76202392578125,2073800,,,,,,,,
2020-02-14,72.80000305175781,72.87999725341797,69.66000366210938,70.16000366210938,68.40263366699219,2040200,,,,,,,,
2020-02-18,67.91999816894531,68.30999755859375,66.72000122070312,67.38999938964844,65.70201110839844,4028300,,,,,,,,
2020-02-19,68.33000183105469,68.69999694824219,67.8499984741211,67.9800033569336,66.27723693847656,2210200,,,,,,,,
2020-02-20,67.86000061035156,68.56999969482422,66.25,67.88999938964844,66.28700256347656,1793300,,,,,,,,
2020-02-21,67.55999755859375,67.55999755859375,65.63999938964844,66.0,64.44161987304688,2329800,,,,,,,,
2020-02-24,63.189998626708984,64.51000213623047,62.68000030517578,63.880001068115234,62.37168884277344,4037200,,,,,,,,
2020-02-25,64.69999694824219,64.77999877929688,61.189998626708984,61.630001068115234,60.17481994628906,2879500,,,,,,,,
2020-02-26,61.97999954223633,62.959999084472656,61.119998931884766,61.43000030517578,59.979530334472656,1956200,,,,,,,,
2020-02-27,59.529998779296875,60.20000076293945,57.58000183105469,58.40999984741211,57.03083801269531,4047300,,,,,,,,
2020-02-28,55.77000045776367,58.970001220703125,55.31999969482422,58.7599983215332,57.37257766723633,3646000,,,,,,,,
2020-03-02,59.40999984741211,60.68000030517578,57.58000183105469,60.4900016784668,59.061729431152344,2780300,,,,,,,,
2020-03-03,60.5099983215332,61.439998626708984,57.900001525878906,58.470001220703125,57.08942794799805,2071400,,,,,,,,
2020-03-04,59.59000015258789,62.5,59.56999969482422,62.470001220703125,60.9949836730957,2588600,,,,,,,,
2020-03-05,60.63999938964844,61.540000915527344,59.790000915527344,60.619998931884766,59.18865966796875,1637700,,,,,,,,
2020-03-06,58.65999984741211,59.709999084472656,57.25,58.91999816894531,57.52880096435547,1917000,,,,,,,,
2020-03-09,53.400001525878906,56.5099983215332,53.0099983215332,55.08000183105469,53.77947235107422,2483900,,,,,,,,
2020-03-10,56.880001068115234,59.15999984741211,55.08000183105469,59.0099983215332,57.61667251586914,2713900,,,,,,,,
2020-03-11,57.290000915527344,58.09000015258789,54.66999816894531,54.880001068115234,53.58418273925781,2534500,,,,,,,,
2020-03-12,50.79999923706055,53.060001373291016,49.599998474121094,49.83000183105469,48.65342712402344,3130200,,,,,,,,
2020-03-13,53.22999954223633,54.880001068115234,48.68000030517578,54.529998779296875,53.24244689941406,2910500,,,,,,,,
2020-03-16,48.099998474121094,53.91999816894531,46.779998779296875,48.150001525878906,47.01310348510742,2791800,,,,,,,,
2020-03-17,49.54999923706055,52.150001525878906,47.38999938964844,51.720001220703125,50.49880599975586,2535400,,,,,,,,
2020-03-18,47.56999969482422,51.099998474121094,42.869998931884766,46.18000030517578,45.08961868286133,2665200,,,,,,,,
2020-03-19,45.77000045776367,50.08000183105469,45.56999969482422,47.0,45.89024353027344,2558500,,,,,,,,
2020-03-20,48.38999938964844,49.91999816894531,44.06999969482422,44.290000915527344,43.244239807128906,2663700,,,,,,,,
2020-03-23,44.61000061035156,47.380001068115234,43.31999969482422,45.970001220703125,44.88456344604492,2652500,,,,,,,,
2020-03-24,48.33000183105469,52.97999954223633,47.83000183105469,52.81999969482422,51.57283401489258,3422600,,,,,,,,
2020-03-25,53.25,56.9900016784668,51.04999923706055,54.2400016784668,52.95930862426758,3288100,,,,,,,,
2020-03-26,54.970001220703125,57.540000915527344,54.720001220703125,57.5099983215332,56.152095794677734,2442300,,,,,,,,
2020-03-27,55.630001068115234,56.61000061035156,54.560001373291016,54.849998474121094,53.55488967895508,2156700,,,,,,,,
2020-03-30,54.97999954223633,56.09000015258789,53.7400016784668,55.2400016784668,53.93567657470703,1872100,,,,,,,,
2020-03-31,55.970001220703125,56.06999969482422,53.40999984741211,54.16999816894531,52.890953063964844,2192700,,,,,,,,
2020-04-01,52.38999938964844,53.939998626708984,51.43000030517578,52.13999938964844,50.908878326416016,1839600,,,,,,,,
2020-04-02,51.209999084472656,53.540000915527344,51.150001525878906,53.43000030517578,52.168418884277344,1387300,,,,,,,,
2020-04-03,52.709999084472656,54.02000045776367,51.88999938964844,52.86000061035156,51.61188507080078,1426500,,,,,,,,
2020-04-06,55.060001373291016,59.459999084472656,55.060001373291016,59.20000076293945,57.80219650268555,2591800,,,,,,,,
2020-04-07,61.56999969482422,62.150001525878906,58.93000030517578,59.189998626708984,57.792423248291016,2910600,,,,,,,,
2020-04-08,59.95000076293945,62.97999954223633,59.119998931884766,62.779998779296875,61.29765319824219,1912000,,,,,,,,
2020-04-09,63.61000061035156,64.88999938964844,60.439998626708984,61.150001525878906,59.70614242553711,2686600,,,,,,,,
2020-04-13,60.810001373291016,61.43000030517578,59.81999969482422,60.959999084472656,59.520633697509766,908200,,,,,,,,
2020-04-14,62.709999084472656,64.61000061035156,62.560001373291016,63.310001373291016,61.81515121459961,1557300,,,,,,,,
2020-04-15,60.91999816894531,61.81999969482422,59.22999954223633,61.099998474121094,59.65733337402344,1727400,,,,,,,,
2020-04-16,62.43000030517578,64.58999633789062,61.959999084472656,63.86000061035156,62.35215759277344,3100200,,,,,,,,
2020-04-17,65.37999725341797,66.44000244140625,63.25,63.83000183105469,62.3228645324707,2944400,,,,,,,,
2020-04-20,63.11000061035156,63.810001373291016,62.459999084472656,62.470001220703125,60.9949836730957,1362800,,,,,,,,
2020-04-21,61.470001220703125,62.470001220703125,60.22999954223633,60.93000030517578,59.49134063720703,3005200,,,,,,,,
