date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'JCAP')","('high', 'JCAP')","('low', 'JCAP')","('close', 'JCAP')","('adj_close', 'JCAP')","('volume', 'JCAP')","('currency', '')"
2025-06-26,19.0,19.549999237060547,17.0,18.540000915527344,18.098764419555664,3417000,,,,,,,,
2025-06-27,18.100000381469727,19.5,18.072999954223633,19.0,18.54781723022461,798700,,,,,,,,
2025-06-30,18.43000030517578,19.280000686645508,18.341999053955078,18.450000762939453,18.010908126831055,351100,,,,,,,,
2025-07-01,18.1200008392334,18.25,16.399999618530273,17.770000457763672,17.347089767456055,804100,,,,,,,,
2025-07-02,17.5,18.329999923706055,16.725000381469727,18.0,17.571617126464844,437400,,,,,,,,
2025-07-03,17.770000457763672,18.299999237060547,17.770000457763672,18.0,17.571617126464844,207900,,,,,,,,
2025-07-07,17.950000762939453,18.34000015258789,17.5,17.780000686645508,17.35685157775879,342600,,,,,,,,
2025-07-08,17.690000534057617,18.0,17.360000610351562,17.479999542236328,17.06399154663086,201700,,,,,,,,
2025-07-09,17.479999542236328,17.604999542236328,17.149999618530273,17.350000381469727,16.93708610534668,90400,,,,,,,,
2025-07-10,17.170000076293945,17.402000427246094,16.889999389648438,16.950000762939453,16.546606063842773,134800,,,,,,,,
2025-07-11,16.799999237060547,17.03499984741211,16.600000381469727,16.8700008392334,16.468509674072266,115500,,,,,,,,
2025-07-14,16.75,16.8799991607666,16.280000686645508,16.8700008392334,16.468509674072266,99200,,,,,,,,
2025-07-15,16.799999237060547,17.389999389648438,16.5,16.75,16.35136604309082,110600,,,,,,,,
2025-07-16,16.760000228881836,17.329999923706055,16.5,17.010000228881836,16.60517692565918,266900,,,,,,,,
2025-07-17,16.8799991607666,17.0,16.600000381469727,16.850000381469727,16.448986053466797,96400,,,,,,,,
2025-07-18,16.8799991607666,16.93000030517578,16.399999618530273,16.700000762939453,16.30255699157715,69300,,,,,,,,
2025-07-21,17.399999618530273,17.457000732421875,16.5,16.639999389648438,16.243982315063477,290000,,,,,,,,
2025-07-22,16.5,16.920000076293945,16.350000381469727,16.920000076293945,16.517318725585938,224900,,,,,,,,
2025-07-23,16.899999618530273,17.049999237060547,16.6299991607666,16.940000534057617,16.53684425354004,45500,,,,,,,,
2025-07-24,17.0,17.0,16.5,16.75,16.35136604309082,68600,,,,,,,,
2025-07-25,16.649999618530273,17.030000686645508,16.570999145507812,16.979999542236328,16.575891494750977,75000,,,,,,,,
2025-07-28,17.030000686645508,17.030000686645508,16.790000915527344,16.920000076293945,16.517318725585938,104600,,,,,,,,
2025-07-29,16.979999542236328,16.979999542236328,16.350000381469727,16.43000030517578,16.03898048400879,120600,,,,,,,,
2025-07-30,16.309999465942383,16.8799991607666,16.18000030517578,16.670000076293945,16.273269653320312,51400,,,,,,,,
2025-07-31,16.540000915527344,16.920000076293945,16.459999084472656,16.8700008392334,16.468509674072266,105100,,,,,,,,
2025-08-01,16.530000686645508,16.948999404907227,15.979999542236328,16.270000457763672,15.88278865814209,283200,,,,,,,,
2025-08-04,16.200000762939453,17.799999237060547,16.040000915527344,17.3799991607666,16.966371536254883,194800,,,,,,,,
2025-08-05,17.3799991607666,17.75,16.809999465942383,17.1299991607666,16.722320556640625,155200,,,,,,,,
2025-08-06,17.139999389648438,17.270000457763672,16.760000228881836,17.030000686645508,16.62470245361328,56800,,,,,,,,
2025-08-07,17.190000534057617,17.219999313354492,16.709999084472656,17.110000610351562,16.70279884338379,104300,,,,,,,,
2025-08-08,17.219999313354492,17.639999389648438,16.850000381469727,17.610000610351562,17.190898895263672,261300,,,,,,,,
2025-08-11,17.6299991607666,17.700000762939453,17.190000534057617,17.469999313354492,17.054229736328125,140500,,,,,,,,
2025-08-12,17.329999923706055,17.639999389648438,17.209999084472656,17.579999923706055,17.16161346435547,173900,,,,,,,,
2025-08-13,17.549999237060547,18.559999465942383,17.24799919128418,18.360000610351562,17.923049926757812,143100,,,,,,,,
2025-08-14,18.170000076293945,18.899999618530273,17.889999389648438,18.8700008392334,18.42091178894043,141500,,,,,,,,
2025-08-15,18.889999389648438,18.889999389648438,17.579999923706055,18.6299991607666,18.186622619628906,345200,,,,,,,,
2025-08-18,18.719999313354492,19.465999603271484,18.040000915527344,18.959999084472656,18.50876808166504,235200,,,,,,,,
2025-08-19,18.8700008392334,19.075000762939453,18.399999618530273,18.579999923706055,18.1378116607666,191200,,,,,,,,
2025-08-20,18.469999313354492,18.469999313354492,17.610000610351562,17.959999084472656,17.532567977905273,137600,,,,,,,,
2025-08-21,17.959999084472656,17.9950008392334,17.579999923706055,17.90999984741211,17.4837589263916,133500,,,,,,,,
2025-08-22,17.93000030517578,19.079999923706055,17.93000030517578,18.850000381469727,18.40138816833496,198100,,,,,,,,
2025-08-25,18.59000015258789,19.690000534057617,18.459999084472656,19.479999542236328,19.261634826660156,207500,,,,,,,,
2025-08-26,19.5,20.29599952697754,19.399999618530273,19.690000534057617,19.469280242919922,219500,,,,,,,,
