date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'STC')","('high', 'STC')","('low', 'STC')","('close', 'STC')","('adj_close', 'STC')","('volume', 'STC')","('currency', '')"
2020-01-02,40.849998474121094,41.130001068115234,40.2400016784668,40.7599983215332,33.79304122924805,138500,,,,,,,,
2020-01-03,40.27000045776367,41.11000061035156,40.27000045776367,40.9900016784668,33.983734130859375,135200,,,,,,,,
2020-01-06,40.61000061035156,41.36000061035156,40.52000045776367,41.31999969482422,34.25731658935547,111100,,,,,,,,
2020-01-07,41.04999923706055,41.2400016784668,40.27000045776367,40.66999816894531,33.71842575073242,116000,,,,,,,,
2020-01-08,40.4900016784668,41.0,40.4900016784668,40.75,33.78474426269531,147200,,,,,,,,
2020-01-09,40.77000045776367,40.95000076293945,40.59000015258789,40.720001220703125,33.75988006591797,105700,,,,,,,,
2020-01-10,40.560001373291016,40.86000061035156,40.470001220703125,40.709999084472656,33.751583099365234,82100,,,,,,,,
2020-01-13,40.619998931884766,40.880001068115234,40.38999938964844,40.86000061035156,33.875946044921875,104400,,,,,,,,
2020-01-14,40.66999816894531,41.189998626708984,40.630001068115234,40.9900016784668,33.983734130859375,172200,,,,,,,,
2020-01-15,40.97999954223633,41.150001525878906,40.40999984741211,40.599998474121094,33.66038513183594,117600,,,,,,,,
2020-01-16,40.59000015258789,41.0,40.279998779296875,40.880001068115234,33.89252471923828,88400,,,,,,,,
2020-01-17,41.06999969482422,41.099998474121094,40.650001525878906,40.77000045776367,33.801326751708984,74200,,,,,,,,
2020-01-21,40.560001373291016,40.869998931884766,40.47999954223633,40.720001220703125,33.75988006591797,136800,,,,,,,,
2020-01-22,40.689998626708984,40.900001525878906,40.349998474121094,40.720001220703125,33.75988006591797,62300,,,,,,,,
2020-01-23,40.4900016784668,41.290000915527344,40.2599983215332,41.189998626708984,34.1495361328125,134200,,,,,,,,
2020-01-24,41.20000076293945,41.810001373291016,41.189998626708984,41.58000183105469,34.47287368774414,96800,,,,,,,,
2020-01-27,41.290000915527344,42.13999938964844,41.290000915527344,41.84000015258789,34.68843460083008,107200,,,,,,,,
2020-01-28,42.09000015258789,42.41999816894531,41.79999923706055,42.119998931884766,34.92057800292969,71500,,,,,,,,
2020-01-29,42.2400016784668,42.529998779296875,41.81999969482422,41.900001525878906,34.738182067871094,144200,,,,,,,,
2020-01-30,41.68000030517578,42.66999816894531,41.68000030517578,42.349998474121094,35.11126708984375,121600,,,,,,,,
2020-01-31,42.2400016784668,42.59000015258789,41.66999816894531,41.75,34.61381530761719,104400,,,,,,,,
2020-02-03,41.810001373291016,42.540000915527344,41.779998779296875,42.400001525878906,35.15272521972656,153200,,,,,,,,
2020-02-04,42.70000076293945,42.95000076293945,42.119998931884766,42.209999084472656,34.995182037353516,121900,,,,,,,,
2020-02-05,42.5,43.43000030517578,42.2599983215332,43.16999816894531,35.791107177734375,173000,,,,,,,,
2020-02-06,42.099998474121094,42.540000915527344,40.16999816894531,40.79999923706055,33.826194763183594,459400,,,,,,,,
2020-02-07,40.790000915527344,41.06999969482422,39.58000183105469,39.7599983215332,32.96396255493164,268000,,,,,,,,
2020-02-10,39.900001525878906,40.09000015258789,39.29999923706055,39.40999984741211,32.673797607421875,129900,,,,,,,,
2020-02-11,39.47999954223633,39.88999938964844,39.36000061035156,39.7599983215332,32.96396255493164,140200,,,,,,,,
2020-02-12,40.369998931884766,41.11000061035156,40.369998931884766,40.75,33.78474426269531,214900,,,,,,,,
2020-02-13,40.650001525878906,40.95000076293945,39.970001220703125,40.470001220703125,33.5526123046875,107400,,,,,,,,
2020-02-14,40.41999816894531,40.59000015258789,40.22999954223633,40.529998779296875,33.60235595703125,82200,,,,,,,,
2020-02-18,40.54999923706055,40.599998474121094,40.0,40.040000915527344,33.19610595703125,139200,,,,,,,,
2020-02-19,40.150001525878906,40.279998779296875,39.970001220703125,40.130001068115234,33.270721435546875,83000,,,,,,,,
2020-02-20,39.849998474121094,40.2599983215332,39.849998474121094,40.099998474121094,33.24585723876953,71400,,,,,,,,
2020-02-21,40.08000183105469,40.29999923706055,39.849998474121094,40.29999923706055,33.41166687011719,149000,,,,,,,,
2020-02-24,39.75,40.2400016784668,39.599998474121094,39.97999954223633,33.14637756347656,84400,,,,,,,,
2020-02-25,39.95000076293945,40.209999084472656,39.18000030517578,39.40999984741211,32.673797607421875,292800,,,,,,,,
2020-02-26,39.79999923706055,39.79999923706055,38.31999969482422,38.45000076293945,31.877878189086914,117000,,,,,,,,
2020-02-27,37.83000183105469,38.290000915527344,36.810001373291016,36.93000030517578,30.617691040039062,202100,,,,,,,,
2020-02-28,36.4900016784668,36.88999938964844,35.790000915527344,36.18000030517578,29.99588394165039,322900,,,,,,,,
2020-03-02,36.29999923706055,38.349998474121094,35.59000015258789,38.34000015258789,31.786680221557617,155700,,,,,,,,
2020-03-03,38.310001373291016,38.65999984741211,36.5,37.150001525878906,30.800085067749023,146300,,,,,,,,
2020-03-04,37.630001068115234,38.61000061035156,37.31999969482422,38.5099983215332,31.92762565612793,74800,,,,,,,,
2020-03-05,37.72999954223633,38.5099983215332,37.54999923706055,38.27000045776367,31.7286434173584,215400,,,,,,,,
2020-03-06,37.31999969482422,38.11000061035156,36.81999969482422,37.880001068115234,31.405311584472656,168500,,,,,,,,
2020-03-09,35.459999084472656,36.09000015258789,34.36000061035156,34.56999969482422,28.66107749938965,146500,,,,,,,,
2020-03-10,35.13999938964844,35.34000015258789,32.810001373291016,34.22999954223633,28.379194259643555,269500,,,,,,,,
2020-03-11,33.470001220703125,34.04999923706055,32.04999923706055,32.709999084472656,27.118999481201172,148600,,,,,,,,
2020-03-12,30.440000534057617,31.3700008392334,28.360000610351562,28.790000915527344,23.869033813476562,169400,,,,,,,,
2020-03-13,29.59000015258789,33.20000076293945,29.399999618530273,33.119998931884766,27.74806022644043,202500,,,,,,,,
2020-03-16,30.059999465942383,30.479999542236328,25.31999969482422,26.030000686645508,21.808029174804688,204700,,,,,,,,
2020-03-17,26.479999542236328,26.860000610351562,23.190000534057617,24.540000915527344,20.559703826904297,212900,,,,,,,,
2020-03-18,22.8700008392334,22.8700008392334,20.260000228881836,21.299999237060547,17.845218658447266,217900,,,,,,,,
2020-03-19,21.110000610351562,24.780000686645508,20.540000915527344,23.329999923706055,19.54595947265625,282900,,,,,,,,
2020-03-20,23.479999542236328,25.459999084472656,22.8700008392334,23.40999984741211,19.612979888916016,271900,,,,,,,,
2020-03-23,23.25,23.510000228881836,22.0,22.8700008392334,19.16057586669922,342200,,,,,,,,
2020-03-24,24.06999969482422,25.6200008392334,23.729999542236328,25.34000015258789,21.22994613647461,145200,,,,,,,,
2020-03-25,25.520000457763672,26.520000457763672,24.209999084472656,26.020000457763672,21.799652099609375,341700,,,,,,,,
2020-03-26,26.020000457763672,27.899999618530273,26.020000457763672,27.219999313354492,22.805015563964844,167100,,,,,,,,
2020-03-27,26.18000030517578,27.90999984741211,26.079999923706055,26.209999084472656,21.95883560180664,118100,,,,,,,,
2020-03-30,26.829999923706055,26.899999618530273,24.600000381469727,26.6200008392334,22.302331924438477,181600,,,,,,,,
2020-03-31,26.219999313354492,27.56999969482422,25.8799991607666,26.670000076293945,22.344221115112305,291300,,,,,,,,
2020-04-01,25.520000457763672,26.479999542236328,24.010000228881836,24.510000228881836,20.534568786621094,150200,,,,,,,,
2020-04-02,23.940000534057617,25.0,23.700000762939453,24.459999084472656,20.492677688598633,131300,,,,,,,,
2020-04-03,24.1200008392334,25.079999923706055,22.860000610351562,23.559999465942383,19.7386531829834,108600,,,,,,,,
2020-04-06,24.68000030517578,25.760000228881836,24.299999237060547,25.450000762939453,21.322107315063477,103600,,,,,,,,
2020-04-07,26.600000381469727,27.040000915527344,25.239999771118164,25.459999084472656,21.330486297607422,191600,,,,,,,,
2020-04-08,26.93000030517578,28.15999984741211,26.040000915527344,27.729999542236328,23.232295989990234,125900,,,,,,,,
2020-04-09,28.709999084472656,29.770000457763672,28.440000534057617,29.31999969482422,24.564401626586914,121200,,,,,,,,
2020-04-13,28.979999542236328,29.190000534057617,27.84000015258789,28.65999984741211,24.011455535888672,94900,,,,,,,,
2020-04-14,29.309999465942383,30.1299991607666,27.93000030517578,28.290000915527344,23.70146942138672,118000,,,,,,,,
2020-04-15,27.360000610351562,28.540000915527344,27.360000610351562,27.729999542236328,23.232295989990234,174700,,,,,,,,
2020-04-16,27.459999084472656,28.34000015258789,26.299999237060547,27.389999389648438,22.94744300842285,147500,,,,,,,,
2020-04-17,28.0,29.420000076293945,27.889999389648438,29.270000457763672,24.52251434326172,169900,,,,,,,,
2020-04-20,28.489999771118164,29.0,27.600000381469727,28.209999084472656,23.634443283081055,110800,,,,,,,,
2020-04-21,27.530000686645508,28.309999465942383,27.290000915527344,27.84000015258789,23.324459075927734,97300,,,,,,,,
2020-04-22,28.540000915527344,29.389999389648438,27.299999237060547,28.3799991607666,23.776865005493164,213900,,,,,,,,
2020-04-23,29.579999923706055,30.219999313354492,28.020000457763672,29.350000381469727,24.589540481567383,231700,,,,,,,,
2020-04-24,29.969999313354492,30.200000762939453,29.1299991607666,29.520000457763672,24.731964111328125,134100,,,,,,,,
2020-04-27,29.799999237060547,30.639999389648438,29.780000686645508,29.940000534057617,25.08384132385254,165800,,,,,,,,
2020-04-28,30.770000457763672,31.09000015258789,29.920000076293945,30.479999542236328,25.536256790161133,148500,,,,,,,,
2020-04-29,31.729999542236328,32.34000015258789,30.950000762939453,31.700000762939453,26.558382034301758,192200,,,,,,,,
2020-04-30,30.8700008392334,31.860000610351562,30.270000457763672,31.860000610351562,26.692420959472656,236600,,,,,,,,
2020-05-01,31.059999465942383,31.280000686645508,30.280000686645508,30.739999771118164,25.754085540771484,182300,,,,,,,,
2020-05-04,30.399999618530273,31.040000915527344,29.75,30.93000030517578,25.91326904296875,167300,,,,,,,,
2020-05-05,31.469999313354492,31.469999313354492,28.530000686645508,28.6299991607666,23.9863224029541,146500,,,,,,,,
2020-05-06,28.760000228881836,28.760000228881836,26.8799991607666,27.010000228881836,22.629079818725586,183200,,,,,,,,
2020-05-07,27.43000030517578,28.110000610351562,27.43000030517578,27.90999984741211,23.383100509643555,151400,,,,,,,,
2020-05-08,28.670000076293945,29.239999771118164,28.40999984741211,29.1299991607666,24.405221939086914,117900,,,,,,,,
2020-05-11,28.690000534057617,29.170000076293945,27.709999084472656,28.649999618530273,24.00307273864746,182500,,,,,,,,
2020-05-12,28.739999771118164,28.989999771118164,27.389999389648438,27.469999313354492,23.01447105407715,211900,,,,,,,,
2020-05-13,26.940000534057617,26.940000534057617,25.979999542236328,26.56999969482422,22.260446548461914,159900,,,,,,,,
2020-05-14,26.350000381469727,28.579999923706055,25.809999465942383,28.360000610351562,23.760114669799805,156700,,,,,,,,
2020-05-15,28.3700008392334,29.270000457763672,27.90999984741211,28.860000610351562,24.179018020629883,206000,,,,,,,,
2020-05-18,30.0,31.309999465942383,29.989999771118164,30.920000076293945,25.904884338378906,168300,,,,,,,,
2020-05-19,30.489999771118164,30.920000076293945,29.850000381469727,30.3799991607666,25.45247459411621,116600,,,,,,,,
2020-05-20,30.950000762939453,31.299999237060547,30.59000015258789,30.93000030517578,25.91326904296875,136500,,,,,,,,
2020-05-21,30.780000686645508,31.260000228881836,30.520000457763672,30.6200008392334,25.65355110168457,94600,,,,,,,,
2020-05-22,30.8700008392334,30.8700008392334,29.670000076293945,30.139999389648438,25.25140380859375,61200,,,,,,,,
2020-05-26,31.43000030517578,32.060001373291016,31.079999923706055,31.700000762939453,26.558382034301758,159800,,,,,,,,
2020-05-27,32.65999984741211,33.29999923706055,31.530000686645508,33.04999923706055,27.689409255981445,152200,,,,,,,,
2020-05-28,33.27000045776367,33.36000061035156,31.510000228881836,31.649999618530273,26.5164852142334,157100,,,,,,,,
2020-05-29,30.950000762939453,31.420000076293945,30.06999969482422,30.81999969482422,25.821107864379883,129400,,,,,,,,
2020-06-01,30.709999084472656,31.690000534057617,30.56999969482422,31.540000915527344,26.424331665039062,278900,,,,,,,,
2020-06-02,31.790000915527344,32.09000015258789,31.360000610351562,31.530000686645508,26.415950775146484,113500,,,,,,,,
2020-06-03,32.22999954223633,32.66999816894531,31.75,31.81999969482422,26.65891456604004,169300,,,,,,,,
2020-06-04,31.459999084472656,33.58000183105469,31.399999618530273,32.86000061035156,27.530229568481445,219000,,,,,,,,
