date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'SCL')","('high', 'SCL')","('low', 'SCL')","('close', 'SCL')","('adj_close', 'SCL')","('volume', 'SCL')","('currency', '')"
2020-01-02,103.08999633789062,104.2699966430664,101.91000366210938,104.23999786376953,94.49163818359375,98000,,,,,,,,
2020-01-03,102.9000015258789,103.61000061035156,101.8499984741211,102.20999908447266,92.65148162841797,99500,,,,,,,,
2020-01-06,101.63999938964844,102.9800033569336,101.08000183105469,102.52999877929688,92.9415512084961,81900,,,,,,,,
2020-01-07,102.19000244140625,102.98999786376953,101.66000366210938,102.26000213623047,92.69680786132812,68600,,,,,,,,
2020-01-08,102.4800033569336,103.36000061035156,102.12000274658203,103.08000183105469,93.44010925292969,83900,,,,,,,,
2020-01-09,103.66999816894531,103.97000122070312,101.20999908447266,101.73999786376953,92.2254409790039,120300,,,,,,,,
2020-01-10,101.91999816894531,102.5,101.26000213623047,101.7699966430664,92.25262451171875,96000,,,,,,,,
2020-01-13,102.2300033569336,105.54000091552734,102.2300033569336,105.4800033569336,95.61568450927734,121600,,,,,,,,
2020-01-14,105.33000183105469,105.87000274658203,103.94000244140625,104.44999694824219,94.68197631835938,106800,,,,,,,,
2020-01-15,104.27999877929688,105.13999938964844,101.66999816894531,102.0199966430664,92.479248046875,127700,,,,,,,,
2020-01-16,102.80000305175781,103.0999984741211,102.1500015258789,102.98999786376953,93.35852813720703,122000,,,,,,,,
2020-01-17,103.7300033569336,104.58999633789062,102.58000183105469,104.54000091552734,94.76358032226562,102000,,,,,,,,
2020-01-21,103.87000274658203,103.87000274658203,101.5199966430664,101.83999633789062,92.31609344482422,98400,,,,,,,,
2020-01-22,102.08999633789062,102.41999816894531,101.37000274658203,101.77999877929688,92.26170349121094,71200,,,,,,,,
2020-01-23,101.5199966430664,103.04000091552734,100.31999969482422,102.6500015258789,93.05033111572266,81600,,,,,,,,
2020-01-24,102.5,102.81999969482422,100.2699966430664,101.30999755859375,91.83564758300781,80700,,,,,,,,
2020-01-27,99.98999786376953,102.91999816894531,98.06999969482422,102.02999877929688,92.48831176757812,233900,,,,,,,,
2020-01-28,102.83999633789062,104.27999877929688,101.68000030517578,102.06999969482422,92.52456665039062,144700,,,,,,,,
2020-01-29,102.4000015258789,103.04000091552734,100.5999984741211,101.11000061035156,91.65435791015625,128300,,,,,,,,
2020-01-30,100.0,100.7699966430664,98.22000122070312,100.37999725341797,90.99259948730469,128800,,,,,,,,
2020-01-31,99.55000305175781,100.01000213623047,97.58000183105469,98.6500015258789,89.4244155883789,1140500,,,,,,,,
2020-02-03,99.22000122070312,100.44000244140625,98.69000244140625,100.08999633789062,90.72974395751953,119400,,,,,,,,
2020-02-04,101.31999969482422,102.69000244140625,101.19999694824219,102.05000305175781,92.5064468383789,77000,,,,,,,,
2020-02-05,103.25,103.7300033569336,101.97000122070312,103.20999908447266,93.5579605102539,76300,,,,,,,,
