date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'SLFPF')","('high', 'SLFPF')","('low', 'SLFPF')","('close', 'SLFPF')","('adj_close', 'SLFPF')","('volume', 'SLFPF')","('currency', '')"
2020-01-02,4.349999904632568,4.349999904632568,4.349999904632568,4.349999904632568,2.6573798656463623,0,,,,,,,,
2020-01-03,4.349999904632568,4.349999904632568,4.349999904632568,4.349999904632568,2.6573798656463623,0,,,,,,,,
2020-01-06,4.349999904632568,4.349999904632568,4.349999904632568,4.349999904632568,2.6573798656463623,0,,,,,,,,
2020-01-07,4.349999904632568,4.349999904632568,4.349999904632568,4.349999904632568,2.6573798656463623,0,,,,,,,,
2020-01-08,4.349999904632568,4.349999904632568,4.349999904632568,4.349999904632568,2.6573798656463623,0,,,,,,,,
2020-01-09,4.349999904632568,4.349999904632568,4.349999904632568,4.349999904632568,2.6573798656463623,0,,,,,,,,
2020-01-10,4.349999904632568,4.349999904632568,4.349999904632568,4.349999904632568,2.6573798656463623,0,,,,,,,,
2020-01-13,4.349999904632568,4.349999904632568,4.349999904632568,4.349999904632568,2.6573798656463623,0,,,,,,,,
2020-01-14,4.349999904632568,4.349999904632568,4.349999904632568,4.349999904632568,2.6573798656463623,0,,,,,,,,
2020-01-15,4.349999904632568,4.349999904632568,4.349999904632568,4.349999904632568,2.6573798656463623,0,,,,,,,,
2020-01-16,4.349999904632568,4.349999904632568,4.349999904632568,4.349999904632568,2.6573798656463623,0,,,,,,,,
2020-01-17,4.349999904632568,4.349999904632568,4.349999904632568,4.349999904632568,2.6573798656463623,0,,,,,,,,
2020-01-21,4.039999961853027,4.039999961853027,4.039999961853027,4.039999961853027,2.468003511428833,700,,,,,,,,
2020-01-22,4.039999961853027,4.039999961853027,4.039999961853027,4.039999961853027,2.468003511428833,0,,,,,,,,
2020-01-23,4.039999961853027,4.039999961853027,4.039999961853027,4.039999961853027,2.468003511428833,0,,,,,,,,
2020-01-24,4.139999866485596,4.139999866485596,4.139999866485596,4.139999866485596,2.529092788696289,700,,,,,,,,
2020-01-27,4.139999866485596,4.139999866485596,4.139999866485596,4.139999866485596,2.529092788696289,0,,,,,,,,
2020-01-28,4.139999866485596,4.139999866485596,4.139999866485596,4.139999866485596,2.529092788696289,0,,,,,,,,
2020-01-29,4.139999866485596,4.139999866485596,4.139999866485596,4.139999866485596,2.529092788696289,0,,,,,,,,
2020-01-30,4.139999866485596,4.139999866485596,4.139999866485596,4.139999866485596,2.529092788696289,0,,,,,,,,
2020-01-31,3.9700000286102295,3.9700000286102295,3.9700000286102295,3.9700000286102295,2.425241231918335,32800,,,,,,,,
2020-02-03,3.9600000381469727,3.9600000381469727,3.9600000381469727,3.9600000381469727,2.4191319942474365,1400,,,,,,,,
2020-02-04,3.9600000381469727,3.9600000381469727,3.9600000381469727,3.9600000381469727,2.4191319942474365,0,,,,,,,,
2020-02-05,3.950000047683716,4.0,3.950000047683716,4.0,2.4435677528381348,10400,,,,,,,,
2020-02-06,4.0,4.0,4.0,4.0,2.4435677528381348,0,,,,,,,,
2020-02-07,4.110000133514404,4.110000133514404,4.110000133514404,4.110000133514404,2.510765790939331,9700,,,,,,,,
2020-02-10,4.110000133514404,4.110000133514404,4.110000133514404,4.110000133514404,2.510765790939331,0,,,,,,,,
2020-02-11,4.230000019073486,4.230000019073486,4.230000019073486,4.230000019073486,2.5840728282928467,10200,,,,,,,,
2020-02-12,4.230000019073486,4.230000019073486,4.230000019073486,4.230000019073486,2.5840728282928467,2500,,,,,,,,
2020-02-13,4.230000019073486,4.230000019073486,4.230000019073486,4.230000019073486,2.5840728282928467,0,,,,,,,,
2020-02-14,4.230000019073486,4.230000019073486,4.230000019073486,4.230000019073486,2.5840728282928467,0,,,,,,,,
2020-02-18,4.230000019073486,4.230000019073486,4.230000019073486,4.230000019073486,2.5840728282928467,0,,,,,,,,
2020-02-19,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,2.5657458305358887,4400,,,,,,,,
2020-02-20,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,2.5657458305358887,0,,,,,,,,
