date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'EMN')","('high', 'EMN')","('low', 'EMN')","('close', 'EMN')","('adj_close', 'EMN')","('volume', 'EMN')","('currency', '')"
2020-01-02,80.4000015258789,80.4000015258789,78.56999969482422,78.66999816894531,63.422950744628906,1187000,,,,,,,,
2020-01-03,77.4000015258789,77.58000183105469,75.93000030517578,75.94999694824219,61.230098724365234,1461500,,,,,,,,
2020-01-06,75.63999938964844,76.83999633789062,75.4000015258789,75.51000213623047,60.875389099121094,1274600,,,,,,,,
2020-01-07,74.62000274658203,75.77999877929688,74.18000030517578,74.9800033569336,60.448116302490234,1431800,,,,,,,,
2020-01-08,75.13999938964844,75.48999786376953,74.2699966430664,75.19999694824219,60.62546920776367,965900,,,,,,,,
2020-01-09,75.25,75.68000030517578,74.36000061035156,75.37000274658203,60.762535095214844,1013900,,,,,,,,
2020-01-10,75.48999786376953,76.05000305175781,74.6500015258789,74.79000091552734,60.2949333190918,707500,,,,,,,,
2020-01-13,75.0999984741211,76.30999755859375,74.86000061035156,76.19000244140625,61.42361068725586,828800,,,,,,,,
2020-01-14,76.58999633789062,77.41000366210938,76.12000274658203,76.52999877929688,61.69771194458008,1172100,,,,,,,,
2020-01-15,75.83000183105469,76.66000366210938,75.66000366210938,76.19999694824219,61.4316520690918,604100,,,,,,,,
2020-01-16,76.45999908447266,76.94000244140625,75.97000122070312,76.93000030517578,62.020172119140625,713900,,,,,,,,
2020-01-17,77.12999725341797,77.6500015258789,76.68000030517578,77.44999694824219,62.43937301635742,1343000,,,,,,,,
2020-01-21,76.98999786376953,77.05999755859375,75.22000122070312,75.70999908447266,61.03663635253906,715900,,,,,,,,
2020-01-22,75.66000366210938,75.95999908447266,73.43000030517578,73.54000091552734,59.28719711303711,1213800,,,,,,,,
2020-01-23,72.9800033569336,74.16999816894531,71.62000274658203,74.05999755859375,59.706417083740234,1356000,,,,,,,,
2020-01-24,74.1500015258789,74.1500015258789,72.9000015258789,73.16999816894531,58.988895416259766,1472500,,,,,,,,
2020-01-27,71.08999633789062,71.48999786376953,69.80999755859375,69.83000183105469,56.296234130859375,1960400,,,,,,,,
2020-01-28,70.29000091552734,70.80999755859375,69.75,70.1500015258789,56.55421829223633,1576200,,,,,,,,
2020-01-29,70.51000213623047,71.63999938964844,70.45999908447266,70.83000183105469,57.102413177490234,1315300,,,,,,,,
2020-01-30,69.83000183105469,69.91999816894531,68.58000183105469,69.55000305175781,56.070499420166016,2051800,,,,,,,,
2020-01-31,69.69000244140625,73.16999816894531,69.63999938964844,71.2699966430664,57.45713424682617,2693200,,,,,,,,
2020-02-03,71.6500015258789,72.75,71.16999816894531,72.19999694824219,58.2068977355957,1431000,,,,,,,,
2020-02-04,73.3499984741211,74.19000244140625,72.80999755859375,73.08000183105469,58.91633987426758,1198500,,,,,,,,
2020-02-05,73.95999908447266,75.51000213623047,73.62000274658203,75.47000122070312,60.8431396484375,1485100,,,,,,,,
2020-02-06,75.80000305175781,75.87999725341797,73.30999755859375,73.91000366210938,59.585506439208984,1113700,,,,,,,,
2020-02-07,73.0,73.7300033569336,72.11000061035156,72.37999725341797,58.35200119018555,891900,,,,,,,,
2020-02-10,72.08000183105469,73.4000015258789,71.9000015258789,73.12999725341797,58.9566650390625,1079500,,,,,,,,
2020-02-11,73.7300033569336,75.43000030517578,73.54000091552734,74.30000305175781,59.899906158447266,703300,,,,,,,,
2020-02-12,75.5,76.76000213623047,75.0,75.68000030517578,61.012447357177734,772200,,,,,,,,
2020-02-13,75.08999633789062,75.72000122070312,74.44000244140625,75.02999877929688,60.48843002319336,654900,,,,,,,,
2020-02-14,75.08999633789062,75.16999816894531,73.75,74.7300033569336,60.246559143066406,799800,,,,,,,,
2020-02-18,73.9000015258789,74.16999816894531,71.77999877929688,72.69999694824219,58.60997772216797,1439700,,,,,,,,
2020-02-19,73.0,73.43000030517578,72.38999938964844,73.16000366210938,58.98085021972656,801200,,,,,,,,
2020-02-20,73.19000244140625,74.48999786376953,73.08000183105469,74.12999725341797,59.762840270996094,664200,,,,,,,,
2020-02-21,73.54000091552734,73.93000030517578,73.11000061035156,73.5999984741211,59.3355598449707,679500,,,,,,,,
2020-02-24,71.05999755859375,71.58000183105469,70.4000015258789,71.04000091552734,57.27172088623047,1511600,,,,,,,,
2020-02-25,71.36000061035156,71.36000061035156,66.19000244140625,66.56999969482422,53.66804885864258,1417200,,,,,,,,
2020-02-26,67.1500015258789,67.9000015258789,65.75,65.80999755859375,53.05534362792969,1106100,,,,,,,,
2020-02-27,64.20999908447266,65.97000122070312,62.47999954223633,62.47999954223633,50.3707275390625,2797000,,,,,,,,
2020-02-28,60.41999816894531,62.029998779296875,59.310001373291016,61.5099983215332,49.58872985839844,3081300,,,,,,,,
2020-03-02,62.209999084472656,63.0099983215332,60.13999938964844,62.93000030517578,50.733516693115234,2238700,,,,,,,,
