date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'MKTX')","('high', 'MKTX')","('low', 'MKTX')","('close', 'MKTX')","('adj_close', 'MKTX')","('volume', 'MKTX')","('currency', '')"
2020-01-02,380.260009765625,381.0400085449219,376.9599914550781,380.25,358.186279296875,226200,,,,,,,,
2020-01-03,377.94000244140625,381.260009765625,377.4599914550781,380.04998779296875,357.9978332519531,192900,,,,,,,,
2020-01-06,379.70001220703125,379.70001220703125,366.8599853515625,374.0799865722656,352.37432861328125,329000,,,,,,,,
2020-01-07,372.5400085449219,378.82000732421875,370.489990234375,375.25,353.4763488769531,178600,,,,,,,,
2020-01-08,375.05999755859375,376.3800048828125,363.67999267578125,364.29998779296875,343.1617736816406,383100,,,,,,,,
2020-01-09,366.42999267578125,377.239990234375,366.42999267578125,371.70001220703125,350.13238525390625,414100,,,,,,,,
2020-01-10,371.70001220703125,372.4200134277344,362.45001220703125,363.07000732421875,342.0031433105469,238500,,,,,,,,
2020-01-13,361.7900085449219,370.54998779296875,361.42999267578125,368.6000061035156,347.2122802734375,256400,,,,,,,,
2020-01-14,369.69000244140625,370.6499938964844,364.6099853515625,366.6099853515625,345.33758544921875,203500,,,,,,,,
2020-01-15,365.75,371.4800109863281,363.7699890136719,368.1000061035156,346.74127197265625,208200,,,,,,,,
2020-01-16,368.9100036621094,374.6499938964844,368.2300109863281,370.010009765625,348.5404968261719,259100,,,,,,,,
2020-01-17,370.45001220703125,376.7799987792969,368.25,369.05999755859375,347.64556884765625,270000,,,,,,,,
2020-01-21,368.2799987792969,373.6099853515625,368.2799987792969,370.69000244140625,349.18109130859375,278500,,,,,,,,
2020-01-22,373.04998779296875,374.7900085449219,369.510009765625,370.4200134277344,348.9266357421875,173800,,,,,,,,
2020-01-23,369.57000732421875,370.42999267578125,364.8800048828125,367.2799987792969,345.96881103515625,274500,,,,,,,,
2020-01-24,366.8399963378906,369.44000244140625,357.1600036621094,359.2699890136719,338.4236755371094,245800,,,,,,,,
2020-01-27,355.0799865722656,363.0899963378906,350.6499938964844,357.8599853515625,337.09539794921875,212700,,,,,,,,
2020-01-28,360.239990234375,362.69000244140625,356.3500061035156,359.8699951171875,338.9887390136719,284800,,,,,,,,
2020-01-29,362.1700134277344,364.0199890136719,346.6099853515625,352.0400085449219,331.6131286621094,516900,,,,,,,,
2020-01-30,350.0299987792969,360.5299987792969,350.0,358.1600036621094,337.3780822753906,245900,,,,,,,,
2020-01-31,356.42999267578125,359.8299865722656,353.2300109863281,354.17999267578125,333.62896728515625,257000,,,,,,,,
2020-02-03,359.8500061035156,359.8500061035156,352.92999267578125,355.5,334.8724670410156,212700,,,,,,,,
2020-02-04,357.9599914550781,366.1000061035156,354.2799987792969,355.0,334.4013977050781,323800,,,,,,,,
2020-02-05,355.8999938964844,362.0,335.9100036621094,341.8500061035156,322.0144348144531,415300,,,,,,,,
2020-02-06,342.7099914550781,345.8699951171875,339.6300048828125,345.6700134277344,325.61279296875,271600,,,,,,,,
2020-02-07,345.3399963378906,349.0899963378906,342.75,344.2900085449219,324.3128356933594,210900,,,,,,,,
2020-02-10,342.010009765625,342.5,334.5799865722656,341.25,321.44921875,270000,,,,,,,,
2020-02-11,340.7699890136719,346.2699890136719,340.0,342.2799987792969,322.98736572265625,170100,,,,,,,,
2020-02-12,342.55999755859375,344.2300109863281,333.1300048828125,335.5,316.5894775390625,277900,,,,,,,,
2020-02-13,332.6199951171875,340.69000244140625,332.4599914550781,338.1499938964844,319.0899963378906,264000,,,,,,,,
2020-02-14,339.0,346.260009765625,338.739990234375,345.69000244140625,326.20513916015625,288600,,,,,,,,
2020-02-18,346.07000732421875,350.9100036621094,343.19000244140625,347.17999267578125,327.6111755371094,289500,,,,,,,,
2020-02-19,348.1600036621094,349.0799865722656,341.42999267578125,341.67999267578125,322.421142578125,265700,,,,,,,,
2020-02-20,341.45001220703125,347.8699951171875,336.1099853515625,344.6000061035156,325.1765441894531,336500,,,,,,,,
2020-02-21,342.8299865722656,346.489990234375,337.3999938964844,340.0899963378906,320.9207458496094,342300,,,,,,,,
2020-02-24,333.42999267578125,346.0199890136719,332.2200012207031,341.9100036621094,322.6382141113281,286100,,,,,,,,
2020-02-25,342.739990234375,345.8599853515625,328.6300048828125,331.20001220703125,312.53192138671875,283700,,,,,,,,
2020-02-26,332.07000732421875,342.1199951171875,330.6600036621094,338.2799987792969,319.21282958984375,307900,,,,,,,,
2020-02-27,332.6600036621094,341.5199890136719,332.19000244140625,333.3399963378906,314.5512390136719,408400,,,,,,,,
2020-02-28,329.6700134277344,336.6700134277344,314.010009765625,324.3299865722656,306.049072265625,532900,,,,,,,,
2020-03-02,324.9200134277344,349.92999267578125,321.29998779296875,348.6199951171875,328.9700012207031,386200,,,,,,,,
2020-03-03,346.8999938964844,365.82000732421875,337.9700012207031,351.5799865722656,331.7630920410156,478800,,,,,,,,
2020-03-04,356.1700134277344,375.42999267578125,351.1600036621094,373.55999755859375,352.5042419433594,430900,,,,,,,,
2020-03-05,367.3999938964844,388.7300109863281,366.6199951171875,377.5299987792969,356.2503662109375,489100,,,,,,,,
2020-03-06,368.9100036621094,372.8900146484375,348.5199890136719,362.3599853515625,341.9355163574219,401800,,,,,,,,
2020-03-09,342.8500061035156,366.1499938964844,342.8500061035156,352.30999755859375,332.45196533203125,407600,,,,,,,,
2020-03-10,356.30999755859375,367.29998779296875,345.69000244140625,357.1600036621094,337.0286560058594,399900,,,,,,,,
2020-03-11,356.1700134277344,357.8699951171875,329.3399963378906,333.6499938964844,314.8437194824219,333500,,,,,,,,
2020-03-12,318.6700134277344,334.1499938964844,307.32000732421875,314.7300109863281,296.9902038574219,498300,,,,,,,,
2020-03-13,320.5899963378906,346.6099853515625,318.0,343.07000732421875,323.73291015625,560700,,,,,,,,
2020-03-16,317.3500061035156,333.0199890136719,286.9700012207031,311.2900085449219,293.7441101074219,446700,,,,,,,,
2020-03-17,318.0400085449219,352.7099914550781,317.9100036621094,333.0,314.2303466796875,482300,,,,,,,,
2020-03-18,300.0,321.8699951171875,290.1300048828125,305.3599853515625,288.14837646484375,493200,,,,,,,,
2020-03-19,303.55999755859375,323.2900085449219,288.010009765625,316.1300048828125,298.3113098144531,334700,,,,,,,,
2020-03-20,310.6099853515625,326.1099853515625,298.7300109863281,310.6300048828125,293.12127685546875,441800,,,,,,,,
2020-03-23,309.9100036621094,310.0,275.5,281.30999755859375,265.4539489746094,535200,,,,,,,,
2020-03-24,293.7900085449219,334.5199890136719,283.010009765625,326.7200012207031,308.304443359375,543300,,,,,,,,
2020-03-25,323.57000732421875,349.95001220703125,323.57000732421875,330.30999755859375,311.6920471191406,366800,,,,,,,,
2020-03-26,339.1400146484375,354.9599914550781,331.5899963378906,352.7900085449219,332.9049377441406,328800,,,,,,,,
2020-03-27,342.70001220703125,354.55999755859375,332.2699890136719,342.7799987792969,323.4591369628906,291100,,,,,,,,
2020-03-30,353.6199951171875,354.55999755859375,335.57000732421875,351.32000732421875,331.51776123046875,245800,,,,,,,,
2020-03-31,347.1400146484375,349.6000061035156,328.0299987792969,332.57000732421875,313.8246765136719,526400,,,,,,,,
2020-04-01,320.4100036621094,338.6600036621094,316.1499938964844,333.989990234375,315.1646728515625,270800,,,,,,,,
2020-04-02,325.0400085449219,348.05999755859375,324.0899963378906,347.2900085449219,327.71490478515625,283000,,,,,,,,
2020-04-03,343.3500061035156,389.1400146484375,343.3500061035156,387.2699890136719,365.4414978027344,452400,,,,,,,,
2020-04-06,394.17999267578125,402.9700012207031,382.19000244140625,399.0299987792969,376.5386047363281,399600,,,,,,,,
2020-04-07,400.54998779296875,404.2699890136719,376.7799987792969,381.5,359.99664306640625,365700,,,,,,,,
2020-04-08,388.0400085449219,397.29998779296875,378.0199890136719,395.6199951171875,373.32080078125,262200,,,,,,,,
2020-04-09,399.29998779296875,405.2900085449219,397.489990234375,403.3500061035156,380.6151428222656,221100,,,,,,,,
2020-04-13,400.0,402.010009765625,380.2799987792969,385.7900085449219,364.0448303222656,234800,,,,,,,,
2020-04-14,397.739990234375,404.42999267578125,391.739990234375,397.7099914550781,375.2929992675781,323300,,,,,,,,
2020-04-15,396.29998779296875,417.2900085449219,393.989990234375,413.20001220703125,389.90997314453125,328000,,,,,,,,
