date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'MKTX')","('high', 'MKTX')","('low', 'MKTX')","('close', 'MKTX')","('adj_close', 'MKTX')","('volume', 'MKTX')","('currency', '')"
2020-04-16,419.510009765625,439.2200012207031,417.0400085449219,436.5,411.8966369628906,387200,,,,,,,,
2020-04-17,447.510009765625,449.94000244140625,427.6199951171875,429.7799987792969,405.5553894042969,271800,,,,,,,,
2020-04-20,428.7300109863281,435.2900085449219,425.0199890136719,430.57000732421875,406.3009338378906,257000,,,,,,,,
2020-04-21,430.760009765625,431.8999938964844,407.9700012207031,410.489990234375,387.3526916503906,230600,,,,,,,,
2020-04-22,417.2099914550781,431.260009765625,410.760009765625,424.239990234375,400.32769775390625,208600,,,,,,,,
2020-04-23,424.1199951171875,426.30999755859375,415.55999755859375,417.7799987792969,394.2317199707031,186600,,,,,,,,
2020-04-24,421.2799987792969,424.69000244140625,416.0400085449219,421.0199890136719,397.28912353515625,241900,,,,,,,,
2020-04-27,431.2099914550781,443.510009765625,425.0199890136719,441.5899963378906,416.6996154785156,187700,,,,,,,,
2020-04-28,443.2300109863281,452.7799987792969,433.0,441.42999267578125,416.5487060546875,268300,,,,,,,,
2020-04-29,441.1199951171875,463.57000732421875,436.8699951171875,456.7099914550781,430.96746826171875,357200,,,,,,,,
2020-04-30,450.3900146484375,465.8999938964844,450.3900146484375,455.010009765625,429.36334228515625,404100,,,,,,,,
2020-05-01,451.2300109863281,460.0,446.45001220703125,449.7900085449219,424.4375305175781,271700,,,,,,,,
2020-05-04,450.2099914550781,459.8800048828125,447.010009765625,457.07000732421875,431.30718994140625,238600,,,,,,,,
2020-05-05,450.0199890136719,488.2200012207031,450.0,483.260009765625,456.0209655761719,284900,,,,,,,,
2020-05-06,491.9200134277344,491.9200134277344,470.6600036621094,471.3500061035156,444.78228759765625,291100,,,,,,,,
2020-05-07,483.5299987792969,491.25,477.70001220703125,480.75,453.6524658203125,304600,,,,,,,,
2020-05-08,482.0,490.80999755859375,475.8399963378906,484.32000732421875,457.02117919921875,298500,,,,,,,,
2020-05-11,486.45001220703125,517.9299926757812,486.45001220703125,505.04998779296875,476.58282470703125,336600,,,,,,,,
2020-05-12,514.1300048828125,516.9600219726562,497.3699951171875,497.7300109863281,470.2340087890625,301500,,,,,,,,
2020-05-13,496.44000244140625,512.4299926757812,493.1600036621094,504.739990234375,476.85675048828125,334000,,,,,,,,
2020-05-14,499.95001220703125,505.7300109863281,483.57000732421875,493.6000061035156,466.33221435546875,382600,,,,,,,,
2020-05-15,497.5400085449219,503.1600036621094,486.6099853515625,488.04998779296875,461.0887451171875,735700,,,,,,,,
2020-05-18,500.989990234375,500.989990234375,490.32000732421875,492.6600036621094,465.44415283203125,317700,,,,,,,,
2020-05-19,491.0,497.75,475.0199890136719,478.55999755859375,452.12310791015625,265700,,,,,,,,
2020-05-20,480.5199890136719,486.8999938964844,473.5899963378906,477.92999267578125,451.52777099609375,296100,,,,,,,,
2020-05-21,475.70001220703125,476.510009765625,469.1199951171875,472.92999267578125,446.80401611328125,404300,,,,,,,,
2020-05-22,472.5400085449219,484.989990234375,466.8599853515625,482.32000732421875,455.67529296875,196500,,,,,,,,
2020-05-26,480.29998779296875,487.6700134277344,467.54998779296875,470.510009765625,444.5176696777344,312700,,,,,,,,
2020-05-27,467.1499938964844,478.05999755859375,453.05999755859375,468.260009765625,442.3919982910156,335200,,,,,,,,
2020-05-28,475.57000732421875,494.5199890136719,474.4800109863281,483.510009765625,456.79962158203125,307500,,,,,,,,
2020-05-29,489.0,511.95001220703125,485.5,508.5899963378906,480.49407958984375,577300,,,,,,,,
2020-06-01,508.5799865722656,526.97998046875,504.0899963378906,519.780029296875,491.0659484863281,418900,,,,,,,,
2020-06-02,521.9600219726562,525.260009765625,510.2200012207031,515.9600219726562,487.4568786621094,248800,,,,,,,,
2020-06-03,518.489990234375,521.1099853515625,509.8500061035156,521.1099853515625,492.3224792480469,193900,,,,,,,,
2020-06-04,511.79998779296875,520.8800048828125,490.1099853515625,499.0400085449219,471.47161865234375,236800,,,,,,,,
2020-06-05,494.739990234375,503.92999267578125,487.8500061035156,493.8999938964844,466.6155700683594,307900,,,,,,,,
2020-06-08,487.0799865722656,491.3800048828125,478.0299987792969,488.3699951171875,461.3910827636719,266300,,,,,,,,
2020-06-09,497.4200134277344,506.8599853515625,488.2300109863281,499.92999267578125,472.3124694824219,240100,,,,,,,,
2020-06-10,497.739990234375,510.7300109863281,494.45001220703125,506.989990234375,478.98248291015625,235600,,,,,,,,
2020-06-11,509.07000732421875,509.07000732421875,481.5,482.05999755859375,455.4297180175781,243700,,,,,,,,
2020-06-12,486.55999755859375,496.7200012207031,482.5799865722656,492.7900085449219,465.56689453125,187700,,,,,,,,
2020-06-15,488.3299865722656,502.2799987792969,485.8999938964844,501.1300048828125,473.4462585449219,165800,,,,,,,,
2020-06-16,504.6000061035156,506.57000732421875,490.55999755859375,498.989990234375,471.4244384765625,145900,,,,,,,,
2020-06-17,503.0,515.8400268554688,501.8399963378906,508.989990234375,480.8720397949219,190700,,,,,,,,
2020-06-18,503.9700012207031,506.82000732421875,497.5,500.8599853515625,473.191162109375,183200,,,,,,,,
2020-06-19,511.30999755859375,523.0900268554688,501.3900146484375,520.280029296875,491.53826904296875,461100,,,,,,,,
2020-06-22,521.7100219726562,524.97998046875,512.8499755859375,519.0700073242188,490.3951110839844,225000,,,,,,,,
2020-06-23,522.22998046875,527.1300048828125,517.1799926757812,519.52001953125,490.8202819824219,176400,,,,,,,,
2020-06-24,519.1500244140625,522.469970703125,503.4200134277344,505.19000244140625,477.2818603515625,215700,,,,,,,,
2020-06-25,505.510009765625,513.52001953125,497.1499938964844,507.3599853515625,479.3320617675781,233200,,,,,,,,
2020-06-26,505.6000061035156,510.0,485.0400085449219,489.8299865722656,462.7703857421875,534400,,,,,,,,
2020-06-29,493.4200134277344,500.9599914550781,486.0899963378906,498.6099853515625,471.0653991699219,186000,,,,,,,,
2020-06-30,506.7200012207031,506.7200012207031,493.7699890136719,500.9200134277344,473.247802734375,321500,,,,,,,,
2020-07-01,500.1600036621094,509.9800109863281,493.6000061035156,506.010009765625,478.05657958984375,295100,,,,,,,,
2020-07-02,512.8800048828125,512.8800048828125,500.4700012207031,501.8800048828125,474.15472412109375,196000,,,,,,,,
2020-07-06,509.3599853515625,531.4299926757812,509.19000244140625,520.7899780273438,492.0200500488281,235700,,,,,,,,
2020-07-07,517.469970703125,537.8800048828125,516.7000122070312,533.1599731445312,503.7068176269531,211900,,,,,,,,
2020-07-08,539.3499755859375,546.030029296875,537.0499877929688,544.4199829101562,514.3447265625,216000,,,,,,,,
2020-07-09,547.0399780273438,561.6799926757812,544.0,548.6099853515625,518.3032836914062,132800,,,,,,,,
2020-07-10,547.5,549.989990234375,535.7100219726562,537.22998046875,507.5519714355469,170600,,,,,,,,
2020-07-13,541.3200073242188,542.8499755859375,515.1799926757812,517.5700073242188,488.9779968261719,230600,,,,,,,,
2020-07-14,517.5999755859375,522.510009765625,506.3599853515625,522.219970703125,493.3711242675781,241000,,,,,,,,
2020-07-15,525.8400268554688,535.2999877929688,520.030029296875,531.8599853515625,502.478515625,190600,,,,,,,,
2020-07-16,528.3499755859375,539.9400024414062,525.719970703125,530.760009765625,501.4393615722656,161900,,,,,,,,
2020-07-17,535.260009765625,536.260009765625,529.9500122070312,532.5399780273438,503.12103271484375,163700,,,,,,,,
2020-07-20,534.6599731445312,540.3300170898438,532.6699829101562,534.0499877929688,504.5474853515625,440600,,,,,,,,
2020-07-21,534.0800170898438,536.0499877929688,531.3900146484375,533.4500122070312,503.9808044433594,287200,,,,,,,,
2020-07-22,510.0,536.8200073242188,510.0,527.1099853515625,497.9908752441406,334200,,,,,,,,
2020-07-23,531.1099853515625,532.0499877929688,506.8299865722656,509.17999267578125,481.0514221191406,243800,,,,,,,,
2020-07-24,508.75,512.0,501.0199890136719,505.80999755859375,477.8677062988281,202900,,,,,,,,
2020-07-27,509.3399963378906,522.0399780273438,509.2300109863281,521.0,492.2184753417969,168200,,,,,,,,
2020-07-28,517.8599853515625,518.02001953125,502.67999267578125,509.6000061035156,481.44830322265625,147400,,,,,,,,
2020-07-29,510.82000732421875,518.97998046875,510.82000732421875,517.3900146484375,488.8079833984375,99500,,,,,,,,
2020-07-30,510.17999267578125,517.77001953125,505.32000732421875,516.5499877929688,488.0143737792969,141200,,,,,,,,
2020-07-31,518.0800170898438,519.0,505.55999755859375,516.7000122070312,488.1560974121094,119100,,,,,,,,
2020-08-03,520.5900268554688,525.9600219726562,510.5799865722656,511.69000244140625,483.42279052734375,153000,,,,,,,,
2020-08-04,507.4100036621094,512.5999755859375,502.6099853515625,508.6700134277344,481.13385009765625,209300,,,,,,,,
2020-08-05,504.8399963378906,511.0199890136719,502.3500061035156,510.0899963378906,482.47686767578125,120600,,,,,,,,
2020-08-06,505.4800109863281,508.9200134277344,501.17999267578125,503.6499938964844,476.38555908203125,108700,,,,,,,,
2020-08-07,500.70001220703125,510.6000061035156,500.70001220703125,508.20001220703125,480.68927001953125,205400,,,,,,,,
2020-08-10,508.8800048828125,508.8800048828125,480.57000732421875,482.6700134277344,456.5413513183594,276500,,,,,,,,
2020-08-11,483.3800048828125,488.6300048828125,471.0899963378906,482.7900085449219,456.65484619140625,198800,,,,,,,,
2020-08-12,482.0199890136719,495.55999755859375,482.0199890136719,492.5400085449219,465.8769836425781,166100,,,,,,,,
2020-08-13,491.7799987792969,498.05999755859375,483.70001220703125,496.760009765625,469.86865234375,126200,,,,,,,,
2020-08-14,501.760009765625,502.8500061035156,494.57000732421875,496.5,469.62261962890625,106600,,,,,,,,
2020-08-17,495.20001220703125,502.5799865722656,494.7300109863281,500.5899963378906,473.49127197265625,212600,,,,,,,,
2020-08-18,500.5199890136719,502.0,497.79998779296875,499.0299987792969,472.0156555175781,108500,,,,,,,,
2020-08-19,505.7799987792969,506.9100036621094,491.1700134277344,491.8800048828125,465.2527770996094,156000,,,,,,,,
2020-08-20,493.8599853515625,504.5,493.0199890136719,501.3699951171875,474.22894287109375,180000,,,,,,,,
2020-08-21,504.04998779296875,504.70001220703125,498.94000244140625,499.8399963378906,472.7817687988281,155200,,,,,,,,
2020-08-24,499.8599853515625,501.1199951171875,486.75,489.4800109863281,462.9826965332031,113100,,,,,,,,
2020-08-25,486.45001220703125,487.0299987792969,479.5,484.489990234375,458.26275634765625,132600,,,,,,,,
2020-08-26,487.2799987792969,505.0,484.4200134277344,499.4100036621094,472.37506103515625,182500,,,,,,,,
2020-08-27,495.29998779296875,506.7699890136719,494.3800048828125,496.20001220703125,469.3388671875,132800,,,,,,,,
2020-08-28,501.6000061035156,501.6000061035156,482.989990234375,484.3699951171875,458.1493225097656,158500,,,,,,,,
2020-08-31,484.6400146484375,492.0199890136719,484.3800048828125,485.94000244140625,459.63427734375,278300,,,,,,,,
2020-09-01,489.510009765625,491.07000732421875,486.45001220703125,490.4200134277344,463.8717956542969,144500,,,,,,,,
2020-09-02,489.44000244140625,499.20001220703125,487.5299987792969,494.0899963378906,467.343017578125,234300,,,,,,,,
2020-09-03,489.2300109863281,489.6099853515625,467.6000061035156,471.2300109863281,445.7205810546875,211200,,,,,,,,
2020-09-04,469.0899963378906,470.1099853515625,451.0199890136719,454.45001220703125,429.8489074707031,247900,,,,,,,,
2020-09-08,449.3399963378906,455.0,441.1199951171875,449.6199951171875,425.2803649902344,357800,,,,,,,,
2020-09-09,457.17999267578125,463.75,450.4100036621094,458.6700134277344,433.8405456542969,209900,,,,,,,,
2020-09-10,462.0799865722656,467.6400146484375,450.67999267578125,451.5299987792969,427.0870056152344,191700,,,,,,,,
2020-09-11,455.0799865722656,459.79998779296875,448.57000732421875,453.07000732421875,428.5436706542969,166800,,,,,,,,
2020-09-14,457.92999267578125,465.4100036621094,457.8900146484375,461.8500061035156,436.8483581542969,267900,,,,,,,,
2020-09-15,463.9100036621094,465.5299987792969,461.6400146484375,464.05999755859375,438.9387512207031,188500,,,,,,,,
2020-09-16,468.8500061035156,472.7099914550781,461.3599853515625,461.9200134277344,436.9145812988281,175800,,,,,,,,
2020-09-17,458.0299987792969,458.0299987792969,444.2200012207031,447.489990234375,423.26568603515625,260900,,,,,,,,
2020-09-18,446.8399963378906,449.3999938964844,437.8900146484375,438.6600036621094,414.91375732421875,381900,,,,,,,,
2020-09-21,434.3299865722656,443.7099914550781,434.3299865722656,443.0,419.01885986328125,296500,,,,,,,,
2020-09-22,442.7699890136719,447.0799865722656,437.07000732421875,446.95001220703125,422.7550048828125,248900,,,,,,,,
2020-09-23,449.8399963378906,458.3900146484375,447.29998779296875,449.4599914550781,425.12908935546875,209000,,,,,,,,
2020-09-24,448.2300109863281,463.5899963378906,447.8399963378906,452.1199951171875,427.64501953125,202300,,,,,,,,
2020-09-25,450.69000244140625,465.6600036621094,450.69000244140625,465.1000061035156,439.9223937988281,152700,,,,,,,,
2020-09-28,467.17999267578125,478.1300048828125,464.760009765625,476.04998779296875,450.2796630859375,242300,,,,,,,,
2020-09-29,473.70001220703125,491.17999267578125,473.07000732421875,485.42999267578125,459.1518859863281,328300,,,,,,,,
2020-09-30,487.5199890136719,492.5899963378906,477.9100036621094,481.5899963378906,455.519775390625,270400,,,,,,,,
2020-10-01,483.9100036621094,487.7799987792969,480.4100036621094,482.9700012207031,456.8250427246094,171900,,,,,,,,
2020-10-02,477.9700012207031,489.989990234375,472.6000061035156,482.5199890136719,456.3994445800781,168700,,,,,,,,
2020-10-05,488.8699951171875,498.07000732421875,486.7200012207031,497.2799987792969,470.3604431152344,198700,,,,,,,,
2020-10-06,499.57000732421875,501.4100036621094,492.4200134277344,498.5799865722656,471.59002685546875,195800,,,,,,,,
2020-10-07,505.0,512.9299926757812,504.8599853515625,510.2300109863281,482.609375,248900,,,,,,,,
2020-10-08,513.010009765625,519.4099731445312,511.6700134277344,518.4199829101562,490.35601806640625,124300,,,,,,,,
2020-10-09,519.8599853515625,524.25,519.3800048828125,522.0499877929688,493.78955078125,110800,,,,,,,,
2020-10-12,525.27001953125,536.3499755859375,523.1500244140625,532.22998046875,503.4183349609375,195700,,,,,,,,
2020-10-13,534.0700073242188,542.3599853515625,534.0700073242188,540.0900268554688,510.8529968261719,204500,,,,,,,,
2020-10-14,541.0,546.25,534.27001953125,535.4299926757812,506.4452819824219,143500,,,,,,,,
2020-10-15,530.969970703125,544.1099853515625,528.6300048828125,540.47998046875,511.2217712402344,174800,,,,,,,,
2020-10-16,543.3599853515625,547.6500244140625,535.4500122070312,538.0700073242188,508.9423522949219,188300,,,,,,,,
2020-10-19,541.510009765625,549.5,537.3200073242188,539.260009765625,510.06793212890625,157300,,,,,,,,
2020-10-20,543.010009765625,558.3200073242188,541.1699829101562,549.989990234375,520.2169799804688,231200,,,,,,,,
2020-10-21,555.7899780273438,570.1699829101562,553.5700073242188,558.0800170898438,527.8692016601562,176400,,,,,,,,
2020-10-22,562.6699829101562,572.4500122070312,558.6099853515625,567.3699951171875,536.65625,221700,,,,,,,,
2020-10-23,567.0,568.469970703125,553.3800048828125,558.9099731445312,528.6541748046875,173800,,,,,,,,
2020-10-26,558.25,559.010009765625,541.6699829101562,547.3099975585938,517.6820068359375,196700,,,,,,,,
2020-10-27,544.969970703125,575.5999755859375,539.8699951171875,573.0,541.9812622070312,294600,,,,,,,,
2020-10-28,567.760009765625,567.760009765625,548.9400024414062,557.02001953125,526.866455078125,298200,,,,,,,,
2020-10-29,556.760009765625,564.3900146484375,550.27001953125,555.8599853515625,525.7692260742188,208100,,,,,,,,
2020-10-30,550.3400268554688,556.3099975585938,532.5999755859375,538.8499755859375,509.6799621582031,309600,,,,,,,,
2020-11-02,544.4099731445312,552.77001953125,533.5700073242188,538.7899780273438,509.6234130859375,306700,,,,,,,,
2020-11-03,542.9500122070312,545.7999877929688,535.4099731445312,539.6900024414062,510.4747314453125,230200,,,,,,,,
2020-11-04,549.27001953125,585.1799926757812,545.0900268554688,579.9199829101562,548.52685546875,243000,,,,,,,,
2020-11-05,586.9099731445312,602.77001953125,580.6599731445312,581.1699829101562,549.7091064453125,276600,,,,,,,,
2020-11-06,580.9199829101562,592.4400024414062,567.2999877929688,579.1799926757812,547.826904296875,145000,,,,,,,,
2020-11-09,604.6099853515625,606.4500122070312,534.0499877929688,534.8400268554688,506.411865234375,353800,,,,,,,,
2020-11-10,526.0999755859375,529.9199829101562,506.4599914550781,525.0399780273438,497.13262939453125,324200,,,,,,,,
2020-11-11,536.3200073242188,547.1199951171875,525.0499877929688,544.9099731445312,515.9464721679688,243300,,,,,,,,
2020-11-12,550.260009765625,550.4299926757812,531.8200073242188,534.8099975585938,506.38336181640625,163500,,,,,,,,
2020-11-13,539.7000122070312,541.4299926757812,519.7100219726562,522.9299926757812,495.1347351074219,225700,,,,,,,,
2020-11-16,528.3900146484375,528.3900146484375,502.6499938964844,521.989990234375,494.2447509765625,259400,,,,,,,,
2020-11-17,522.97998046875,522.97998046875,509.0299987792969,514.0900268554688,486.7647399902344,250000,,,,,,,,
2020-11-18,515.260009765625,520.8099975585938,506.1199951171875,512.260009765625,485.031982421875,251700,,,,,,,,
2020-11-19,517.77001953125,539.0399780273438,511.75,534.219970703125,505.82470703125,413200,,,,,,,,
2020-11-20,528.1500244140625,548.27001953125,525.0700073242188,546.1400146484375,517.1112060546875,347700,,,,,,,,
2020-11-23,551.1699829101562,551.3300170898438,518.02001953125,519.9099731445312,492.2752990722656,194700,,,,,,,,
2020-11-24,522.1599731445312,534.989990234375,515.5700073242188,518.4600219726562,490.9024353027344,311000,,,,,,,,
2020-11-25,518.4600219726562,523.4299926757812,507.1000061035156,514.3499755859375,487.0108337402344,280000,,,,,,,,
2020-11-27,515.0399780273438,534.969970703125,515.0399780273438,533.8900146484375,505.512451171875,136600,,,,,,,,
2020-11-30,530.8400268554688,541.5399780273438,526.0399780273438,539.1799926757812,510.52099609375,330500,,,,,,,,
2020-12-01,547.7899780273438,549.3499755859375,538.4600219726562,546.6099853515625,517.5560302734375,268800,,,,,,,,
2020-12-02,545.5700073242188,548.5,535.9199829101562,540.780029296875,512.0360717773438,370600,,,,,,,,
2020-12-03,545.3499755859375,562.8699951171875,541.3200073242188,555.6300048828125,526.0967407226562,489700,,,,,,,,
2020-12-04,558.5,573.8400268554688,535.97998046875,539.1699829101562,510.5116271972656,480400,,,,,,,,
2020-12-07,539.3300170898438,571.0499877929688,539.3300170898438,569.9400024414062,539.64599609375,543900,,,,,,,,
2020-12-08,566.1300048828125,569.280029296875,560.6699829101562,566.010009765625,535.9249877929688,610100,,,,,,,,
2020-12-09,562.3499755859375,569.1300048828125,557.25,564.6699829101562,534.6561889648438,290800,,,,,,,,
2020-12-10,562.489990234375,566.72998046875,545.5800170898438,551.5800170898438,522.261962890625,247100,,,,,,,,
2020-12-11,551.25,561.6500244140625,538.0499877929688,547.6699829101562,518.5598754882812,273500,,,,,,,,
2020-12-14,553.6099853515625,574.7999877929688,549.780029296875,551.1500244140625,521.8547973632812,412900,,,,,,,,
2020-12-15,552.8499755859375,556.8300170898438,545.260009765625,553.7899780273438,524.3544921875,287200,,,,,,,,
2020-12-16,557.030029296875,563.2000122070312,551.2100219726562,560.5,530.7079467773438,314800,,,,,,,,
2020-12-17,563.52001953125,578.9400024414062,562.9299926757812,577.3499755859375,546.6622314453125,253200,,,,,,,,
2020-12-18,579.6199951171875,580.6599731445312,571.5900268554688,578.8800048828125,548.1109008789062,463000,,,,,,,,
