date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'TRNO')","('high', 'TRNO')","('low', 'TRNO')","('close', 'TRNO')","('adj_close', 'TRNO')","('volume', 'TRNO')","('currency', '')"
2020-01-02,54.40999984741211,54.40999984741211,53.04999923706055,53.58000183105469,45.745201110839844,378300,,,,,,,,
2020-01-03,53.38999938964844,54.2599983215332,53.380001068115234,54.209999084472656,46.28309631347656,192000,,,,,,,,
2020-01-06,54.2400016784668,54.77000045776367,54.04999923706055,54.34000015258789,46.39408493041992,290900,,,,,,,,
2020-01-07,53.93000030517578,54.2599983215332,53.75,53.90999984741211,46.02695846557617,428200,,,,,,,,
2020-01-08,53.880001068115234,54.34000015258789,53.560001373291016,54.220001220703125,46.291622161865234,411900,,,,,,,,
2020-01-09,54.279998779296875,54.790000915527344,54.11000061035156,54.41999816894531,46.462379455566406,223300,,,,,,,,
2020-01-10,54.5,54.970001220703125,54.29999923706055,54.77000045776367,46.76120376586914,236700,,,,,,,,
2020-01-13,54.77000045776367,55.66999816894531,54.77000045776367,55.65999984741211,47.521053314208984,279800,,,,,,,,
2020-01-14,55.689998626708984,55.689998626708984,54.959999084472656,54.97999954223633,46.94050216674805,236200,,,,,,,,
2020-01-15,55.06999969482422,56.22999954223633,55.06999969482422,56.130001068115234,47.92234420776367,257400,,,,,,,,
2020-01-16,56.2599983215332,57.040000915527344,56.130001068115234,57.029998779296875,48.69073486328125,250500,,,,,,,,
2020-01-17,57.099998474121094,57.34000015258789,56.56999969482422,57.13999938964844,48.784645080566406,249800,,,,,,,,
2020-01-21,57.13999938964844,57.93000030517578,57.09000015258789,57.88999938964844,49.424983978271484,289200,,,,,,,,
2020-01-22,58.119998931884766,58.22999954223633,56.540000915527344,56.689998626708984,48.40044403076172,262400,,,,,,,,
2020-01-23,56.709999084472656,57.77000045776367,56.47999954223633,57.56999969482422,49.15177536010742,251200,,,,,,,,
2020-01-24,57.630001068115234,57.70000076293945,57.060001373291016,57.189998626708984,48.82733917236328,208600,,,,,,,,
2020-01-27,56.790000915527344,57.869998931884766,56.66999816894531,57.59000015258789,49.168853759765625,203600,,,,,,,,
2020-01-28,57.7400016784668,58.02000045776367,57.540000915527344,57.95000076293945,49.4762077331543,271400,,,,,,,,
2020-01-29,58.22999954223633,58.22999954223633,57.720001220703125,58.060001373291016,49.57011795043945,170300,,,,,,,,
2020-01-30,57.86000061035156,58.61000061035156,57.86000061035156,58.2599983215332,49.74087905883789,255100,,,,,,,,
2020-01-31,58.25,58.310001373291016,57.13999938964844,57.2599983215332,48.88710403442383,373900,,,,,,,,
2020-02-03,57.459999084472656,58.060001373291016,57.43000030517578,57.709999084472656,49.27130126953125,251800,,,,,,,,
2020-02-04,57.7599983215332,58.599998474121094,57.41999816894531,58.099998474121094,49.604270935058594,212800,,,,,,,,
2020-02-05,58.349998474121094,58.529998779296875,57.869998931884766,58.08000183105469,49.587196350097656,136500,,,,,,,,
2020-02-06,58.08000183105469,58.33000183105469,57.959999084472656,58.099998474121094,49.604270935058594,145900,,,,,,,,
2020-02-07,58.459999084472656,59.5,58.08000183105469,58.880001068115234,50.27022171020508,280100,,,,,,,,
2020-02-10,58.91999816894531,59.189998626708984,58.56999969482422,59.11000061035156,50.466590881347656,284300,,,,,,,,
2020-02-11,59.209999084472656,59.58000183105469,58.91999816894531,59.56999969482422,50.85932540893555,408200,,,,,,,,
2020-02-12,59.86000061035156,60.43000030517578,59.54999923706055,60.400001525878906,51.56794738769531,297200,,,,,,,,
2020-02-13,60.130001068115234,61.189998626708984,60.130001068115234,61.18000030517578,52.233890533447266,282100,,,,,,,,
2020-02-14,61.20000076293945,61.88999938964844,61.04999923706055,61.7599983215332,52.72908401489258,339900,,,,,,,,
2020-02-18,61.810001373291016,62.2400016784668,61.650001525878906,62.119998931884766,53.03644943237305,360100,,,,,,,,
2020-02-19,62.09000015258789,62.310001373291016,61.63999938964844,61.9900016784668,52.92546081542969,372800,,,,,,,,
2020-02-20,61.900001525878906,62.0,61.189998626708984,61.84000015258789,52.79738998413086,280600,,,,,,,,
2020-02-21,61.970001220703125,62.27000045776367,61.7599983215332,62.08000183105469,53.00229263305664,246600,,,,,,,,
2020-02-24,60.970001220703125,61.52000045776367,60.349998474121094,60.349998474121094,51.52526092529297,346600,,,,,,,,
2020-02-25,60.349998474121094,60.56999969482422,58.880001068115234,58.97999954223633,50.355587005615234,400600,,,,,,,,
2020-02-26,59.02000045776367,59.83000183105469,58.72999954223633,58.900001525878906,50.28729248046875,258000,,,,,,,,
2020-02-27,58.0,58.29999923706055,54.72999954223633,54.72999954223633,46.727054595947266,444200,,,,,,,,
2020-02-28,53.790000915527344,54.91999816894531,51.529998779296875,54.869998931884766,46.84657669067383,845600,,,,,,,,
2020-03-02,55.189998626708984,57.63999938964844,54.400001525878906,57.59000015258789,49.168853759765625,466400,,,,,,,,
2020-03-03,57.47999954223633,58.9900016784668,56.97999954223633,57.40999984741211,49.01517105102539,347000,,,,,,,,
2020-03-04,58.16999816894531,60.72999954223633,58.16999816894531,60.290000915527344,51.474037170410156,448700,,,,,,,,
2020-03-05,59.15999984741211,59.7599983215332,58.52000045776367,59.5099983215332,50.80808639526367,411600,,,,,,,,
2020-03-06,58.0099983215332,59.209999084472656,56.220001220703125,58.2400016784668,49.72380447387695,431500,,,,,,,,
2020-03-09,55.0,55.540000915527344,52.279998779296875,55.15999984741211,47.094173431396484,521600,,,,,,,,
2020-03-10,55.54999923706055,55.86000061035156,51.16999816894531,54.86000061035156,46.838043212890625,487600,,,,,,,,
2020-03-11,53.54999923706055,53.61000061035156,50.2599983215332,50.84000015258789,43.4058723449707,613200,,,,,,,,
2020-03-12,47.470001220703125,49.040000915527344,44.7400016784668,44.959999084472656,38.38568115234375,757100,,,,,,,,
2020-03-13,47.16999816894531,50.150001525878906,45.279998779296875,50.150001525878906,42.8167724609375,583000,,,,,,,,
2020-03-16,46.0,47.189998626708984,42.119998931884766,43.04999923706055,36.754974365234375,730800,,,,,,,,
2020-03-17,43.75,49.91999816894531,43.119998931884766,45.900001525878906,39.188236236572266,721000,,,,,,,,
2020-03-18,42.77000045776367,46.369998931884766,42.29999923706055,45.970001220703125,39.24799346923828,848900,,,,,,,,
2020-03-19,45.81999969482422,48.560001373291016,43.08000183105469,46.630001068115234,39.811492919921875,757400,,,,,,,,
2020-03-20,47.02000045776367,47.29999923706055,42.79999923706055,44.09000015258789,37.64289855957031,1192500,,,,,,,,
2020-03-23,43.9900016784668,46.150001525878906,42.439998626708984,45.4900016784668,38.83818054199219,692400,,,,,,,,
