date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'SXGCF')","('high', 'SXGCF')","('low', 'SXGCF')","('close', 'SXGCF')","('adj_close', 'SXGCF')","('volume', 'SXGCF')","('currency', '')"
2020-01-02,0.4444440007209778,0.4444440007209778,0.4444440007209778,0.4444440007209778,0.4444440007209778,441,,,,,,,,
2020-01-03,0.4444440007209778,0.4444440007209778,0.4444440007209778,0.4444440007209778,0.4444440007209778,0,,,,,,,,
2020-01-06,0.4444440007209778,0.4761900007724762,0.4444440007209778,0.4761900007724762,0.4761900007724762,1260,,,,,,,,
2020-01-07,0.4761900007724762,0.4761900007724762,0.4761900007724762,0.4761900007724762,0.4761900007724762,630,,,,,,,,
2020-01-08,0.4761900007724762,0.4761900007724762,0.4444440007209778,0.4444440007209778,0.4444440007209778,11183,,,,,,,,
2020-01-09,0.4444440007209778,0.5714290142059326,0.4444440007209778,0.5714290142059326,0.5714290142059326,12002,,,,,,,,
2020-01-10,0.5714290142059326,0.6031749844551086,0.5396829843521118,0.6031749844551086,0.6031749844551086,9324,,,,,,,,
2020-01-13,0.5396829843521118,0.5714290142059326,0.5396829843521118,0.5396829843521118,0.5396829843521118,3150,,,,,,,,
2020-01-14,0.5396829843521118,0.5714290142059326,0.5396829843521118,0.5714290142059326,0.5714290142059326,9734,,,,,,,,
2020-01-15,0.5714290142059326,0.5714290142059326,0.5714290142059326,0.5714290142059326,0.5714290142059326,19373,,,,,,,,
2020-01-16,0.6031749844551086,0.6031749844551086,0.6031749844551086,0.6031749844551086,0.6031749844551086,9324,,,,,,,,
2020-01-17,0.6349210143089294,0.6349210143089294,0.6349210143089294,0.6349210143089294,0.6349210143089294,45171,,,,,,,,
2020-01-21,0.6349210143089294,0.6984130144119263,0.6349210143089294,0.6666669845581055,0.6666669845581055,2772,,,,,,,,
2020-01-22,0.6666669845581055,0.6666669845581055,0.6666669845581055,0.6666669845581055,0.6666669845581055,5040,,,,,,,,
2020-01-23,0.6031749844551086,0.6666669845581055,0.6031749844551086,0.6031749844551086,0.6031749844551086,38997,,,,,,,,
2020-01-24,0.6031749844551086,0.6031749844551086,0.6031749844551086,0.6031749844551086,0.6031749844551086,0,,,,,,,,
2020-01-27,0.6349210143089294,0.6349210143089294,0.6031749844551086,0.6031749844551086,0.6031749844551086,473,,,,,,,,
2020-01-28,0.6031749844551086,0.6031749844551086,0.6031749844551086,0.6031749844551086,0.6031749844551086,819,,,,,,,,
2020-01-29,0.5714290142059326,0.5714290142059326,0.5714290142059326,0.5714290142059326,0.5714290142059326,315,,,,,,,,
2020-01-30,0.6666669845581055,0.6666669845581055,0.6666669845581055,0.6666669845581055,0.6666669845581055,2174,,,,,,,,
