date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'EG')","('high', 'EG')","('low', 'EG')","('close', 'EG')","('adj_close', 'EG')","('volume', 'EG')","('currency', '')"
2020-03-02,248.00999450683594,260.1000061035156,247.74000549316406,258.1600036621094,228.01197814941406,771700,,,,,,,,
2020-03-03,258.1499938964844,262.0,251.25,253.44000244140625,223.8432159423828,439400,,,,,,,,
2020-03-04,256.9800109863281,269.5899963378906,255.50999450683594,269.3900146484375,237.93057250976562,302700,,,,,,,,
2020-03-05,263.1199951171875,263.9200134277344,254.1999969482422,257.17999267578125,227.14645385742188,304400,,,,,,,,
2020-03-06,249.33999633789062,255.0,246.52999877929688,253.50999450683594,223.905029296875,334200,,,,,,,,
2020-03-09,223.13999938964844,243.22999572753906,223.13999938964844,234.77000427246094,207.3534698486328,513300,,,,,,,,
2020-03-10,240.8699951171875,241.2899932861328,229.2899932861328,240.4499969482422,213.78158569335938,397600,,,,,,,,
2020-03-11,233.25,237.72999572753906,223.88999938964844,227.9499969482422,202.66798400878906,497200,,,,,,,,
2020-03-12,211.75999450683594,211.8699951171875,200.82000732421875,200.82000732421875,178.54698181152344,625900,,,,,,,,
2020-03-13,210.8699951171875,214.25999450683594,200.77999877929688,213.08999633789062,189.4561004638672,704200,,,,,,,,
2020-03-16,182.9600067138672,205.97999572753906,170.5,182.61000061035156,162.3566436767578,803600,,,,,,,,
2020-03-17,186.74000549316406,199.0399932861328,180.39999389648438,198.02999877929688,176.06643676757812,605600,,,,,,,,
2020-03-18,183.5800018310547,190.91000366210938,172.14999389648438,188.7100067138672,167.78012084960938,625400,,,,,,,,
2020-03-19,186.9499969482422,197.82000732421875,176.7899932861328,187.24000549316406,166.47314453125,624600,,,,,,,,
2020-03-20,189.0,202.0399932861328,179.99000549316406,194.64999389648438,173.06130981445312,654800,,,,,,,,
2020-03-23,190.0,190.0,168.16000366210938,171.9600067138672,152.88784790039062,796000,,,,,,,,
2020-03-24,181.86000061035156,189.7899932861328,178.1300048828125,185.5800018310547,164.99728393554688,398100,,,,,,,,
2020-03-25,186.5,188.49000549316406,174.07000732421875,174.8300018310547,155.43955993652344,708500,,,,,,,,
2020-03-26,178.89999389648438,196.19000244140625,172.86000061035156,195.3300018310547,173.66586303710938,693900,,,,,,,,
2020-03-27,186.3699951171875,194.94000244140625,183.44000244140625,189.2899932861328,168.2957763671875,418400,,,,,,,,
2020-03-30,188.9600067138672,200.75,185.19000244140625,198.49000549316406,176.47544860839844,341000,,,,,,,,
2020-03-31,196.1199951171875,197.72999572753906,189.8699951171875,192.4199981689453,171.07864379882812,353300,,,,,,,,
2020-04-01,179.52000427246094,185.89999389648438,176.72000122070312,181.24000549316406,161.13858032226562,438100,,,,,,,,
2020-04-02,180.72999572753906,189.6699981689453,177.64999389648438,187.6699981689453,166.85546875,524400,,,,,,,,
2020-04-03,185.1699981689453,188.4499969482422,176.6699981689453,178.02000427246094,158.2757568359375,384800,,,,,,,,
2020-04-06,186.88999938964844,191.10000610351562,184.49000549316406,189.92999267578125,168.8647918701172,340500,,,,,,,,
2020-04-07,198.36000061035156,201.94000244140625,190.66000366210938,191.25,170.0383758544922,374900,,,,,,,,
2020-04-08,193.1199951171875,199.75,189.07000732421875,197.8000030517578,175.86192321777344,302900,,,,,,,,
2020-04-09,200.38999938964844,212.8000030517578,200.00999450683594,212.3000030517578,188.7537078857422,330900,,,,,,,,
2020-04-13,210.17999267578125,210.17999267578125,201.86000061035156,202.13999938964844,179.72055053710938,230000,,,,,,,,
2020-04-14,207.64999389648438,208.9600067138672,200.27000427246094,203.1199951171875,180.59185791015625,322800,,,,,,,,
2020-04-15,196.6199951171875,198.49000549316406,190.57000732421875,191.02999877929688,169.8428192138672,258200,,,,,,,,
2020-04-16,189.89999389648438,191.2100067138672,185.69000244140625,187.14999389648438,166.39309692382812,378300,,,,,,,,
2020-04-17,193.4499969482422,197.9199981689453,192.08999633789062,196.35000610351562,174.57273864746094,498100,,,,,,,,
2020-04-20,192.5800018310547,195.08999633789062,188.24000549316406,190.52000427246094,169.3893585205078,293500,,,,,,,,
2020-04-21,184.8800048828125,187.1199951171875,178.5,179.60000610351562,159.68052673339844,489700,,,,,,,,
2020-04-22,183.30999755859375,184.69000244140625,176.41000366210938,179.3800048828125,159.48489379882812,547300,,,,,,,,
2020-04-23,180.82000732421875,181.5800018310547,176.82000732421875,177.08999633789062,157.4488525390625,340000,,,,,,,,
2020-04-24,178.0399932861328,178.0399932861328,169.5500030517578,170.80999755859375,151.8654022216797,512800,,,,,,,,
2020-04-27,170.77999877929688,176.7100067138672,170.77999877929688,175.72000122070312,156.23080444335938,432600,,,,,,,,
2020-04-28,180.0399932861328,183.4199981689453,176.74000549316406,179.64999389648438,159.72496032714844,348200,,,,,,,,
2020-04-29,184.74000549316406,186.86000061035156,181.60000610351562,184.4499969482422,163.99256896972656,238900,,,,,,,,
2020-04-30,181.17999267578125,181.17999267578125,173.05999755859375,173.1300048828125,153.92808532714844,285600,,,,,,,,
2020-05-01,169.4199981689453,169.4199981689453,164.2100067138672,165.00999450683594,146.70864868164062,322800,,,,,,,,
2020-05-04,162.8300018310547,163.9199981689453,159.72999572753906,162.82000732421875,144.7615966796875,312100,,,,,,,,
2020-05-05,164.52000427246094,171.8699951171875,163.35000610351562,167.7100067138672,149.10923767089844,748200,,,,,,,,
2020-05-06,169.1199951171875,169.1199951171875,163.5800018310547,164.47000122070312,146.2285614013672,360600,,,,,,,,
2020-05-07,166.52999877929688,178.1199951171875,165.75999450683594,173.8300018310547,154.55043029785156,618700,,,,,,,,
2020-05-08,177.02000427246094,178.05999755859375,172.6699981689453,176.8000030517578,157.1910400390625,312100,,,,,,,,
2020-05-11,175.0,179.69000244140625,171.80999755859375,178.99000549316406,159.13812255859375,473000,,,,,,,,
2020-05-12,178.72999572753906,179.67999267578125,172.0,172.00999450683594,152.9322967529297,375700,,,,,,,,
2020-05-13,170.25,170.25,162.8300018310547,164.22000122070312,146.00628662109375,491100,,,,,,,,
2020-05-14,160.8800048828125,164.0,157.32000732421875,161.72000122070312,143.78355407714844,470700,,,,,,,,
2020-05-15,159.89999389648438,169.80999755859375,157.35000610351562,168.94000244140625,150.2028045654297,1087600,,,,,,,,
2020-05-18,175.6199951171875,181.66000366210938,174.89999389648438,180.36000061035156,160.35621643066406,741700,,,,,,,,
2020-05-19,180.32000732421875,189.1300048828125,179.36000061035156,186.36000061035156,165.69073486328125,675000,,,,,,,,
2020-05-20,188.8000030517578,201.02000427246094,188.32000732421875,199.22999572753906,177.13331604003906,760300,,,,,,,,
2020-05-21,198.3000030517578,206.3800048828125,198.10000610351562,206.00999450683594,183.1613311767578,571100,,,,,,,,
2020-05-22,205.25999450683594,206.0800018310547,201.0,205.67999267578125,182.86793518066406,376000,,,,,,,,
2020-05-26,213.49000549316406,213.49000549316406,202.85000610351562,203.32000732421875,182.142333984375,540000,,,,,,,,
2020-05-27,210.30999755859375,210.30999755859375,199.19000244140625,203.05999755859375,181.90939331054688,637400,,,,,,,,
2020-05-28,205.58999633789062,207.25,202.14999389648438,204.50999450683594,183.20835876464844,342400,,,,,,,,
2020-05-29,202.17999267578125,202.17999267578125,196.05999755859375,198.41000366210938,177.74378967285156,535400,,,,,,,,
2020-06-01,198.5399932861328,199.17999267578125,193.49000549316406,193.77000427246094,173.5870819091797,439700,,,,,,,,
2020-06-02,194.7100067138672,207.75,192.08999633789062,206.0500030517578,184.5879669189453,539100,,,,,,,,
2020-06-03,209.83999633789062,215.97000122070312,209.02000427246094,213.25999450683594,191.0469970703125,564600,,,,,,,,
2020-06-04,212.8800048828125,217.69000244140625,209.2899932861328,217.1300048828125,194.513916015625,533400,,,,,,,,
2020-06-05,229.55999755859375,230.1699981689453,221.24000549316406,226.14999389648438,202.5943145751953,455200,,,,,,,,
2020-06-08,228.3699951171875,231.25999450683594,225.89999389648438,231.07000732421875,207.00192260742188,342200,,,,,,,,
2020-06-09,226.08999633789062,229.4499969482422,224.3699951171875,227.4600067138672,203.7678985595703,346500,,,,,,,,
2020-06-10,225.27999877929688,226.6699981689453,220.4600067138672,221.69000244140625,198.5989227294922,426800,,,,,,,,
2020-06-11,212.5399932861328,218.52000427246094,209.25999450683594,211.0,189.0223846435547,658600,,,,,,,,
2020-06-12,219.77999877929688,219.8000030517578,209.30999755859375,214.9499969482422,192.56092834472656,477400,,,,,,,,
2020-06-15,206.52000427246094,217.7100067138672,205.66000366210938,216.8800048828125,194.2899627685547,339800,,,,,,,,
2020-06-16,226.97000122070312,226.97000122070312,218.5399932861328,220.5800018310547,197.60455322265625,429400,,,,,,,,
2020-06-17,220.0399932861328,221.22999572753906,215.9199981689453,215.9199981689453,193.42991638183594,430900,,,,,,,,
2020-06-18,214.0,218.75,210.8300018310547,215.5,193.0536651611328,429500,,,,,,,,
2020-06-19,220.27999877929688,220.27999877929688,212.39999389648438,215.72999572753906,193.2597198486328,682900,,,,,,,,
2020-06-22,212.92999267578125,215.7100067138672,210.52999877929688,213.3699951171875,191.14552307128906,332300,,,,,,,,
2020-06-23,216.77999877929688,217.7100067138672,211.2899932861328,213.00999450683594,190.82301330566406,418100,,,,,,,,
2020-06-24,211.60000610351562,211.60000610351562,204.6300048828125,206.0,184.54318237304688,647500,,,,,,,,
2020-06-25,205.74000549316406,207.85000610351562,202.6999969482422,207.27000427246094,185.6808624267578,484300,,,,,,,,
2020-06-26,204.8800048828125,206.14999389648438,198.67999267578125,200.8699951171875,179.94754028320312,621300,,,,,,,,
2020-06-29,203.5800018310547,206.07000732421875,200.5500030517578,202.52999877929688,181.4346160888672,328200,,,,,,,,
2020-06-30,202.1699981689453,207.08999633789062,202.14999389648438,206.1999969482422,184.72238159179688,336600,,,,,,,,
2020-07-01,206.6300048828125,207.88999938964844,203.80999755859375,203.88999938964844,182.65293884277344,266200,,,,,,,,
2020-07-02,208.11000061035156,208.1999969482422,200.44000244140625,200.9499969482422,180.01918029785156,258100,,,,,,,,
2020-07-06,206.0800018310547,208.52000427246094,204.11000061035156,205.99000549316406,184.5342254638672,302600,,,,,,,,
2020-07-07,204.9600067138672,205.30999755859375,202.47000122070312,203.72000122070312,182.50064086914062,405100,,,,,,,,
2020-07-08,203.49000549316406,205.86000061035156,201.27999877929688,204.41000366210938,183.1187744140625,317900,,,,,,,,
2020-07-09,204.1199951171875,204.1199951171875,195.69000244140625,198.05999755859375,177.43020629882812,285900,,,,,,,,
2020-07-10,197.9499969482422,207.02000427246094,197.3699951171875,206.7899932861328,185.25088500976562,326400,,,,,,,,
2020-07-13,207.89999389648438,211.07000732421875,203.49000549316406,207.67999267578125,186.04820251464844,328000,,,,,,,,
2020-07-14,207.60000610351562,211.8699951171875,207.1999969482422,211.44000244140625,189.41656494140625,209200,,,,,,,,
2020-07-15,215.6999969482422,219.3000030517578,213.50999450683594,218.2899932861328,195.5530242919922,240300,,,,,,,,
2020-07-16,217.52000427246094,226.50999450683594,216.4199981689453,223.10000610351562,199.862060546875,305200,,,,,,,,
2020-07-17,223.82000732421875,223.82000732421875,219.27000427246094,222.6199951171875,199.4320831298828,203100,,,,,,,,
2020-07-20,222.0,222.19000244140625,218.08999633789062,219.85000610351562,196.95057678222656,173700,,,,,,,,
2020-07-21,219.11000061035156,223.0399932861328,219.11000061035156,220.5800018310547,197.60455322265625,272300,,,,,,,,
2020-07-22,219.86000061035156,224.22000122070312,219.86000061035156,223.80999755859375,200.4981231689453,206500,,,,,,,,
2020-07-23,222.61000061035156,224.9499969482422,221.41000366210938,223.05999755859375,199.82620239257812,192900,,,,,,,,
2020-07-24,231.4199981689453,231.4199981689453,221.0500030517578,224.00999450683594,200.67726135253906,294900,,,,,,,,
2020-07-27,222.97999572753906,223.47000122070312,218.64999389648438,220.8000030517578,197.80162048339844,214800,,,,,,,,
2020-07-28,220.49000549316406,220.9199981689453,216.1199951171875,216.32000732421875,193.78826904296875,229100,,,,,,,,
2020-07-29,217.67999267578125,220.50999450683594,217.1300048828125,219.94000244140625,197.0312042236328,176700,,,,,,,,
2020-07-30,215.88999938964844,218.69000244140625,214.1199951171875,216.08999633789062,193.58218383789062,180500,,,,,,,,
2020-07-31,216.42999267578125,218.97999572753906,214.6999969482422,218.7899932861328,196.0009765625,240100,,,,,,,,
2020-08-03,219.02999877929688,223.0800018310547,218.35000610351562,220.9600067138672,197.94493103027344,326900,,,,,,,,
2020-08-04,222.1699981689453,222.1699981689453,216.86000061035156,217.16000366210938,194.54075622558594,276600,,,,,,,,
2020-08-05,220.3300018310547,222.7899932861328,218.1199951171875,219.1199951171875,196.296630859375,368700,,,,,,,,
2020-08-06,218.50999450683594,226.77999877929688,216.52000427246094,223.66000366210938,200.3637237548828,439100,,,,,,,,
2020-08-07,221.49000549316406,232.5500030517578,221.49000549316406,232.19000244140625,208.00521850585938,318600,,,,,,,,
2020-08-10,231.8699951171875,235.0,231.22000122070312,231.8800048828125,207.7275390625,210100,,,,,,,,
2020-08-11,236.0500030517578,237.0399932861328,228.0,228.27000427246094,204.49354553222656,252100,,,,,,,,
2020-08-12,231.75,232.35000610351562,227.27999877929688,227.72000122070312,204.00083923339844,140500,,,,,,,,
2020-08-13,226.4499969482422,227.83999633789062,224.86000061035156,225.25999450683594,201.7970733642578,176600,,,,,,,,
2020-08-14,224.19000244140625,228.49000549316406,223.47999572753906,225.27999877929688,201.81500244140625,237300,,,,,,,,
2020-08-17,224.99000549316406,225.75999450683594,221.77000427246094,221.92999267578125,198.81393432617188,207500,,,,,,,,
2020-08-18,221.75,222.8800048828125,220.27999877929688,220.72000122070312,197.7299346923828,231800,,,,,,,,
2020-08-19,220.75999450683594,221.77999877929688,216.7899932861328,217.30999755859375,194.67515563964844,234500,,,,,,,,
2020-08-20,214.42999267578125,217.0,213.89999389648438,216.36000061035156,193.82408142089844,211900,,,,,,,,
2020-08-21,216.25999450683594,217.27999877929688,213.2100067138672,213.80999755859375,191.53970336914062,388100,,,,,,,,
2020-08-24,213.7899932861328,219.02000427246094,213.5,218.6300048828125,195.85763549804688,140400,,,,,,,,
2020-08-25,221.25,221.83999633789062,218.60000610351562,218.83999633789062,196.04574584960938,216100,,,,,,,,
2020-08-26,218.0399932861328,218.33999633789062,215.91000366210938,216.97000122070312,194.37057495117188,181300,,,,,,,,
2020-08-27,216.85000610351562,225.72000122070312,216.85000610351562,221.8800048828125,198.76913452148438,211600,,,,,,,,
2020-08-28,224.30999755859375,224.30999755859375,219.17999267578125,221.6699981689453,198.5810089111328,190700,,,,,,,,
2020-08-31,221.0,221.67999267578125,217.91000366210938,220.0800018310547,197.15660095214844,288200,,,,,,,,
2020-09-01,217.00999450683594,218.94000244140625,216.2100067138672,217.8699951171875,196.56114196777344,184500,,,,,,,,
2020-09-02,216.35000610351562,219.3000030517578,214.94000244140625,217.91000366210938,196.59722900390625,294900,,,,,,,,
2020-09-03,219.99000549316406,222.99000549316406,214.47000122070312,216.0,194.8740692138672,198800,,,,,,,,
2020-09-04,219.60000610351562,220.3800048828125,213.97999572753906,215.5500030517578,194.4680633544922,202400,,,,,,,,
2020-09-08,214.8800048828125,214.8800048828125,208.49000549316406,211.5500030517578,190.85931396484375,268200,,,,,,,,
2020-09-09,213.4600067138672,216.99000549316406,211.66000366210938,213.58999633789062,192.6997833251953,265200,,,,,,,,
2020-09-10,214.69000244140625,215.19000244140625,207.4600067138672,207.58999633789062,187.28663635253906,205800,,,,,,,,
2020-09-11,207.82000732421875,209.0399932861328,205.97000122070312,206.33999633789062,186.1588592529297,241000,,,,,,,,
2020-09-14,207.58999633789062,211.9199981689453,207.25,209.6999969482422,189.19021606445312,238900,,,,,,,,
2020-09-15,210.11000061035156,211.22000122070312,205.38999938964844,206.1199951171875,185.96035766601562,172500,,,,,,,,
2020-09-16,206.88999938964844,210.3800048828125,205.41000366210938,206.27999877929688,186.104736328125,232200,,,,,,,,
2020-09-17,204.39999389648438,206.86000061035156,202.38999938964844,204.9600067138672,184.913818359375,245500,,,,,,,,
2020-09-18,204.25,206.5399932861328,200.42999267578125,201.35000610351562,181.6569366455078,366700,,,,,,,,
2020-09-21,196.72000122070312,202.5,195.99000549316406,202.30999755859375,182.52304077148438,516100,,,,,,,,
2020-09-22,201.9499969482422,206.74000549316406,199.16000366210938,200.11000061035156,180.53817749023438,272300,,,,,,,,
2020-09-23,200.1999969482422,201.7100067138672,195.92999267578125,197.10000610351562,177.8225860595703,240400,,,,,,,,
2020-09-24,196.6999969482422,201.4499969482422,194.7899932861328,199.6699981689453,180.14122009277344,285400,,,,,,,,
2020-09-25,197.07000732421875,199.50999450683594,196.00999450683594,198.63999938964844,179.2119903564453,196400,,,,,,,,
2020-09-28,201.75999450683594,204.39999389648438,201.00999450683594,201.60000610351562,181.88246154785156,149100,,,,,,,,
2020-09-29,200.3300018310547,201.9499969482422,197.30999755859375,199.77999877929688,180.2404327392578,185600,,,,,,,,
2020-09-30,201.00999450683594,201.75,194.5399932861328,197.5399932861328,178.21954345703125,473700,,,,,,,,
2020-10-01,197.58999633789062,200.77999877929688,194.75,196.92999267578125,177.66920471191406,346700,,,,,,,,
2020-10-02,195.3000030517578,199.91000366210938,193.02999877929688,198.66000366210938,179.23001098632812,217500,,,,,,,,
2020-10-05,200.67999267578125,204.11000061035156,200.2100067138672,203.97999572753906,184.02967834472656,262200,,,,,,,,
2020-10-06,206.42999267578125,206.49000549316406,199.1999969482422,199.82000732421875,180.2765655517578,184400,,,,,,,,
2020-10-07,200.4499969482422,201.72000122070312,194.8699951171875,198.3300018310547,178.9322967529297,290000,,,,,,,,
2020-10-08,198.9600067138672,204.99000549316406,198.9600067138672,204.08999633789062,184.12892150878906,222100,,,,,,,,
2020-10-09,206.22000122070312,206.5800018310547,203.22000122070312,204.94000244140625,184.89578247070312,190500,,,,,,,,
2020-10-12,205.17999267578125,207.47000122070312,204.33999633789062,205.6999969482422,185.5814208984375,157300,,,,,,,,
2020-10-13,203.91000366210938,205.1699981689453,199.8800048828125,202.50999450683594,182.7034454345703,290600,,,,,,,,
2020-10-14,200.4600067138672,205.69000244140625,198.6699981689453,202.36000061035156,182.56813049316406,405100,,,,,,,,
2020-10-15,199.67999267578125,202.27999877929688,198.92999267578125,201.8000030517578,182.06288146972656,150700,,,,,,,,
2020-10-16,201.5500030517578,203.5,200.0500030517578,200.8000030517578,181.16070556640625,109700,,,,,,,,
2020-10-19,200.6999969482422,201.85000610351562,197.25,197.2899932861328,177.9939727783203,133300,,,,,,,,
2020-10-20,199.69000244140625,201.6999969482422,198.5399932861328,199.83999633789062,180.29461669921875,212900,,,,,,,,
2020-10-21,200.9600067138672,206.0,198.64999389648438,205.47000122070312,185.37396240234375,298100,,,,,,,,
2020-10-22,205.75999450683594,207.75999450683594,204.67999267578125,207.0399932861328,186.79037475585938,263200,,,,,,,,
2020-10-23,209.5,214.44000244140625,208.0,214.02000427246094,193.0876922607422,313700,,,,,,,,
2020-10-26,212.1699981689453,212.7899932861328,207.17999267578125,209.11000061035156,188.65794372558594,328200,,,,,,,,
2020-10-27,208.85000610351562,208.85000610351562,201.77000427246094,202.10000610351562,182.3335723876953,294000,,,,,,,,
2020-10-28,199.27000427246094,201.50999450683594,196.1999969482422,196.1999969482422,177.0106201171875,293700,,,,,,,,
2020-10-29,195.42999267578125,203.38999938964844,193.69000244140625,202.11000061035156,182.34254455566406,351000,,,,,,,,
2020-10-30,204.50999450683594,206.2100067138672,193.6199951171875,197.0800018310547,177.8045196533203,675900,,,,,,,,
2020-11-02,199.19000244140625,207.17999267578125,196.94000244140625,207.0,186.7543182373047,365400,,,,,,,,
2020-11-03,210.8300018310547,218.4499969482422,209.89999389648438,215.63999938964844,194.54925537109375,472400,,,,,,,,
2020-11-04,210.3699951171875,217.85000610351562,208.24000549316406,211.63999938964844,190.94049072265625,357200,,,,,,,,
2020-11-05,213.36000061035156,216.66000366210938,209.83999633789062,211.8300018310547,191.11190795898438,251800,,,,,,,,
2020-11-06,212.86000061035156,212.86000061035156,208.02999877929688,210.67999267578125,190.0743865966797,271300,,,,,,,,
2020-11-09,227.47999572753906,235.0399932861328,224.25,231.69000244140625,209.0294952392578,621000,,,,,,,,
2020-11-10,232.69000244140625,241.35000610351562,231.75,240.1999969482422,216.7071533203125,398100,,,,,,,,
2020-11-11,240.3000030517578,240.52000427246094,233.35000610351562,235.02999877929688,212.04281616210938,236200,,,,,,,,
2020-11-12,232.8699951171875,233.7100067138672,227.49000549316406,230.3000030517578,207.7754364013672,280600,,,,,,,,
2020-11-13,232.25999450683594,234.99000549316406,231.08999633789062,232.30999755859375,209.58880615234375,241600,,,,,,,,
2020-11-16,238.22999572753906,239.7100067138672,233.89999389648438,238.8000030517578,215.44410705566406,284100,,,,,,,,
2020-11-17,235.36000061035156,238.74000549316406,233.77000427246094,238.38999938964844,215.07421875,181700,,,,,,,,
2020-11-18,239.44000244140625,241.0800018310547,235.1199951171875,235.1300048828125,212.13302612304688,205700,,,,,,,,
2020-11-19,233.2100067138672,234.67999267578125,227.4499969482422,233.8300018310547,210.960205078125,268600,,,,,,,,
2020-11-20,234.02000427246094,234.02000427246094,228.8800048828125,231.10000610351562,208.49717712402344,218400,,,,,,,,
2020-11-23,233.1999969482422,234.60000610351562,231.10000610351562,233.72999572753906,210.86996459960938,188900,,,,,,,,
2020-11-24,237.9600067138672,242.69000244140625,234.80999755859375,241.5399932861328,217.91612243652344,334400,,,,,,,,
2020-11-25,240.4199981689453,240.4199981689453,235.02999877929688,237.49000549316406,214.26223754882812,236200,,,,,,,,
2020-11-27,236.55999755859375,236.60000610351562,232.57000732421875,233.4499969482422,210.6173553466797,138500,,,,,,,,
2020-11-30,231.19000244140625,233.0399932861328,225.52999877929688,227.3300018310547,205.095947265625,1072000,,,,,,,,
2020-12-01,231.08999633789062,233.8000030517578,228.8699951171875,230.7100067138672,209.5742950439453,271300,,,,,,,,
2020-12-02,229.69000244140625,232.72999572753906,228.64999389648438,232.38999938964844,211.1003875732422,210600,,,,,,,,
2020-12-03,231.8800048828125,234.0800018310547,231.2899932861328,232.57000732421875,211.2638702392578,202400,,,,,,,,
2020-12-04,233.13999938964844,236.08999633789062,233.13999938964844,234.63999938964844,213.1442413330078,263500,,,,,,,,
2020-12-07,232.42999267578125,232.49000549316406,229.22000122070312,230.32000732421875,209.22000122070312,230400,,,,,,,,
2020-12-08,232.8800048828125,235.3000030517578,230.60000610351562,234.74000549316406,213.23509216308594,293500,,,,,,,,
2020-12-09,235.5399932861328,236.75,231.85000610351562,236.0,214.3796844482422,251300,,,,,,,,
2020-12-10,234.13999938964844,237.07000732421875,233.32000732421875,235.82000732421875,214.2161407470703,229500,,,,,,,,
2020-12-11,233.5500030517578,237.19000244140625,231.60000610351562,231.6199951171875,210.40090942382812,196300,,,,,,,,
2020-12-14,234.0800018310547,235.39999389648438,229.14999389648438,229.6999969482422,208.6568145751953,247200,,,,,,,,
2020-12-15,230.72000122070312,234.11000061035156,228.77999877929688,233.27000427246094,211.89974975585938,201600,,,,,,,,
