date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'FIG')","('high', 'FIG')","('low', 'FIG')","('close', 'FIG')","('adj_close', 'FIG')","('volume', 'FIG')","('currency', '')"
2025-08-27,70.5,71.68000030517578,68.52200317382812,69.87999725341797,69.87999725341797,3915300,,,,,,,,
2025-08-28,70.18000030517578,72.11000061035156,69.30999755859375,71.26000213623047,71.26000213623047,3138000,,,,,,,,
2025-08-29,70.51000213623047,71.44000244140625,68.9000015258789,70.27999877929688,70.27999877929688,3420000,,,,,,,,
2025-09-02,68.95999908447266,68.95999908447266,64.55000305175781,65.56999969482422,65.56999969482422,8027800,,,,,,,,
2025-09-03,66.69999694824219,68.58999633789062,65.54000091552734,68.12999725341797,68.12999725341797,12276100,,,,,,,,
2025-09-04,55.900001525878906,57.349998474121094,53.20000076293945,54.560001373291016,54.560001373291016,29316400,,,,,,,,
2025-09-05,52.380001068115234,54.959999084472656,50.4900016784668,54.86000061035156,54.86000061035156,20813800,,,,,,,,
2025-09-08,54.16999816894531,55.31999969482422,52.400001525878906,52.470001220703125,52.470001220703125,9662800,,,,,,,,
2025-09-09,52.45000076293945,53.6150016784668,51.43000030517578,53.31999969482422,53.31999969482422,7845400,,,,,,,,
2025-09-10,53.61000061035156,55.209999084472656,50.814998626708984,51.060001373291016,51.060001373291016,9614200,,,,,,,,
2025-09-11,51.04999923706055,56.31999969482422,51.040000915527344,55.959999084472656,55.959999084472656,13224300,,,,,,,,
2025-09-12,56.060001373291016,56.29999923706055,53.0,53.06999969482422,53.06999969482422,8611000,,,,,,,,
2025-09-15,54.66999816894531,55.54999923706055,52.29999923706055,54.119998931884766,54.119998931884766,8938800,,,,,,,,
2025-09-16,54.189998626708984,55.0,52.220001220703125,53.66999816894531,53.66999816894531,5707500,,,,,,,,
2025-09-17,53.66999816894531,57.4900016784668,53.310001373291016,54.779998779296875,54.779998779296875,11400900,,,,,,,,
2025-09-18,55.47999954223633,58.880001068115234,54.66299819946289,58.40999984741211,58.40999984741211,12053100,,,,,,,,
2025-09-19,59.369998931884766,59.4900016784668,55.2400016784668,56.810001373291016,56.810001373291016,10658500,,,,,,,,
2025-09-22,56.29999923706055,59.68899917602539,55.362998962402344,58.790000915527344,58.790000915527344,9769200,,,,,,,,
2025-09-23,59.59000015258789,59.59000015258789,56.88999938964844,58.130001068115234,58.130001068115234,7677300,,,,,,,,
2025-09-24,57.5,57.70000076293945,54.79999923706055,55.209999084472656,55.209999084472656,9373600,,,,,,,,
2025-09-25,53.880001068115234,55.119998931884766,52.45000076293945,54.38999938964844,54.38999938964844,6701500,,,,,,,,
2025-09-26,53.81999969482422,54.38999938964844,52.130001068115234,52.90999984741211,52.90999984741211,7584500,,,,,,,,
2025-09-29,54.060001373291016,54.29999923706055,52.63999938964844,53.150001525878906,53.150001525878906,5645700,,,,,,,,
2025-09-30,53.650001525878906,54.5,51.34000015258789,51.869998931884766,51.869998931884766,7998400,,,,,,,,
2025-10-01,51.279998779296875,52.290000915527344,49.529998779296875,50.29999923706055,50.29999923706055,11446300,,,,,,,,
2025-10-02,51.16999816894531,52.45000076293945,51.119998931884766,51.90999984741211,51.90999984741211,6991100,,,,,,,,
2025-10-03,52.5,56.09000015258789,52.33000183105469,53.040000915527344,53.040000915527344,11309000,,,,,,,,
2025-10-06,53.459999084472656,61.75,51.099998474121094,56.959999084472656,56.959999084472656,28006300,,,,,,,,
2025-10-07,61.599998474121094,64.16999816894531,58.779998779296875,60.84000015258789,60.84000015258789,25145800,,,,,,,,
2025-10-08,63.0,71.4800033569336,62.52000045776367,71.08000183105469,71.08000183105469,27356500,,,,,,,,
2025-10-09,70.16000366210938,70.79000091552734,67.14800262451172,67.94000244140625,67.94000244140625,11430500,,,,,,,,
2025-10-10,69.66999816894531,70.4000015258789,60.7599983215332,61.060001373291016,61.060001373291016,16558800,,,,,,,,
2025-10-13,63.0,65.47000122070312,61.36000061035156,64.27999877929688,64.27999877929688,8221800,,,,,,,,
2025-10-14,62.0,62.75,60.49100112915039,60.81999969482422,60.81999969482422,7166700,,,,,,,,
2025-10-15,62.220001220703125,65.5,60.880001068115234,63.81999969482422,63.81999969482422,10656800,,,,,,,,
2025-10-16,65.1500015258789,67.68000030517578,57.43000030517578,57.790000915527344,57.790000915527344,16694300,,,,,,,,
2025-10-17,57.0,57.98699951171875,54.099998474121094,56.84000015258789,56.84000015258789,7529100,,,,,,,,
2025-10-20,58.18000030517578,58.58000183105469,54.0,55.709999084472656,55.709999084472656,7895600,,,,,,,,
2025-10-21,55.880001068115234,57.25,54.91999816894531,55.709999084472656,55.709999084472656,5368200,,,,,,,,
2025-10-22,54.720001220703125,54.849998474121094,51.099998474121094,52.810001373291016,52.810001373291016,8750200,,,,,,,,
2025-10-23,53.36000061035156,53.68000030517578,52.0,53.349998474121094,53.349998474121094,3545800,,,,,,,,
2025-10-24,54.54999923706055,55.47999954223633,53.0,53.36000061035156,53.36000061035156,4439800,,,,,,,,
2025-10-27,54.47999954223633,55.27000045776367,52.72999954223633,53.13999938964844,53.13999938964844,4333200,,,,,,,,
2025-10-28,54.75,54.75,51.81999969482422,51.88999938964844,51.88999938964844,4810100,,,,,,,,
2025-10-29,52.099998474121094,52.63999938964844,50.20600128173828,50.810001373291016,50.810001373291016,5824500,,,,,,,,
2025-10-30,50.06999969482422,50.41999816894531,48.68000030517578,48.84000015258789,48.84000015258789,6417400,,,,,,,,
2025-10-31,48.470001220703125,50.29999923706055,46.880001068115234,49.84000015258789,49.84000015258789,8199000,,,,,,,,
2025-11-03,49.95000076293945,50.040000915527344,47.43000030517578,48.16999816894531,48.16999816894531,8654500,,,,,,,,
2025-11-04,46.349998474121094,48.689998626708984,45.439998626708984,45.810001373291016,45.810001373291016,7701200,,,,,,,,
2025-11-05,46.119998931884766,46.540000915527344,43.79999923706055,44.0099983215332,44.0099983215332,14285500,,,,,,,,
2025-11-06,45.81999969482422,46.790000915527344,43.0,45.97999954223633,45.97999954223633,20916700,,,,,,,,
2025-11-07,44.52000045776367,45.02000045776367,43.0,44.25,44.25,32071000,,,,,,,,
2025-11-10,44.75,44.83399963378906,42.2400016784668,44.41999816894531,44.41999816894531,12845100,,,,,,,,
2025-11-11,43.83000183105469,44.97999954223633,42.900001525878906,44.47999954223633,44.47999954223633,9644500,,,,,,,,
2025-11-12,44.2400016784668,45.41999816894531,43.40999984741211,44.0,44.0,5309000,,,,,,,,
2025-11-13,43.209999084472656,43.314998626708984,40.02000045776367,40.560001373291016,40.560001373291016,10436000,,,,,,,,
2025-11-14,40.0,41.23899841308594,38.529998779296875,38.529998779296875,38.529998779296875,8574100,,,,,,,,
2025-11-17,37.79999923706055,38.529998779296875,36.560001373291016,37.380001068115234,37.380001068115234,14106700,,,,,,,,
2025-11-18,36.47999954223633,37.32500076293945,35.720001220703125,36.7599983215332,36.7599983215332,9129200,,,,,,,,
2025-11-19,36.59000015258789,36.70000076293945,35.5,35.7400016784668,35.7400016784668,6637100,,,,,,,,
2025-11-20,36.40999984741211,36.89400100708008,33.41999816894531,33.56999969482422,33.56999969482422,8622500,,,,,,,,
2025-11-21,33.54999923706055,34.560001373291016,32.83000183105469,34.310001373291016,34.310001373291016,7307300,,,,,,,,
2025-11-24,34.369998931884766,35.71500015258789,33.349998474121094,35.470001220703125,35.470001220703125,7173900,,,,,,,,
2025-11-25,35.0099983215332,35.630001068115234,33.5,35.5,35.5,5388300,,,,,,,,
2025-11-26,35.599998474121094,36.45000076293945,34.81999969482422,36.130001068115234,36.130001068115234,4800500,,,,,,,,
2025-11-28,36.2599983215332,36.54999923706055,35.599998474121094,35.970001220703125,35.970001220703125,2927800,,,,,,,,
2025-12-01,35.099998474121094,36.099998474121094,34.2599983215332,35.689998626708984,35.689998626708984,6044600,,,,,,,,
2025-12-02,36.099998474121094,36.86000061035156,35.83000183105469,36.18000030517578,36.18000030517578,5073000,,,,,,,,
2025-12-03,36.279998779296875,37.5,35.32500076293945,37.369998931884766,37.369998931884766,4053100,,,,,,,,
2025-12-04,37.31999969482422,39.150001525878906,36.70000076293945,38.709999084472656,38.709999084472656,6476100,,,,,,,,
2025-12-05,38.400001525878906,38.83300018310547,37.400001525878906,37.970001220703125,37.970001220703125,5004800,,,,,,,,
2025-12-08,38.0,38.06800079345703,36.63999938964844,37.650001525878906,37.650001525878906,4985400,,,,,,,,
2025-12-09,37.31999969482422,39.0099983215332,36.9900016784668,38.470001220703125,38.470001220703125,4096800,,,,,,,,
2025-12-10,38.349998474121094,40.279998779296875,38.12699890136719,39.2599983215332,39.2599983215332,6343600,,,,,,,,
2025-12-11,38.90999984741211,38.90999984741211,37.810001373291016,38.689998626708984,38.689998626708984,4020600,,,,,,,,
2025-12-12,38.66999816894531,38.68000030517578,36.0099983215332,36.06999969482422,36.06999969482422,5021800,,,,,,,,
2025-12-15,35.810001373291016,35.90999984741211,33.92499923706055,35.08000183105469,35.08000183105469,7219400,,,,,,,,
2025-12-16,34.65999984741211,36.18000030517578,34.65999984741211,35.939998626708984,35.939998626708984,4747800,,,,,,,,
2025-12-17,36.0,37.79999923706055,35.856998443603516,37.36000061035156,37.36000061035156,6076500,,,,,,,,
2025-12-18,37.880001068115234,38.4900016784668,36.56999969482422,36.9900016784668,36.9900016784668,5574400,,,,,,,,
2025-12-19,37.70000076293945,39.5,37.43600082397461,39.47999954223633,39.47999954223633,5513900,,,,,,,,
2025-12-22,40.0,40.18000030517578,38.82099914550781,39.25,39.25,4575800,,,,,,,,
2025-12-23,38.599998474121094,38.869998931884766,37.40999984741211,38.38999938964844,38.38999938964844,3861100,,,,,,,,
2025-12-24,38.29999923706055,38.935001373291016,38.11000061035156,38.86000061035156,38.86000061035156,1552800,,,,,,,,
2025-12-26,39.2599983215332,39.369998931884766,37.880001068115234,38.540000915527344,38.540000915527344,3282000,,,,,,,,
2025-12-29,37.77000045776367,38.67900085449219,37.65999984741211,37.83000183105469,37.83000183105469,3631600,,,,,,,,
2025-12-30,37.75,38.400001525878906,37.47100067138672,37.630001068115234,37.630001068115234,3594300,,,,,,,,
,FIG,FIG,FIG,FIG,FIG,FIG,,,,,,,,
