date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'NXFNF')","('high', 'NXFNF')","('low', 'NXFNF')","('close', 'NXFNF')","('adj_close', 'NXFNF')","('volume', 'NXFNF')","('currency', '')"
2020-01-02,5.900000095367432,5.900000095367432,5.900000095367432,5.900000095367432,5.442969799041748,0,,,,,,,,
2020-01-03,5.900000095367432,5.900000095367432,5.900000095367432,5.900000095367432,5.442969799041748,0,,,,,,,,
2020-01-06,5.900000095367432,5.900000095367432,5.900000095367432,5.900000095367432,5.442969799041748,0,,,,,,,,
2020-01-07,5.900000095367432,5.900000095367432,5.900000095367432,5.900000095367432,5.442969799041748,0,,,,,,,,
2020-01-08,5.900000095367432,5.900000095367432,5.900000095367432,5.900000095367432,5.442969799041748,0,,,,,,,,
2020-01-09,7.022510051727295,7.022510051727295,7.022510051727295,7.022510051727295,6.478528022766113,3271,,,,,,,,
2020-01-10,7.022510051727295,7.022510051727295,7.022510051727295,7.022510051727295,6.478528022766113,0,,,,,,,,
2020-01-13,7.022510051727295,7.022510051727295,7.022510051727295,7.022510051727295,6.478528022766113,0,,,,,,,,
2020-01-14,7.022510051727295,7.022510051727295,7.022510051727295,7.022510051727295,6.478528022766113,0,,,,,,,,
2020-01-15,7.022510051727295,7.022510051727295,7.022510051727295,7.022510051727295,6.478528022766113,0,,,,,,,,
2020-01-16,7.0,7.0,7.0,7.0,6.457761764526367,730,,,,,,,,
2020-01-17,7.0,7.0,7.0,7.0,6.457761764526367,0,,,,,,,,
2020-01-21,7.059500217437744,7.059500217437744,7.050000190734863,7.050000190734863,6.503888130187988,2920,,,,,,,,
2020-01-22,7.050000190734863,7.050000190734863,7.050000190734863,7.050000190734863,6.503888130187988,0,,,,,,,,
2020-01-23,7.050000190734863,7.050000190734863,7.050000190734863,7.050000190734863,6.503888130187988,0,,,,,,,,
2020-01-24,7.050000190734863,7.050000190734863,7.050000190734863,7.050000190734863,6.503888130187988,0,,,,,,,,
2020-01-27,7.050000190734863,7.050000190734863,7.050000190734863,7.050000190734863,6.503888130187988,0,,,,,,,,
2020-01-28,7.050000190734863,7.050000190734863,7.050000190734863,7.050000190734863,6.503888130187988,0,,,,,,,,
2020-01-29,7.050000190734863,7.050000190734863,7.050000190734863,7.050000190734863,6.503888130187988,0,,,,,,,,
2020-01-30,7.050000190734863,7.050000190734863,7.050000190734863,7.050000190734863,6.503888130187988,0,,,,,,,,
2020-01-31,6.601950168609619,6.601950168609619,6.601950168609619,6.601950168609619,6.090544700622559,2000,,,,,,,,
2020-02-03,6.601950168609619,6.601950168609619,6.601950168609619,6.601950168609619,6.090544700622559,0,,,,,,,,
2020-02-04,6.601950168609619,6.601950168609619,6.601950168609619,6.601950168609619,6.090544700622559,0,,,,,,,,
2020-02-05,6.601950168609619,6.601950168609619,6.601950168609619,6.601950168609619,6.090544700622559,0,,,,,,,,
2020-02-06,6.601950168609619,6.601950168609619,6.601950168609619,6.601950168609619,6.090544700622559,0,,,,,,,,
2020-02-07,6.601950168609619,6.601950168609619,6.601950168609619,6.601950168609619,6.090544700622559,0,,,,,,,,
2020-02-10,6.601950168609619,6.601950168609619,6.601950168609619,6.601950168609619,6.090544700622559,0,,,,,,,,
2020-02-11,6.601950168609619,6.601950168609619,6.601950168609619,6.601950168609619,6.090544700622559,0,,,,,,,,
2020-02-12,6.54203987121582,6.54203987121582,6.54203987121582,6.54203987121582,6.035275459289551,34461,,,,,,,,
2020-02-13,6.4917402267456055,6.4917402267456055,6.4917402267456055,6.4917402267456055,5.988872051239014,5539,,,,,,,,
2020-02-14,6.4917402267456055,6.4917402267456055,6.4917402267456055,6.4917402267456055,5.988872051239014,0,,,,,,,,
