date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'RGA')","('high', 'RGA')","('low', 'RGA')","('close', 'RGA')","('adj_close', 'RGA')","('volume', 'RGA')","('currency', '')"
2020-01-02,164.25999450683594,164.67999267578125,162.22999572753906,164.64999389648438,144.0586395263672,245800,,,,,,,,
2020-01-03,162.9199981689453,163.5399932861328,161.9199981689453,162.7100067138672,142.3612823486328,207300,,,,,,,,
2020-01-06,161.57000732421875,163.02999877929688,160.5500030517578,161.00999450683594,140.87388610839844,281000,,,,,,,,
2020-01-07,160.1199951171875,160.44000244140625,158.32000732421875,159.14999389648438,139.24649047851562,402300,,,,,,,,
2020-01-08,159.3800048828125,159.86000061035156,157.6999969482422,157.89999389648438,138.15281677246094,380700,,,,,,,,
2020-01-09,158.44000244140625,158.82000732421875,157.2100067138672,157.88999938964844,138.14407348632812,273400,,,,,,,,
2020-01-10,157.77999877929688,158.16000366210938,155.83999633789062,156.16000366210938,136.6304168701172,243500,,,,,,,,
2020-01-13,156.33999633789062,157.5,156.00999450683594,157.3300018310547,137.6540985107422,254600,,,,,,,,
2020-01-14,156.8800048828125,158.50999450683594,156.0,157.3000030517578,137.62789916992188,308900,,,,,,,,
2020-01-15,156.49000549316406,159.10000610351562,156.49000549316406,157.32000732421875,137.64540100097656,386300,,,,,,,,
2020-01-16,158.1999969482422,159.94000244140625,158.02000427246094,159.61000061035156,139.6490020751953,412100,,,,,,,,
2020-01-17,159.8800048828125,160.77999877929688,159.6300048828125,160.58999633789062,140.5064239501953,266800,,,,,,,,
2020-01-21,159.3000030517578,160.44000244140625,157.3800048828125,157.52999877929688,137.8291015625,588600,,,,,,,,
2020-01-22,158.17999267578125,158.4199981689453,156.33999633789062,156.89999389648438,137.27786254882812,327000,,,,,,,,
2020-01-23,155.72000122070312,157.0800018310547,152.97000122070312,156.27999877929688,136.7354278564453,539200,,,,,,,,
2020-01-24,156.22000122070312,156.32000732421875,154.49000549316406,155.2100067138672,135.7992706298828,334300,,,,,,,,
2020-01-27,152.5,153.22999572753906,150.75,152.08999633789062,133.0694580078125,534800,,,,,,,,
2020-01-28,154.64999389648438,156.13999938964844,152.77000427246094,154.5500030517578,135.2217559814453,565600,,,,,,,,
2020-01-29,143.64999389648438,150.5,143.64999389648438,146.2100067138672,127.92481994628906,1398400,,,,,,,,
2020-01-30,144.97999572753906,147.1199951171875,144.49000549316406,146.80999755859375,128.4497528076172,680100,,,,,,,,
2020-01-31,145.99000549316406,147.02999877929688,143.75999450683594,144.0500030517578,126.0349349975586,789900,,,,,,,,
2020-02-03,144.74000549316406,147.1699981689453,144.4600067138672,145.8699951171875,127.6273193359375,608600,,,,,,,,
2020-02-04,148.6999969482422,150.4199981689453,147.61000061035156,149.07000732421875,130.4271240234375,881800,,,,,,,,
2020-02-05,149.44000244140625,154.05999755859375,149.44000244140625,153.02000427246094,134.51475524902344,582300,,,,,,,,
2020-02-06,153.5500030517578,154.75999450683594,152.77999877929688,153.44000244140625,134.88400268554688,650900,,,,,,,,
2020-02-07,152.58999633789062,154.4499969482422,152.17999267578125,153.5800018310547,135.00704956054688,443400,,,,,,,,
2020-02-10,152.91000366210938,153.5399932861328,152.19000244140625,152.6199951171875,134.1631622314453,234200,,,,,,,,
2020-02-11,153.49000549316406,155.44000244140625,153.25999450683594,154.5800018310547,135.88609313964844,228800,,,,,,,,
2020-02-12,155.74000549316406,155.9499969482422,152.6699981689453,152.85000610351562,134.3653106689453,209400,,,,,,,,
2020-02-13,152.2899932861328,153.7899932861328,151.32000732421875,153.55999755859375,134.98948669433594,296400,,,,,,,,
2020-02-14,153.75,154.25999450683594,152.82000732421875,154.22000122070312,135.56967163085938,251000,,,,,,,,
2020-02-18,153.97000122070312,154.2899932861328,150.49000549316406,152.3300018310547,133.90821838378906,201700,,,,,,,,
2020-02-19,152.88999938964844,153.1699981689453,151.52999877929688,151.8000030517578,133.4423370361328,201600,,,,,,,,
2020-02-20,151.0399932861328,153.2899932861328,150.80999755859375,153.1999969482422,134.6729736328125,290600,,,,,,,,
2020-02-21,152.61000061035156,153.5500030517578,151.16000366210938,151.6699981689453,133.32806396484375,393500,,,,,,,,
2020-02-24,147.74000549316406,148.8800048828125,145.80999755859375,146.8699951171875,129.10850524902344,437500,,,,,,,,
2020-02-25,147.0,147.77999877929688,140.38999938964844,140.38999938964844,123.41216278076172,662700,,,,,,,,
2020-02-26,141.5399932861328,142.75999450683594,136.02999877929688,136.0399932861328,119.58822631835938,673500,,,,,,,,
2020-02-27,133.7899932861328,135.02999877929688,128.52999877929688,128.5500030517578,113.00401306152344,928600,,,,,,,,
2020-02-28,124.48999786376953,126.22000122070312,121.1500015258789,122.02999877929688,107.27250671386719,1410700,,,,,,,,
2020-03-02,122.47000122070312,130.42999267578125,122.38999938964844,129.97000122070312,114.25230407714844,1082000,,,,,,,,
2020-03-03,130.05999755859375,133.10000610351562,124.76000213623047,125.68000030517578,110.48110961914062,1067000,,,,,,,,
2020-03-04,128.05999755859375,129.3800048828125,124.76000213623047,128.9499969482422,113.35563659667969,646900,,,,,,,,
2020-03-05,124.91999816894531,124.91999816894531,120.93000030517578,121.56999969482422,106.86812591552734,684900,,,,,,,,
2020-03-06,115.4800033569336,120.12999725341797,115.4800033569336,117.8499984741211,103.59800720214844,612600,,,,,,,,
2020-03-09,108.73999786376953,111.93000030517578,98.55999755859375,99.54000091552734,87.50230407714844,813700,,,,,,,,
2020-03-10,103.73999786376953,103.8499984741211,96.7300033569336,103.8499984741211,91.29108428955078,1223400,,,,,,,,
2020-03-11,100.33000183105469,100.94999694824219,95.04000091552734,96.7699966430664,85.06729125976562,859600,,,,,,,,
2020-03-12,87.98999786376953,93.1500015258789,82.5199966430664,83.05000305175781,73.00651550292969,1082200,,,,,,,,
2020-03-13,90.66000366210938,96.29000091552734,82.87000274658203,96.25,84.61016845703125,940700,,,,,,,,
2020-03-16,82.77999877929688,85.94999694824219,80.31999969482422,80.33000183105469,70.61544036865234,1185900,,,,,,,,
2020-03-17,81.94999694824219,84.88999938964844,76.55999755859375,83.01000213623047,72.97132873535156,1267900,,,,,,,,
2020-03-18,78.45999908447266,80.30999755859375,65.29000091552734,72.13999938964844,63.41585922241211,1355400,,,,,,,,
2020-03-19,70.88999938964844,71.44000244140625,65.08999633789062,70.5199966430664,61.99177551269531,695100,,,,,,,,
2020-03-20,70.43000030517578,71.30000305175781,57.869998931884766,60.65999984741211,53.32418441772461,1576200,,,,,,,,
2020-03-23,59.849998474121094,63.650001525878906,55.38999938964844,57.290000915527344,50.36172866821289,1424900,,,,,,,,
2020-03-24,61.81999969482422,66.51000213623047,59.790000915527344,63.97999954223633,56.24268341064453,1643900,,,,,,,,
2020-03-25,65.4000015258789,80.05999755859375,63.279998779296875,75.76000213623047,66.59809112548828,2021900,,,,,,,,
2020-03-26,77.27999877929688,80.37999725341797,74.11000061035156,79.08999633789062,69.52539825439453,1743000,,,,,,,,
2020-03-27,75.0,80.94999694824219,74.43000030517578,78.8499984741211,69.31441497802734,825300,,,,,,,,
2020-03-30,78.02999877929688,87.44999694824219,76.1500015258789,86.91999816894531,76.4084701538086,969100,,,,,,,,
2020-03-31,85.91999816894531,87.58000183105469,82.25,84.13999938964844,73.96467590332031,1187600,,,,,,,,
2020-04-01,79.45999908447266,82.62999725341797,78.0199966430664,81.02999877929688,71.23076629638672,688500,,,,,,,,
2020-04-02,79.73999786376953,84.33999633789062,78.16000366210938,81.4800033569336,71.62635040283203,752700,,,,,,,,
2020-04-03,80.25,81.73999786376953,77.37000274658203,78.48999786376953,68.99793243408203,995700,,,,,,,,
2020-04-06,83.31999969482422,89.72000122070312,82.83000183105469,89.20999908447266,78.42153930664062,1290100,,,,,,,,
2020-04-07,94.5,103.47000122070312,93.73999786376953,98.73999786376953,86.79902648925781,1623600,,,,,,,,
2020-04-08,99.4000015258789,105.37000274658203,98.87000274658203,104.08999633789062,91.5020523071289,942000,,,,,,,,
2020-04-09,106.83999633789062,114.62000274658203,106.83999633789062,112.0,98.4554672241211,905800,,,,,,,,
2020-04-13,111.7300033569336,111.7300033569336,105.0199966430664,108.91999816894531,95.74793243408203,1014500,,,,,,,,
2020-04-14,112.27999877929688,112.27999877929688,103.91000366210938,107.0199966430664,94.07770538330078,553400,,,,,,,,
2020-04-15,102.3499984741211,102.7699966430664,97.62999725341797,97.77999877929688,85.95513153076172,714600,,,,,,,,
2020-04-16,97.56999969482422,98.77999877929688,93.77999877929688,95.98999786376953,84.38160705566406,559900,,,,,,,,
2020-04-17,101.05000305175781,102.36000061035156,98.48999786376953,99.9000015258789,87.81876373291016,643900,,,,,,,,
2020-04-20,96.93000030517578,99.19000244140625,95.55999755859375,98.2300033569336,86.35072326660156,785100,,,,,,,,
2020-04-21,94.86000061035156,97.91000366210938,93.31999969482422,96.23999786376953,84.60137939453125,1007400,,,,,,,,
2020-04-22,98.38999938964844,99.7699966430664,96.62000274658203,98.91000366210938,86.948486328125,669700,,,,,,,,
2020-04-23,100.31999969482422,101.45999908447266,97.4000015258789,97.61000061035156,85.80569458007812,628400,,,,,,,,
2020-04-24,99.05000305175781,101.75,97.36000061035156,101.29000091552734,89.0406723022461,532500,,,,,,,,
2020-04-27,102.29000091552734,106.05000305175781,102.29000091552734,105.37999725341797,92.63602447509766,419400,,,,,,,,
