date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'IPS.PA')","('high', 'IPS.PA')","('low', 'IPS.PA')","('close', 'IPS.PA')","('adj_close', 'IPS.PA')","('volume', 'IPS.PA')","('currency', '')"
2020-01-02,29.0,29.25,28.799999237060547,28.899999618530273,24.418052673339844,20197,,,,,,,,
2020-01-03,28.899999618530273,29.25,28.549999237060547,29.149999618530273,24.62928009033203,44660,,,,,,,,
2020-01-06,29.149999618530273,29.600000381469727,28.399999618530273,29.049999237060547,24.544788360595703,37387,,,,,,,,
2020-01-07,29.200000762939453,29.600000381469727,29.149999618530273,29.549999237060547,24.967248916625977,32832,,,,,,,,
2020-01-08,29.350000381469727,29.450000762939453,29.0,29.399999618530273,24.840511322021484,34396,,,,,,,,
2020-01-09,29.450000762939453,29.649999618530273,28.950000762939453,29.049999237060547,24.544788360595703,33803,,,,,,,,
2020-01-10,29.0,29.399999618530273,28.799999237060547,29.350000381469727,24.79826545715332,27219,,,,,,,,
2020-01-13,29.200000762939453,29.649999618530273,29.200000762939453,29.5,24.925003051757812,31302,,,,,,,,
2020-01-14,29.450000762939453,29.600000381469727,29.25,29.5,24.925003051757812,45874,,,,,,,,
2020-01-15,29.600000381469727,30.75,29.450000762939453,30.75,25.98114776611328,95697,,,,,,,,
2020-01-16,30.549999237060547,30.649999618530273,30.25,30.600000381469727,25.85441017150879,70410,,,,,,,,
2020-01-17,30.600000381469727,31.200000762939453,30.299999237060547,30.549999237060547,25.812162399291992,166836,,,,,,,,
2020-01-20,30.399999618530273,31.0,30.399999618530273,31.0,26.19237518310547,47430,,,,,,,,
2020-01-21,30.850000381469727,32.099998474121094,30.850000381469727,31.75,26.82606315612793,171007,,,,,,,,
2020-01-22,31.549999237060547,31.75,31.350000381469727,31.700000762939453,26.783817291259766,54304,,,,,,,,
2020-01-23,31.549999237060547,31.799999237060547,31.399999618530273,31.700000762939453,26.783817291259766,56925,,,,,,,,
2020-01-24,31.649999618530273,31.850000381469727,31.200000762939453,31.25,26.40360450744629,64077,,,,,,,,
2020-01-27,31.0,31.049999237060547,30.549999237060547,30.600000381469727,25.85441017150879,63694,,,,,,,,
2020-01-28,30.549999237060547,30.75,30.049999237060547,30.350000381469727,25.64318084716797,34347,,,,,,,,
2020-01-29,30.299999237060547,31.049999237060547,29.799999237060547,30.649999618530273,25.896656036376953,57163,,,,,,,,
2020-01-30,30.350000381469727,30.600000381469727,29.399999618530273,29.600000381469727,25.00949478149414,62692,,,,,,,,
2020-01-31,29.600000381469727,29.950000762939453,29.299999237060547,29.299999237060547,24.756017684936523,44894,,,,,,,,
2020-02-03,29.299999237060547,29.549999237060547,29.149999618530273,29.299999237060547,24.756017684936523,53657,,,,,,,,
2020-02-04,29.450000762939453,30.25,29.450000762939453,30.100000381469727,25.43195343017578,86152,,,,,,,,
2020-02-05,30.100000381469727,30.350000381469727,29.850000381469727,29.850000381469727,25.22072410583496,43727,,,,,,,,
2020-02-06,30.0,30.25,29.950000762939453,30.200000762939453,25.516443252563477,31984,,,,,,,,
2020-02-07,30.200000762939453,30.299999237060547,29.850000381469727,30.200000762939453,25.516443252563477,25398,,,,,,,,
2020-02-10,30.049999237060547,30.299999237060547,30.049999237060547,30.149999618530273,25.47419548034668,31210,,,,,,,,
2020-02-11,30.25,31.100000381469727,30.049999237060547,31.0,26.19237518310547,80276,,,,,,,,
2020-02-12,31.149999618530273,31.299999237060547,30.850000381469727,31.200000762939453,26.361360549926758,91978,,,,,,,,
2020-02-13,31.25,31.399999618530273,30.649999618530273,31.200000762939453,26.361360549926758,48700,,,,,,,,
2020-02-14,31.200000762939453,31.350000381469727,30.649999618530273,30.649999618530273,25.896656036376953,30361,,,,,,,,
2020-02-17,30.799999237060547,30.799999237060547,29.950000762939453,30.200000762939453,25.516443252563477,35246,,,,,,,,
2020-02-18,30.049999237060547,31.049999237060547,29.850000381469727,31.0,26.19237518310547,218756,,,,,,,,
2020-02-19,31.0,31.0,30.25,30.649999618530273,25.896656036376953,31128,,,,,,,,
2020-02-20,30.799999237060547,30.850000381469727,30.399999618530273,30.75,25.98114776611328,19968,,,,,,,,
2020-02-21,30.899999618530273,30.899999618530273,30.5,30.799999237060547,26.023393630981445,33189,,,,,,,,
2020-02-24,30.5,30.549999237060547,28.75,28.899999618530273,24.418052673339844,69778,,,,,,,,
2020-02-25,28.850000381469727,29.049999237060547,27.950000762939453,28.049999237060547,23.699874877929688,75942,,,,,,,,
2020-02-26,27.649999618530273,28.450000762939453,27.450000762939453,28.399999618530273,23.995594024658203,65800,,,,,,,,
2020-02-27,28.75,29.299999237060547,27.450000762939453,28.850000381469727,24.375808715820312,189695,,,,,,,,
2020-02-28,28.5,28.5,27.049999237060547,27.850000381469727,23.53089141845703,165848,,,,,,,,
2020-03-02,27.850000381469727,28.25,27.0,27.75,23.446401596069336,121169,,,,,,,,
2020-03-03,27.899999618530273,29.100000381469727,27.799999237060547,28.799999237060547,24.333559036254883,147557,,,,,,,,
2020-03-04,28.700000762939453,29.0,28.0,28.100000381469727,23.742124557495117,134479,,,,,,,,
2020-03-05,28.100000381469727,28.25,26.350000381469727,26.399999618530273,22.30576515197754,68003,,,,,,,,
2020-03-06,25.950000762939453,26.100000381469727,25.350000381469727,25.899999618530273,21.88330841064453,146185,,,,,,,,
2020-03-09,23.600000381469727,25.450000762939453,23.5,24.649999618530273,20.82716178894043,180564,,,,,,,,
2020-03-10,24.700000762939453,25.100000381469727,24.25,24.450000762939453,20.658180236816406,226283,,,,,,,,
2020-03-11,24.700000762939453,25.149999618530273,23.399999618530273,23.799999237060547,20.108983993530273,150130,,,,,,,,
2020-03-12,22.799999237060547,22.950000762939453,21.549999237060547,21.799999237060547,18.419151306152344,139599,,,,,,,,
2020-03-13,22.100000381469727,23.299999237060547,21.350000381469727,21.5,18.165679931640625,127660,,,,,,,,
2020-03-16,20.549999237060547,20.549999237060547,17.31999969482422,18.100000381469727,15.29296875,228904,,,,,,,,
2020-03-17,19.5,19.5,17.600000381469727,18.139999389648438,15.326764106750488,57773,,,,,,,,
2020-03-18,17.700000762939453,18.420000076293945,17.459999084472656,18.420000076293945,15.563339233398438,130725,,,,,,,,
2020-03-19,18.5,18.940000534057617,17.079999923706055,17.079999923706055,14.431154251098633,113397,,,,,,,,
2020-03-20,17.920000076293945,18.0,17.079999923706055,17.079999923706055,14.431154251098633,77986,,,,,,,,
2020-03-23,17.079999923706055,17.200000762939453,15.819999694824219,16.0,13.518644332885742,108075,,,,,,,,
2020-03-24,16.5,16.959999084472656,16.100000381469727,16.280000686645508,13.75522232055664,153230,,,,,,,,
2020-03-25,16.940000534057617,17.8799991607666,16.760000228881836,17.0,14.363561630249023,155067,,,,,,,,
2020-03-26,17.0,17.280000686645508,16.600000381469727,17.200000762939453,14.53254508972168,153702,,,,,,,,
2020-03-27,17.059999465942383,18.020000457763672,17.020000457763672,17.979999542236328,15.191576957702637,102175,,,,,,,,
2020-03-30,18.479999542236328,19.18000030517578,18.200000762939453,18.540000915527344,15.6647310256958,66301,,,,,,,,
2020-03-31,18.81999969482422,19.18000030517578,18.719999313354492,19.0,16.05339241027832,98970,,,,,,,,
2020-04-01,19.0,19.100000381469727,18.600000381469727,19.079999923706055,16.120981216430664,55905,,,,,,,,
2020-04-02,19.139999389648438,19.31999969482422,18.760000228881836,18.799999237060547,15.884407043457031,26960,,,,,,,,
2020-04-03,19.0,19.100000381469727,18.440000534057617,18.600000381469727,15.715425491333008,30545,,,,,,,,
2020-04-06,19.260000228881836,19.260000228881836,18.700000762939453,18.799999237060547,15.884407043457031,34132,,,,,,,,
2020-04-07,19.299999237060547,19.780000686645508,19.0,19.739999771118164,16.678627014160156,76279,,,,,,,,
2020-04-08,19.399999618530273,19.399999618530273,18.459999084472656,18.84000015258789,15.918206214904785,126763,,,,,,,,
2020-04-09,19.360000610351562,19.700000762939453,18.799999237060547,18.959999084472656,16.01959228515625,58967,,,,,,,,
2020-04-14,19.440000534057617,19.860000610351562,18.639999389648438,18.780000686645508,15.867511749267578,64533,,,,,,,,
2020-04-15,19.0,19.0,18.020000457763672,18.040000915527344,15.24227237701416,47383,,,,,,,,
2020-04-16,18.040000915527344,18.3799991607666,17.31999969482422,17.31999969482422,14.63393497467041,56387,,,,,,,,
2020-04-17,18.020000457763672,19.059999465942383,17.860000610351562,18.540000915527344,15.6647310256958,64081,,,,,,,,
2020-04-20,18.959999084472656,19.280000686645508,18.440000534057617,18.600000381469727,15.715425491333008,37973,,,,,,,,
2020-04-21,18.6200008392334,18.68000030517578,17.920000076293945,17.920000076293945,15.140883445739746,30399,,,,,,,,
2020-04-22,18.0,18.139999389648438,17.920000076293945,18.0,15.208477020263672,24556,,,,,,,,
2020-04-23,18.219999313354492,18.219999313354492,17.84000015258789,17.84000015258789,15.07329273223877,22815,,,,,,,,
2020-04-24,18.0,18.15999984741211,17.139999389648438,17.239999771118164,14.566341400146484,52739,,,,,,,,
2020-04-27,17.959999084472656,17.959999084472656,17.100000381469727,17.100000381469727,14.448051452636719,43856,,,,,,,,
2020-04-28,17.34000015258789,17.860000610351562,17.0,17.860000610351562,15.090189933776855,90018,,,,,,,,
2020-04-29,17.860000610351562,18.31999969482422,17.600000381469727,18.31999969482422,15.478850364685059,61051,,,,,,,,
2020-04-30,18.399999618530273,18.399999618530273,17.559999465942383,17.600000381469727,14.87051010131836,120261,,,,,,,,
2020-05-04,17.600000381469727,17.959999084472656,17.139999389648438,17.600000381469727,14.87051010131836,52579,,,,,,,,
