date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'TRV')","('high', 'TRV')","('low', 'TRV')","('close', 'TRV')","('adj_close', 'TRV')","('volume', 'TRV')","('currency', '')"
2020-01-02,137.52000427246094,137.74000549316406,136.13999938964844,137.50999450683594,121.05037689208984,1117300,,,,,,,,
2020-01-03,136.5500030517578,137.3699951171875,136.35000610351562,137.02000427246094,120.61901092529297,927300,,,,,,,,
2020-01-06,136.14999389648438,137.2100067138672,135.63999938964844,137.1699981689453,120.75104522705078,952800,,,,,,,,
2020-01-07,135.88999938964844,136.6300048828125,135.10000610351562,135.16000366210938,118.9816665649414,1204600,,,,,,,,
2020-01-08,135.94000244140625,137.6999969482422,135.49000549316406,136.61000061035156,120.25811767578125,1942800,,,,,,,,
2020-01-09,136.6999969482422,137.91000366210938,136.6999969482422,137.6199951171875,121.14717864990234,1228600,,,,,,,,
2020-01-10,135.8000030517578,136.47000122070312,135.32000732421875,135.50999450683594,119.28975677490234,1343200,,,,,,,,
2020-01-13,135.50999450683594,136.3000030517578,135.35000610351562,136.25999450683594,119.94999694824219,1042500,,,,,,,,
2020-01-14,136.0,137.55999755859375,136.0,136.64999389648438,120.29331970214844,1485300,,,,,,,,
2020-01-15,136.5,137.97999572753906,136.30999755859375,137.57000732421875,121.10315704345703,905200,,,,,,,,
2020-01-16,138.0,138.97999572753906,137.82000732421875,138.85000610351562,122.2299575805664,1249100,,,,,,,,
2020-01-17,139.0,141.0500030517578,138.83999633789062,140.72999572753906,123.88495635986328,1534800,,,,,,,,
2020-01-21,140.77000427246094,141.5500030517578,140.3800048828125,140.91000366210938,124.04341888427734,1604700,,,,,,,,
2020-01-22,141.2899932861328,141.8699951171875,140.49000549316406,141.33999633789062,124.4219741821289,1656800,,,,,,,,
2020-01-23,136.2899932861328,138.0,133.47999572753906,134.19000244140625,118.12776184082031,3636600,,,,,,,,
2020-01-24,133.72999572753906,134.8800048828125,133.61000061035156,134.77999877929688,118.64714050292969,1755100,,,,,,,,
2020-01-27,134.35000610351562,135.75,133.55999755859375,133.72999572753906,117.72280883789062,1519500,,,,,,,,
2020-01-28,134.49000549316406,135.10000610351562,134.33999633789062,134.38999938964844,118.3038101196289,1297700,,,,,,,,
2020-01-29,134.5,134.5399932861328,132.9499969482422,133.27000427246094,117.31788635253906,1270900,,,,,,,,
2020-01-30,132.60000610351562,134.27999877929688,132.11000061035156,134.1999969482422,118.13655853271484,1409700,,,,,,,,
2020-01-31,133.66000366210938,134.50999450683594,131.42999267578125,131.6199951171875,115.8653793334961,1844900,,,,,,,,
2020-02-03,132.50999450683594,134.2899932861328,132.27999877929688,133.61000061035156,117.61720275878906,1494900,,,,,,,,
2020-02-04,134.41000366210938,135.25,132.47999572753906,132.5800018310547,116.71044921875,1541400,,,,,,,,
2020-02-05,133.86000061035156,136.83999633789062,133.86000061035156,136.77999877929688,120.40772247314453,1404500,,,,,,,,
2020-02-06,137.27999877929688,138.0,136.47999572753906,136.5,120.16126251220703,937600,,,,,,,,
2020-02-07,136.39999389648438,136.8800048828125,135.22999572753906,136.00999450683594,119.72993469238281,900200,,,,,,,,
2020-02-10,136.00999450683594,136.27000427246094,135.13999938964844,136.22000122070312,119.91477966308594,807700,,,,,,,,
2020-02-11,136.33999633789062,137.50999450683594,135.64999389648438,137.3800048828125,120.9359130859375,1042000,,,,,,,,
2020-02-12,137.57000732421875,137.69000244140625,135.69000244140625,135.7100067138672,119.46581268310547,824800,,,,,,,,
2020-02-13,135.91000366210938,137.16000366210938,135.22999572753906,136.8800048828125,120.49579620361328,927200,,,,,,,,
2020-02-14,136.6199951171875,138.16000366210938,136.22999572753906,137.75999450683594,121.27043151855469,981400,,,,,,,,
2020-02-18,137.47999572753906,137.69000244140625,135.75999450683594,135.8800048828125,119.61547088623047,1206100,,,,,,,,
2020-02-19,136.0,136.1699981689453,134.19000244140625,134.50999450683594,118.40945434570312,1272200,,,,,,,,
2020-02-20,133.97999572753906,134.4499969482422,132.60000610351562,133.97999572753906,117.94291687011719,1629100,,,,,,,,
2020-02-21,134.25999450683594,135.3300018310547,133.24000549316406,135.16000366210938,118.9816665649414,1469700,,,,,,,,
2020-02-24,133.52000427246094,135.5500030517578,133.32000732421875,134.1199951171875,118.06614685058594,1828700,,,,,,,,
2020-02-25,134.11000061035156,134.1999969482422,130.72999572753906,130.7899932861328,115.13471984863281,1949000,,,,,,,,
2020-02-26,131.27999877929688,132.16000366210938,128.55999755859375,128.55999755859375,113.1716537475586,1715500,,,,,,,,
2020-02-27,127.3499984741211,129.05999755859375,124.04000091552734,124.08000183105469,109.22793579101562,2689600,,,,,,,,
2020-02-28,121.72000122070312,122.73999786376953,117.37999725341797,119.80999755859375,105.46900939941406,3753300,,,,,,,,
2020-03-02,119.80999755859375,127.69000244140625,119.33000183105469,127.68000030517578,112.39700317382812,3349900,,,,,,,,
2020-03-03,127.58000183105469,128.60000610351562,124.37000274658203,125.30999755859375,110.31068420410156,2694500,,,,,,,,
2020-03-04,126.26000213623047,131.5500030517578,125.31999969482422,131.52999877929688,115.78616333007812,2423100,,,,,,,,
2020-03-05,127.6500015258789,129.3300018310547,126.80999755859375,128.02000427246094,112.69629669189453,2445500,,,,,,,,
2020-03-06,124.20999908447266,125.79000091552734,122.45999908447266,124.83999633789062,109.89692687988281,2550400,,,,,,,,
2020-03-09,116.12000274658203,118.4800033569336,113.30000305175781,116.19999694824219,102.96745300292969,3658300,,,,,,,,
2020-03-10,118.58000183105469,119.77999877929688,113.80000305175781,119.56999969482422,105.95367431640625,2615200,,,,,,,,
2020-03-11,115.69000244140625,116.37000274658203,111.19000244140625,112.5999984741211,99.77742004394531,3032200,,,,,,,,
2020-03-12,105.61000061035156,110.66000366210938,101.22000122070312,102.18000030517578,90.54401397705078,3485600,,,,,,,,
2020-03-13,107.51000213623047,107.55000305175781,99.19000244140625,107.44999694824219,95.21389770507812,3602300,,,,,,,,
2020-03-16,97.8499984741211,98.4800033569336,84.86000061035156,85.0999984741211,75.4090347290039,4731800,,,,,,,,
2020-03-17,87.11000061035156,96.69999694824219,80.4000015258789,96.41000366210938,85.43110656738281,5424900,,,,,,,,
2020-03-18,90.25,93.5,76.98999786376953,81.69000244140625,72.38736724853516,3939100,,,,,,,,
2020-03-19,81.16000366210938,86.44999694824219,77.5199966430664,86.06999969482422,76.26856994628906,3177500,,,,,,,,
2020-03-20,86.1500015258789,94.18000030517578,84.95999908447266,89.51000213623047,79.31684875488281,5949500,,,,,,,,
2020-03-23,87.5999984741211,92.5,87.11000061035156,88.36000061035156,78.29779815673828,4915700,,,,,,,,
2020-03-24,91.31999969482422,94.36000061035156,86.76000213623047,93.73999786376953,83.06512451171875,4293300,,,,,,,,
2020-03-25,93.37000274658203,94.95999908447266,87.66000366210938,92.18000030517578,81.68280029296875,4151400,,,,,,,,
2020-03-26,93.08999633789062,98.93000030517578,90.0999984741211,98.66999816894531,87.43372344970703,4610600,,,,,,,,
2020-03-27,94.87000274658203,103.01000213623047,94.80999755859375,99.94999694824219,88.56795501708984,3085400,,,,,,,,
2020-03-30,99.8499984741211,102.98999786376953,96.19999694824219,102.58999633789062,90.90734100341797,2733700,,,,,,,,
2020-03-31,100.73999786376953,101.72000122070312,99.01000213623047,99.3499984741211,88.03630065917969,2919500,,,,,,,,
2020-04-01,94.76000213623047,98.06999969482422,94.4000015258789,95.19999694824219,84.3588638305664,3182600,,,,,,,,
2020-04-02,94.55000305175781,98.93000030517578,93.9000015258789,97.19000244140625,86.12225341796875,1852300,,,,,,,,
2020-04-03,96.08999633789062,97.31999969482422,92.94000244140625,93.88999938964844,83.19807434082031,1784100,,,,,,,,
2020-04-06,98.0,99.48999786376953,96.77999877929688,98.9800033569336,87.70841979980469,3042500,,,,,,,,
2020-04-07,102.47000122070312,104.19999694824219,100.66999816894531,100.77999877929688,89.30345916748047,1944000,,,,,,,,
2020-04-08,101.5999984741211,105.4800033569336,100.12000274658203,104.94000244140625,92.9897232055664,1482100,,,,,,,,
