date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'TTAN')","('high', 'TTAN')","('low', 'TTAN')","('close', 'TTAN')","('adj_close', 'TTAN')","('volume', 'TTAN')","('currency', '')"
2024-12-12,101.0,105.0,100.05000305175781,101.0,101.0,5140900,,,,,,,,
2024-12-13,98.98999786376953,102.54000091552734,94.0199966430664,100.0,100.0,1198600,,,,,,,,
2024-12-16,100.0,108.78099822998047,99.05000305175781,105.2699966430664,105.2699966430664,513100,,,,,,,,
2024-12-17,104.80000305175781,112.0,104.02999877929688,108.25,108.25,498000,,,,,,,,
2024-12-18,111.23999786376953,111.30000305175781,101.20700073242188,106.19999694824219,106.19999694824219,1017800,,,,,,,,
2024-12-19,107.16999816894531,108.77300262451172,102.0,106.1500015258789,106.1500015258789,304700,,,,,,,,
2024-12-20,106.0,108.8499984741211,102.63999938964844,103.55999755859375,103.55999755859375,373700,,,,,,,,
2024-12-23,105.0,105.0,99.01000213623047,103.38999938964844,103.38999938964844,231300,,,,,,,,
2024-12-24,102.80000305175781,103.55999755859375,100.73999786376953,102.41000366210938,102.41000366210938,92300,,,,,,,,
2024-12-26,103.72000122070312,106.83999633789062,101.08000183105469,105.55999755859375,105.55999755859375,132000,,,,,,,,
2024-12-27,107.33000183105469,108.38999938964844,102.5,108.38999938964844,108.38999938964844,206700,,,,,,,,
2024-12-30,107.05000305175781,107.66999816894531,101.72000122070312,103.91999816894531,103.91999816894531,420500,,,,,,,,
2024-12-31,104.29000091552734,105.69000244140625,100.83999633789062,102.87000274658203,102.87000274658203,347700,,,,,,,,
2025-01-02,104.5,104.70600128173828,99.76000213623047,101.5,101.5,336500,,,,,,,,
2025-01-03,102.98999786376953,105.9800033569336,99.04000091552734,105.79000091552734,105.79000091552734,502600,,,,,,,,
2025-01-06,108.0,108.1500015258789,99.36000061035156,101.6500015258789,101.6500015258789,546100,,,,,,,,
2025-01-07,102.76000213623047,102.91999816894531,100.05999755859375,101.0,101.0,173000,,,,,,,,
2025-01-08,100.01000213623047,101.76000213623047,99.33000183105469,99.80000305175781,99.80000305175781,433900,,,,,,,,
2025-01-10,98.63999938964844,102.41999816894531,98.44999694824219,101.26000213623047,101.26000213623047,338900,,,,,,,,
2025-01-13,100.33000183105469,103.63500213623047,99.2300033569336,100.125,100.125,467500,,,,,,,,
2025-01-14,98.0,99.04000091552734,91.04000091552734,96.2300033569336,96.2300033569336,806500,,,,,,,,
2025-01-15,97.98999786376953,102.06999969482422,97.76000213623047,98.87000274658203,98.87000274658203,344500,,,,,,,,
2025-01-16,98.5,100.62999725341797,98.5,100.37000274658203,100.37000274658203,191700,,,,,,,,
2025-01-17,100.44999694824219,101.32499694824219,97.61000061035156,98.12000274658203,98.12000274658203,240000,,,,,,,,
