date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'FINV')","('high', 'FINV')","('low', 'FINV')","('close', 'FINV')","('adj_close', 'FINV')","('volume', 'FINV')","('currency', '')"
2020-01-02,2.680000066757202,2.819999933242798,2.6500000953674316,2.799999952316284,2.084033250808716,1150700,,,,,,,,
2020-01-03,2.680000066757202,2.8499999046325684,2.6600000858306885,2.819999933242798,2.098919153213501,944800,,,,,,,,
2020-01-06,2.799999952316284,2.799999952316284,2.4600000381469727,2.559999942779541,1.9054017066955566,1635800,,,,,,,,
2020-01-07,2.609999895095825,2.609999895095825,2.549999952316284,2.559999942779541,1.9054017066955566,541100,,,,,,,,
2020-01-08,2.5399999618530273,2.569999933242798,2.390000104904175,2.559999942779541,1.9054017066955566,551000,,,,,,,,
2020-01-09,2.569999933242798,2.7200000286102295,2.5399999618530273,2.6600000858306885,1.9798318147659302,928900,,,,,,,,
2020-01-10,2.609999895095825,2.700000047683716,2.509999990463257,2.549999952316284,1.8979588747024536,483000,,,,,,,,
2020-01-13,2.5799999237060547,2.75,2.5799999237060547,2.690000057220459,2.0021607875823975,663200,,,,,,,,
2020-01-14,2.640000104904175,2.700000047683716,2.630000114440918,2.640000104904175,1.9649457931518555,635900,,,,,,,,
2020-01-15,2.680000066757202,2.680000066757202,2.5199999809265137,2.569999933242798,1.9128446578979492,868800,,,,,,,,
2020-01-16,2.4100000858306885,2.4549999237060547,2.3299999237060547,2.3399999141693115,1.7416561841964722,1627100,,,,,,,,
2020-01-17,2.359999895095825,2.4200000762939453,2.299999952316284,2.3299999237060547,1.7342132329940796,1427100,,,,,,,,
2020-01-21,2.2799999713897705,2.4100000858306885,2.25,2.3299999237060547,1.7342132329940796,1186100,,,,,,,,
2020-01-22,2.390000104904175,2.4600000381469727,2.359999895095825,2.4000000953674316,1.7863142490386963,742500,,,,,,,,
2020-01-23,2.359999895095825,2.359999895095825,2.2200000286102295,2.2300000190734863,1.6597837209701538,1613200,,,,,,,,
2020-01-24,2.25,2.265000104904175,2.119999885559082,2.130000114440918,1.5853538513183594,1201000,,,,,,,,
2020-01-27,2.059999942779541,2.190000057220459,1.9639999866485596,2.109999895095825,1.5704679489135742,1265100,,,,,,,,
2020-01-28,2.1700000762939453,2.2200000286102295,2.134999990463257,2.1500000953674316,1.600239872932434,496500,,,,,,,,
2020-01-29,2.1500000953674316,2.2200000286102295,2.130000114440918,2.130000114440918,1.5853538513183594,275500,,,,,,,,
2020-01-30,2.069999933242798,2.130000114440918,2.0,2.0299999713897705,1.5109241008758545,913400,,,,,,,,
2020-01-31,2.0399999618530273,2.049999952316284,2.0,2.0199999809265137,1.5034810304641724,320100,,,,,,,,
2020-02-03,2.009999990463257,2.052999973297119,1.9500000476837158,1.9500000476837158,1.4513802528381348,484200,,,,,,,,
2020-02-04,2.0,2.3499999046325684,2.0,2.0999999046325684,1.563024878501892,1405300,,,,,,,,
2020-02-05,2.119999885559082,2.180000066757202,2.0,2.0199999809265137,1.5034810304641724,665000,,,,,,,,
2020-02-06,2.0199999809265137,2.059999942779541,2.009999990463257,2.0399999618530273,1.518367052078247,627600,,,,,,,,
2020-02-07,2.009999990463257,2.0299999713897705,1.9900000095367432,2.0,1.4885951280593872,698200,,,,,,,,
2020-02-10,2.0,2.009999990463257,1.909999966621399,1.940000057220459,1.4439373016357422,866700,,,,,,,,
2020-02-11,2.0,2.0199999809265137,1.899999976158142,1.9199999570846558,1.429051399230957,769900,,,,,,,,
2020-02-12,1.9900000095367432,2.1700000762939453,1.940000057220459,2.140000104904175,1.5927966833114624,896900,,,,,,,,
2020-02-13,2.0999999046325684,2.119999885559082,2.009999990463257,2.0199999809265137,1.5034810304641724,558100,,,,,,,,
2020-02-14,2.0899999141693115,2.0899999141693115,1.9199999570846558,1.9600000381469727,1.458823323249817,949800,,,,,,,,
2020-02-18,2.0,2.0299999713897705,1.899999976158142,1.899999976158142,1.4141652584075928,679100,,,,,,,,
2020-02-19,1.940000057220459,1.9900000095367432,1.899999976158142,1.9199999570846558,1.429051399230957,697200,,,,,,,,
2020-02-20,1.9199999570846558,2.0,1.9199999570846558,1.9900000095367432,1.4811521768569946,902400,,,,,,,,
2020-02-21,2.009999990463257,2.0299999713897705,1.9199999570846558,1.9500000476837158,1.4513802528381348,467100,,,,,,,,
2020-02-24,1.9199999570846558,1.9700000286102295,1.899999976158142,1.909999966621399,1.421608328819275,576200,,,,,,,,
2020-02-25,1.909999966621399,1.9299999475479126,1.690000057220459,1.7699999809265137,1.3174067735671997,1352400,,,,,,,,
2020-02-26,1.7899999618530273,1.840000033378601,1.7000000476837158,1.75,1.302520751953125,743900,,,,,,,,
2020-02-27,1.7300000190734863,1.9199999570846558,1.6100000143051147,1.909999966621399,1.421608328819275,1547900,,,,,,,,
2020-02-28,1.840000033378601,1.9800000190734863,1.809999942779541,1.9800000190734863,1.473709225654602,694500,,,,,,,,
2020-03-02,2.0,2.0299999713897705,1.9199999570846558,1.9800000190734863,1.473709225654602,625900,,,,,,,,
2020-03-03,1.9700000286102295,2.009999990463257,1.909999966621399,1.9199999570846558,1.429051399230957,622500,,,,,,,,
2020-03-04,1.9700000286102295,1.9700000286102295,1.850000023841858,1.8899999856948853,1.4067225456237793,307600,,,,,,,,
2020-03-05,1.8600000143051147,1.8899999856948853,1.8200000524520874,1.8300000429153442,1.3620647192001343,545500,,,,,,,,
2020-03-06,1.7999999523162842,1.8300000429153442,1.659999966621399,1.6699999570846558,1.2429769039154053,746700,,,,,,,,
2020-03-09,1.600000023841858,1.6399999856948853,1.5099999904632568,1.5399999618530273,1.146218180656433,967500,,,,,,,,
2020-03-10,1.6299999952316284,1.7400000095367432,1.5700000524520874,1.6799999475479126,1.2504198551177979,758000,,,,,,,,
2020-03-11,1.6699999570846558,1.7599999904632568,1.590000033378601,1.649999976158142,1.2280910015106201,1607200,,,,,,,,
2020-03-12,1.5499999523162842,1.590000033378601,1.4600000381469727,1.5099999904632568,1.1238892078399658,1359600,,,,,,,,
2020-03-13,1.600000023841858,1.6699999570846558,1.5099999904632568,1.6699999570846558,1.2429769039154053,853900,,,,,,,,
2020-03-16,1.3200000524520874,1.600000023841858,1.3200000524520874,1.4199999570846558,1.056902527809143,1128500,,,,,,,,
2020-03-17,1.440000057220459,1.5499999523162842,1.409999966621399,1.409999966621399,1.0494595766067505,624600,,,,,,,,
