date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'SAABF')","('high', 'SAABF')","('low', 'SAABF')","('close', 'SAABF')","('adj_close', 'SAABF')","('volume', 'SAABF')","('currency', '')"
2020-01-02,8.449999809265137,8.449999809265137,8.449999809265137,8.449999809265137,4.9518632888793945,0,,,,,,,,
2020-01-03,8.449999809265137,8.449999809265137,8.449999809265137,8.449999809265137,4.9518632888793945,0,,,,,,,,
2020-01-06,8.449999809265137,8.449999809265137,8.449999809265137,8.449999809265137,4.9518632888793945,0,,,,,,,,
2020-01-07,8.449999809265137,8.449999809265137,8.449999809265137,8.449999809265137,4.9518632888793945,0,,,,,,,,
2020-01-08,8.449999809265137,8.449999809265137,8.449999809265137,8.449999809265137,4.9518632888793945,0,,,,,,,,
2020-01-09,8.449999809265137,8.449999809265137,8.449999809265137,8.449999809265137,4.9518632888793945,0,,,,,,,,
2020-01-10,8.449999809265137,8.449999809265137,8.449999809265137,8.449999809265137,4.9518632888793945,0,,,,,,,,
2020-01-13,8.449999809265137,8.449999809265137,8.449999809265137,8.449999809265137,4.9518632888793945,0,,,,,,,,
2020-01-14,8.962499618530273,8.962499618530273,8.962499618530273,8.962499618530273,5.252198219299316,560,,,,,,,,
2020-01-15,8.880000114440918,8.880000114440918,8.880000114440918,8.880000114440918,5.203851699829102,1440,,,,,,,,
2020-01-16,8.880000114440918,8.880000114440918,8.880000114440918,8.880000114440918,5.203851699829102,0,,,,,,,,
2020-01-17,8.880000114440918,8.880000114440918,8.880000114440918,8.880000114440918,5.203851699829102,0,,,,,,,,
2020-01-21,8.880000114440918,8.880000114440918,8.880000114440918,8.880000114440918,5.203851699829102,0,,,,,,,,
2020-01-22,8.880000114440918,8.880000114440918,8.880000114440918,8.880000114440918,5.203851699829102,0,,,,,,,,
2020-01-23,8.880000114440918,8.880000114440918,8.880000114440918,8.880000114440918,5.203851699829102,0,,,,,,,,
2020-01-24,8.880000114440918,8.880000114440918,8.880000114440918,8.880000114440918,5.203851699829102,0,,,,,,,,
2020-01-27,8.880000114440918,8.880000114440918,8.880000114440918,8.880000114440918,5.203851699829102,0,,,,,,,,
2020-01-28,8.880000114440918,8.880000114440918,8.880000114440918,8.880000114440918,5.203851699829102,0,,,,,,,,
2020-01-29,8.880000114440918,8.880000114440918,8.880000114440918,8.880000114440918,5.203851699829102,0,,,,,,,,
2020-01-30,8.880000114440918,8.880000114440918,8.880000114440918,8.880000114440918,5.203851699829102,0,,,,,,,,
2020-01-31,8.880000114440918,8.880000114440918,8.880000114440918,8.880000114440918,5.203851699829102,0,,,,,,,,
2020-02-03,8.880000114440918,8.880000114440918,8.880000114440918,8.880000114440918,5.203851699829102,0,,,,,,,,
2020-02-04,8.880000114440918,8.880000114440918,8.880000114440918,8.880000114440918,5.203851699829102,0,,,,,,,,
2020-02-05,8.880000114440918,8.880000114440918,8.880000114440918,8.880000114440918,5.203851699829102,0,,,,,,,,
2020-02-06,8.600000381469727,8.600000381469727,8.600000381469727,8.600000381469727,5.039766788482666,3520,,,,,,,,
2020-02-07,8.600000381469727,8.600000381469727,8.600000381469727,8.600000381469727,5.039766788482666,0,,,,,,,,
2020-02-10,8.600000381469727,8.600000381469727,8.600000381469727,8.600000381469727,5.039766788482666,0,,,,,,,,
2020-02-11,8.600000381469727,8.600000381469727,8.600000381469727,8.600000381469727,5.039766788482666,0,,,,,,,,
2020-02-12,8.600000381469727,8.600000381469727,8.600000381469727,8.600000381469727,5.039766788482666,0,,,,,,,,
2020-02-13,8.600000381469727,8.600000381469727,8.600000381469727,8.600000381469727,5.039766788482666,0,,,,,,,,
2020-02-14,8.600000381469727,8.600000381469727,8.600000381469727,8.600000381469727,5.039766788482666,0,,,,,,,,
2020-02-18,8.600000381469727,8.600000381469727,8.600000381469727,8.600000381469727,5.039766788482666,0,,,,,,,,
2020-02-19,8.600000381469727,8.600000381469727,8.600000381469727,8.600000381469727,5.039766788482666,0,,,,,,,,
2020-02-20,8.600000381469727,8.600000381469727,8.600000381469727,8.600000381469727,5.039766788482666,0,,,,,,,,
2020-02-21,8.600000381469727,8.600000381469727,8.600000381469727,8.600000381469727,5.039766788482666,0,,,,,,,,
2020-02-24,8.600000381469727,8.600000381469727,8.600000381469727,8.600000381469727,5.039766788482666,0,,,,,,,,
2020-02-25,8.600000381469727,8.600000381469727,8.600000381469727,8.600000381469727,5.039766788482666,0,,,,,,,,
2020-02-26,8.600000381469727,8.600000381469727,8.600000381469727,8.600000381469727,5.039766788482666,0,,,,,,,,
2020-02-27,8.600000381469727,8.600000381469727,8.600000381469727,8.600000381469727,5.039766788482666,0,,,,,,,,
2020-02-28,8.600000381469727,8.600000381469727,8.600000381469727,8.600000381469727,5.039766788482666,0,,,,,,,,
2020-03-02,8.600000381469727,8.600000381469727,8.600000381469727,8.600000381469727,5.039766788482666,0,,,,,,,,
2020-03-03,6.949999809265137,6.949999809265137,6.949999809265137,6.949999809265137,4.072834491729736,4280,,,,,,,,
2020-03-04,6.949999809265137,6.949999809265137,6.949999809265137,6.949999809265137,4.072834491729736,0,,,,,,,,
2020-03-05,6.949999809265137,6.949999809265137,6.949999809265137,6.949999809265137,4.072834491729736,0,,,,,,,,
2020-03-06,6.949999809265137,6.949999809265137,6.949999809265137,6.949999809265137,4.072834491729736,0,,,,,,,,
2020-03-09,6.949999809265137,6.949999809265137,6.949999809265137,6.949999809265137,4.072834491729736,0,,,,,,,,
2020-03-10,6.949999809265137,6.949999809265137,6.949999809265137,6.949999809265137,4.072834491729736,0,,,,,,,,
2020-03-11,6.949999809265137,6.949999809265137,6.949999809265137,6.949999809265137,4.072834491729736,0,,,,,,,,
2020-03-12,6.949999809265137,6.949999809265137,6.949999809265137,6.949999809265137,4.072834491729736,0,,,,,,,,
2020-03-13,6.949999809265137,6.949999809265137,6.949999809265137,6.949999809265137,4.072834491729736,0,,,,,,,,
2020-03-16,6.949999809265137,6.949999809265137,6.949999809265137,6.949999809265137,4.072834491729736,0,,,,,,,,
2020-03-17,6.949999809265137,6.949999809265137,6.949999809265137,6.949999809265137,4.072834491729736,0,,,,,,,,
2020-03-18,4.449999809265137,4.449999809265137,4.449999809265137,4.449999809265137,2.607785701751709,592,,,,,,,,
2020-03-19,4.449999809265137,4.449999809265137,4.449999809265137,4.449999809265137,2.607785701751709,0,,,,,,,,
2020-03-20,4.4093499183654785,4.4093499183654785,4.4093499183654785,4.4093499183654785,2.5839645862579346,1860,,,,,,,,
2020-03-23,4.4093499183654785,4.4093499183654785,4.4093499183654785,4.4093499183654785,2.5839645862579346,0,,,,,,,,
2020-03-24,4.4093499183654785,4.4093499183654785,4.4093499183654785,4.4093499183654785,2.5839645862579346,0,,,,,,,,
2020-03-25,4.4093499183654785,4.4093499183654785,4.4093499183654785,4.4093499183654785,2.5839645862579346,0,,,,,,,,
2020-03-26,4.412499904632568,4.412499904632568,4.412499904632568,4.412499904632568,2.585810422897339,900,,,,,,,,
2020-03-27,4.412499904632568,4.412499904632568,4.412499904632568,4.412499904632568,2.585810422897339,0,,,,,,,,
