date,open,high,low,close,adj_close,volume,currency,"('date', '')","('open', 'RADL3.SA')","('high', 'RADL3.SA')","('low', 'RADL3.SA')","('close', 'RADL3.SA')","('adj_close', 'RADL3.SA')","('volume', 'RADL3.SA')","('currency', '')"
2020-03-11,21.45550537109375,21.998491287231445,19.60784339904785,21.68174934387207,20.137351989746094,14006272,BRL,,,,,,,,
2020-03-12,18.853694915771484,19.58710479736328,18.193815231323242,18.898944854736328,17.552764892578125,12173740,BRL,,,,,,,,
2020-03-13,20.550527572631836,21.116138458251953,17.70738983154297,19.79449462890625,18.384525299072266,19931371,BRL,,,,,,,,
2020-03-16,18.665157318115234,18.72171974182129,16.800527572631836,17.9110107421875,16.63520050048828,17873419,BRL,,,,,,,,
2020-03-17,18.34653091430664,19.930240631103516,17.083332061767578,19.468324661254883,18.08159065246582,22412582,BRL,,,,,,,,
2020-03-18,18.231523513793945,19.78318214416504,16.90799331665039,19.00452423095703,17.65082359313965,25004116,BRL,,,,,,,,
2020-03-19,18.37669563293457,20.64102554321289,18.003393173217773,20.20550537109375,18.76626205444336,16979695,BRL,,,,,,,,
2020-03-20,20.684389114379883,21.779787063598633,20.320512771606445,21.184011459350586,19.675067901611328,18411244,BRL,,,,,,,,
2020-03-23,21.45550537109375,22.187028884887695,19.852941513061523,21.66289520263672,20.119834899902344,15539659,BRL,,,,,,,,
2020-03-24,22.624433517456055,22.93363380432129,19.900075912475586,20.40346908569336,18.95012092590332,22476760,BRL,,,,,,,,
2020-03-25,20.41478157043457,21.48567008972168,19.62669563293457,21.283935546875,19.76787757873535,16988181,BRL,,,,,,,,
2020-03-26,21.28582191467285,21.3009033203125,19.945323944091797,20.825790405273438,19.342365264892578,17837352,BRL,,,,,,,,
2020-03-27,19.924585342407227,21.04072380065918,19.924585342407227,20.2036190032959,18.788740158081055,11981205,BRL,,,,,,,,
2020-03-30,20.527902603149414,20.527902603149414,19.366514205932617,19.671945571899414,18.294296264648438,10515180,BRL,,,,,,,,
2020-03-31,19.59464454650879,19.79637908935547,18.76319694519043,19.20248794555664,17.857715606689453,12091528,BRL,,,,,,,,
2020-04-01,18.476621627807617,19.692684173583984,18.36538314819336,19.494720458984375,18.12948989868164,12993208,BRL,,,,,,,,
2020-04-02,19.55316734313965,19.8472843170166,19.14969825744629,19.768098831176758,18.383726119995117,7489248,BRL,,,,,,,,
2020-04-03,19.58144760131836,19.685142517089844,17.873302459716797,17.9110107421875,16.656681060791016,15883358,BRL,,,,,,,,
2020-04-06,18.650075912475586,18.74245834350586,18.054298400878906,18.288084030151367,17.007354736328125,10864713,BRL,,,,,,,,
2020-04-07,18.851808547973633,19.490949630737305,18.54826545715332,18.946077346801758,17.619264602661133,14395056,BRL,,,,,,,,
2020-04-08,19.17420768737793,19.40045166015625,18.6142520904541,19.115760803222656,17.777069091796875,8497538,BRL,,,,,,,,
2020-04-09,19.325037002563477,19.56825065612793,18.81598663330078,19.22322654724121,17.877010345458984,11139460,BRL,,,,,,,,
2020-04-13,18.925338745117188,19.268476486206055,18.480392456054688,19.057315826416016,17.72271728515625,8350087,BRL,,,,,,,,
2020-04-14,19.19117546081543,19.483407974243164,18.834840774536133,18.834840774536133,17.52642250061035,10625503,BRL,,,,,,,,
2020-04-15,18.665157318115234,19.336349487304688,18.49547576904297,19.270360946655273,17.93168830871582,10586253,BRL,,,,,,,,
2020-04-16,19.345775604248047,20.40912437438965,19.292985916137695,19.79637908935547,18.421167373657227,13549068,BRL,,,,,,,,
2020-04-17,20.03016471862793,20.343137741088867,19.098793029785156,19.59087371826172,18.22993278503418,7583128,BRL,,,,,,,,
2020-04-20,19.274131774902344,20.64479637145996,19.15912437438965,20.44683265686035,19.02642822265625,8515041,BRL,,,,,,,,
2020-04-22,20.550527572631836,21.449848175048828,20.482654571533203,20.931371688842773,19.477312088012695,10276500,BRL,,,,,,,,
2020-04-23,21.116138458251953,21.27262306213379,19.84162712097168,20.164026260375977,18.763273239135742,8454576,BRL,,,,,,,,
2020-04-24,19.79637908935547,19.98491668701172,18.57088851928711,19.709653854370117,18.340465545654297,14339894,BRL,,,,,,,,
2020-04-27,19.852941513061523,20.44871711730957,19.668174743652344,19.994342803955078,18.60537338256836,7279209,BRL,,,,,,,,
2020-04-28,20.469457626342773,20.84276008605957,20.21493148803711,20.84276008605957,19.394859313964844,8041394,BRL,,,,,,,,
2020-04-29,21.116138458251953,21.49321174621582,19.98491668701172,20.471342086791992,19.049232482910156,17373252,BRL,,,,,,,,
2020-04-30,20.21116065979004,20.41666603088379,19.687028884887695,19.754901885986328,18.382570266723633,11511271,BRL,,,,,,,,
2020-05-04,19.502262115478516,19.713422775268555,19.17986488342285,19.713422775268555,18.343971252441406,9372168,BRL,,,,,,,,
2020-05-05,19.892532348632812,20.064102172851562,19.19871711730957,19.628582000732422,18.265024185180664,10568750,BRL,,,,,,,,
2020-05-06,19.440044403076172,19.632352828979492,19.0082950592041,19.517345428466797,18.161516189575195,8816308,BRL,,,,,,,,
2020-05-07,19.545625686645508,20.467571258544922,19.332578659057617,19.549396514892578,18.191335678100586,13663634,BRL,,,,,,,,
2020-05-08,19.922698974609375,20.19042205810547,19.475866317749023,19.736047744750977,18.36502456665039,7040529,BRL,,,,,,,,
2020-05-11,19.681371688842773,20.077299118041992,19.5889892578125,19.79637908935547,18.421167373657227,12202382,BRL,,,,,,,,
2020-05-12,19.905731201171875,20.691930770874023,19.749244689941406,20.41289520263672,18.994853973388672,10794700,BRL,,,,,,,,
2020-05-13,20.49396514892578,20.610858917236328,19.898189544677734,19.909502029418945,18.52642822265625,8934588,BRL,,,,,,,,
2020-05-14,19.664403915405273,19.898189544677734,19.023378372192383,19.898189544677734,18.515899658203125,12599652,BRL,,,,,,,,
2020-05-15,19.898189544677734,19.898189544677734,19.23076820373535,19.38725471496582,18.04046630859375,11158024,BRL,,,,,,,,
2020-05-18,19.82654571533203,19.99245834350586,19.4193058013916,19.97171974182129,18.584321975708008,8548987,BRL,,,,,,,,
2020-05-19,20.00377082824707,20.00377082824707,19.340120315551758,19.423076629638672,18.07379722595215,10370911,BRL,,,,,,,,
2020-05-20,19.575790405273438,19.61726951599121,19.155353546142578,19.409879684448242,18.06151008605957,12364684,BRL,,,,,,,,
2020-05-21,19.40233612060547,20.294116973876953,19.296756744384766,20.25075340270996,18.843975067138672,10530031,BRL,,,,,,,,
2020-05-22,20.079185485839844,20.878582000732422,19.649320602416992,19.901960372924805,18.519411087036133,9058171,BRL,,,,,,,,
2020-05-25,20.343137741088867,20.514705657958984,19.954750061035156,20.165912628173828,18.765024185180664,6701604,BRL,,,,,,,,
2020-05-26,20.361989974975586,20.927600860595703,20.2413272857666,20.571266174316406,19.14221954345703,8901703,BRL,,,,,,,,
2020-05-27,20.58823585510254,21.150075912475586,20.58823585510254,21.108596801757812,19.64222526550293,8359104,BRL,,,,,,,,
2020-05-28,20.933256149291992,21.07465934753418,20.531673431396484,20.63913917541504,19.205381393432617,8493825,BRL,,,,,,,,
2020-05-29,20.558069229125977,20.84841537475586,20.280920028686523,20.63348388671875,19.200117111206055,22736126,BRL,,,,,,,,
2020-06-01,20.680618286132812,21.07654571533203,20.46002960205078,20.691930770874023,19.25450325012207,8246659,BRL,,,,,,,,
2020-06-02,20.64668083190918,21.374433517456055,20.64668083190918,21.374433517456055,19.88958740234375,6782755,BRL,,,,,,,,
2020-06-03,21.962669372558594,21.977752685546875,21.07843017578125,21.11048126220703,19.643980026245117,9682452,BRL,,,,,,,,
2020-06-04,20.927600860595703,21.46493148803711,20.739063262939453,21.07843017578125,19.61415672302246,9016269,BRL,,,,,,,,
2020-06-05,21.402713775634766,21.68174934387207,20.927600860595703,20.927600860595703,19.473806381225586,8979672,BRL,,,,,,,,
2020-06-08,21.010557174682617,21.310331344604492,20.80316734313965,20.86161231994629,19.41240119934082,4843612,BRL,,,,,,,,
2020-06-09,20.754146575927734,20.982276916503906,20.465686798095703,20.82390594482422,19.377307891845703,6323959,BRL,,,,,,,,
2020-06-10,20.933256149291992,21.357465744018555,20.912517547607422,21.04072380065918,19.579063415527344,11217960,BRL,,,,,,,,
2020-06-12,20.663650512695312,20.733407974243164,20.192306518554688,20.41855239868164,19.000120162963867,9459684,BRL,,,,,,,,
2020-06-15,20.173452377319336,20.64856719970703,19.911386489868164,20.507164001464844,19.082569122314453,7993658,BRL,,,,,,,,
2020-06-16,20.744720458984375,20.908748626708984,20.26772117614746,20.550527572631836,19.122926712036133,7961304,BRL,,,,,,,,
2020-06-17,20.64479637145996,21.2669677734375,20.60520362854004,20.99547576904297,19.536964416503906,6575899,BRL,,,,,,,,
2020-06-18,20.83521842956543,20.99547576904297,20.499622344970703,20.569381713867188,19.14046859741211,8332584,BRL,,,,,,,,
2020-06-19,20.67496109008789,21.536575317382812,20.593891143798828,21.536575317382812,20.040470123291016,12011438,BRL,,,,,,,,
2020-06-22,21.393287658691406,21.587480545043945,20.303543090820312,20.339366912841797,18.926429748535156,14359519,BRL,,,,,,,,
2020-06-23,20.735294342041016,20.793739318847656,20.367647171020508,20.5976619720459,19.166786193847656,7551835,BRL,,,,,,,,
2020-06-24,20.720211029052734,20.739063262939453,20.348793029785156,20.361989974975586,18.94748878479004,5066911,BRL,,,,,,,,
2020-06-25,20.371416091918945,21.021869659423828,20.371416091918945,20.756032943725586,19.314151763916016,6075732,BRL,,,,,,,,
2020-06-26,20.561840057373047,20.904977798461914,20.44306182861328,20.46002960205078,19.064430236816406,5978138,BRL,,,,,,,,
2020-06-29,20.62594223022461,20.84276008605957,20.518476486206055,20.784313201904297,19.366600036621094,3884649,BRL,,,,,,,,
2020-06-30,20.688159942626953,21.05203628540039,20.571266174316406,20.85595703125,19.433353424072266,10675360,BRL,,,,,,,,
2020-07-01,21.021869659423828,22.041854858398438,20.87104034423828,21.8646297454834,20.373233795166016,10943743,BRL,,,,,,,,
2020-07-02,21.964555740356445,22.10407257080078,21.24622917175293,21.593137741088867,20.120254516601562,6534528,BRL,,,,,,,,
2020-07-03,21.381975173950195,21.760934829711914,21.342382431030273,21.610105514526367,20.13606071472168,2037796,BRL,,,,,,,,
2020-07-06,21.87028694152832,21.91741943359375,21.46493148803711,21.62518882751465,20.15011978149414,4443160,BRL,,,,,,,,
2020-07-07,21.613876342773438,21.613876342773438,21.101055145263672,21.25565528869629,19.80579376220703,4586368,BRL,,,,,,,,
2020-07-08,21.427223205566406,21.600677490234375,21.191553115844727,21.208520889282227,19.761871337890625,4256990,BRL,,,,,,,,
2020-07-09,21.23114585876465,21.45173454284668,21.167043685913086,21.210407257080078,19.763633728027344,3221649,BRL,,,,,,,,
2020-07-10,21.206636428833008,21.408370971679688,20.723981857299805,20.85218620300293,19.429841995239258,7669584,BRL,,,,,,,,
2020-07-13,21.019983291625977,21.229259490966797,20.65045166015625,20.65045166015625,19.24186134338379,5198980,BRL,,,,,,,,
2020-07-14,20.740949630737305,21.06900405883789,20.567495346069336,20.767345428466797,19.350788116455078,6531345,BRL,,,,,,,,
2020-07-15,21.021869659423828,21.355579376220703,20.927600860595703,21.185897827148438,19.740787506103516,6842690,BRL,,,,,,,,
2020-07-16,21.210407257080078,21.210407257080078,20.84087371826172,21.116138458251953,19.675785064697266,4666459,BRL,,,,,,,,
2020-07-17,21.116138458251953,21.48378562927246,21.0633487701416,21.22549057006836,19.777687072753906,5255203,BRL,,,,,,,,
2020-07-20,21.22549057006836,21.85520362854004,21.134992599487305,21.85520362854004,20.364442825317383,5165565,BRL,,,,,,,,
2020-07-21,21.85897445678711,22.31900405883789,21.606334686279297,22.08144760131836,20.57525634765625,8240294,BRL,,,,,,,,
2020-07-22,22.083332061767578,22.575414657592773,21.928733825683594,22.237932205200195,20.7210636138916,6224244,BRL,,,,,,,,
2020-07-23,22.29826545715332,22.479259490966797,21.540346145629883,21.568626403808594,20.097414016723633,11271530,BRL,,,,,,,,
2020-07-24,21.45550537109375,21.90045166015625,21.361236572265625,21.521493911743164,20.05349349975586,5186251,BRL,,,,,,,,
2020-07-27,21.591251373291016,22.269983291625977,21.568626403808594,22.183256149291992,20.670124053955078,6314412,BRL,,,,,,,,
2020-07-28,22.179487228393555,22.358596801757812,21.66666603088379,22.153091430664062,20.64201545715332,7423478,BRL,,,,,,,,
2020-07-29,22.175716400146484,22.860105514526367,22.09841537475586,22.73755645751953,21.18661117553711,10451532,BRL,,,,,,,,
2020-07-30,22.547134399414062,23.680240631103516,22.445323944091797,23.618024826049805,22.007022857666016,12620337,BRL,,,,,,,,
2020-07-31,23.52941131591797,23.659502029418945,23.095775604248047,23.39743423461914,21.80147933959961,15079272,BRL,,,,,,,,
2020-08-03,23.30128288269043,23.584087371826172,22.334087371826172,22.334087371826172,20.810667037963867,12441062,BRL,,,,,,,,
2020-08-04,21.998491287231445,22.420814514160156,21.813724517822266,22.32465934753418,20.801877975463867,10096164,BRL,,,,,,,,
2020-08-05,22.624433517456055,22.894041061401367,22.08521842956543,22.237932205200195,20.7210636138916,6679327,BRL,,,,,,,,
2020-08-06,22.409502029418945,22.70738983154297,22.26621437072754,22.368024826049805,20.842281341552734,5562835,BRL,,,,,,,,
2020-08-07,22.153091430664062,22.58672523498535,21.992834091186523,22.437782287597656,20.90728187561035,7495612,BRL,,,,,,,,
2020-08-10,22.379335403442383,22.477375030517578,21.85143280029297,21.85143280029297,20.360929489135742,7618135,BRL,,,,,,,,
2020-08-11,22.05128288269043,22.179487228393555,21.555429458618164,21.555429458618164,20.085113525390625,7944861,BRL,,,,,,,,
2020-08-12,21.31975746154785,21.47624397277832,20.86538314819336,21.021869659423828,19.58795928955078,16012776,BRL,,,,,,,,
2020-08-13,21.104825973510742,21.26508140563965,20.756032943725586,20.756032943725586,19.34025001525879,9899385,BRL,,,,,,,,
2020-08-14,20.927600860595703,21.591251373291016,20.691930770874023,21.3009033203125,19.84795379638672,8040333,BRL,,,,,,,,
2020-08-17,21.206636428833008,21.47435760498047,20.575037002563477,20.810707092285156,19.39118766784668,8129971,BRL,,,,,,,,
2020-08-18,21.283935546875,21.30467414855957,20.918174743652344,20.918174743652344,19.491329193115234,9178572,BRL,,,,,,,,
2020-08-19,20.923831939697266,21.1142520904541,20.199848175048828,20.199848175048828,18.822002410888672,6769495,BRL,,,,,,,,
2020-08-20,19.85671043395996,20.503393173217773,19.85671043395996,20.503393173217773,19.104839324951172,6692056,BRL,,,,,,,,
2020-08-21,20.369531631469727,20.503393173217773,20.115007400512695,20.26772117614746,18.8852481842041,5660428,BRL,,,,,,,,
2020-08-24,20.369531631469727,20.49396514892578,20.124433517456055,20.329938888549805,18.943222045898438,4259112,BRL,,,,,,,,
2020-08-25,20.309200286865234,20.497737884521484,20.137630462646484,20.25452423095703,18.872949600219727,3740380,BRL,,,,,,,,
2020-08-26,20.280920028686523,20.365760803222656,20.1866512298584,20.350677490234375,18.962543487548828,6524980,BRL,,,,,,,,
2020-08-27,20.348793029785156,20.43740463256836,20.21116065979004,20.314855575561523,18.929162979125977,5151775,BRL,,,,,,,,
2020-08-28,20.43740463256836,20.45625877380371,20.26017951965332,20.296003341674805,18.91159439086914,5307182,BRL,,,,,,,,
2020-08-31,20.22624397277832,20.739063262939453,20.150829315185547,20.324283599853516,18.93794822692871,12430454,BRL,,,,,,,,
2020-09-01,20.673076629638672,21.529033660888672,20.673076629638672,21.144418716430664,19.70214080810547,13916104,BRL,,,,,,,,
2020-09-02,21.178354263305664,21.421567916870117,20.997360229492188,21.233030319213867,19.784709930419922,5983442,BRL,,,,,,,,
2020-09-03,21.21794891357422,21.49321174621582,20.8389892578125,21.03695297241211,19.602008819580078,9758299,BRL,,,,,,,,
2020-09-04,21.174585342407227,21.397058486938477,20.771116256713867,21.180240631103516,19.735523223876953,9329205,BRL,,,,,,,,
2020-09-08,21.112367630004883,21.84200668334961,21.112367630004883,21.621416091918945,20.14659881591797,9298442,BRL,,,,,,,,
2020-09-09,21.84200668334961,21.85897445678711,21.134992599487305,21.383861541748047,19.925256729125977,7635638,BRL,,,,,,,,
2020-09-10,21.536575317382812,21.785444259643555,21.212291717529297,21.229259490966797,19.78119659423828,5501308,BRL,,,,,,,,
2020-09-11,21.25188446044922,21.542232513427734,21.03695297241211,21.395172119140625,19.935792922973633,6723880,BRL,,,,,,,,
2020-09-14,21.610105514526367,21.719457626342773,21.31598663330078,21.48001480102539,20.014846801757812,5034026,BRL,,,,,,,,
2020-09-15,21.48189926147461,21.764705657958984,21.432880401611328,21.48944091796875,20.023630142211914,3727651,BRL,,,,,,,,
2020-09-16,21.85143280029297,22.171945571899414,21.398944854736328,21.551658630371094,20.081600189208984,7834008,BRL,,,,,,,,
2020-09-17,21.49321174621582,21.715686798095703,21.438535690307617,21.49321174621582,20.027143478393555,4430961,BRL,,,,,,,,
2020-09-18,21.498868942260742,22.049396514892578,21.49321174621582,21.770360946655273,20.285385131835938,9747160,BRL,,,,,,,,
2020-09-21,21.766590118408203,21.90799331665039,21.23868751525879,21.549772262573242,20.079843521118164,7714774,BRL,,,,,,,,
2020-09-22,21.596906661987305,21.955127716064453,21.48378562927246,21.785444259643555,20.299440383911133,5954694,BRL,,,,,,,,
2020-09-23,21.700603485107422,21.823152542114258,21.45550537109375,21.521493911743164,20.05349349975586,5191236,BRL,,,,,,,,
2020-09-24,21.634614944458008,22.2756404876709,21.144418716430664,22.058822631835938,20.554174423217773,6096205,BRL,,,,,,,,
2020-09-25,22.049396514892578,22.11538314819336,21.606334686279297,21.728883743286133,20.27300453186035,3578714,BRL,,,,,,,,
2020-09-28,21.832578659057617,21.91741943359375,20.550527572631836,20.85218620300293,19.455045700073242,8924934,BRL,,,,,,,,
2020-09-29,20.64479637145996,20.84276008605957,20.26772117614746,20.673076629638672,19.28793716430664,10326781,BRL,,,,,,,,
2020-09-30,20.984161376953125,22.473604202270508,20.78619956970215,22.07767677307129,20.598424911499023,13332452,BRL,,,,,,,,
2020-10-01,22.435897827148438,22.765836715698242,22.12481117248535,22.70927619934082,21.18770980834961,8502842,BRL,,,,,,,,
2020-10-02,22.52073860168457,22.831825256347656,22.26621437072754,22.53016471862793,21.020597457885742,6442026,BRL,,,,,,,,
2020-10-05,22.53016471862793,23.237178802490234,22.332202911376953,23.15233612060547,21.6010799407959,8267556,BRL,,,,,,,,
2020-10-06,23.218324661254883,23.519983291625977,23.020360946655273,23.227752685546875,21.67144775390625,6486155,BRL,,,,,,,,
2020-10-07,23.237178802490234,24.104448318481445,23.095775604248047,23.482276916503906,21.908918380737305,9892278,BRL,,,,,,,,
2020-10-08,23.6142520904541,23.97247314453125,23.567119598388672,23.868778228759766,22.269521713256836,5445935,BRL,,,,,,,,
2020-10-09,23.793363571166992,24.302413940429688,23.642532348632812,23.80278968811035,22.207950592041016,5763962,BRL,,,,,,,,
2020-10-13,23.859350204467773,24.36840057373047,23.708520889282227,24.217571258544922,22.594945907592773,8163068,BRL,,,,,,,,
2020-10-14,24.274131774902344,25.075414657592773,24.217571258544922,24.877450942993164,23.21061134338379,8012858,BRL,,,,,,,,
2020-10-15,24.632352828979492,24.754901885986328,24.151582717895508,24.500377655029297,22.85879898071289,9727323,BRL,,,,,,,,
2020-10-16,24.55693817138672,24.896303176879883,24.39668083190918,24.42496109008789,22.78843879699707,7038726,BRL,,,,,,,,
2020-10-19,24.566364288330078,24.754901885986328,23.633106231689453,23.840496063232422,22.243133544921875,8359952,BRL,,,,,,,,
2020-10-20,24.066741943359375,24.8303165435791,24.038461685180664,24.698339462280273,23.043498992919922,6306774,BRL,,,,,,,,
2020-10-21,24.509803771972656,25.122549057006836,24.509803771972656,24.660633087158203,23.008317947387695,5699148,BRL,,,,,,,,
2020-10-22,24.660633087158203,24.943437576293945,24.17043685913086,24.17043685913086,22.550966262817383,8356982,BRL,,,,,,,,
2020-10-23,24.36840057373047,24.622926712036133,24.13273048400879,24.20814323425293,22.586153030395508,4702632,BRL,,,,,,,,
2020-10-26,24.283559799194336,24.688913345336914,23.963045120239258,24.104448318481445,22.489402770996094,5342294,BRL,,,,,,,,
2020-10-27,24.123302459716797,24.943437576293945,24.047887802124023,24.58521842956543,22.937957763671875,7335856,BRL,,,,,,,,
2020-10-28,23.93476676940918,23.93476676940918,22.539592742919922,22.812971115112305,21.284454345703125,13209930,BRL,,,,,,,,
2020-10-29,22.784690856933594,23.256032943725586,22.454750061035156,22.992080688476562,21.451560974121094,5864102,BRL,,,,,,,,
2020-10-30,22.860105514526367,23.293739318847656,22.558446884155273,22.68099594116211,21.16132164001465,7254599,BRL,,,,,,,,
2020-11-03,23.095775604248047,23.095775604248047,22.011688232421875,22.153091430664062,20.668790817260742,9086706,BRL,,,,,,,,
2020-11-04,22.388763427734375,23.30316734313965,22.332202911376953,23.086349487304688,21.53951644897461,4126830,BRL,,,,,,,,
2020-11-05,23.661386489868164,24.38725471496582,23.16176414489746,24.113876342773438,22.49819564819336,6996082,BRL,,,,,,,,
2020-11-06,23.9536190032959,24.274131774902344,23.510557174682617,23.859350204467773,22.260723114013672,4157699,BRL,,,,,,,,
2020-11-09,24.868024826049805,24.97171974182129,23.651960372924805,23.727375030517578,22.137596130371094,6202179,BRL,,,,,,,,
2020-11-10,23.670814514160156,24.509803771972656,23.651960372924805,24.123302459716797,22.506990432739258,5617466,BRL,,,,,,,,
2020-11-11,24.095022201538086,24.64177894592285,23.963045120239258,24.55693817138672,22.911569595336914,4848916,BRL,,,,,,,,
2020-11-12,24.566364288330078,24.82088851928711,23.76508140563965,23.878204345703125,22.2783145904541,7752644,BRL,,,,,,,,
2020-11-13,24.22699737548828,25.518476486206055,24.057315826416016,25.48076820373535,23.773500442504883,9621243,BRL,,,,,,,,
