date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'EDVGF')","('high', 'EDVGF')","('low', 'EDVGF')","('close', 'EDVGF')","('adj_close', 'EDVGF')","('volume', 'EDVGF')","('currency', '')"
2021-08-20,4.0,4.0,4.0,4.0,3.1446220874786377,100,,,,,,,,
2021-08-23,4.0,4.0,4.0,4.0,3.1446220874786377,0,,,,,,,,
2021-08-24,4.0,4.0,4.0,4.0,3.1446220874786377,0,,,,,,,,
2021-08-25,4.0,4.0,4.0,4.0,3.1446220874786377,0,,,,,,,,
2021-08-26,4.0,4.0,4.0,4.0,3.1446220874786377,0,,,,,,,,
2021-08-27,4.0,4.0,4.0,4.0,3.1446220874786377,0,,,,,,,,
2021-08-30,4.0,4.0,4.0,4.0,3.1446220874786377,0,,,,,,,,
2021-08-31,4.0,4.0,4.0,4.0,3.1446220874786377,0,,,,,,,,
2021-09-01,4.0,4.0,4.0,4.0,3.2006330490112305,0,,,,,,,,
2021-09-02,4.0,4.0,4.0,4.0,3.2006330490112305,0,,,,,,,,
2021-09-03,4.0,4.0,4.0,4.0,3.2006330490112305,0,,,,,,,,
2021-09-07,4.0,4.0,4.0,4.0,3.2006330490112305,0,,,,,,,,
2021-09-08,4.849999904632568,4.849999904632568,4.849999904632568,4.849999904632568,3.880767583847046,1500,,,,,,,,
2021-09-09,4.849999904632568,4.849999904632568,4.849999904632568,4.849999904632568,3.880767583847046,0,,,,,,,,
2021-09-10,4.849999904632568,4.849999904632568,4.849999904632568,4.849999904632568,3.880767583847046,0,,,,,,,,
2021-09-13,4.849999904632568,4.849999904632568,4.849999904632568,4.849999904632568,3.880767583847046,0,,,,,,,,
2021-09-14,4.849999904632568,4.849999904632568,4.849999904632568,4.849999904632568,3.880767583847046,0,,,,,,,,
2021-09-15,4.849999904632568,4.849999904632568,4.849999904632568,4.849999904632568,3.880767583847046,0,,,,,,,,
2021-09-16,4.849999904632568,4.849999904632568,4.849999904632568,4.849999904632568,3.880767583847046,0,,,,,,,,
