date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'LOGI')","('high', 'LOGI')","('low', 'LOGI')","('close', 'LOGI')","('adj_close', 'LOGI')","('volume', 'LOGI')","('currency', '')"
2020-01-02,47.349998474121094,47.70000076293945,47.2599983215332,47.66999816894531,43.539852142333984,176400,,,,,,,,
2020-01-03,47.22999954223633,47.529998779296875,47.029998779296875,47.209999084472656,43.11970901489258,254000,,,,,,,,
2020-01-06,46.75,47.22999954223633,46.689998626708984,47.18000030517578,43.092308044433594,164200,,,,,,,,
2020-01-07,47.40999984741211,47.45000076293945,47.189998626708984,47.310001373291016,43.21104049682617,95200,,,,,,,,
2020-01-08,47.560001373291016,47.79999923706055,47.369998931884766,47.619998931884766,43.49418258666992,142300,,,,,,,,
2020-01-09,47.90999984741211,47.9900016784668,47.68000030517578,47.959999084472656,43.804725646972656,126000,,,,,,,,
2020-01-10,47.66999816894531,47.91999816894531,47.4900016784668,47.5099983215332,43.39371871948242,144900,,,,,,,,
2020-01-13,47.54999923706055,47.9900016784668,47.439998626708984,47.9900016784668,43.832130432128906,128800,,,,,,,,
2020-01-14,47.189998626708984,47.45000076293945,47.130001068115234,47.25,43.156246185302734,216900,,,,,,,,
2020-01-15,47.08000183105469,47.25,46.86000061035156,47.0099983215332,42.937034606933594,253700,,,,,,,,
2020-01-16,47.0099983215332,47.029998779296875,46.7400016784668,46.959999084472656,42.89136505126953,159800,,,,,,,,
2020-01-17,46.459999084472656,46.58000183105469,46.220001220703125,46.56999969482422,42.535160064697266,251100,,,,,,,,
2020-01-21,47.66999816894531,48.400001525878906,47.45000076293945,47.790000915527344,43.64945983886719,571200,,,,,,,,
2020-01-22,48.15999984741211,48.65999984741211,48.15999984741211,48.560001373291016,44.352745056152344,531600,,,,,,,,
2020-01-23,48.130001068115234,48.529998779296875,48.029998779296875,48.47999954223633,44.2796745300293,199100,,,,,,,,
2020-01-24,48.52000045776367,48.83000183105469,48.099998474121094,48.130001068115234,43.96000289916992,155000,,,,,,,,
2020-01-27,46.7400016784668,47.189998626708984,46.63999938964844,46.79999923706055,42.7452278137207,267000,,,,,,,,
2020-01-28,46.20000076293945,46.88999938964844,46.13999938964844,46.849998474121094,42.79090118408203,263700,,,,,,,,
2020-01-29,46.959999084472656,47.02000045776367,46.5099983215332,46.58000183105469,42.54429244995117,201800,,,,,,,,
2020-01-30,45.810001373291016,46.11000061035156,45.52000045776367,46.0,42.01454162597656,165500,,,,,,,,
