date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'SMFNF')","('high', 'SMFNF')","('low', 'SMFNF')","('close', 'SMFNF')","('adj_close', 'SMFNF')","('volume', 'SMFNF')","('currency', '')"
2020-01-02,12.09333324432373,12.09333324432373,12.09333324432373,12.09333324432373,9.303053855895996,0,,,,,,,,
2020-01-03,12.09333324432373,12.09333324432373,12.09333324432373,12.09333324432373,9.303053855895996,0,,,,,,,,
2020-01-06,12.09333324432373,12.09333324432373,12.09333324432373,12.09333324432373,9.303053855895996,0,,,,,,,,
2020-01-07,12.09333324432373,12.09333324432373,12.09333324432373,12.09333324432373,9.303053855895996,0,,,,,,,,
2020-01-08,11.850000381469727,11.850000381469727,11.850000381469727,11.850000381469727,9.115863800048828,362100,,,,,,,,
2020-01-09,11.850000381469727,11.850000381469727,11.850000381469727,11.850000381469727,9.115863800048828,0,,,,,,,,
2020-01-10,11.850000381469727,11.850000381469727,11.850000381469727,11.850000381469727,9.115863800048828,0,,,,,,,,
2020-01-13,11.850000381469727,11.850000381469727,11.850000381469727,11.850000381469727,9.115863800048828,0,,,,,,,,
2020-01-14,11.850000381469727,11.850000381469727,11.850000381469727,11.850000381469727,9.115863800048828,0,,,,,,,,
2020-01-15,11.850000381469727,11.850000381469727,11.850000381469727,11.850000381469727,9.115863800048828,0,,,,,,,,
2020-01-16,12.0,12.016667366027832,12.0,12.016667366027832,9.244074821472168,240000,,,,,,,,
2020-01-17,11.626667022705078,12.050000190734863,11.626667022705078,12.050000190734863,9.269718170166016,11400,,,,,,,,
2020-01-21,12.050000190734863,12.050000190734863,12.050000190734863,12.050000190734863,9.269718170166016,0,,,,,,,,
2020-01-22,11.949999809265137,11.949999809265137,11.94333267211914,11.94333267211914,9.187664031982422,240000,,,,,,,,
2020-01-23,11.94333267211914,11.94333267211914,11.94333267211914,11.94333267211914,9.187664031982422,15000,,,,,,,,
2020-01-24,11.94333267211914,11.94333267211914,11.94333267211914,11.94333267211914,9.187664031982422,0,,,,,,,,
2020-01-27,11.94333267211914,11.94333267211914,11.94333267211914,11.94333267211914,9.187664031982422,0,,,,,,,,
2020-01-28,11.94333267211914,11.94333267211914,11.94333267211914,11.94333267211914,9.187664031982422,0,,,,,,,,
2020-01-29,11.94333267211914,11.94333267211914,11.94333267211914,11.94333267211914,9.187664031982422,0,,,,,,,,
2020-01-30,11.94333267211914,11.94333267211914,11.94333267211914,11.94333267211914,9.187664031982422,0,,,,,,,,
2020-01-31,11.94333267211914,11.94333267211914,11.94333267211914,11.94333267211914,9.187664031982422,0,,,,,,,,
2020-02-03,11.94333267211914,11.94333267211914,11.94333267211914,11.94333267211914,9.187664031982422,0,,,,,,,,
2020-02-04,11.94333267211914,11.94333267211914,11.94333267211914,11.94333267211914,9.187664031982422,0,,,,,,,,
2020-02-05,11.94333267211914,11.94333267211914,11.94333267211914,11.94333267211914,9.187664031982422,0,,,,,,,,
2020-02-06,11.94333267211914,11.94333267211914,11.94333267211914,11.94333267211914,9.187664031982422,0,,,,,,,,
2020-02-07,11.94333267211914,11.94333267211914,11.94333267211914,11.94333267211914,9.187664031982422,1500,,,,,,,,
2020-02-10,11.94333267211914,11.94333267211914,11.94333267211914,11.94333267211914,9.187664031982422,0,,,,,,,,
2020-02-11,11.94333267211914,11.94333267211914,11.94333267211914,11.94333267211914,9.187664031982422,0,,,,,,,,
2020-02-12,11.966667175292969,11.966667175292969,11.949999809265137,11.949999809265137,9.192790985107422,29100,,,,,,,,
2020-02-13,11.949999809265137,11.949999809265137,11.949999809265137,11.949999809265137,9.192790985107422,0,,,,,,,,
2020-02-14,11.949999809265137,11.949999809265137,11.949999809265137,11.949999809265137,9.192790985107422,0,,,,,,,,
2020-02-18,11.949999809265137,11.949999809265137,11.949999809265137,11.949999809265137,9.192790985107422,0,,,,,,,,
2020-02-19,11.949999809265137,11.949999809265137,11.949999809265137,11.949999809265137,9.192790985107422,0,,,,,,,,
2020-02-20,11.949999809265137,11.949999809265137,11.949999809265137,11.949999809265137,9.192790985107422,900,,,,,,,,
2020-02-21,11.949999809265137,11.949999809265137,11.949999809265137,11.949999809265137,9.192790985107422,0,,,,,,,,
