date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'PUB.PA')","('high', 'PUB.PA')","('low', 'PUB.PA')","('close', 'PUB.PA')","('adj_close', 'PUB.PA')","('volume', 'PUB.PA')","('currency', '')"
2020-01-02,40.599998474121094,41.13999938964844,40.52000045776367,40.68000030517578,31.958498001098633,514039,,,,,,,,
2020-01-03,40.849998474121094,41.040000915527344,40.290000915527344,40.779998779296875,32.03705596923828,344306,,,,,,,,
2020-01-06,40.86000061035156,41.099998474121094,40.2599983215332,41.099998474121094,32.2884521484375,575305,,,,,,,,
2020-01-07,41.5,42.79999923706055,41.5,42.2599983215332,33.19975662231445,1040456,,,,,,,,
2020-01-08,42.0,42.369998931884766,41.7400016784668,42.189998626708984,33.1447639465332,521304,,,,,,,,
2020-01-09,42.45000076293945,42.529998779296875,41.959999084472656,42.02000045776367,33.01121139526367,622463,,,,,,,,
2020-01-10,42.13999938964844,42.2400016784668,41.709999084472656,41.91999816894531,32.932655334472656,429467,,,,,,,,
2020-01-13,43.0,43.470001220703125,42.880001068115234,43.08000183105469,33.84395980834961,813698,,,,,,,,
2020-01-14,43.20000076293945,43.70000076293945,43.029998779296875,43.400001525878906,34.09535217285156,871227,,,,,,,,
2020-01-15,43.45000076293945,43.45000076293945,42.369998931884766,43.040000915527344,33.81253433227539,1033513,,,,,,,,
2020-01-16,43.040000915527344,43.04999923706055,42.310001373291016,42.939998626708984,33.733970642089844,772441,,,,,,,,
2020-01-17,42.439998626708984,42.59000015258789,41.75,41.779998779296875,32.82266616821289,1047507,,,,,,,,
2020-01-20,41.849998474121094,42.22999954223633,41.7599983215332,42.22999954223633,33.17619323730469,504009,,,,,,,,
2020-01-21,42.130001068115234,42.630001068115234,41.779998779296875,42.08000183105469,33.058349609375,543817,,,,,,,,
2020-01-22,42.119998931884766,42.5,41.5,41.52000045776367,32.618408203125,644253,,,,,,,,
2020-01-23,41.38999938964844,42.0099983215332,41.16999816894531,41.47999954223633,32.58698272705078,831482,,,,,,,,
2020-01-24,41.75,41.900001525878906,41.25,41.29999923706055,32.44557189941406,764630,,,,,,,,
2020-01-27,41.0,41.029998779296875,40.439998626708984,40.619998931884766,31.91136360168457,835337,,,,,,,,
2020-01-28,40.709999084472656,41.099998474121094,40.52000045776367,40.959999084472656,32.178466796875,617451,,,,,,,,
2020-01-29,41.040000915527344,41.130001068115234,40.630001068115234,40.810001373291016,32.06062698364258,504214,,,,,,,,
2020-01-30,40.599998474121094,40.619998931884766,39.86000061035156,40.2599983215332,31.628543853759766,792610,,,,,,,,
2020-01-31,40.380001068115234,40.56999969482422,39.93000030517578,40.029998779296875,31.447853088378906,850145,,,,,,,,
2020-02-03,40.099998474121094,40.119998931884766,39.22999954223633,39.9900016784668,31.416431427001953,952324,,,,,,,,
2020-02-04,40.0099983215332,40.279998779296875,39.560001373291016,40.08000183105469,31.48713493347168,1160886,,,,,,,,
2020-02-05,40.08000183105469,40.97999954223633,40.08000183105469,40.13999938964844,31.534269332885742,1231352,,,,,,,,
2020-02-06,41.0,42.5,40.119998931884766,40.220001220703125,31.597122192382812,1920234,,,,,,,,
2020-02-07,40.25,40.880001068115234,40.25,40.54999923706055,31.856369018554688,1146386,,,,,,,,
2020-02-10,40.599998474121094,40.81999969482422,40.439998626708984,40.59000015258789,31.88779067993164,579028,,,,,,,,
2020-02-11,40.630001068115234,40.75,39.869998931884766,40.369998931884766,31.7149600982666,939362,,,,,,,,
2020-02-12,40.34000015258789,41.25,40.22999954223633,41.06999969482422,32.2648811340332,1306860,,,,,,,,
2020-02-13,41.0,41.06999969482422,40.70000076293945,40.77000045776367,32.029205322265625,707641,,,,,,,,
2020-02-14,41.040000915527344,41.31999969482422,40.84000015258789,40.91999816894531,32.14704132080078,582418,,,,,,,,
2020-02-17,41.04999923706055,41.209999084472656,40.9900016784668,41.06999969482422,32.2648811340332,429736,,,,,,,,
2020-02-18,40.75,41.18000030517578,40.75,41.099998474121094,32.2884521484375,726275,,,,,,,,
2020-02-19,41.11000061035156,41.439998626708984,41.060001373291016,41.290000915527344,32.43771743774414,590732,,,,,,,,
2020-02-20,41.279998779296875,42.33000183105469,41.25,41.75,32.79909896850586,904242,,,,,,,,
2020-02-21,41.59000015258789,41.810001373291016,41.09000015258789,41.119998931884766,32.304168701171875,742422,,,,,,,,
2020-02-24,40.5099983215332,40.540000915527344,39.0,39.34000015258789,30.90578269958496,1978243,,,,,,,,
2020-02-25,39.40999984741211,39.56999969482422,38.2400016784668,38.380001068115234,30.1516056060791,1009335,,,,,,,,
2020-02-26,38.220001220703125,38.2599983215332,37.459999084472656,37.79999923706055,29.69594955444336,1133218,,,,,,,,
2020-02-27,37.029998779296875,37.119998931884766,35.060001373291016,35.220001220703125,27.669086456298828,2514321,,,,,,,,
2020-02-28,34.349998474121094,35.060001373291016,34.0,34.97999954223633,27.48053741455078,2814803,,,,,,,,
2020-03-02,35.560001373291016,35.66999816894531,33.720001220703125,33.959999084472656,26.67922019958496,1408521,,,,,,,,
2020-03-03,34.34000015258789,34.880001068115234,34.18000030517578,34.400001525878906,27.024887084960938,1282252,,,,,,,,
2020-03-04,34.5,35.189998626708984,34.150001525878906,34.77000045776367,27.315563201904297,830456,,,,,,,,
2020-03-05,35.09000015258789,35.09000015258789,32.97999954223633,33.02000045776367,25.94074821472168,1302327,,,,,,,,
2020-03-06,32.16999816894531,32.849998474121094,31.510000228881836,32.849998474121094,25.807193756103516,1429730,,,,,,,,
2020-03-09,31.0,31.700000762939453,30.219999313354492,30.799999237060547,24.196701049804688,1923368,,,,,,,,
2020-03-10,31.149999618530273,31.93000030517578,29.6200008392334,29.790000915527344,23.403236389160156,1788253,,,,,,,,
2020-03-11,30.350000381469727,30.90999984741211,29.56999969482422,29.56999969482422,23.230403900146484,1588431,,,,,,,,
2020-03-12,27.90999984741211,28.139999389648438,25.1299991607666,25.1299991607666,19.742307662963867,2726607,,,,,,,,
2020-03-13,25.940000534057617,27.190000534057617,24.709999084472656,25.18000030517578,19.78158950805664,1999576,,,,,,,,
2020-03-16,24.280000686645508,24.280000686645508,21.670000076293945,22.90999984741211,17.998258590698242,2149624,,,,,,,,
2020-03-17,23.809999465942383,24.209999084472656,20.969999313354492,21.84000015258789,17.15765953063965,1852997,,,,,,,,
2020-03-18,21.219999313354492,24.989999771118164,21.219999313354492,22.239999771118164,17.471900939941406,1225344,,,,,,,,
2020-03-19,22.579999923706055,24.459999084472656,22.229999542236328,22.229999542236328,17.464046478271484,1578628,,,,,,,,
2020-03-20,23.1200008392334,24.280000686645508,21.899999618530273,22.549999237060547,17.71544075012207,2347846,,,,,,,,
2020-03-23,21.40999984741211,23.020000457763672,21.31999969482422,22.329999923706055,17.542606353759766,934114,,,,,,,,
2020-03-24,23.049999237060547,25.1299991607666,23.049999237060547,25.1299991607666,19.742307662963867,990029,,,,,,,,
2020-03-25,26.420000076293945,27.579999923706055,23.299999237060547,25.93000030517578,20.37079429626465,1210023,,,,,,,,
2020-03-26,25.670000076293945,25.8799991607666,23.899999618530273,24.360000610351562,19.137392044067383,1486128,,,,,,,,
2020-03-27,24.899999618530273,24.93000030517578,22.68000030517578,22.860000610351562,17.9589786529541,983421,,,,,,,,
2020-03-30,23.09000015258789,23.65999984741211,21.709999084472656,23.329999923706055,18.328216552734375,826280,,,,,,,,
2020-03-31,23.829999923706055,26.1200008392334,23.81999969482422,26.1200008392334,20.520061492919922,1660539,,,,,,,,
2020-04-01,25.5,25.670000076293945,24.030000686645508,25.190000534057617,19.789443969726562,1222142,,,,,,,,
2020-04-02,25.450000762939453,26.739999771118164,25.229999542236328,26.059999465942383,20.47292137145996,1264343,,,,,,,,
2020-04-03,27.0,27.780000686645508,26.959999084472656,27.15999984741211,21.33709144592285,2080178,,,,,,,,
2020-04-06,27.610000610351562,29.469999313354492,27.15999984741211,29.469999313354492,23.15184211730957,5057442,,,,,,,,
2020-04-07,29.530000686645508,30.549999237060547,28.559999465942383,29.280000686645508,23.002578735351562,1391576,,,,,,,,
2020-04-08,28.690000534057617,29.530000686645508,28.3799991607666,29.239999771118164,22.971153259277344,1059647,,,,,,,,
2020-04-09,29.299999237060547,30.079999923706055,28.25,30.079999923706055,23.63106346130371,1022218,,,,,,,,
2020-04-14,30.049999237060547,30.350000381469727,28.920000076293945,29.860000610351562,23.45823097229004,803290,,,,,,,,
2020-04-15,29.809999465942383,29.889999389648438,27.0,27.0,21.211393356323242,1174092,,,,,,,,
2020-04-16,27.100000381469727,28.170000076293945,25.329999923706055,25.329999923706055,19.89942741394043,1304145,,,,,,,,
2020-04-17,25.770000457763672,26.68000030517578,25.600000381469727,26.3700008392334,20.716461181640625,1002875,,,,,,,,
2020-04-20,26.450000762939453,26.6299991607666,25.299999237060547,25.979999542236328,20.410072326660156,746807,,,,,,,,
2020-04-21,25.969999313354492,25.979999542236328,24.43000030517578,24.43000030517578,19.192378997802734,696485,,,,,,,,
2020-04-22,24.90999984741211,25.190000534057617,23.75,24.649999618530273,19.365217208862305,628572,,,,,,,,
2020-04-23,24.65999984741211,26.100000381469727,24.649999618530273,26.100000381469727,20.50434684753418,1021728,,,,,,,,
2020-04-24,25.65999984741211,27.709999084472656,25.350000381469727,26.899999618530273,21.132831573486328,2234933,,,,,,,,
2020-04-27,27.5,27.700000762939453,26.520000457763672,27.149999618530273,21.32923126220703,587478,,,,,,,,
2020-04-28,27.200000762939453,27.940000534057617,27.09000015258789,27.350000381469727,21.486356735229492,684537,,,,,,,,
2020-04-29,26.5,28.8700008392334,25.799999237060547,28.68000030517578,22.531213760375977,1341686,,,,,,,,
2020-04-30,28.709999084472656,28.799999237060547,26.950000762939453,27.1299991607666,21.31352424621582,890161,,,,,,,,
2020-05-04,26.899999618530273,27.459999084472656,25.670000076293945,25.670000076293945,20.166534423828125,967007,,,,,,,,
2020-05-05,26.100000381469727,26.639999389648438,25.729999542236328,25.81999969482422,20.284378051757812,911323,,,,,,,,
2020-05-06,25.729999542236328,25.81999969482422,24.809999465942383,24.850000381469727,19.522336959838867,871335,,,,,,,,
2020-05-07,25.0,25.59000015258789,24.860000610351562,25.420000076293945,19.97013282775879,471275,,,,,,,,
2020-05-08,25.719999313354492,26.43000030517578,25.690000534057617,26.239999771118164,20.61433219909668,362093,,,,,,,,
2020-05-11,26.700000762939453,26.860000610351562,25.719999313354492,26.229999542236328,20.606477737426758,698288,,,,,,,,
2020-05-12,26.09000015258789,26.110000610351562,25.56999969482422,25.670000076293945,20.166534423828125,434843,,,,,,,,
2020-05-13,25.5,25.5,23.510000228881836,23.690000534057617,18.611032485961914,1145562,,,,,,,,
2020-05-14,23.440000534057617,24.219999313354492,23.18000030517578,24.139999389648438,18.964555740356445,819177,,,,,,,,
2020-05-15,24.299999237060547,25.360000610351562,24.020000457763672,25.260000228881836,19.844438552856445,749524,,,,,,,,
2020-05-18,25.40999984741211,25.93000030517578,25.25,25.8700008392334,20.323659896850586,719313,,,,,,,,
2020-05-19,26.0,26.229999542236328,24.75,24.959999084472656,19.608755111694336,1148833,,,,,,,,
2020-05-20,24.8700008392334,25.540000915527344,23.760000228881836,25.510000228881836,20.04083824157715,1031098,,,,,,,,
2020-05-21,25.31999969482422,25.420000076293945,24.280000686645508,24.280000686645508,19.074542999267578,807317,,,,,,,,
2020-05-22,23.989999771118164,25.1299991607666,23.549999237060547,24.610000610351562,19.333791732788086,778404,,,,,,,,
2020-05-25,24.920000076293945,25.1200008392334,24.559999465942383,25.1200008392334,19.734453201293945,410474,,,,,,,,
2020-05-26,25.3799991607666,26.489999771118164,25.260000228881836,25.700000762939453,20.19010353088379,843836,,,,,,,,
2020-05-27,25.65999984741211,27.540000915527344,25.43000030517578,27.540000915527344,21.635622024536133,1354262,,,,,,,,
2020-05-28,27.59000015258789,28.309999465942383,26.540000915527344,26.799999237060547,21.054271697998047,1282566,,,,,,,,
2020-05-29,26.559999465942383,26.809999465942383,25.3700008392334,25.520000457763672,20.048696517944336,1399686,,,,,,,,
2020-06-01,26.030000686645508,27.68000030517578,25.989999771118164,27.600000381469727,21.682758331298828,1112451,,,,,,,,
2020-06-02,27.690000534057617,28.790000915527344,27.420000076293945,28.489999771118164,22.381946563720703,1482385,,,,,,,,
2020-06-03,28.860000610351562,29.690000534057617,28.59000015258789,29.56999969482422,23.230403900146484,1349666,,,,,,,,
2020-06-04,29.459999084472656,30.889999389648438,28.899999618530273,30.510000228881836,23.968873977661133,1757539,,,,,,,,
2020-06-05,30.889999389648438,32.2400016784668,30.68000030517578,31.950000762939453,25.100149154663086,1570660,,,,,,,,
2020-06-08,31.709999084472656,32.970001220703125,31.559999465942383,32.52000045776367,25.547943115234375,1151108,,,,,,,,
2020-06-09,32.70000076293945,32.720001220703125,31.170000076293945,31.559999465942383,24.793760299682617,996254,,,,,,,,
2020-06-10,31.540000915527344,32.04999923706055,30.290000915527344,30.639999389648438,24.071002960205078,913136,,,,,,,,
2020-06-11,30.030000686645508,30.670000076293945,28.8700008392334,28.8700008392334,22.680479049682617,1314229,,,,,,,,
2020-06-12,28.709999084472656,30.440000534057617,28.260000228881836,29.600000381469727,23.253971099853516,1164226,,,,,,,,
2020-06-15,28.959999084472656,29.459999084472656,28.049999237060547,29.309999465942383,23.02614402770996,1156967,,,,,,,,
2020-06-16,30.0,30.649999618530273,29.270000457763672,30.059999465942383,23.6153507232666,1337198,,,,,,,,
2020-06-17,29.899999618530273,30.350000381469727,29.3700008392334,29.649999618530273,23.293251037597656,1238353,,,,,,,,
2020-06-18,29.43000030517578,29.809999465942383,28.81999969482422,29.559999465942383,23.22254753112793,741628,,,,,,,,
