date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'ECL')","('high', 'ECL')","('low', 'ECL')","('close', 'ECL')","('adj_close', 'ECL')","('volume', 'ECL')","('currency', '')"
2020-05-01,190.2100067138672,191.22000122070312,187.83999633789062,190.0,178.67626953125,1356600,,,,,,,,
2020-05-04,188.94000244140625,191.8000030517578,185.85000610351562,191.52000427246094,180.105712890625,1101800,,,,,,,,
2020-05-05,195.3699951171875,196.69000244140625,192.92999267578125,193.32000732421875,181.79840087890625,1092700,,,,,,,,
2020-05-06,193.25,196.5,192.22000122070312,193.02999877929688,181.5256805419922,1185300,,,,,,,,
2020-05-07,196.25,197.02999877929688,193.47999572753906,194.1199951171875,182.55075073242188,1014400,,,,,,,,
2020-05-08,197.0,198.44000244140625,194.86000061035156,197.75999450683594,185.97378540039062,1052600,,,,,,,,
2020-05-11,195.9199981689453,196.8000030517578,193.49000549316406,196.0800018310547,184.39398193359375,1193000,,,,,,,,
2020-05-12,196.92999267578125,197.9600067138672,194.17999267578125,194.1999969482422,182.62600708007812,919100,,,,,,,,
2020-05-13,193.3000030517578,194.4600067138672,190.13999938964844,191.97000122070312,180.52891540527344,1433000,,,,,,,,
2020-05-14,189.6999969482422,192.64999389648438,186.22999572753906,192.44000244140625,180.97088623046875,1748900,,,,,,,,
2020-05-15,190.8000030517578,195.3300018310547,189.35000610351562,194.75,183.14320373535156,3032000,,,,,,,,
2020-05-18,200.0,206.97999572753906,199.52999877929688,204.88999938964844,192.67889404296875,3021800,,,,,,,,
2020-05-19,204.39999389648438,205.85000610351562,201.08999633789062,201.24000549316406,189.2464141845703,2594400,,,,,,,,
2020-05-20,205.0,208.0800018310547,201.77000427246094,202.4499969482422,190.38430786132812,3473400,,,,,,,,
2020-05-21,202.8300018310547,203.92999267578125,199.6999969482422,200.39999389648438,188.4564666748047,3440600,,,,,,,,
2020-05-22,200.10000610351562,201.57000732421875,199.02000427246094,200.5,188.55052185058594,1656100,,,,,,,,
2020-05-26,204.17999267578125,207.94000244140625,202.1999969482422,204.58999633789062,192.39675903320312,5241700,,,,,,,,
2020-05-27,207.02000427246094,207.63999938964844,202.35000610351562,207.35000610351562,194.9922637939453,10254900,,,,,,,,
2020-05-28,210.02000427246094,212.7899932861328,205.1300048828125,211.41000366210938,198.810302734375,14058400,,,,,,,,
2020-05-29,211.3800048828125,216.91000366210938,208.1999969482422,212.5800018310547,199.91058349609375,21059600,,,,,,,,
2020-06-01,212.66000366210938,213.0399932861328,207.8300018310547,209.0500030517578,196.59095764160156,24301200,,,,,,,,
2020-06-02,209.30999755859375,220.38999938964844,209.30999755859375,212.13999938964844,199.4967803955078,38401500,,,,,,,,
2020-06-03,215.6300048828125,221.7899932861328,215.07000732421875,220.86000061035156,207.6970672607422,27343300,,,,,,,,
2020-06-04,219.1699981689453,222.13999938964844,217.11000061035156,222.0,208.7691650390625,5127500,,,,,,,,
2020-06-05,225.14999389648438,231.36000061035156,224.9499969482422,229.55999755859375,215.87857055664062,14131100,,,,,,,,
2020-06-08,228.3300018310547,230.60000610351562,225.5500030517578,230.11000061035156,216.39581298828125,5622300,,,,,,,,
2020-06-09,226.9199981689453,229.2100067138672,225.88999938964844,226.7100067138672,213.19842529296875,9422300,,,,,,,,
2020-06-10,227.83999633789062,228.4499969482422,223.69000244140625,225.91000366210938,212.44610595703125,4439400,,,,,,,,
2020-06-11,219.8800048828125,220.64999389648438,201.8699951171875,202.5399932861328,190.46893310546875,2292000,,,,,,,,
2020-06-12,208.5800018310547,210.39999389648438,199.19000244140625,204.05999755859375,191.89834594726562,2066500,,,,,,,,
2020-06-15,198.72999572753906,200.8000030517578,196.69000244140625,199.88999938964844,188.4108123779297,3616200,,,,,,,,
2020-06-16,208.05999755859375,208.47000122070312,203.17999267578125,206.22999572753906,194.38670349121094,1848400,,,,,,,,
2020-06-17,207.75999450683594,207.75999450683594,203.63999938964844,205.05999755859375,193.28392028808594,1421000,,,,,,,,
2020-06-18,204.33999633789062,205.97000122070312,203.11000061035156,205.24000549316406,193.45358276367188,1374400,,,,,,,,
2020-06-19,209.44000244140625,209.94000244140625,199.41000366210938,199.75,188.2788543701172,2531800,,,,,,,,
2020-06-22,199.0800018310547,202.47000122070312,196.52000427246094,201.64999389648438,190.0697479248047,1211700,,,,,,,,
2020-06-23,203.05999755859375,204.55999755859375,199.72000122070312,199.80999755859375,188.33541870117188,1004100,,,,,,,,
2020-06-24,198.50999450683594,198.86000061035156,196.52999877929688,196.6699981689453,185.37571716308594,1296200,,,,,,,,
2020-06-25,195.49000549316406,196.7100067138672,192.3000030517578,196.02999877929688,184.77247619628906,1098500,,,,,,,,
2020-06-26,197.14999389648438,199.92999267578125,190.97999572753906,191.75,180.73828125,3866400,,,,,,,,
2020-06-29,194.47000122070312,196.42999267578125,192.58999633789062,195.6199951171875,184.3860321044922,1030400,,,,,,,,
2020-06-30,196.33999633789062,199.77999877929688,194.6999969482422,198.9499969482422,187.52479553222656,1302000,,,,,,,,
2020-07-01,199.22000122070312,201.27000427246094,197.7100067138672,200.24000549316406,188.74072265625,1470200,,,,,,,,
2020-07-02,202.9600067138672,204.14999389648438,200.14999389648438,200.89999389648438,189.36279296875,1727300,,,,,,,,
2020-07-06,203.3300018310547,204.52000427246094,197.86000061035156,201.72999572753906,190.14511108398438,1972400,,,,,,,,
2020-07-07,200.2899932861328,203.7899932861328,200.0,202.94000244140625,191.28565979003906,1475700,,,,,,,,
2020-07-08,202.13999938964844,203.2100067138672,194.0,196.77000427246094,185.47000122070312,1939200,,,,,,,,
2020-07-09,197.64999389648438,198.63999938964844,194.5399932861328,197.5,186.1580810546875,1229200,,,,,,,,
2020-07-10,197.50999450683594,201.22000122070312,196.27000427246094,200.66000366210938,189.13662719726562,886200,,,,,,,,
2020-07-13,201.97000122070312,204.77000427246094,199.94000244140625,200.3000030517578,188.7972869873047,1206700,,,,,,,,
2020-07-14,199.33999633789062,204.35000610351562,199.0,204.13999938964844,192.4167938232422,803100,,,,,,,,
2020-07-15,206.1300048828125,208.5399932861328,205.30999755859375,207.89999389648438,195.96084594726562,917800,,,,,,,,
2020-07-16,207.0,210.02000427246094,206.7899932861328,208.2899932861328,196.32843017578125,838300,,,,,,,,
2020-07-17,209.00999450683594,210.9199981689453,208.3699951171875,210.36000061035156,198.27955627441406,826300,,,,,,,,
2020-07-20,209.8699951171875,211.52999877929688,208.41000366210938,209.85000610351562,197.798828125,1297900,,,,,,,,
2020-07-21,210.4199981689453,211.17999267578125,207.19000244140625,207.64999389648438,195.7251739501953,852100,,,,,,,,
2020-07-22,207.60000610351562,210.55999755859375,207.16000366210938,210.32000732421875,198.24185180664062,633900,,,,,,,,
2020-07-23,210.91000366210938,212.6699981689453,208.7899932861328,209.5399932861328,197.50662231445312,764700,,,,,,,,
2020-07-24,209.02000427246094,210.19000244140625,207.85000610351562,210.05999755859375,197.9967803955078,702300,,,,,,,,
2020-07-27,210.1300048828125,213.41000366210938,208.57000732421875,212.0399932861328,199.8630828857422,896800,,,,,,,,
2020-07-28,205.5,205.5,193.30999755859375,193.72000122070312,182.59512329101562,2566900,,,,,,,,
2020-07-29,193.25999450683594,196.24000549316406,193.14999389648438,194.8300018310547,183.6414337158203,2339900,,,,,,,,
2020-07-30,192.1300048828125,193.64999389648438,189.35000610351562,191.0500030517578,180.0784454345703,1447500,,,,,,,,
2020-07-31,190.35000610351562,191.1999969482422,183.27999877929688,187.0800018310547,176.3365020751953,1797400,,,,,,,,
2020-08-03,188.00999450683594,189.1199951171875,184.3000030517578,184.41000366210938,173.81982421875,1586800,,,,,,,,
2020-08-04,184.42999267578125,190.60000610351562,183.0399932861328,189.30999755859375,178.43841552734375,2265900,,,,,,,,
2020-08-05,190.25999450683594,193.97999572753906,190.25999450683594,191.94000244140625,180.91737365722656,1588600,,,,,,,,
2020-08-06,192.3800048828125,195.1199951171875,191.00999450683594,194.1999969482422,183.04759216308594,1378500,,,,,,,,
2020-08-07,194.0,196.08999633789062,192.27000427246094,194.89999389648438,183.70742797851562,1354900,,,,,,,,
2020-08-10,194.97000122070312,197.22999572753906,194.2100067138672,195.3000030517578,184.08441162109375,761100,,,,,,,,
2020-08-11,198.6199951171875,199.97999572753906,195.61000061035156,196.22000122070312,184.9515838623047,786100,,,,,,,,
2020-08-12,197.5,199.92999267578125,197.2899932861328,198.69000244140625,187.27975463867188,850000,,,,,,,,
2020-08-13,196.77000427246094,198.91000366210938,195.9499969482422,196.5500030517578,185.26260375976562,618200,,,,,,,,
2020-08-14,196.07000732421875,196.83999633789062,193.86000061035156,194.7100067138672,183.52830505371094,630900,,,,,,,,
2020-08-17,195.77000427246094,197.38999938964844,193.72999572753906,194.85000610351562,183.66024780273438,637700,,,,,,,,
2020-08-18,195.41000366210938,195.80999755859375,193.5800018310547,194.3699951171875,183.20782470703125,619900,,,,,,,,
2020-08-19,195.39999389648438,196.0399932861328,193.85000610351562,194.05999755859375,182.91561889648438,688100,,,,,,,,
2020-08-20,192.16000366210938,194.77999877929688,192.16000366210938,194.41000366210938,183.24551391601562,508100,,,,,,,,
2020-08-21,194.64999389648438,195.36000061035156,193.02999877929688,194.85000610351562,183.66024780273438,704300,,,,,,,,
2020-08-24,196.5800018310547,198.5,196.11000061035156,197.52000427246094,186.1769256591797,578000,,,,,,,,
2020-08-25,197.92999267578125,199.3699951171875,195.74000549316406,195.99000549316406,184.73477172851562,664100,,,,,,,,
2020-08-26,195.75,198.27000427246094,195.42999267578125,197.11000061035156,185.79043579101562,783800,,,,,,,,
2020-08-27,197.61000061035156,199.89999389648438,197.58999633789062,197.67999267578125,186.3277130126953,869000,,,,,,,,
2020-08-28,197.8800048828125,200.6699981689453,196.60000610351562,200.5,188.98582458496094,748800,,,,,,,,
2020-08-31,200.5,200.99000549316406,196.9600067138672,197.0800018310547,185.76223754882812,826100,,,,,,,,
2020-09-01,196.6199951171875,201.66000366210938,195.7899932861328,201.66000366210938,190.07916259765625,1124900,,,,,,,,
2020-09-02,201.25,209.6699981689453,201.25,209.17999267578125,197.1672821044922,1372800,,,,,,,,
2020-09-03,208.52999877929688,209.38999938964844,202.17999267578125,204.83999633789062,193.07656860351562,2042300,,,,,,,,
2020-09-04,204.85000610351562,206.82000732421875,202.8699951171875,204.75999450683594,193.0011444091797,1632800,,,,,,,,
2020-09-08,202.8699951171875,203.2899932861328,195.1699981689453,197.8800048828125,186.51625061035156,1322700,,,,,,,,
2020-09-09,200.1999969482422,205.08999633789062,199.9600067138672,203.0,191.3422393798828,1342700,,,,,,,,
2020-09-10,204.24000549316406,205.6199951171875,201.4600067138672,201.8699951171875,190.27711486816406,828600,,,,,,,,
2020-09-11,203.63999938964844,204.86000061035156,202.13999938964844,203.60000610351562,191.90777587890625,1012500,,,,,,,,
2020-09-14,205.49000549316406,207.02999877929688,204.39999389648438,204.88999938964844,193.57057189941406,1029500,,,,,,,,
2020-09-15,206.6699981689453,208.3300018310547,205.97999572753906,206.6300048828125,195.2144012451172,1433300,,,,,,,,
2020-09-16,208.0,209.5399932861328,207.64999389648438,207.82000732421875,196.3386993408203,1574000,,,,,,,,
2020-09-17,205.97000122070312,208.49000549316406,204.9199981689453,207.5,196.03634643554688,1343900,,,,,,,,
2020-09-18,207.0500030517578,208.1999969482422,203.80999755859375,204.02000427246094,192.7486114501953,1910000,,,,,,,,
2020-09-21,199.94000244140625,200.97000122070312,195.88999938964844,198.47000122070312,187.50515747070312,744500,,,,,,,,
2020-09-22,199.3699951171875,200.4600067138672,198.4499969482422,199.16000366210938,188.15708923339844,913300,,,,,,,,
2020-09-23,199.27000427246094,200.0,194.6999969482422,195.1999969482422,184.41586303710938,1131500,,,,,,,,
2020-09-24,194.11000061035156,197.3699951171875,192.4199981689453,194.61000061035156,183.8584442138672,961700,,,,,,,,
2020-09-25,193.7100067138672,196.72000122070312,193.0,196.02999877929688,185.20001220703125,1021300,,,,,,,,
2020-09-28,199.91000366210938,201.44000244140625,197.69000244140625,198.27000427246094,187.31625366210938,1316000,,,,,,,,
2020-09-29,199.0,199.25999450683594,196.82000732421875,197.4499969482422,186.54150390625,776900,,,,,,,,
2020-09-30,198.69000244140625,201.6300048828125,198.0800018310547,199.83999633789062,188.79949951171875,1390400,,,,,,,,
2020-10-01,201.77999877929688,203.75,196.1199951171875,197.0800018310547,186.1920166015625,1192800,,,,,,,,
2020-10-02,195.07000732421875,199.83999633789062,194.5,198.05999755859375,187.11782836914062,1162000,,,,,,,,
2020-10-05,200.47999572753906,202.2899932861328,199.08999633789062,199.38999938964844,188.3743896484375,1295500,,,,,,,,
2020-10-06,200.0,201.89999389648438,196.19000244140625,196.42999267578125,185.5779266357422,1284300,,,,,,,,
2020-10-07,199.63999938964844,203.27999877929688,199.57000732421875,201.39999389648438,190.27333068847656,1357100,,,,,,,,
2020-10-08,203.33999633789062,203.47000122070312,201.32000732421875,201.4600067138672,190.3300323486328,842000,,,,,,,,
2020-10-09,203.63999938964844,204.72000122070312,202.91000366210938,203.16000366210938,191.9361114501953,670800,,,,,,,,
2020-10-12,204.35000610351562,206.17999267578125,201.97000122070312,202.72999572753906,191.5298614501953,1249000,,,,,,,,
2020-10-13,202.11000061035156,204.49000549316406,200.85000610351562,201.0500030517578,189.9426727294922,990400,,,,,,,,
2020-10-14,201.36000061035156,203.41000366210938,201.1199951171875,201.30999755859375,190.1883544921875,668100,,,,,,,,
2020-10-15,198.7899932861328,203.19000244140625,197.94000244140625,201.44000244140625,190.31114196777344,1054300,,,,,,,,
2020-10-16,202.52999877929688,206.8000030517578,202.16000366210938,204.52999877929688,193.23040771484375,1070600,,,,,,,,
2020-10-19,205.3000030517578,206.02999877929688,200.7899932861328,201.7899932861328,190.64173889160156,993900,,,,,,,,
2020-10-20,202.17999267578125,205.25,201.89999389648438,203.00999450683594,191.79440307617188,887200,,,,,,,,
2020-10-21,202.2899932861328,206.2100067138672,202.2899932861328,203.2100067138672,191.98333740234375,1039900,,,,,,,,
2020-10-22,203.27999877929688,205.8300018310547,202.3699951171875,204.8699951171875,193.55162048339844,689800,,,,,,,,
2020-10-23,206.25,207.74000549316406,204.0399932861328,204.8699951171875,193.55162048339844,748200,,,,,,,,
2020-10-26,202.4499969482422,203.35000610351562,197.82000732421875,198.1699981689453,187.22178649902344,1148100,,,,,,,,
2020-10-27,200.0,204.49000549316406,189.0399932861328,189.77000427246094,179.28587341308594,2387200,,,,,,,,
2020-10-28,185.9199981689453,189.19000244140625,185.0,185.35000610351562,175.11009216308594,1198900,,,,,,,,
2020-10-29,185.72999572753906,188.39999389648438,184.02000427246094,186.94000244140625,176.6122283935547,1206000,,,,,,,,
2020-10-30,185.63999938964844,188.30999755859375,181.25,183.58999633789062,173.44728088378906,1159000,,,,,,,,
2020-11-02,186.58999633789062,192.5800018310547,186.58999633789062,188.85000610351562,178.4167022705078,941500,,,,,,,,
2020-11-03,191.05999755859375,194.27000427246094,189.66000366210938,192.61000061035156,181.96897888183594,966500,,,,,,,,
2020-11-04,192.97999572753906,194.8699951171875,190.1300048828125,191.88999938964844,181.28871154785156,837100,,,,,,,,
2020-11-05,195.25,198.02000427246094,194.44000244140625,196.4199981689453,185.56849670410156,917400,,,,,,,,
2020-11-06,198.49000549316406,200.82000732421875,196.7100067138672,199.38999938964844,188.3743896484375,914800,,,,,,,,
2020-11-09,210.0,220.2100067138672,208.85000610351562,216.89999389648438,204.9169921875,2693800,,,,,,,,
2020-11-10,219.47000122070312,220.61000061035156,210.8300018310547,212.22999572753906,200.50503540039062,1829300,,,,,,,,
2020-11-11,213.39999389648438,213.8800048828125,207.72000122070312,209.8300018310547,198.23760986328125,1077900,,,,,,,,
2020-11-12,209.8800048828125,209.8800048828125,201.11000061035156,203.47999572753906,192.23846435546875,1180500,,,,,,,,
2020-11-13,205.22999572753906,208.7100067138672,204.9600067138672,208.42999267578125,196.91493225097656,1081700,,,,,,,,
2020-11-16,210.27000427246094,215.02000427246094,209.55999755859375,213.3800048828125,201.59149169921875,839600,,,,,,,,
2020-11-17,211.33999633789062,212.99000549316406,209.89999389648438,212.27000427246094,200.5427703857422,874000,,,,,,,,
2020-11-18,213.1300048828125,213.38999938964844,209.44000244140625,209.44000244140625,197.86920166015625,828300,,,,,,,,
2020-11-19,208.8800048828125,212.58999633789062,207.60000610351562,210.92999267578125,199.27682495117188,802700,,,,,,,,
2020-11-20,210.39999389648438,212.33999633789062,209.75,210.66000366210938,199.02175903320312,847000,,,,,,,,
2020-11-23,212.77999877929688,215.5,212.00999450683594,213.9199981689453,202.10165405273438,730500,,,,,,,,
2020-11-24,216.38999938964844,221.72000122070312,216.38999938964844,219.30999755859375,207.19390869140625,979600,,,,,,,,
2020-11-25,218.39999389648438,220.47999572753906,216.91000366210938,218.02999877929688,205.98455810546875,757800,,,,,,,,
2020-11-27,219.4499969482422,225.3800048828125,218.8300018310547,224.80999755859375,212.3900146484375,792700,,,,,,,,
2020-11-30,222.89999389648438,224.6999969482422,219.4600067138672,222.14999389648438,209.87696838378906,2060500,,,,,,,,
2020-12-01,224.97000122070312,226.32000732421875,221.58999633789062,224.02000427246094,211.64366149902344,997000,,,,,,,,
2020-12-02,223.38999938964844,224.5399932861328,218.9499969482422,219.13999938964844,207.0332489013672,898600,,,,,,,,
2020-12-03,219.1699981689453,223.80999755859375,219.00999450683594,219.75,207.60955810546875,992700,,,,,,,,
2020-12-04,221.1999969482422,225.86000061035156,221.1999969482422,225.61000061035156,213.14581298828125,781200,,,,,,,,
2020-12-07,224.8699951171875,225.02999877929688,221.75999450683594,222.74000549316406,210.4343719482422,794600,,,,,,,,
2020-12-08,222.60000610351562,224.60000610351562,221.9499969482422,224.41000366210938,212.01210021972656,712700,,,,,,,,
2020-12-09,225.22999572753906,226.55999755859375,222.9600067138672,225.89999389648438,213.41981506347656,734200,,,,,,,,
2020-12-10,225.22999572753906,227.2899932861328,222.66000366210938,223.0800018310547,210.755615234375,924000,,,,,,,,
2020-12-11,221.92999267578125,224.5,220.27999877929688,221.25,209.0266571044922,734500,,,,,,,,
