date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'GTN-A')","('high', 'GTN-A')","('low', 'GTN-A')","('close', 'GTN-A')","('adj_close', 'GTN-A')","('volume', 'GTN-A')","('currency', '')"
2020-01-02,19.8700008392334,19.8700008392334,19.8700008392334,19.8700008392334,16.940486907958984,0,,,,,,,,
2020-01-03,19.729999542236328,19.729999542236328,19.579999923706055,19.579999923706055,16.6932430267334,800,,,,,,,,
2020-01-06,19.579999923706055,19.579999923706055,19.579999923706055,19.579999923706055,16.6932430267334,0,,,,,,,,
2020-01-07,19.579999923706055,19.579999923706055,19.579999923706055,19.579999923706055,16.6932430267334,0,,,,,,,,
2020-01-08,20.350000381469727,20.350000381469727,20.350000381469727,20.350000381469727,17.3497257232666,200,,,,,,,,
2020-01-09,20.350000381469727,20.450000762939453,20.239999771118164,20.450000762939453,17.434978485107422,1200,,,,,,,,
2020-01-10,20.5,20.5,19.84000015258789,19.8700008392334,16.940486907958984,800,,,,,,,,
2020-01-13,19.8700008392334,19.8700008392334,19.8700008392334,19.8700008392334,16.940486907958984,0,,,,,,,,
2020-01-14,19.8700008392334,19.8700008392334,19.8700008392334,19.8700008392334,16.940486907958984,0,,,,,,,,
2020-01-15,21.850000381469727,21.850000381469727,20.639999389648438,20.719999313354492,17.665170669555664,600,,,,,,,,
2020-01-16,20.719999313354492,20.719999313354492,20.719999313354492,20.719999313354492,17.665170669555664,0,,,,,,,,
2020-01-17,21.299999237060547,21.299999237060547,21.299999237060547,21.299999237060547,18.159664154052734,600,,,,,,,,
2020-01-21,19.18000030517578,19.75,18.969999313354492,19.75,16.838180541992188,700,,,,,,,,
2020-01-22,20.850000381469727,21.030000686645508,20.850000381469727,21.030000686645508,17.929468154907227,2700,,,,,,,,
2020-01-23,21.25,21.25,20.6200008392334,20.649999618530273,17.605493545532227,1300,,,,,,,,
2020-01-24,20.75,21.350000381469727,19.8799991607666,20.0,17.05132484436035,3100,,,,,,,,
2020-01-27,19.850000381469727,19.93000030517578,19.610000610351562,19.610000610351562,16.718822479248047,2800,,,,,,,,
2020-01-28,19.610000610351562,19.610000610351562,19.610000610351562,19.610000610351562,16.718822479248047,0,,,,,,,,
2020-01-29,19.549999237060547,19.549999237060547,18.950000762939453,18.950000762939453,16.1561336517334,3500,,,,,,,,
2020-01-30,18.950000762939453,18.950000762939453,18.950000762939453,18.950000762939453,16.1561336517334,0,,,,,,,,
2020-01-31,19.139999389648438,19.25,19.139999389648438,19.25,16.411903381347656,2300,,,,,,,,
2020-02-03,19.559999465942383,19.600000381469727,19.559999465942383,19.600000381469727,16.710296630859375,400,,,,,,,,
2020-02-04,19.75,19.75,19.75,19.75,16.838180541992188,100,,,,,,,,
2020-02-05,19.75,19.75,19.75,19.75,16.838180541992188,0,,,,,,,,
2020-02-06,19.75,19.75,19.75,19.75,16.838180541992188,0,,,,,,,,
2020-02-07,19.75,19.75,19.75,19.75,16.838180541992188,0,,,,,,,,
2020-02-10,19.75,19.75,19.75,19.75,16.838180541992188,0,,,,,,,,
2020-02-11,19.75,19.75,19.75,19.75,16.838180541992188,0,,,,,,,,
2020-02-12,20.170000076293945,20.170000076293945,20.170000076293945,20.170000076293945,17.19626235961914,600,,,,,,,,
2020-02-13,20.350000381469727,20.399999618530273,19.059999465942383,19.200000762939453,16.36927604675293,7100,,,,,,,,
2020-02-14,19.700000762939453,20.600000381469727,19.700000762939453,20.600000381469727,17.5628604888916,2100,,,,,,,,
2020-02-18,20.209999084472656,20.399999618530273,20.200000762939453,20.299999237060547,17.307092666625977,1600,,,,,,,,
2020-02-19,20.6299991607666,21.0,20.6299991607666,20.6299991607666,17.588441848754883,4000,,,,,,,,
2020-02-20,20.6299991607666,20.850000381469727,20.239999771118164,20.239999771118164,17.255939483642578,2900,,,,,,,,
2020-02-21,20.200000762939453,20.200000762939453,19.020000457763672,19.020000457763672,16.215808868408203,600,,,,,,,,
