date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'H')","('high', 'H')","('low', 'H')","('close', 'H')","('adj_close', 'H')","('volume', 'H')","('currency', '')"
2020-01-02,90.08999633789062,90.56999969482422,88.83999633789062,89.16999816894531,87.88116455078125,526000,,,,,,,,
2020-01-03,88.2699966430664,89.05999755859375,88.0999984741211,88.9000015258789,87.61508178710938,459900,,,,,,,,
2020-01-06,88.0999984741211,88.36000061035156,87.31999969482422,87.58999633789062,86.3239974975586,806700,,,,,,,,
2020-01-07,87.30000305175781,87.94999694824219,86.38999938964844,86.54000091552734,85.28916931152344,779300,,,,,,,,
2020-01-08,86.47000122070312,88.08999633789062,86.1500015258789,87.6500015258789,86.38314056396484,571500,,,,,,,,
2020-01-09,88.26000213623047,88.44000244140625,87.22000122070312,87.3499984741211,86.08748626708984,515400,,,,,,,,
2020-01-10,87.33000183105469,87.33000183105469,85.77999877929688,86.05999755859375,84.81613159179688,670100,,,,,,,,
2020-01-13,86.20999908447266,86.86000061035156,86.01000213623047,86.55999755859375,85.30889892578125,274100,,,,,,,,
2020-01-14,86.41000366210938,87.2699966430664,86.3499984741211,86.76000213623047,85.50601196289062,434300,,,,,,,,
2020-01-15,86.5999984741211,87.22000122070312,86.11000061035156,86.2300033569336,84.98367309570312,323200,,,,,,,,
2020-01-16,86.66999816894531,87.69999694824219,86.66999816894531,87.56999969482422,86.30428314208984,467300,,,,,,,,
2020-01-17,87.88999938964844,88.80000305175781,87.80000305175781,88.19000244140625,86.91534423828125,356500,,,,,,,,
2020-01-21,87.18000030517578,87.4000015258789,85.33999633789062,85.7699966430664,84.53031158447266,801700,,,,,,,,
2020-01-22,86.08999633789062,87.81999969482422,85.91999816894531,86.0,84.75698852539062,689800,,,,,,,,
2020-01-23,85.0,86.11000061035156,84.12999725341797,85.79000091552734,84.55003356933594,679300,,,,,,,,
2020-01-24,85.93000030517578,86.0,83.37999725341797,84.19999694824219,82.9830093383789,599300,,,,,,,,
2020-01-27,81.16000366210938,84.04000091552734,81.16000366210938,83.61000061035156,82.40153503417969,1112700,,,,,,,,
2020-01-28,84.22000122070312,85.0,83.95999908447266,84.76000213623047,83.53491973876953,732200,,,,,,,,
2020-01-29,85.0999984741211,85.9800033569336,84.8499984741211,85.33999633789062,84.10652923583984,391100,,,,,,,,
2020-01-30,84.05999755859375,85.94999694824219,83.9000015258789,85.91999816894531,84.67814636230469,979600,,,,,,,,
2020-01-31,85.55000305175781,85.68000030517578,84.29000091552734,84.54000091552734,83.3180923461914,1055100,,,,,,,,
2020-02-03,85.12999725341797,87.13999938964844,85.12999725341797,85.94999694824219,84.70771789550781,942500,,,,,,,,
2020-02-04,87.48999786376953,88.87999725341797,87.41000366210938,88.02999877929688,86.75764465332031,715900,,,,,,,,
2020-02-05,89.08000183105469,90.13999938964844,88.58999633789062,90.13999938964844,88.837158203125,932400,,,,,,,,
2020-02-06,90.6500015258789,90.6500015258789,88.70999908447266,88.97000122070312,87.68406677246094,529100,,,,,,,,
2020-02-07,88.2300033569336,88.77999877929688,87.58999633789062,88.01000213623047,86.7379379272461,972400,,,,,,,,
2020-02-10,87.48999786376953,88.7300033569336,87.01000213623047,88.69999694824219,87.41797637939453,1064800,,,,,,,,
2020-02-11,89.2699966430664,90.76000213623047,88.31999969482422,88.4800033569336,87.2011489868164,516100,,,,,,,,
2020-02-12,88.94999694824219,89.7300033569336,88.4000015258789,88.9800033569336,87.69391632080078,512100,,,,,,,,
2020-02-13,88.11000061035156,88.72000122070312,87.54000091552734,87.75,86.48170471191406,406300,,,,,,,,
2020-02-14,87.9000015258789,88.30000305175781,87.01000213623047,87.94000244140625,86.66895294189453,369200,,,,,,,,
2020-02-18,88.04000091552734,88.80999755859375,87.9800033569336,88.68000030517578,87.39825439453125,816100,,,,,,,,
2020-02-19,88.66999816894531,90.63999938964844,88.58000183105469,89.94000244140625,88.64004516601562,747700,,,,,,,,
