date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'GLPGF')","('high', 'GLPGF')","('low', 'GLPGF')","('close', 'GLPGF')","('adj_close', 'GLPGF')","('volume', 'GLPGF')","('currency', '')"
2020-03-13,168.75,168.75,161.69000244140625,161.69000244140625,161.69000244140625,100,,,,,,,,
2020-03-16,161.69000244140625,161.69000244140625,161.69000244140625,161.69000244140625,161.69000244140625,0,,,,,,,,
2020-03-17,153.25,155.61000061035156,153.25,155.61000061035156,155.61000061035156,100,,,,,,,,
2020-03-18,140.0,144.5,140.0,144.0,144.0,1400,,,,,,,,
2020-03-19,144.0,144.0,144.0,144.0,144.0,0,,,,,,,,
2020-03-20,155.8000030517578,155.8000030517578,152.0,152.0,152.0,100,,,,,,,,
2020-03-23,152.0,152.0,152.0,152.0,152.0,0,,,,,,,,
2020-03-24,156.27000427246094,156.27000427246094,150.25,150.25,150.25,100,,,,,,,,
2020-03-25,175.0,175.0,175.0,175.0,175.0,100,,,,,,,,
2020-03-26,175.0,175.0,175.0,175.0,175.0,0,,,,,,,,
2020-03-27,180.25,180.25,180.25,180.25,180.25,100,,,,,,,,
2020-03-30,180.25,180.25,180.25,180.25,180.25,0,,,,,,,,
2020-03-31,199.25,199.25,197.5,197.5,197.5,100,,,,,,,,
2020-04-01,187.0,190.10000610351562,187.0,190.10000610351562,190.10000610351562,400,,,,,,,,
2020-04-02,190.10000610351562,190.10000610351562,190.10000610351562,190.10000610351562,190.10000610351562,0,,,,,,,,
2020-04-03,188.08999633789062,188.08999633789062,188.08999633789062,188.08999633789062,188.08999633789062,100,,,,,,,,
2020-04-06,197.5,198.0,197.5,198.0,198.0,100,,,,,,,,
2020-04-07,194.0,194.0,194.0,194.0,194.0,100,,,,,,,,
2020-04-08,194.0,194.0,194.0,194.0,194.0,0,,,,,,,,
2020-04-09,194.0,194.0,194.0,194.0,194.0,0,,,,,,,,
2020-04-13,194.0,194.0,194.0,194.0,194.0,0,,,,,,,,
2020-04-14,211.0,211.77000427246094,211.0,211.77000427246094,211.77000427246094,100,,,,,,,,
2020-04-15,211.77000427246094,211.77000427246094,211.77000427246094,211.77000427246094,211.77000427246094,0,,,,,,,,
2020-04-16,204.25,204.25,204.25,204.25,204.25,100,,,,,,,,
2020-04-17,209.0,209.0,209.0,209.0,209.0,100,,,,,,,,
2020-04-20,209.0,209.0,209.0,209.0,209.0,0,,,,,,,,
2020-04-21,212.0,212.0,212.0,212.0,212.0,100,,,,,,,,
2020-04-22,210.0,210.0,208.5,208.5,208.5,100,,,,,,,,
2020-04-23,208.5,208.5,208.5,208.5,208.5,0,,,,,,,,
2020-04-24,210.66000366210938,210.66000366210938,210.66000366210938,210.66000366210938,210.66000366210938,100,,,,,,,,
2020-04-27,214.99000549316406,214.99000549316406,214.99000549316406,214.99000549316406,214.99000549316406,100,,,,,,,,
2020-04-28,214.99000549316406,214.99000549316406,214.99000549316406,214.99000549316406,214.99000549316406,0,,,,,,,,
2020-04-29,214.99000549316406,214.99000549316406,214.99000549316406,214.99000549316406,214.99000549316406,0,,,,,,,,
2020-04-30,218.0,218.0,218.0,218.0,218.0,100,,,,,,,,
2020-05-01,218.0,218.0,218.0,218.0,218.0,0,,,,,,,,
2020-05-04,212.25,212.25,208.0,208.0,208.0,200,,,,,,,,
2020-05-05,208.0,208.0,208.0,208.0,208.0,0,,,,,,,,
2020-05-06,218.0,218.0,218.0,218.0,218.0,100,,,,,,,,
2020-05-07,218.0,218.0,218.0,218.0,218.0,0,,,,,,,,
2020-05-08,218.0,218.0,218.0,218.0,218.0,0,,,,,,,,
2020-05-11,221.36000061035156,221.36000061035156,221.36000061035156,221.36000061035156,221.36000061035156,100,,,,,,,,
2020-05-12,221.36000061035156,221.36000061035156,221.36000061035156,221.36000061035156,221.36000061035156,0,,,,,,,,
2020-05-13,221.5,221.5,221.5,221.5,221.5,100,,,,,,,,
2020-05-14,212.0,212.0,212.0,212.0,212.0,100,,,,,,,,
2020-05-15,212.0,212.0,212.0,212.0,212.0,0,,,,,,,,
2020-05-18,212.0,212.0,212.0,212.0,212.0,0,,,,,,,,
2020-05-19,212.0,212.0,212.0,212.0,212.0,0,,,,,,,,
2020-05-20,223.0,223.0,221.10000610351562,221.10000610351562,221.10000610351562,200,,,,,,,,
2020-05-21,221.10000610351562,221.10000610351562,221.10000610351562,221.10000610351562,221.10000610351562,0,,,,,,,,
2020-05-22,221.10000610351562,221.10000610351562,221.10000610351562,221.10000610351562,221.10000610351562,0,,,,,,,,
2020-05-26,221.10000610351562,221.10000610351562,221.10000610351562,221.10000610351562,221.10000610351562,0,,,,,,,,
2020-05-27,194.0,194.0,194.0,194.0,194.0,100,,,,,,,,
2020-05-28,194.0,194.0,194.0,194.0,194.0,0,,,,,,,,
2020-05-29,203.6999969482422,203.6999969482422,203.6999969482422,203.6999969482422,203.6999969482422,100,,,,,,,,
2020-06-01,203.6999969482422,203.6999969482422,203.6999969482422,203.6999969482422,203.6999969482422,0,,,,,,,,
2020-06-02,203.6999969482422,203.6999969482422,203.6999969482422,203.6999969482422,203.6999969482422,0,,,,,,,,
2020-06-03,203.6999969482422,203.6999969482422,203.6999969482422,203.6999969482422,203.6999969482422,0,,,,,,,,
2020-06-04,196.0,196.0,195.0,195.0,195.0,100,,,,,,,,
2020-06-05,197.1699981689453,197.1699981689453,197.1699981689453,197.1699981689453,197.1699981689453,100,,,,,,,,
2020-06-08,197.1699981689453,197.1699981689453,197.1699981689453,197.1699981689453,197.1699981689453,0,,,,,,,,
2020-06-09,202.0,204.0,202.0,204.0,204.0,100,,,,,,,,
2020-06-10,202.0,202.0,201.0,201.0,201.0,100,,,,,,,,
2020-06-11,198.0,199.0,195.0,199.0,199.0,200,,,,,,,,
2020-06-12,199.0,199.0,199.0,199.0,199.0,0,,,,,,,,
2020-06-15,199.0,199.0,199.0,199.0,199.0,0,,,,,,,,
2020-06-16,201.47999572753906,201.47999572753906,201.47999572753906,201.47999572753906,201.47999572753906,100,,,,,,,,
2020-06-17,201.47999572753906,201.47999572753906,201.47999572753906,201.47999572753906,201.47999572753906,100,,,,,,,,
2020-06-18,204.5,204.5,204.5,204.5,204.5,0,,,,,,,,
2020-06-19,208.0,208.0,208.0,208.0,208.0,100,,,,,,,,
2020-06-22,208.0,208.0,208.0,208.0,208.0,0,,,,,,,,
2020-06-23,208.0,208.0,208.0,208.0,208.0,100,,,,,,,,
2020-06-24,208.0,208.0,208.0,208.0,208.0,0,,,,,,,,
2020-06-25,206.4600067138672,206.4600067138672,203.0,203.0,203.0,100,,,,,,,,
2020-06-26,203.0,203.0,203.0,203.0,203.0,0,,,,,,,,
2020-06-29,203.0,203.0,203.0,203.0,203.0,0,,,,,,,,
2020-06-30,203.0,203.0,203.0,203.0,203.0,0,,,,,,,,
2020-07-01,203.0,203.0,203.0,203.0,203.0,0,,,,,,,,
2020-07-02,203.0,203.0,203.0,203.0,203.0,0,,,,,,,,
2020-07-06,203.0,203.0,203.0,203.0,203.0,0,,,,,,,,
2020-07-07,203.0,203.0,203.0,203.0,203.0,0,,,,,,,,
2020-07-08,203.0,203.0,203.0,203.0,203.0,0,,,,,,,,
2020-07-09,198.7899932861328,198.8000030517578,198.7899932861328,198.8000030517578,198.8000030517578,100,,,,,,,,
2020-07-10,195.52000427246094,195.52000427246094,195.52000427246094,195.52000427246094,195.52000427246094,100,,,,,,,,
2020-07-13,195.52000427246094,195.52000427246094,195.52000427246094,195.52000427246094,195.52000427246094,0,,,,,,,,
2020-07-14,195.52000427246094,195.52000427246094,195.52000427246094,195.52000427246094,195.52000427246094,0,,,,,,,,
2020-07-15,199.0,199.0,199.0,199.0,199.0,100,,,,,,,,
2020-07-16,199.0,199.0,199.0,199.0,199.0,0,,,,,,,,
2020-07-17,199.0,199.0,199.0,199.0,199.0,0,,,,,,,,
2020-07-20,199.0,199.0,199.0,199.0,199.0,0,,,,,,,,
2020-07-21,208.5,208.5,208.5,208.5,208.5,100,,,,,,,,
2020-07-22,208.75999450683594,208.75999450683594,206.5,206.5,206.5,100,,,,,,,,
2020-07-23,206.5,206.5,206.5,206.5,206.5,0,,,,,,,,
2020-07-24,195.0,195.0,195.0,195.0,195.0,100,,,,,,,,
2020-07-27,195.5,195.5,195.5,195.5,195.5,100,,,,,,,,
2020-07-28,195.5,195.5,195.5,195.5,195.5,0,,,,,,,,
2020-07-29,195.5,195.5,195.5,195.5,195.5,0,,,,,,,,
2020-07-30,195.5,195.5,195.5,195.5,195.5,0,,,,,,,,
2020-07-31,195.5,195.5,195.5,195.5,195.5,0,,,,,,,,
2020-08-03,195.5,195.5,195.5,195.5,195.5,0,,,,,,,,
2020-08-04,195.5,195.5,195.5,195.5,195.5,0,,,,,,,,
2020-08-05,195.5,195.5,195.5,195.5,195.5,0,,,,,,,,
2020-08-06,195.5,195.5,195.5,195.5,195.5,0,,,,,,,,
2020-08-07,195.5,195.5,195.5,195.5,195.5,0,,,,,,,,
2020-08-10,181.8300018310547,181.8300018310547,181.8300018310547,181.8300018310547,181.8300018310547,100,,,,,,,,
2020-08-11,183.77000427246094,183.77000427246094,183.77000427246094,183.77000427246094,183.77000427246094,100,,,,,,,,
2020-08-12,183.77000427246094,183.77000427246094,183.77000427246094,183.77000427246094,183.77000427246094,0,,,,,,,,
2020-08-13,183.77000427246094,183.77000427246094,183.77000427246094,183.77000427246094,183.77000427246094,0,,,,,,,,
2020-08-14,183.77000427246094,183.77000427246094,183.77000427246094,183.77000427246094,183.77000427246094,0,,,,,,,,
2020-08-17,183.77000427246094,183.77000427246094,183.77000427246094,183.77000427246094,183.77000427246094,0,,,,,,,,
2020-08-18,183.77000427246094,183.77000427246094,183.77000427246094,183.77000427246094,183.77000427246094,0,,,,,,,,
2020-08-19,183.77000427246094,183.77000427246094,183.77000427246094,183.77000427246094,183.77000427246094,0,,,,,,,,
2020-08-20,183.77000427246094,183.77000427246094,183.77000427246094,183.77000427246094,183.77000427246094,0,,,,,,,,
2020-08-21,183.77000427246094,183.77000427246094,183.77000427246094,183.77000427246094,183.77000427246094,11800,,,,,,,,
2020-08-24,183.77000427246094,183.77000427246094,183.77000427246094,183.77000427246094,183.77000427246094,0,,,,,,,,
2020-08-25,183.77000427246094,183.77000427246094,183.77000427246094,183.77000427246094,183.77000427246094,0,,,,,,,,
2020-08-26,133.0,133.0,133.0,133.0,133.0,100,,,,,,,,
2020-08-27,133.0,133.0,133.0,133.0,133.0,0,,,,,,,,
2020-08-28,130.52999877929688,130.52999877929688,130.52999877929688,130.52999877929688,130.52999877929688,100,,,,,,,,
2020-08-31,130.52999877929688,130.52999877929688,130.52999877929688,130.52999877929688,130.52999877929688,0,,,,,,,,
2020-09-01,132.00999450683594,132.00999450683594,132.00999450683594,132.00999450683594,132.00999450683594,100,,,,,,,,
2020-09-02,132.00999450683594,132.00999450683594,132.00999450683594,132.00999450683594,132.00999450683594,0,,,,,,,,
2020-09-03,126.0,126.0,126.0,126.0,126.0,100,,,,,,,,
2020-09-04,126.0,126.0,126.0,126.0,126.0,0,,,,,,,,
2020-09-08,126.0,126.0,126.0,126.0,126.0,9500,,,,,,,,
2020-09-09,127.5,127.5,127.5,127.5,127.5,100,,,,,,,,
2020-09-10,127.5,127.5,127.5,127.5,127.5,0,,,,,,,,
2020-09-11,127.5,127.5,127.5,127.5,127.5,0,,,,,,,,
2020-09-14,127.5,127.5,127.5,127.5,127.5,0,,,,,,,,
2020-09-15,127.5,127.5,127.5,127.5,127.5,0,,,,,,,,
2020-09-16,127.5,127.5,127.5,127.5,127.5,0,,,,,,,,
2020-09-17,140.9199981689453,140.9199981689453,140.9199981689453,140.9199981689453,140.9199981689453,100,,,,,,,,
2020-09-18,140.9199981689453,140.9199981689453,140.9199981689453,140.9199981689453,140.9199981689453,0,,,,,,,,
2020-09-21,137.0,137.0,137.0,137.0,137.0,100,,,,,,,,
2020-09-22,135.97000122070312,135.97000122070312,135.97000122070312,135.97000122070312,135.97000122070312,400,,,,,,,,
2020-09-23,135.97000122070312,135.97000122070312,135.97000122070312,135.97000122070312,135.97000122070312,0,,,,,,,,
2020-09-24,136.0,136.0,136.0,136.0,136.0,100,,,,,,,,
2020-09-25,136.0,136.0,136.0,136.0,136.0,0,,,,,,,,
2020-09-28,143.0,143.0,141.67999267578125,141.67999267578125,141.67999267578125,100,,,,,,,,
2020-09-29,141.67999267578125,141.67999267578125,141.67999267578125,141.67999267578125,141.67999267578125,0,,,,,,,,
2020-09-30,141.00999450683594,141.00999450683594,141.00999450683594,141.00999450683594,141.00999450683594,100,,,,,,,,
2020-10-01,141.00999450683594,141.00999450683594,141.00999450683594,141.00999450683594,141.00999450683594,0,,,,,,,,
2020-10-02,141.00999450683594,141.00999450683594,141.00999450683594,141.00999450683594,141.00999450683594,0,,,,,,,,
2020-10-05,141.00999450683594,141.00999450683594,141.00999450683594,141.00999450683594,141.00999450683594,46200,,,,,,,,
2020-10-06,141.00999450683594,141.00999450683594,141.00999450683594,141.00999450683594,141.00999450683594,0,,,,,,,,
2020-10-07,138.92999267578125,138.92999267578125,138.92999267578125,138.92999267578125,138.92999267578125,100,,,,,,,,
2020-10-08,141.5,141.5,141.5,141.5,141.5,100,,,,,,,,
2020-10-09,141.5,141.5,141.5,141.5,141.5,0,,,,,,,,
2020-10-12,141.5,141.5,141.5,141.5,141.5,0,,,,,,,,
2020-10-13,141.5,141.5,141.5,141.5,141.5,0,,,,,,,,
2020-10-14,141.5,141.5,141.5,141.5,141.5,0,,,,,,,,
2020-10-15,141.5,141.5,141.5,141.5,141.5,0,,,,,,,,
2020-10-16,141.5,141.5,141.5,141.5,141.5,0,,,,,,,,
2020-10-19,141.5,141.5,141.5,141.5,141.5,0,,,,,,,,
2020-10-20,141.5,141.5,141.5,141.5,141.5,800,,,,,,,,
2020-10-21,141.5,141.5,141.5,141.5,141.5,0,,,,,,,,
2020-10-22,122.0,122.0,122.0,122.0,122.0,100,,,,,,,,
2020-10-23,126.25,126.25,126.25,126.25,126.25,100,,,,,,,,
2020-10-26,128.0,128.0,128.0,128.0,128.0,100,,,,,,,,
2020-10-27,127.91000366210938,127.91000366210938,127.5,127.5,127.5,100,,,,,,,,
2020-10-28,127.5,127.5,127.5,127.5,127.5,0,,,,,,,,
2020-10-29,127.5,127.5,127.5,127.5,127.5,0,,,,,,,,
2020-10-30,127.5,127.5,127.5,127.5,127.5,0,,,,,,,,
2020-11-02,114.0,114.0,114.0,114.0,114.0,100,,,,,,,,
2020-11-03,114.0,114.0,114.0,114.0,114.0,0,,,,,,,,
2020-11-04,126.93000030517578,126.93000030517578,126.93000030517578,126.93000030517578,126.93000030517578,100,,,,,,,,
2020-11-05,126.5,126.5,126.5,126.5,126.5,100,,,,,,,,
2020-11-06,126.5,126.5,126.5,126.5,126.5,0,,,,,,,,
2020-11-09,126.5,126.5,126.5,126.5,126.5,0,,,,,,,,
2020-11-10,121.0,121.25,121.0,121.25,121.25,100,,,,,,,,
2020-11-11,122.5,122.5,122.5,122.5,122.5,100,,,,,,,,
2020-11-12,126.19999694824219,126.30000305175781,126.19999694824219,126.30000305175781,126.30000305175781,100,,,,,,,,
2020-11-13,124.0,124.0,124.0,124.0,124.0,100,,,,,,,,
2020-11-16,124.0,124.0,124.0,124.0,124.0,0,,,,,,,,
2020-11-17,124.0,124.0,124.0,124.0,124.0,0,,,,,,,,
2020-11-18,124.0,124.0,124.0,124.0,124.0,100,,,,,,,,
2020-11-19,124.0,124.0,124.0,124.0,124.0,0,,,,,,,,
2020-11-20,124.0,124.0,124.0,124.0,124.0,0,,,,,,,,
2020-11-23,125.19999694824219,125.19999694824219,125.19999694824219,125.19999694824219,125.19999694824219,800,,,,,,,,
2020-11-24,125.19999694824219,125.19999694824219,125.19999694824219,125.19999694824219,125.19999694824219,0,,,,,,,,
2020-11-25,120.75,120.75,120.75,120.75,120.75,100,,,,,,,,
2020-11-27,120.75,120.75,120.75,120.75,120.75,0,,,,,,,,
2020-11-30,125.0,125.0,125.0,125.0,125.0,100,,,,,,,,
2020-12-01,126.4000015258789,126.4000015258789,126.4000015258789,126.4000015258789,126.4000015258789,100,,,,,,,,
2020-12-02,126.4000015258789,126.4000015258789,126.4000015258789,126.4000015258789,126.4000015258789,30000,,,,,,,,
2020-12-03,124.0,124.0,124.0,124.0,124.0,100,,,,,,,,
2020-12-04,120.75,120.75,120.75,120.75,120.75,100,,,,,,,,
2020-12-07,120.75,120.75,120.75,120.75,120.75,0,,,,,,,,
2020-12-08,118.29000091552734,118.29000091552734,118.29000091552734,118.29000091552734,118.29000091552734,100,,,,,,,,
2020-12-09,119.0,119.0,117.25,117.25,117.25,100,,,,,,,,
2020-12-10,117.25,117.25,117.25,117.25,117.25,0,,,,,,,,
2020-12-11,118.19999694824219,118.19999694824219,118.19999694824219,118.19999694824219,118.19999694824219,100,,,,,,,,
2020-12-14,118.19999694824219,118.19999694824219,118.19999694824219,118.19999694824219,118.19999694824219,0,,,,,,,,
2020-12-15,118.48999786376953,118.48999786376953,118.48999786376953,118.48999786376953,118.48999786376953,10000,,,,,,,,
2020-12-16,100.41000366210938,100.41000366210938,96.05000305175781,96.05000305175781,96.05000305175781,136600,,,,,,,,
2020-12-17,93.43000030517578,95.25,93.43000030517578,95.25,95.25,30300,,,,,,,,
2020-12-18,97.0,98.0,97.0,98.0,98.0,100,,,,,,,,
2020-12-21,99.0,99.0,99.0,99.0,99.0,100,,,,,,,,
2020-12-22,99.0,99.0,99.0,99.0,99.0,0,,,,,,,,
2020-12-23,99.0,99.0,99.0,99.0,99.0,100,,,,,,,,
2020-12-24,98.19999694824219,98.19999694824219,98.19999694824219,98.19999694824219,98.19999694824219,100,,,,,,,,
2020-12-28,98.5,98.5,98.5,98.5,98.5,100,,,,,,,,
2020-12-29,98.0,98.0,98.0,98.0,98.0,100,,,,,,,,
2020-12-30,100.0,100.0,99.0,99.0,99.0,100,,,,,,,,
2020-12-31,98.0999984741211,98.0999984741211,98.0999984741211,98.0999984741211,98.0999984741211,100,,,,,,,,
2021-01-04,99.13999938964844,99.13999938964844,98.5,98.6500015258789,98.6500015258789,100,,,,,,,,
2021-01-05,98.6500015258789,98.6500015258789,98.6500015258789,98.6500015258789,98.6500015258789,0,,,,,,,,
2021-01-06,98.0,98.0,98.0,98.0,98.0,100,,,,,,,,
2021-01-07,98.0,98.0,98.0,98.0,98.0,100,,,,,,,,
2021-01-08,98.0,98.0,98.0,98.0,98.0,0,,,,,,,,
2021-01-11,100.0,100.0,100.0,100.0,100.0,100,,,,,,,,
2021-01-12,104.0,104.0,104.0,104.0,104.0,100,,,,,,,,
2021-01-13,104.0,104.0,104.0,104.0,104.0,0,,,,,,,,
2021-01-14,104.0,104.0,104.0,104.0,104.0,0,,,,,,,,
2021-01-15,99.97000122070312,100.0,99.97000122070312,100.0,100.0,50000,,,,,,,,
2021-01-19,106.4800033569336,106.4800033569336,105.94999694824219,105.94999694824219,105.94999694824219,200,,,,,,,,
2021-01-20,108.7699966430664,108.7699966430664,107.75,108.0199966430664,108.0199966430664,100100,,,,,,,,
2021-01-21,108.0199966430664,108.0199966430664,108.0199966430664,108.0199966430664,108.0199966430664,0,,,,,,,,
2021-01-22,108.0199966430664,108.0199966430664,108.0199966430664,108.0199966430664,108.0199966430664,0,,,,,,,,
2021-01-25,108.0199966430664,108.0199966430664,108.0199966430664,108.0199966430664,108.0199966430664,0,,,,,,,,
2021-01-26,108.0199966430664,108.0199966430664,108.0199966430664,108.0199966430664,108.0199966430664,0,,,,,,,,
2021-01-27,107.0,110.0999984741211,107.0,110.0999984741211,110.0999984741211,100,,,,,,,,
2021-01-28,106.0,107.68000030517578,106.0,107.0,107.0,18200,,,,,,,,
2021-01-29,103.0,103.48999786376953,103.0,103.48999786376953,103.48999786376953,30300,,,,,,,,
2021-02-01,103.48999786376953,103.48999786376953,103.48999786376953,103.48999786376953,103.48999786376953,0,,,,,,,,
2021-02-02,105.69999694824219,105.69999694824219,105.16000366210938,105.16000366210938,105.16000366210938,100,,,,,,,,
2021-02-03,105.16000366210938,105.16000366210938,105.16000366210938,105.16000366210938,105.16000366210938,0,,,,,,,,
2021-02-04,105.16000366210938,105.16000366210938,105.16000366210938,105.16000366210938,105.16000366210938,0,,,,,,,,
2021-02-05,106.19999694824219,106.19999694824219,106.19999694824219,106.19999694824219,106.19999694824219,100,,,,,,,,
2021-02-08,107.3499984741211,107.38999938964844,107.3499984741211,107.38999938964844,107.38999938964844,20000,,,,,,,,
2021-02-09,107.38999938964844,107.38999938964844,107.38999938964844,107.38999938964844,107.38999938964844,0,,,,,,,,
2021-02-10,90.0,90.1500015258789,89.5999984741211,89.5999984741211,89.5999984741211,100,,,,,,,,
2021-02-11,86.80000305175781,86.80000305175781,86.0,86.3499984741211,86.3499984741211,100,,,,,,,,
2021-02-12,86.0999984741211,86.0999984741211,86.0999984741211,86.0999984741211,86.0999984741211,100,,,,,,,,
2021-02-16,86.0999984741211,86.0999984741211,86.0999984741211,86.0999984741211,86.0999984741211,0,,,,,,,,
2021-02-17,86.0999984741211,86.0999984741211,86.0999984741211,86.0999984741211,86.0999984741211,0,,,,,,,,
2021-02-18,86.0999984741211,86.0999984741211,86.0999984741211,86.0999984741211,86.0999984741211,0,,,,,,,,
2021-02-19,82.8499984741211,82.8499984741211,82.8499984741211,82.8499984741211,82.8499984741211,100,,,,,,,,
2021-02-22,86.5,86.5,86.5,86.5,86.5,100,,,,,,,,
2021-02-23,86.5,86.5,86.5,86.5,86.5,100,,,,,,,,
2021-02-24,86.5,86.5,86.5,86.5,86.5,0,,,,,,,,
2021-02-25,85.5,85.5,85.5,85.5,85.5,100,,,,,,,,
2021-02-26,81.25,81.25,81.25,81.25,81.25,100,,,,,,,,
2021-03-01,83.75,83.75,83.75,83.75,83.75,100,,,,,,,,
2021-03-02,83.75,83.75,83.75,83.75,83.75,0,,,,,,,,
2021-03-03,82.9000015258789,82.9000015258789,82.9000015258789,82.9000015258789,82.9000015258789,100,,,,,,,,
2021-03-04,86.0,86.0,86.0,86.0,86.0,54900,,,,,,,,
2021-03-05,86.0,86.0,86.0,86.0,86.0,0,,,,,,,,
2021-03-08,86.0,86.0,86.0,86.0,86.0,0,,,,,,,,
2021-03-09,86.0,86.0,86.0,86.0,86.0,0,,,,,,,,
2021-03-10,84.0,84.0,82.5,82.5,82.5,100,,,,,,,,
2021-03-11,82.83000183105469,82.8499984741211,82.83000183105469,82.8499984741211,82.8499984741211,100,,,,,,,,
2021-03-12,81.62000274658203,81.62000274658203,81.62000274658203,81.62000274658203,81.62000274658203,100,,,,,,,,
2021-03-15,82.94999694824219,82.94999694824219,82.94999694824219,82.94999694824219,82.94999694824219,100,,,,,,,,
2021-03-16,81.0,81.0,81.0,81.0,81.0,100,,,,,,,,
2021-03-17,81.0,81.0,81.0,81.0,81.0,0,,,,,,,,
2021-03-18,81.0,81.0,81.0,81.0,81.0,0,,,,,,,,
2021-03-19,81.30000305175781,81.30000305175781,80.75,80.75,80.75,100,,,,,,,,
