date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'TNC')","('high', 'TNC')","('low', 'TNC')","('close', 'TNC')","('adj_close', 'TNC')","('volume', 'TNC')","('currency', '')"
2020-01-02,77.70999908447266,78.55000305175781,76.80000305175781,78.48999786376953,72.41107940673828,74900,,,,,,,,
2020-01-03,77.44999694824219,79.86000061035156,77.44999694824219,79.6500015258789,73.48123931884766,104100,,,,,,,,
2020-01-06,78.8499984741211,79.94000244140625,77.58999633789062,79.61000061035156,73.44434356689453,65900,,,,,,,,
2020-01-07,79.11000061035156,79.62000274658203,78.68000030517578,79.31999969482422,73.17678833007812,55100,,,,,,,,
2020-01-08,79.33000183105469,80.12000274658203,78.93000030517578,79.44000244140625,73.28750610351562,65600,,,,,,,,
2020-01-09,79.13999938964844,80.55000305175781,79.05999755859375,80.23999786376953,74.02556610107422,68100,,,,,,,,
2020-01-10,80.18000030517578,80.5,79.69000244140625,80.3499984741211,74.12702941894531,65800,,,,,,,,
2020-01-13,80.26000213623047,83.26000213623047,80.05000305175781,83.18000030517578,76.73784637451172,88700,,,,,,,,
2020-01-14,82.83000183105469,83.06999969482422,82.18000030517578,82.55999755859375,76.16585540771484,83500,,,,,,,,
2020-01-15,83.38999938964844,84.54000091552734,82.43000030517578,83.95999908447266,77.45743560791016,79900,,,,,,,,
2020-01-16,84.56999969482422,86.30999755859375,84.56999969482422,86.27999877929688,79.5977554321289,66700,,,,,,,,
2020-01-17,86.83999633789062,87.05999755859375,84.2300033569336,84.58000183105469,78.02941131591797,62400,,,,,,,,
2020-01-21,84.20999908447266,84.6500015258789,82.83000183105469,82.86000061035156,76.442626953125,50300,,,,,,,,
2020-01-22,83.33999633789062,83.33999633789062,81.80999755859375,82.63999938964844,76.23965454101562,33300,,,,,,,,
2020-01-23,82.54000091552734,83.04000091552734,81.77999877929688,83.02999877929688,76.59945678710938,48000,,,,,,,,
2020-01-24,83.25,83.25,81.80999755859375,82.23999786376953,75.87064361572266,33800,,,,,,,,
2020-01-27,80.93000030517578,81.62000274658203,80.56999969482422,80.98999786376953,74.71746826171875,38400,,,,,,,,
2020-01-28,81.66999816894531,82.05000305175781,80.54000091552734,80.72000122070312,74.4683609008789,41500,,,,,,,,
2020-01-29,80.72000122070312,80.93000030517578,79.51000213623047,79.58000183105469,73.41666412353516,35000,,,,,,,,
2020-01-30,79.04000091552734,79.38999938964844,77.62999725341797,79.29000091552734,73.14913177490234,57800,,,,,,,,
2020-01-31,78.5999984741211,78.91000366210938,77.0999984741211,77.22000122070312,71.23943328857422,68500,,,,,,,,
2020-02-03,77.86000061035156,78.33999633789062,76.54000091552734,77.37999725341797,71.3870620727539,69600,,,,,,,,
