date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'NSP')","('high', 'NSP')","('low', 'NSP')","('close', 'NSP')","('adj_close', 'NSP')","('volume', 'NSP')","('currency', '')"
2020-01-02,86.77999877929688,87.12999725341797,85.69000244140625,87.12000274658203,73.6314926147461,455900,,,,,,,,
2020-01-03,85.62000274658203,86.80999755859375,85.51000213623047,86.48999786376953,73.09900665283203,314300,,,,,,,,
2020-01-06,86.52999877929688,88.0,86.08000183105469,87.83999633789062,74.24000549316406,574500,,,,,,,,
2020-01-07,87.75,87.75,86.5999984741211,86.62000274658203,73.2088851928711,313200,,,,,,,,
2020-01-08,86.63999938964844,87.83000183105469,86.19000244140625,87.1500015258789,73.6568374633789,393000,,,,,,,,
2020-01-09,88.11000061035156,89.23999786376953,87.75,88.62999725341797,74.90768432617188,402800,,,,,,,,
2020-01-10,88.81999969482422,89.7300033569336,87.80999755859375,89.4800033569336,75.62610626220703,651100,,,,,,,,
2020-01-13,89.41999816894531,90.5199966430664,89.06999969482422,90.08999633789062,76.14165496826172,665200,,,,,,,,
2020-01-14,90.11000061035156,91.5999984741211,90.08000183105469,90.80999755859375,76.75016784667969,338900,,,,,,,,
2020-01-15,90.81999969482422,92.79000091552734,90.76000213623047,91.98999786376953,77.7474594116211,443200,,,,,,,,
2020-01-16,92.54000091552734,94.0,92.47000122070312,93.77999877929688,79.26033782958984,392000,,,,,,,,
2020-01-17,94.0,94.44000244140625,92.86000061035156,93.18000030517578,78.75322723388672,316000,,,,,,,,
2020-01-21,92.70999908447266,93.19000244140625,91.91999816894531,92.91000366210938,78.52503967285156,201300,,,,,,,,
2020-01-22,93.5,94.13999938964844,92.6500015258789,92.66999816894531,78.32218933105469,427700,,,,,,,,
2020-01-23,92.41000366210938,92.79000091552734,91.19000244140625,92.69999694824219,78.3475341796875,340900,,,,,,,,
2020-01-24,92.95999908447266,92.98999786376953,90.87000274658203,91.80999755859375,77.59534454345703,206900,,,,,,,,
2020-01-27,90.20999908447266,91.41000366210938,89.4000015258789,90.5,76.48816680908203,261200,,,,,,,,
2020-01-28,90.91999816894531,91.79000091552734,90.29000091552734,91.0999984741211,76.99525451660156,394800,,,,,,,,
2020-01-29,91.58000183105469,91.58000183105469,89.22000122070312,89.29000091552734,75.46551513671875,293600,,,,,,,,
2020-01-30,88.80999755859375,89.5,87.66999816894531,89.33000183105469,75.49931335449219,317200,,,,,,,,
2020-01-31,89.23999786376953,89.3499984741211,87.30000305175781,87.37000274658203,73.84278106689453,376400,,,,,,,,
2020-02-03,87.69000244140625,89.4000015258789,87.36000061035156,88.97000122070312,75.19505310058594,446000,,,,,,,,
2020-02-04,90.62999725341797,91.05999755859375,90.0999984741211,90.19999694824219,76.23461151123047,320100,,,,,,,,
2020-02-05,91.62000274658203,91.69000244140625,89.87999725341797,90.81999969482422,76.75863647460938,297000,,,,,,,,
2020-02-06,91.29000091552734,91.29000091552734,89.01000213623047,89.19000244140625,75.38098907470703,508500,,,,,,,,
2020-02-07,89.0,89.31999969482422,86.80999755859375,87.08999633789062,73.60612487792969,387700,,,,,,,,
2020-02-10,86.75,87.2699966430664,85.55999755859375,86.44999694824219,73.06520080566406,447900,,,,,,,,
2020-02-11,86.95999908447266,89.63999938964844,86.5199966430664,89.08000183105469,75.28800201416016,630500,,,,,,,,
2020-02-12,70.0,71.87000274658203,65.88999938964844,71.63999938964844,60.548194885253906,3791200,,,,,,,,
2020-02-13,70.94999694824219,73.8499984741211,70.22000122070312,73.02999877929688,61.72298812866211,1450000,,,,,,,,
2020-02-14,73.5999984741211,75.63999938964844,72.83000183105469,73.51000213623047,62.12869644165039,844200,,,,,,,,
2020-02-18,73.08999633789062,73.9000015258789,71.6500015258789,72.4000015258789,61.190528869628906,713400,,,,,,,,
2020-02-19,72.45999908447266,72.9800033569336,71.37999725341797,71.70999908447266,60.607357025146484,687100,,,,,,,,
2020-02-20,72.16000366210938,73.51000213623047,71.3499984741211,72.72000122070312,61.46099853515625,911900,,,,,,,,
2020-02-21,72.66000366210938,72.97000122070312,71.6500015258789,71.94000244140625,60.8017578125,832300,,,,,,,,
2020-02-24,69.94000244140625,71.9000015258789,69.11000061035156,71.25,60.21857833862305,499500,,,,,,,,
2020-02-25,71.29000091552734,71.6500015258789,69.08000183105469,69.33000183105469,58.59585952758789,865600,,,,,,,,
2020-02-26,69.63999938964844,70.29000091552734,67.69999694824219,67.87000274658203,57.36190414428711,600400,,,,,,,,
2020-02-27,66.79000091552734,68.54000091552734,65.6500015258789,66.79000091552734,56.44911575317383,1075800,,,,,,,,
2020-02-28,65.0,67.68000030517578,65.0,67.2699966430664,56.85478210449219,767900,,,,,,,,
2020-03-02,67.7300033569336,69.45999908447266,65.91000366210938,69.41000366210938,58.663475036621094,734800,,,,,,,,
2020-03-03,69.29000091552734,70.20999908447266,65.66000366210938,65.91000366210938,55.70536422729492,559300,,,,,,,,
2020-03-04,66.68000030517578,67.80999755859375,65.58999633789062,67.44000244140625,57.34650802612305,1109500,,,,,,,,
2020-03-05,66.11000061035156,66.44999694824219,63.77000045776367,64.26000213623047,54.64244842529297,655700,,,,,,,,
2020-03-06,62.310001373291016,65.01000213623047,62.25,64.77999877929688,55.08461380004883,521700,,,,,,,,
