date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'FUTU')","('high', 'FUTU')","('low', 'FUTU')","('close', 'FUTU')","('adj_close', 'FUTU')","('volume', 'FUTU')","('currency', '')"
2020-01-02,10.470000267028809,10.880000114440918,10.432999610900879,10.680000305175781,10.433974266052246,242700,,,,,,,,
2020-01-03,10.479999542236328,10.699999809265137,10.149999618530273,10.170000076293945,9.935722351074219,98500,,,,,,,,
2020-01-06,10.260000228881836,10.460000038146973,10.199999809265137,10.350000381469727,10.111576080322266,111300,,,,,,,,
2020-01-07,10.369999885559082,10.479999542236328,10.369999885559082,10.40999984741211,10.170193672180176,71800,,,,,,,,
2020-01-08,10.399999618530273,10.545999526977539,10.359999656677246,10.479999542236328,10.238580703735352,56700,,,,,,,,
2020-01-09,10.579999923706055,10.699999809265137,10.579999923706055,10.579999923706055,10.33627700805664,94400,,,,,,,,
2020-01-10,10.5,10.579999923706055,10.3100004196167,10.34000015258789,10.101805686950684,86100,,,,,,,,
2020-01-13,10.399999618530273,10.569999694824219,10.350000381469727,10.569999694824219,10.326507568359375,230400,,,,,,,,
2020-01-14,10.5600004196167,10.78499984741211,10.460000038146973,10.630000114440918,10.385125160217285,78900,,,,,,,,
2020-01-15,10.640000343322754,11.329999923706055,10.630000114440918,11.25,10.990842819213867,253800,,,,,,,,
2020-01-16,11.5,12.119999885559082,11.430000305175781,12.010000228881836,11.733335494995117,646000,,,,,,,,
2020-01-17,12.130000114440918,12.800000190734863,11.859999656677246,12.180000305175781,11.899419784545898,463000,,,,,,,,
2020-01-21,11.670000076293945,11.989999771118164,11.449999809265137,11.5,11.23508358001709,221900,,,,,,,,
2020-01-22,11.720000267028809,12.074999809265137,11.569999694824219,11.710000038146973,11.44024658203125,190600,,,,,,,,
2020-01-23,11.460000038146973,11.460000038146973,11.130000114440918,11.199999809265137,10.941994667053223,136700,,,,,,,,
2020-01-24,11.220000267028809,11.468999862670898,10.880000114440918,11.050000190734863,10.795450210571289,109100,,,,,,,,
2020-01-27,10.680000305175781,10.859999656677246,10.5,10.829999923706055,10.580517768859863,125700,,,,,,,,
2020-01-28,10.859999656677246,11.0600004196167,10.84000015258789,10.960000038146973,10.707523345947266,69800,,,,,,,,
2020-01-29,10.979999542236328,11.600000381469727,10.979999542236328,11.5600004196167,11.293702125549316,127200,,,,,,,,
2020-01-30,11.279999732971191,12.229999542236328,11.100000381469727,11.109999656677246,10.8540678024292,646900,,,,,,,,
2020-01-31,11.180000305175781,11.319999694824219,11.010000228881836,11.109999656677246,10.8540678024292,87700,,,,,,,,
2020-02-03,11.15999984741211,11.277000427246094,10.899999618530273,10.90999984741211,10.658675193786621,121600,,,,,,,,
2020-02-04,11.1899995803833,11.34000015258789,11.010000228881836,11.020000457763672,10.766141891479492,128700,,,,,,,,
2020-02-05,11.09000015258789,11.237000465393066,10.850000381469727,11.109999656677246,10.8540678024292,116700,,,,,,,,
2020-02-06,11.210000038146973,11.220000267028809,11.119999885559082,11.210000038146973,10.951764106750488,71000,,,,,,,,
2020-02-07,11.109999656677246,11.399999618530273,11.109999656677246,11.359999656677246,11.098308563232422,44600,,,,,,,,
2020-02-10,11.600000381469727,11.645999908447266,11.420000076293945,11.609999656677246,11.342549324035645,97200,,,,,,,,
2020-02-11,11.600000381469727,13.390000343322754,11.59000015258789,13.369999885559082,13.062005996704102,1160900,,,,,,,,
2020-02-12,13.399999618530273,13.449999809265137,12.800000190734863,12.819999694824219,12.524676322937012,230700,,,,,,,,
2020-02-13,12.699999809265137,12.760000228881836,12.510000228881836,12.649999618530273,12.35859203338623,97000,,,,,,,,
2020-02-14,12.75,13.1899995803833,12.699999809265137,12.779999732971191,12.485597610473633,166200,,,,,,,,
2020-02-18,12.899999618530273,13.390000343322754,12.859999656677246,13.180000305175781,12.876383781433105,163200,,,,,,,,
2020-02-19,13.399999618530273,13.789999961853027,13.319999694824219,13.40999984741211,13.10108470916748,288300,,,,,,,,
2020-02-20,13.430000305175781,14.199999809265137,12.739999771118164,12.75,12.45628833770752,485800,,,,,,,,
2020-02-21,13.010000228881836,13.220000267028809,12.609999656677246,12.739999771118164,12.446518898010254,242600,,,,,,,,
2020-02-24,12.130000114440918,12.59000015258789,12.0,12.0,11.723566055297852,302700,,,,,,,,
2020-02-25,12.279999732971191,12.539999961853027,12.119999885559082,12.199999809265137,11.91895866394043,163800,,,,,,,,
2020-02-26,12.260000228881836,12.642999649047852,12.260000228881836,12.300000190734863,12.016654968261719,94300,,,,,,,,
2020-02-27,12.130000114440918,12.279999732971191,11.779999732971191,12.199999809265137,11.91895866394043,321000,,,,,,,,
2020-02-28,11.869999885559082,12.039999961853027,11.510000228881836,11.569999694824219,11.303470611572266,219100,,,,,,,,
2020-03-02,12.0,12.199999809265137,12.0,12.199999809265137,11.91895866394043,179400,,,,,,,,
2020-03-03,12.220000267028809,12.402999877929688,12.0,12.09000015258789,11.811492919921875,120400,,,,,,,,
2020-03-04,12.359999656677246,12.399999618530273,12.199999809265137,12.380000114440918,12.094812393188477,89000,,,,,,,,
2020-03-05,12.3100004196167,12.756999969482422,12.149999618530273,12.619999885559082,12.329283714294434,164600,,,,,,,,
2020-03-06,12.329999923706055,13.359999656677246,12.329999923706055,13.0,12.700530052185059,301700,,,,,,,,
2020-03-09,12.399999618530273,12.399999618530273,10.789999961853027,10.819999694824219,10.570748329162598,594300,,,,,,,,
2020-03-10,11.59000015258789,11.84000015258789,11.130000114440918,11.739999771118164,11.469554901123047,285900,,,,,,,,
2020-03-11,11.329999923706055,11.75,11.170000076293945,11.520000457763672,11.254623413085938,157400,,,,,,,,
2020-03-12,10.880000114440918,10.989999771118164,10.399999618530273,10.420000076293945,10.179963111877441,329200,,,,,,,,
2020-03-13,11.390000343322754,11.390000343322754,10.399999618530273,10.5,10.2581205368042,332900,,,,,,,,
2020-03-16,9.789999961853027,10.989999771118164,9.510000228881836,10.84000015258789,10.590288162231445,289000,,,,,,,,
2020-03-17,10.899999618530273,11.529999732971191,10.609999656677246,11.359999656677246,11.098308563232422,230900,,,,,,,,
2020-03-18,10.210000038146973,10.800000190734863,8.829999923706055,8.890000343322754,8.685208320617676,830300,,,,,,,,
