date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'RRX')","('high', 'RRX')","('low', 'RRX')","('close', 'RRX')","('adj_close', 'RRX')","('volume', 'RRX')","('currency', '')"
2020-01-02,86.37000274658203,86.58999633789062,85.16000366210938,86.58999633789062,77.78852844238281,170000,,,,,,,,
2020-01-03,85.27999877929688,85.83999633789062,84.7699966430664,85.75,77.0339126586914,147500,,,,,,,,
2020-01-06,85.16000366210938,85.54000091552734,84.56999969482422,85.33000183105469,76.65660858154297,325600,,,,,,,,
2020-01-07,85.19000244140625,85.37999725341797,84.55000305175781,84.87000274658203,76.24335479736328,97600,,,,,,,,
2020-01-08,84.76000213623047,86.13999938964844,84.38999938964844,85.70999908447266,76.99796295166016,182900,,,,,,,,
2020-01-09,85.95999908447266,86.58999633789062,85.0999984741211,86.26000213623047,77.4920654296875,178000,,,,,,,,
2020-01-10,86.20999908447266,86.56999969482422,85.41999816894531,85.62000274658203,76.91712951660156,144400,,,,,,,,
2020-01-13,85.75,87.12999725341797,85.63999938964844,87.01000213623047,78.16583251953125,154100,,,,,,,,
2020-01-14,86.87999725341797,87.45999908447266,86.44999694824219,86.75,77.9322738647461,213200,,,,,,,,
2020-01-15,86.45999908447266,86.98999786376953,85.91000366210938,86.19000244140625,77.42918395996094,263000,,,,,,,,
2020-01-16,86.9000015258789,87.19999694824219,86.41000366210938,86.87000274658203,78.04007720947266,170800,,,,,,,,
2020-01-17,87.22000122070312,87.22000122070312,86.12000274658203,86.5199966430664,77.72562408447266,169400,,,,,,,,
2020-01-21,86.13999938964844,86.19999694824219,84.76000213623047,85.37999725341797,76.70153045654297,177600,,,,,,,,
2020-01-22,85.94999694824219,86.08000183105469,84.43000030517578,84.62999725341797,76.02777099609375,119400,,,,,,,,
2020-01-23,84.13999938964844,84.58000183105469,82.86000061035156,84.2300033569336,75.66841888427734,212600,,,,,,,,
2020-01-24,84.87000274658203,84.87000274658203,82.4000015258789,83.2300033569336,74.77005767822266,231500,,,,,,,,
2020-01-27,81.63999938964844,81.76000213623047,80.68000030517578,80.9800033569336,72.74876403808594,163400,,,,,,,,
2020-01-28,81.58999633789062,82.08999633789062,80.94000244140625,81.69999694824219,73.39559173583984,153100,,,,,,,,
2020-01-29,82.25,82.3499984741211,81.05999755859375,81.06999969482422,72.82962036132812,157300,,,,,,,,
2020-01-30,80.52999877929688,81.7300033569336,80.23999786376953,81.69000244140625,73.38660430908203,242700,,,,,,,,
2020-01-31,81.33999633789062,81.33999633789062,78.0999984741211,78.45999908447266,70.4848861694336,522700,,,,,,,,
2020-02-03,79.0999984741211,80.16000366210938,78.11000061035156,78.44999694824219,70.47590637207031,260200,,,,,,,,
2020-02-04,83.25,87.31999969482422,83.2300033569336,84.83000183105469,76.20742797851562,517100,,,,,,,,
2020-02-05,86.37999725341797,87.20999908447266,85.05999755859375,86.11000061035156,77.35731506347656,275600,,,,,,,,
2020-02-06,86.27999877929688,86.97000122070312,85.13999938964844,85.8499984741211,77.12374877929688,352900,,,,,,,,
2020-02-07,85.30999755859375,85.88999938964844,84.55000305175781,85.77999877929688,77.06087493896484,223500,,,,,,,,
2020-02-10,85.36000061035156,85.91000366210938,85.16000366210938,85.6500015258789,76.94409942626953,191100,,,,,,,,
2020-02-11,86.19999694824219,87.98999786376953,86.13999938964844,87.44000244140625,78.55213165283203,241600,,,,,,,,
2020-02-12,88.06999969482422,90.19000244140625,88.0,89.77999877929688,80.65428161621094,331100,,,,,,,,
2020-02-13,88.95999908447266,89.80999755859375,88.93000030517578,89.4800033569336,80.3847885131836,339000,,,,,,,,
2020-02-14,89.48999786376953,89.48999786376953,87.87999725341797,89.04000091552734,79.989501953125,239300,,,,,,,,
2020-02-18,88.51000213623047,89.05000305175781,88.06999969482422,88.44999694824219,79.45947265625,205800,,,,,,,,
2020-02-19,88.98999786376953,89.18000030517578,87.80999755859375,88.12999725341797,79.17202758789062,351900,,,,,,,,
2020-02-20,88.08000183105469,89.69000244140625,87.93000030517578,89.52999877929688,80.42969512939453,266200,,,,,,,,
2020-02-21,89.02999877929688,89.75,88.26000213623047,89.66999816894531,80.55545806884766,401700,,,,,,,,
2020-02-24,87.66999816894531,87.66999816894531,85.44999694824219,86.86000061035156,78.03109741210938,269600,,,,,,,,
2020-02-25,87.18000030517578,87.45999908447266,82.77999877929688,83.16000366210938,74.70718383789062,344000,,,,,,,,
2020-02-26,83.76000213623047,83.97000122070312,81.80999755859375,82.37999725341797,74.0064697265625,295000,,,,,,,,
2020-02-27,80.38999938964844,82.16000366210938,78.29000091552734,79.80999755859375,71.69769287109375,396900,,,,,,,,
2020-02-28,77.26000213623047,78.87999725341797,76.30000305175781,77.63999938964844,69.74825286865234,457300,,,,,,,,
2020-03-02,78.43000030517578,81.2699966430664,76.66999816894531,80.9000015258789,72.67689514160156,393700,,,,,,,,
