date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'SAP')","('high', 'SAP')","('low', 'SAP')","('close', 'SAP')","('adj_close', 'SAP')","('volume', 'SAP')","('currency', '')"
2020-01-02,135.4199981689453,137.13999938964844,135.39999389648438,136.80999755859375,124.09796142578125,2967500,,,,,,,,
2020-01-03,133.3000030517578,134.9199981689453,133.3000030517578,133.97999572753906,121.53089904785156,507800,,,,,,,,
2020-01-06,133.16000366210938,134.22000122070312,133.1300048828125,134.1999969482422,121.73046875,442900,,,,,,,,
2020-01-07,134.0800018310547,134.35000610351562,133.44000244140625,133.6199951171875,121.20436096191406,621200,,,,,,,,
2020-01-08,133.89999389648438,135.52000427246094,133.75999450683594,135.0800018310547,122.5287094116211,513300,,,,,,,,
2020-01-09,136.49000549316406,137.2899932861328,136.1199951171875,137.1300048828125,124.38823699951172,457800,,,,,,,,
2020-01-10,137.5500030517578,138.07000732421875,136.7899932861328,136.97999572753906,124.25216674804688,464000,,,,,,,,
2020-01-13,137.64999389648438,138.5399932861328,137.3300018310547,138.3300018310547,125.47673797607422,555500,,,,,,,,
2020-01-14,137.5,137.92999267578125,137.02999877929688,137.25,124.49707794189453,342100,,,,,,,,
2020-01-15,137.3300018310547,137.67999267578125,136.19000244140625,136.39999389648438,123.7260513305664,491700,,,,,,,,
2020-01-16,136.6699981689453,137.3300018310547,135.91000366210938,137.2899932861328,124.53337097167969,1074900,,,,,,,,
2020-01-17,139.0399932861328,139.99000549316406,138.75,139.9600067138672,126.95529174804688,507500,,,,,,,,
2020-01-21,138.89999389648438,140.19000244140625,138.89999389648438,139.5399932861328,126.57428741455078,579500,,,,,,,,
2020-01-22,140.35000610351562,140.6699981689453,139.41000366210938,139.5800018310547,126.610595703125,473100,,,,,,,,
2020-01-23,138.41000366210938,138.5500030517578,136.69000244140625,138.13999938964844,125.30438232421875,622100,,,,,,,,
2020-01-24,139.6699981689453,140.10000610351562,138.6999969482422,139.05999755859375,126.1388931274414,595700,,,,,,,,
2020-01-27,134.8699951171875,140.4499969482422,134.74000549316406,136.25,123.58999633789062,1275600,,,,,,,,
2020-01-28,132.47000122070312,132.7100067138672,131.02999877929688,132.4600067138672,120.15216064453125,2188800,,,,,,,,
2020-01-29,131.8800048828125,132.39999389648438,131.3699951171875,131.64999389648438,119.41741180419922,1368500,,,,,,,,
2020-01-30,130.3699951171875,131.30999755859375,130.0500030517578,130.97000122070312,118.80059814453125,1631500,,,,,,,,
2020-01-31,132.10000610351562,132.17999267578125,130.19000244140625,130.77000427246094,118.61919403076172,1023600,,,,,,,,
2020-02-03,131.82000732421875,132.91000366210938,131.64999389648438,132.63999938964844,120.31542205810547,536300,,,,,,,,
2020-02-04,134.86000061035156,136.0800018310547,134.67999267578125,135.47999572753906,122.89154052734375,418400,,,,,,,,
2020-02-05,137.49000549316406,137.5,136.30999755859375,137.4199981689453,124.65127563476562,663700,,,,,,,,
2020-02-06,136.08999633789062,136.91000366210938,135.6999969482422,136.49000549316406,123.80769348144531,497800,,,,,,,,
2020-02-07,135.9499969482422,136.02000427246094,134.63999938964844,135.05999755859375,122.51056671142578,511700,,,,,,,,
2020-02-10,134.67999267578125,135.3699951171875,134.67999267578125,135.22999572753906,122.66474914550781,381200,,,,,,,,
2020-02-11,136.5,137.32000732421875,136.19000244140625,136.5500030517578,123.86211395263672,454100,,,,,,,,
2020-02-12,138.38999938964844,138.50999450683594,137.61000061035156,138.16000366210938,125.3225326538086,464800,,,,,,,,
2020-02-13,136.27999877929688,137.6999969482422,136.27000427246094,137.4499969482422,124.67849731445312,365800,,,,,,,,
2020-02-14,137.00999450683594,137.8699951171875,136.77999877929688,137.44000244140625,124.66942596435547,289800,,,,,,,,
2020-02-18,137.0399932861328,138.00999450683594,137.00999450683594,137.75999450683594,124.95968627929688,457000,,,,,,,,
2020-02-19,138.49000549316406,139.91000366210938,138.4499969482422,139.6999969482422,126.71942138671875,499500,,,,,,,,
2020-02-20,138.85000610351562,139.39999389648438,137.6300048828125,138.42999267578125,125.56743621826172,524000,,,,,,,,
2020-02-21,137.25,137.4600067138672,135.94000244140625,136.6300048828125,123.9346923828125,379400,,,,,,,,
2020-02-24,130.3300018310547,131.9199981689453,130.24000549316406,130.9199981689453,118.75523376464844,676500,,,,,,,,
2020-02-25,130.9199981689453,131.1199951171875,127.55999755859375,127.77999877929688,115.9070053100586,837300,,,,,,,,
2020-02-26,128.67999267578125,129.82000732421875,126.69999694824219,126.9000015258789,115.10877990722656,802800,,,,,,,,
2020-02-27,125.22000122070312,128.27000427246094,124.52999877929688,124.80999755859375,113.21297454833984,1581300,,,,,,,,
2020-02-28,121.22000122070312,124.19000244140625,120.38999938964844,123.56999969482422,112.08818817138672,1389900,,,,,,,,
2020-03-02,124.12999725341797,126.6500015258789,121.8499984741211,126.52999877929688,114.77313995361328,931600,,,,,,,,
2020-03-03,127.23999786376953,129.13999938964844,122.95999908447266,123.80000305175781,112.29682159423828,907000,,,,,,,,
2020-03-04,124.9800033569336,125.75,123.3499984741211,125.66000366210938,113.98400115966797,840200,,,,,,,,
2020-03-05,122.54000091552734,123.81999969482422,120.22000122070312,121.27999877929688,110.0109634399414,1395200,,,,,,,,
2020-03-06,120.2699966430664,122.4000015258789,119.68000030517578,121.48999786376953,110.20146179199219,1255800,,,,,,,,
2020-03-09,113.61000061035156,116.19000244140625,110.55000305175781,111.5,101.13970947265625,1571800,,,,,,,,
2020-03-10,117.4800033569336,118.56999969482422,113.7699966430664,117.98999786376953,107.02665710449219,1521900,,,,,,,,
2020-03-11,115.30999755859375,116.0199966430664,111.0,112.62000274658203,102.1556396484375,1626600,,,,,,,,
2020-03-12,105.81999969482422,107.75,100.68000030517578,101.44000244140625,92.01445007324219,1746100,,,,,,,,
2020-03-13,107.70999908447266,108.55000305175781,100.2300033569336,108.3499984741211,98.28239440917969,1819600,,,,,,,,
2020-03-16,93.43000030517578,103.11000061035156,93.41999816894531,97.48999786376953,88.43148040771484,1344500,,,,,,,,
2020-03-17,97.69999694824219,102.98999786376953,95.33999633789062,102.95999908447266,93.39322662353516,1561500,,,,,,,,
2020-03-18,95.2300033569336,98.05999755859375,93.2300033569336,96.94999694824219,87.941650390625,1067200,,,,,,,,
2020-03-19,92.5,96.16999816894531,90.9000015258789,94.12999725341797,85.38368225097656,1753800,,,,,,,,
2020-03-20,96.54000091552734,99.0199966430664,93.80000305175781,94.30000305175781,85.53789520263672,1372400,,,,,,,,
2020-03-23,97.98999786376953,100.98999786376953,97.13999938964844,98.31999969482422,89.18435668945312,1974900,,,,,,,,
2020-03-24,107.0199966430664,107.47000122070312,103.7699966430664,105.97000122070312,96.12355041503906,1608000,,,,,,,,
2020-03-25,104.45999908447266,108.98999786376953,102.5,106.4000015258789,96.51358795166016,1012200,,,,,,,,
2020-03-26,109.5999984741211,115.33000183105469,109.5999984741211,115.25,104.54125213623047,1978300,,,,,,,,
2020-03-27,110.51000213623047,112.97000122070312,108.80999755859375,110.27999877929688,100.0330581665039,881300,,,,,,,,
2020-03-30,112.08999633789062,113.12999725341797,110.83999633789062,112.9000015258789,102.40962219238281,605100,,,,,,,,
2020-03-31,111.13999938964844,113.23999786376953,110.20999908447266,110.5,100.23262023925781,1138600,,,,,,,,
2020-04-01,107.12000274658203,107.94000244140625,104.83999633789062,105.52999877929688,95.72441864013672,1070500,,,,,,,,
2020-04-02,103.83999633789062,106.06999969482422,103.22000122070312,104.98999786376953,95.23460388183594,1026700,,,,,,,,
2020-04-03,104.76000213623047,105.55000305175781,103.83000183105469,105.19000244140625,95.416015625,954300,,,,,,,,
2020-04-06,108.75,112.08999633789062,108.6500015258789,112.01000213623047,101.60232543945312,1252400,,,,,,,,
2020-04-07,114.19000244140625,114.25,111.55000305175781,111.83000183105469,101.43904113769531,929400,,,,,,,,
2020-04-08,114.06999969482422,115.69999694824219,112.95999908447266,115.0199966430664,104.3326416015625,1214600,,,,,,,,
2020-04-09,120.08000183105469,121.79000091552734,119.31999969482422,121.41000366210938,110.12889099121094,1371800,,,,,,,,
2020-04-13,120.0999984741211,122.63999938964844,119.97000122070312,122.37999725341797,111.00875854492188,1060800,,,,,,,,
2020-04-14,124.58999633789062,126.0999984741211,122.80999755859375,123.33000183105469,111.87049102783203,1110900,,,,,,,,
2020-04-15,117.48999786376953,120.05000305175781,117.1500015258789,118.6500015258789,107.6253433227539,1144700,,,,,,,,
2020-04-16,120.43000030517578,120.56999969482422,118.22000122070312,119.27999877929688,108.1968002319336,693300,,,,,,,,
2020-04-17,122.97000122070312,123.69000244140625,121.9800033569336,123.41000366210938,111.94306182861328,709300,,,,,,,,
2020-04-20,121.26000213623047,124.13999938964844,121.23999786376953,122.55999755859375,111.17202758789062,919400,,,,,,,,
2020-04-21,118.93000030517578,119.19999694824219,114.58999633789062,116.0,105.2215805053711,1671500,,,,,,,,
2020-04-22,117.37999725341797,117.62000274658203,116.4000015258789,117.0999984741211,106.21936798095703,996500,,,,,,,,
2020-04-23,115.2300033569336,118.37000274658203,115.12000274658203,115.1500015258789,104.45055389404297,918200,,,,,,,,
2020-04-24,116.25,116.55999755859375,114.94999694824219,116.48999786376953,105.66603088378906,715700,,,,,,,,
2020-04-27,116.44000244140625,117.41999816894531,116.0999984741211,116.86000061035156,106.00167083740234,657300,,,,,,,,
2020-04-28,119.2300033569336,119.25,116.73999786376953,116.86000061035156,106.00167083740234,693500,,,,,,,,
2020-04-29,117.88999938964844,119.69000244140625,117.73999786376953,119.1500015258789,108.0788803100586,571800,,,,,,,,
2020-04-30,120.22000122070312,120.22000122070312,117.55999755859375,118.54000091552734,107.52556610107422,651600,,,,,,,,
2020-05-01,116.86000061035156,117.8499984741211,116.08000183105469,116.97000122070312,106.10144805908203,654300,,,,,,,,
2020-05-04,115.94999694824219,117.22000122070312,115.44999694824219,117.19000244140625,106.30101013183594,552900,,,,,,,,
2020-05-05,116.43000030517578,118.20999908447266,116.19999694824219,116.56999969482422,105.73860931396484,757700,,,,,,,,
2020-05-06,114.69999694824219,115.2300033569336,113.0199966430664,113.1500015258789,102.63639068603516,1047900,,,,,,,,
2020-05-07,117.02999877929688,117.0999984741211,115.01000213623047,115.22000122070312,104.5140609741211,801900,,,,,,,,
2020-05-08,116.19000244140625,117.06999969482422,115.83999633789062,116.75,105.90189361572266,476200,,,,,,,,
2020-05-11,114.87999725341797,116.19000244140625,114.7300033569336,115.27999877929688,104.56847381591797,408200,,,,,,,,
2020-05-12,116.2300033569336,116.45999908447266,114.33000183105469,114.41999816894531,103.78837585449219,652600,,,,,,,,
2020-05-13,116.41999816894531,116.48999786376953,112.91000366210938,114.08000183105469,103.47998046875,696000,,,,,,,,
2020-05-14,110.5999984741211,113.19999694824219,109.81999969482422,113.12999725341797,102.61824035644531,653200,,,,,,,,
2020-05-15,112.31999969482422,113.37999725341797,111.97000122070312,113.20999908447266,102.6908187866211,749500,,,,,,,,
2020-05-18,116.41000366210938,117.93000030517578,115.98999786376953,117.4800033569336,106.5640640258789,621500,,,,,,,,
2020-05-19,117.5,118.55000305175781,117.19000244140625,117.2300033569336,106.33728790283203,742100,,,,,,,,
2020-05-20,120.12999725341797,121.19000244140625,119.43000030517578,120.30000305175781,109.12203979492188,865100,,,,,,,,
2020-05-21,118.70999908447266,118.94999694824219,116.13999938964844,116.19000244140625,106.91544342041016,948200,,,,,,,,
2020-05-22,115.62000274658203,116.62000274658203,115.18000030517578,116.06999969482422,106.80501556396484,802600,,,,,,,,
2020-05-26,123.5199966430664,123.55999755859375,121.06999969482422,121.47000122070312,111.77398681640625,957600,,,,,,,,
2020-05-27,123.58999633789062,123.69000244140625,121.56999969482422,122.9800033569336,113.16345977783203,860300,,,,,,,,
2020-05-28,123.26000213623047,125.20999908447266,123.23999786376953,123.62999725341797,113.76155853271484,778700,,,,,,,,
2020-05-29,127.2699966430664,128.13999938964844,124.91000366210938,128.10000610351562,117.87476348876953,1773300,,,,,,,,
2020-06-01,127.66000366210938,128.50999450683594,127.18000030517578,128.50999450683594,118.25202941894531,664600,,,,,,,,
2020-06-02,129.35000610351562,130.47999572753906,128.7899932861328,130.4600067138672,120.04637908935547,721400,,,,,,,,
2020-06-03,131.6300048828125,133.99000549316406,131.25999450683594,133.55999755859375,122.89893341064453,774400,,,,,,,,
2020-06-04,133.6999969482422,135.49000549316406,133.57000732421875,134.33999633789062,123.6166763305664,842400,,,,,,,,
2020-06-05,135.80999755859375,137.10000610351562,135.3300018310547,135.82000732421875,124.9785385131836,778700,,,,,,,,
2020-06-08,135.64999389648438,136.67999267578125,134.72000122070312,136.61000061035156,125.7054672241211,565500,,,,,,,,
2020-06-09,137.3800048828125,137.9199981689453,136.24000549316406,136.74000549316406,125.82511138916016,664000,,,,,,,,
2020-06-10,137.58999633789062,137.8699951171875,136.11000061035156,136.5800018310547,125.6778793334961,603700,,,,,,,,
2020-06-11,135.60000610351562,135.66000366210938,129.3699951171875,129.5,119.16300201416016,1119100,,,,,,,,
2020-06-12,131.92999267578125,132.4199981689453,127.63999938964844,130.13999938964844,119.75191497802734,1082100,,,,,,,,
2020-06-15,127.97000122070312,131.38999938964844,127.54000091552734,130.4199981689453,120.00956726074219,795700,,,,,,,,
2020-06-16,133.5399932861328,134.86000061035156,131.91000366210938,133.52999877929688,122.87133026123047,709100,,,,,,,,
2020-06-17,135.1300048828125,135.74000549316406,133.91000366210938,134.52000427246094,123.78229522705078,648100,,,,,,,,
2020-06-18,134.94000244140625,135.60000610351562,133.75,135.13999938964844,124.35281372070312,446900,,,,,,,,
2020-06-19,138.94000244140625,139.5500030517578,135.97999572753906,137.02999877929688,126.09194946289062,1036100,,,,,,,,
2020-06-22,139.22999572753906,140.99000549316406,138.55999755859375,140.97999572753906,129.72665405273438,1635000,,,,,,,,
2020-06-23,142.60000610351562,143.0500030517578,140.7100067138672,141.07000732421875,129.80946350097656,1356900,,,,,,,,
2020-06-24,138.5399932861328,139.36000061035156,134.9199981689453,135.85000610351562,125.00614166259766,858000,,,,,,,,
2020-06-25,134.85000610351562,137.97999572753906,134.08999633789062,137.66000366210938,126.67166137695312,929700,,,,,,,,
2020-06-26,138.61000061035156,138.82000732421875,135.9600067138672,136.77999877929688,125.86190032958984,450300,,,,,,,,
2020-06-29,138.0800018310547,138.8000030517578,136.75999450683594,138.42999267578125,127.38019561767578,626600,,,,,,,,
2020-06-30,138.22000122070312,140.42999267578125,137.8800048828125,140.0,128.8248748779297,463800,,,,,,,,
2020-07-01,138.6199951171875,140.77999877929688,138.39999389648438,140.0800018310547,128.89849853515625,472000,,,,,,,,
2020-07-02,142.63999938964844,143.6199951171875,142.39999389648438,142.85000610351562,131.44740295410156,536500,,,,,,,,
2020-07-06,147.2100067138672,147.91000366210938,146.42999267578125,147.55999755859375,135.78143310546875,695300,,,,,,,,
2020-07-07,145.0399932861328,145.7100067138672,143.9199981689453,144.05999755859375,132.560791015625,670200,,,,,,,,
2020-07-08,145.1999969482422,147.1999969482422,144.91000366210938,146.9499969482422,135.22010803222656,433500,,,,,,,,
2020-07-09,155.42999267578125,155.60000610351562,151.27999877929688,152.6699981689453,140.48353576660156,1718400,,,,,,,,
2020-07-10,152.7100067138672,153.5,151.3300018310547,153.49000549316406,141.23805236816406,714100,,,,,,,,
2020-07-13,155.6199951171875,156.2899932861328,150.42999267578125,150.92999267578125,138.8824005126953,989100,,,,,,,,
2020-07-14,151.2899932861328,153.94000244140625,151.05999755859375,153.85000610351562,141.56935119628906,776300,,,,,,,,
2020-07-15,155.52000427246094,157.22999572753906,154.6699981689453,156.61000061035156,144.10902404785156,944200,,,,,,,,
2020-07-16,155.5500030517578,156.5800018310547,154.52000427246094,155.1199951171875,142.73794555664062,476100,,,,,,,,
2020-07-17,155.47999572753906,156.58999633789062,154.66000366210938,156.27999877929688,143.8053741455078,456800,,,,,,,,
2020-07-20,157.69000244140625,159.89999389648438,157.42999267578125,159.77000427246094,147.0167999267578,491600,,,,,,,,
2020-07-21,163.0,163.94000244140625,161.77000427246094,162.50999450683594,149.5380859375,718300,,,,,,,,
2020-07-22,164.86000061035156,165.27999877929688,163.60000610351562,164.47000122070312,151.34164428710938,701900,,,,,,,,
2020-07-23,163.6699981689453,164.6300048828125,160.7899932861328,161.27000427246094,148.39707946777344,682700,,,,,,,,
2020-07-24,157.4600067138672,159.02999877929688,156.99000549316406,158.6199951171875,145.95858764648438,890400,,,,,,,,
2020-07-27,162.27999877929688,165.38999938964844,162.0800018310547,164.8699951171875,151.70968627929688,1168700,,,,,,,,
2020-07-28,161.82000732421875,162.13999938964844,160.2100067138672,160.36000061035156,147.5596923828125,596100,,,,,,,,
2020-07-29,163.83999633789062,165.42999267578125,163.5800018310547,164.66000366210938,151.51646423339844,459300,,,,,,,,
2020-07-30,158.16000366210938,160.5500030517578,156.3000030517578,160.1699981689453,147.38487243652344,790300,,,,,,,,
2020-07-31,160.6699981689453,160.75999450683594,156.9199981689453,159.22000122070312,146.5106964111328,701000,,,,,,,,
2020-08-03,160.77999877929688,162.38999938964844,160.4199981689453,162.14999389648438,149.206787109375,443700,,,,,,,,
