date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'PFSI')","('high', 'PFSI')","('low', 'PFSI')","('close', 'PFSI')","('adj_close', 'PFSI')","('volume', 'PFSI')","('currency', '')"
2020-01-02,34.040000915527344,34.18000030517578,33.189998626708984,33.43000030517578,31.031118392944336,396200,,,,,,,,
2020-01-03,33.150001525878906,33.970001220703125,33.06999969482422,33.86000061035156,31.430265426635742,238000,,,,,,,,
2020-01-06,33.75,34.220001220703125,33.56999969482422,34.09000015258789,31.643756866455078,342000,,,,,,,,
2020-01-07,34.02000045776367,34.06999969482422,33.04999923706055,33.06999969482422,30.69695281982422,240000,,,,,,,,
2020-01-08,33.0,33.470001220703125,33.0,33.13999938964844,30.761930465698242,241700,,,,,,,,
2020-01-09,33.599998474121094,34.119998931884766,33.41999816894531,33.68000030517578,31.26318359375,345800,,,,,,,,
2020-01-10,33.7599983215332,34.130001068115234,33.47999954223633,33.9900016784668,31.55094337463379,337900,,,,,,,,
2020-01-13,34.0,34.22999954223633,33.7400016784668,34.04999923706055,31.60663604736328,493100,,,,,,,,
2020-01-14,34.04999923706055,34.31999969482422,33.650001525878906,34.08000183105469,31.634485244750977,701800,,,,,,,,
2020-01-15,34.06999969482422,34.189998626708984,33.66999816894531,33.970001220703125,31.53236961364746,639300,,,,,,,,
2020-01-16,34.04999923706055,34.470001220703125,33.84000015258789,33.959999084472656,31.52308464050293,459700,,,,,,,,
2020-01-17,34.13999938964844,34.209999084472656,33.68000030517578,33.70000076293945,31.281742095947266,250900,,,,,,,,
2020-01-21,33.70000076293945,33.9900016784668,33.5,33.72999954223633,31.30959129333496,267900,,,,,,,,
2020-01-22,33.790000915527344,34.13999938964844,33.70000076293945,33.88999938964844,31.458106994628906,459800,,,,,,,,
2020-01-23,33.959999084472656,34.060001373291016,33.61000061035156,33.900001525878906,31.467395782470703,282900,,,,,,,,
2020-01-24,33.95000076293945,34.25,33.650001525878906,33.869998931884766,31.439546585083008,345900,,,,,,,,
2020-01-27,33.56999969482422,33.77000045776367,32.95000076293945,33.279998779296875,30.89188575744629,387300,,,,,,,,
2020-01-28,33.400001525878906,33.869998931884766,33.38999938964844,33.7400016784668,31.31887435913086,412400,,,,,,,,
2020-01-29,33.90999984741211,34.650001525878906,33.79999923706055,34.06999969482422,31.62519645690918,366600,,,,,,,,
2020-01-30,33.86000061035156,34.34000015258789,33.77000045776367,34.11000061035156,31.662324905395508,322000,,,,,,,,
2020-01-31,33.939998626708984,33.97999954223633,33.5099983215332,33.720001220703125,31.300315856933594,304200,,,,,,,,
2020-02-03,33.77000045776367,34.13999938964844,33.77000045776367,33.959999084472656,31.52308464050293,267200,,,,,,,,
2020-02-04,34.119998931884766,34.52000045776367,34.04999923706055,34.5,32.02433776855469,426400,,,,,,,,
2020-02-05,34.86000061035156,36.25,34.849998474121094,36.060001373291016,33.472389221191406,724900,,,,,,,,
2020-02-06,36.43000030517578,36.599998474121094,35.5099983215332,35.709999084472656,33.14751052856445,445400,,,,,,,,
2020-02-07,36.709999084472656,38.970001220703125,36.56999969482422,38.970001220703125,36.173583984375,1228400,,,,,,,,
2020-02-10,39.11000061035156,39.56999969482422,37.880001068115234,38.40999984741211,35.653770446777344,729500,,,,,,,,
2020-02-11,38.47999954223633,38.5,37.380001068115234,37.849998474121094,35.13393783569336,403900,,,,,,,,
2020-02-12,37.91999816894531,38.41999816894531,37.099998474121094,37.16999816894531,34.50273895263672,613700,,,,,,,,
2020-02-13,34.529998779296875,35.599998474121094,33.900001525878906,35.459999084472656,33.02206039428711,3724700,,,,,,,,
2020-02-14,35.66999816894531,35.70000076293945,34.959999084472656,35.130001068115234,32.71475601196289,1048200,,,,,,,,
2020-02-18,35.380001068115234,35.61000061035156,34.779998779296875,35.279998779296875,32.85444259643555,763000,,,,,,,,
2020-02-19,35.41999816894531,35.720001220703125,35.060001373291016,35.25,32.82650375366211,688900,,,,,,,,
2020-02-20,35.2400016784668,35.43000030517578,34.56999969482422,35.06999969482422,32.658870697021484,682000,,,,,,,,
2020-02-21,35.02000045776367,35.810001373291016,34.43000030517578,35.470001220703125,33.031368255615234,1014300,,,,,,,,
2020-02-24,34.93000030517578,35.81999969482422,34.720001220703125,35.7599983215332,33.30143356323242,616500,,,,,,,,
2020-02-25,35.70000076293945,36.029998779296875,35.16999816894531,35.52000045776367,33.077938079833984,1306800,,,,,,,,
2020-02-26,35.470001220703125,35.81999969482422,34.65999984741211,35.029998779296875,32.62162780761719,1023500,,,,,,,,
2020-02-27,34.84000015258789,35.540000915527344,34.0,34.11000061035156,31.764873504638672,975100,,,,,,,,
2020-02-28,34.150001525878906,35.599998474121094,33.959999084472656,35.2599983215332,32.8358154296875,1878200,,,,,,,,
2020-03-02,35.529998779296875,36.18000030517578,35.0,36.150001525878906,33.664615631103516,1174400,,,,,,,,
2020-03-03,36.220001220703125,36.709999084472656,35.77000045776367,36.54999923706055,34.03711700439453,1319000,,,,,,,,
2020-03-04,37.09000015258789,38.59000015258789,36.7400016784668,38.459999084472656,35.81581115722656,1591400,,,,,,,,
2020-03-05,37.900001525878906,38.619998931884766,37.09000015258789,37.41999816894531,34.84730911254883,1071100,,,,,,,,
2020-03-06,36.5,37.72999954223633,36.25,37.5,34.92181396484375,1154500,,,,,,,,
2020-03-09,33.25,37.13999938964844,29.93000030517578,35.91999816894531,33.4504280090332,1676900,,,,,,,,
2020-03-10,36.349998474121094,36.81999969482422,34.38999938964844,35.81999969482422,33.3573112487793,1425500,,,,,,,,
