date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'SEIC')","('high', 'SEIC')","('low', 'SEIC')","('close', 'SEIC')","('adj_close', 'SEIC')","('volume', 'SEIC')","('currency', '')"
2020-01-02,65.5,65.88999938964844,65.04000091552734,65.80000305175781,60.796875,449500,,,,,,,,
2020-01-03,64.76000213623047,65.08999633789062,64.33000183105469,64.94000244140625,60.002262115478516,445900,,,,,,,,
2020-01-06,64.63999938964844,65.02999877929688,63.95000076293945,64.98999786376953,60.04845428466797,618600,,,,,,,,
2020-01-07,65.1500015258789,65.41999816894531,64.0199966430664,64.97000122070312,60.02997970581055,423800,,,,,,,,
2020-01-08,64.97000122070312,65.63999938964844,64.93000030517578,65.44000244140625,60.46424865722656,537700,,,,,,,,
2020-01-09,65.97000122070312,66.1500015258789,65.30000305175781,65.79000091552734,60.787628173828125,445700,,,,,,,,
2020-01-10,65.68000030517578,65.83999633789062,65.16999816894531,65.33000183105469,60.36260223388672,266800,,,,,,,,
2020-01-13,65.58000183105469,66.25,65.48999786376953,66.16999816894531,61.138729095458984,331200,,,,,,,,
2020-01-14,66.16000366210938,66.36000061035156,65.54000091552734,65.66999816894531,60.676753997802734,402300,,,,,,,,
2020-01-15,65.58999633789062,66.4800033569336,65.11000061035156,65.26000213623047,60.29793167114258,568500,,,,,,,,
2020-01-16,65.62999725341797,66.30999755859375,65.4000015258789,66.30999755859375,61.268096923828125,593600,,,,,,,,
2020-01-17,66.4000015258789,66.68000030517578,65.22000122070312,65.26000213623047,60.29793167114258,513400,,,,,,,,
2020-01-21,64.88999938964844,65.58999633789062,64.88999938964844,65.06999969482422,60.122371673583984,536500,,,,,,,,
2020-01-22,65.29000091552734,65.69999694824219,64.79000091552734,64.83999633789062,59.90985870361328,447000,,,,,,,,
2020-01-23,64.70999908447266,65.2699966430664,64.0199966430664,65.25,60.28868865966797,545000,,,,,,,,
2020-01-24,65.18000030517578,65.30000305175781,63.290000915527344,63.709999084472656,58.86578369140625,412000,,,,,,,,
2020-01-27,62.369998931884766,63.310001373291016,62.13999938964844,62.79999923706055,58.02497100830078,420800,,,,,,,,
2020-01-28,63.13999938964844,63.959999084472656,63.0,63.45000076293945,58.62554931640625,600600,,,,,,,,
2020-01-29,63.400001525878906,64.22000122070312,63.099998474121094,63.099998474121094,58.30216598510742,1569200,,,,,,,,
2020-01-30,62.0099983215332,67.23999786376953,61.77000045776367,67.16000366210938,62.053470611572266,1600900,,,,,,,,
2020-01-31,66.87999725341797,66.87999725341797,65.13999938964844,65.26000213623047,60.29793167114258,967100,,,,,,,,
2020-02-03,65.4000015258789,68.0,64.83999633789062,67.47000122070312,62.339881896972656,1171300,,,,,,,,
