date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'FNMFM')","('high', 'FNMFM')","('low', 'FNMFM')","('close', 'FNMFM')","('adj_close', 'FNMFM')","('volume', 'FNMFM')","('currency', '')"
2021-01-08,11.0,11.0,11.0,11.0,11.0,0,,,,,,,,
2021-01-11,11.0,11.0,11.0,11.0,11.0,0,,,,,,,,
2021-01-12,12.079999923706055,12.079999923706055,11.0,11.0,11.0,3200,,,,,,,,
2021-01-13,10.510000228881836,10.510000228881836,10.0,10.0,10.0,500,,,,,,,,
2021-01-14,9.989999771118164,10.0,9.989999771118164,10.0,10.0,7200,,,,,,,,
2021-01-15,9.699999809265137,9.699999809265137,8.5,8.569999694824219,8.569999694824219,3400,,,,,,,,
2021-01-19,8.600000381469727,9.640000343322754,8.5600004196167,9.289999961853027,9.289999961853027,2800,,,,,,,,
2021-01-20,8.5600004196167,9.319999694824219,8.5600004196167,9.300000190734863,9.300000190734863,6800,,,,,,,,
2021-01-21,9.039999961853027,9.039999961853027,9.020000457763672,9.020000457763672,9.020000457763672,1100,,,,,,,,
2021-01-22,9.010000228881836,9.010000228881836,9.010000228881836,9.010000228881836,9.010000228881836,100,,,,,,,,
2021-01-25,8.260000228881836,9.25,8.260000228881836,8.5,8.5,159900,,,,,,,,
2021-01-26,8.5,8.5,8.5,8.5,8.5,0,,,,,,,,
2021-01-27,8.5,8.5,8.5,8.5,8.5,0,,,,,,,,
2021-01-28,8.989999771118164,9.050000190734863,8.899999618530273,9.0,9.0,238400,,,,,,,,
2021-01-29,9.0,9.0,9.0,9.0,9.0,0,,,,,,,,
2021-02-01,8.5,9.0,8.5,8.5,8.5,34300,,,,,,,,
2021-02-02,8.5,8.5,8.5,8.5,8.5,0,,,,,,,,
2021-02-03,8.5,8.5,8.5,8.5,8.5,0,,,,,,,,
2021-02-04,8.5,8.5,8.5,8.5,8.5,0,,,,,,,,
2021-02-05,8.5,8.5,8.5,8.5,8.5,0,,,,,,,,
2021-02-08,8.5,8.5,8.5,8.5,8.5,0,,,,,,,,
2021-02-09,8.0,8.149999618530273,8.0,8.149999618530273,8.149999618530273,1400,,,,,,,,
2021-02-10,8.25,8.5,8.25,8.5,8.5,3700,,,,,,,,
2021-02-11,8.010000228881836,8.010000228881836,8.010000228881836,8.010000228881836,8.010000228881836,500,,,,,,,,
2021-02-12,8.470000267028809,8.5,8.470000267028809,8.5,8.5,2000,,,,,,,,
2021-02-16,8.75,9.0,8.5,8.5,8.5,3100,,,,,,,,
2021-02-17,9.0,9.0,9.0,9.0,9.0,8600,,,,,,,,
2021-02-18,9.0,9.0,9.0,9.0,9.0,0,,,,,,,,
2021-02-19,8.40999984741211,8.40999984741211,8.406999588012695,8.40999984741211,8.40999984741211,1900,,,,,,,,
2021-02-22,8.40999984741211,8.40999984741211,8.40999984741211,8.40999984741211,8.40999984741211,0,,,,,,,,
