date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'EVO.ST')","('high', 'EVO.ST')","('low', 'EVO.ST')","('close', 'EVO.ST')","('adj_close', 'EVO.ST')","('volume', 'EVO.ST')","('currency', '')"
2020-02-13,380.0,390.0,368.5,388.5,384.4779968261719,1064005,,,,,,,,
2020-02-14,389.0,392.0,381.0,388.5,384.4779968261719,567853,,,,,,,,
2020-02-17,390.0,402.5,390.0,400.5,396.353759765625,595009,,,,,,,,
2020-02-18,401.0,406.5,394.0,404.5,400.3123779296875,594048,,,,,,,,
2020-02-19,406.5,420.5,405.0,416.0,411.69329833984375,817382,,,,,,,,
2020-02-20,416.0,423.0,416.0,418.5,414.16741943359375,579549,,,,,,,,
2020-02-21,416.5,424.0,413.5,423.0,418.620849609375,528159,,,,,,,,
2020-02-24,415.5,416.5,401.5,407.0,402.7864685058594,808516,,,,,,,,
2020-02-25,406.0,416.0,393.5,396.5,392.3951721191406,789665,,,,,,,,
2020-02-26,390.5,397.0,368.5,396.0,391.9003601074219,1151224,,,,,,,,
2020-02-27,388.0,388.0,352.5,362.5,358.7471923828125,1420518,,,,,,,,
2020-02-28,339.0,358.5,328.0,351.0,347.3662109375,1398733,,,,,,,,
2020-03-02,361.0,375.0,354.5,364.0,360.23162841796875,1287235,,,,,,,,
2020-03-03,378.5,381.5,367.0,375.0,371.11773681640625,1133834,,,,,,,,
2020-03-04,375.5,383.0,371.0,382.0,378.0452880859375,1001645,,,,,,,,
2020-03-05,387.0,397.0,367.5,372.0,368.1488037109375,1087087,,,,,,,,
2020-03-06,362.0,372.0,354.5,372.0,368.1488037109375,863185,,,,,,,,
2020-03-09,348.0,367.0,340.0,363.0,359.2420349121094,1107728,,,,,,,,
2020-03-10,363.0,374.5,349.0,352.0,348.35589599609375,1147024,,,,,,,,
2020-03-11,353.0,356.5,341.0,343.0,339.4490661621094,1079846,,,,,,,,
2020-03-12,320.0,328.0,314.5,320.0,316.6871643066406,1921846,,,,,,,,
2020-03-13,320.0,356.0,320.0,327.5,324.1095275878906,2228862,,,,,,,,
2020-03-16,310.0,336.0,308.5,328.0,324.6044006347656,2231191,,,,,,,,
2020-03-17,345.0,345.0,316.0,326.5,323.119873046875,1573740,,,,,,,,
2020-03-18,320.5,325.0,291.0,294.5,291.451171875,1914672,,,,,,,,
2020-03-19,290.5,305.5,268.0,278.5,275.6168212890625,2352323,,,,,,,,
2020-03-20,306.0,338.0,297.0,333.5,330.04736328125,1895899,,,,,,,,
2020-03-23,316.0,322.5,304.0,307.5,304.3165588378906,1511226,,,,,,,,
2020-03-24,293.0,316.5,282.5,313.0,309.7596740722656,2459466,,,,,,,,
2020-03-25,318.0,324.0,289.0,298.0,294.9149169921875,1839901,,,,,,,,
2020-03-26,291.5,308.5,290.0,304.5,301.3476257324219,1339261,,,,,,,,
2020-03-27,305.0,307.0,289.5,300.5,297.3890380859375,1089122,,,,,,,,
2020-03-30,302.0,335.0,301.5,334.0,330.542236328125,1068468,,,,,,,,
2020-03-31,346.0,358.5,330.0,338.0,334.5008239746094,1090766,,,,,,,,
2020-04-01,334.5,339.8999938964844,328.20001220703125,338.29998779296875,334.7976989746094,631684,,,,,,,,
2020-04-02,337.70001220703125,341.6000061035156,321.20001220703125,325.0,321.6354064941406,620629,,,,,,,,
2020-04-03,327.29998779296875,346.6000061035156,320.70001220703125,338.1000061035156,334.5997619628906,548866,,,,,,,,
2020-04-06,358.8999938964844,365.6000061035156,354.70001220703125,360.6000061035156,356.8668518066406,921179,,,,,,,,
2020-04-07,372.0,391.8999938964844,372.0,381.29998779296875,377.3525085449219,992996,,,,,,,,
2020-04-08,379.3999938964844,412.5,374.5,409.6000061035156,405.3595886230469,855862,,,,,,,,
2020-04-09,415.0,429.70001220703125,415.0,424.0,419.6104736328125,601025,,,,,,,,
2020-04-14,429.1000061035156,465.3999938964844,424.29998779296875,458.70001220703125,453.9512634277344,1288629,,,,,,,,
2020-04-15,460.0,476.79998779296875,451.1000061035156,453.79998779296875,449.10198974609375,1252776,,,,,,,,
2020-04-16,453.8999938964844,467.8999938964844,453.5,458.20001220703125,453.4564514160156,836031,,,,,,,,
2020-04-17,469.0,484.5,467.29998779296875,481.8999938964844,476.9110412597656,899296,,,,,,,,
2020-04-20,485.0,487.8999938964844,458.0,470.0,465.1342468261719,956341,,,,,,,,
2020-04-21,468.0,477.8999938964844,462.0,475.8999938964844,470.97314453125,667889,,,,,,,,
2020-04-22,479.0,483.5,469.1000061035156,478.1000061035156,473.15045166015625,968965,,,,,,,,
2020-04-23,490.0,500.79998779296875,464.6000061035156,480.79998779296875,475.8224182128906,1802077,,,,,,,,
2020-04-24,480.79998779296875,482.79998779296875,448.1000061035156,455.0,450.2895812988281,967605,,,,,,,,
2020-04-27,455.0,473.70001220703125,451.0,469.20001220703125,464.34259033203125,840042,,,,,,,,
2020-04-28,469.0,472.5,451.5,454.6000061035156,449.8937072753906,732386,,,,,,,,
2020-04-29,452.1000061035156,453.20001220703125,434.20001220703125,436.5,431.9810791015625,1151309,,,,,,,,
2020-04-30,435.0,447.79998779296875,422.8999938964844,444.8999938964844,440.2940979003906,640233,,,,,,,,
2020-05-04,437.3999938964844,453.5,427.29998779296875,449.6000061035156,444.9454345703125,752404,,,,,,,,
2020-05-05,460.0,462.0,442.5,453.6000061035156,448.904052734375,571283,,,,,,,,
2020-05-06,461.6000061035156,473.1000061035156,456.6000061035156,465.1000061035156,460.2850036621094,903092,,,,,,,,
2020-05-07,470.0,485.20001220703125,462.20001220703125,479.70001220703125,474.73388671875,804853,,,,,,,,
2020-05-08,484.1000061035156,501.0,477.1000061035156,495.0,489.87542724609375,589408,,,,,,,,
2020-05-11,496.29998779296875,509.0,496.20001220703125,508.0,502.7408752441406,868556,,,,,,,,
2020-05-12,508.0,508.0,493.79998779296875,497.8999938964844,492.7454528808594,889820,,,,,,,,
2020-05-13,493.1000061035156,504.20001220703125,485.0,497.6000061035156,492.44854736328125,668046,,,,,,,,
2020-05-14,495.0,497.0,481.20001220703125,485.0,479.97900390625,674392,,,,,,,,
2020-05-15,490.6000061035156,497.8999938964844,477.5,492.0,486.9065246582031,643814,,,,,,,,
2020-05-18,500.0,513.5999755859375,499.1000061035156,504.6000061035156,499.3760681152344,575720,,,,,,,,
2020-05-19,515.0,549.7999877929688,514.0,530.2000122070312,524.7110595703125,1417711,,,,,,,,
2020-05-20,530.2000122070312,542.7999877929688,524.5999755859375,527.2000122070312,521.7421264648438,510920,,,,,,,,
2020-05-22,525.0,537.4000244140625,513.0,537.4000244140625,531.8364868164062,706438,,,,,,,,
2020-05-25,543.0,559.7999877929688,539.0,552.0,546.2852783203125,722557,,,,,,,,
2020-05-26,565.0,581.2000122070312,560.4000244140625,565.4000244140625,559.5466918945312,930945,,,,,,,,
2020-05-27,571.4000244140625,573.0,533.0,539.0,533.419921875,1278466,,,,,,,,
2020-05-28,544.4000244140625,567.5999755859375,541.4000244140625,561.5999755859375,555.7859497070312,1437521,,,,,,,,
2020-05-29,562.2000122070312,580.4000244140625,548.0,555.7999877929688,550.0459594726562,8725458,,,,,,,,
2020-06-01,569.2000122070312,575.4000244140625,549.0,572.4000244140625,566.4741821289062,937600,,,,,,,,
2020-06-02,575.0,590.7999877929688,555.7999877929688,590.2000122070312,584.0899047851562,1333688,,,,,,,,
2020-06-03,594.0,607.0,571.0,600.5999755859375,594.3822021484375,1175073,,,,,,,,
2020-06-04,601.0,606.0,581.2000122070312,591.0,584.881591796875,1199358,,,,,,,,
2020-06-05,592.5999755859375,594.0,583.2000122070312,593.2000122070312,587.0587768554688,644533,,,,,,,,
2020-06-08,589.5999755859375,591.5999755859375,574.0,577.0,571.0265502929688,582029,,,,,,,,
2020-06-09,572.0,578.4000244140625,558.2000122070312,565.2000122070312,559.3487548828125,969462,,,,,,,,
2020-06-10,565.2000122070312,576.2000122070312,558.5999755859375,572.4000244140625,566.4741821289062,680459,,,,,,,,
2020-06-11,567.0,578.2000122070312,554.4000244140625,562.4000244140625,556.5776977539062,790707,,,,,,,,
2020-06-12,553.4000244140625,557.5999755859375,539.2000122070312,541.5999755859375,535.9930419921875,1091859,,,,,,,,
2020-06-15,533.7999877929688,551.2000122070312,531.5999755859375,545.0,539.3577880859375,750935,,,,,,,,
2020-06-16,550.4000244140625,565.2000122070312,550.4000244140625,555.0,549.25439453125,565596,,,,,,,,
2020-06-17,558.0,561.0,547.2000122070312,556.5999755859375,550.8377075195312,558820,,,,,,,,
2020-06-18,556.5999755859375,589.2000122070312,556.5999755859375,588.4000244140625,582.748291015625,1090187,,,,,,,,
2020-06-22,588.0,602.2000122070312,578.5999755859375,597.7999877929688,592.0579833984375,585150,,,,,,,,
2020-06-23,600.2000122070312,613.0,597.4000244140625,612.0,606.12158203125,609259,,,,,,,,
2020-06-24,614.0,619.0,546.2000122070312,576.0,570.4673461914062,4846644,,,,,,,,
2020-06-25,576.0,581.2000122070312,562.5999755859375,565.5999755859375,560.167236328125,1668313,,,,,,,,
2020-06-26,567.0,582.2000122070312,560.5999755859375,577.5999755859375,572.052001953125,1293580,,,,,,,,
2020-06-29,577.5999755859375,579.5999755859375,553.5999755859375,559.5999755859375,554.2249145507812,1046856,,,,,,,,
2020-06-30,560.4000244140625,565.0,548.4000244140625,555.5999755859375,550.2633056640625,1338300,,,,,,,,
2020-07-01,562.7999877929688,611.5999755859375,560.2000122070312,610.0,604.1408081054688,2517874,,,,,,,,
2020-07-02,624.4000244140625,645.2000122070312,619.2000122070312,630.7999877929688,624.740966796875,1848459,,,,,,,,
2020-07-03,631.4000244140625,660.5999755859375,623.0,659.2000122070312,652.8682250976562,1296930,,,,,,,,
2020-07-06,670.0,671.0,646.4000244140625,664.0,657.6220703125,942301,,,,,,,,
2020-07-07,665.7999877929688,677.7999877929688,657.0,677.7999877929688,671.2896118164062,705839,,,,,,,,
2020-07-08,678.0,683.7999877929688,661.0,661.0,654.65087890625,732182,,,,,,,,
2020-07-09,665.0,683.0,661.0,669.4000244140625,662.97021484375,766958,,,,,,,,
2020-07-10,670.2000122070312,676.5999755859375,662.0,662.2000122070312,655.83935546875,588072,,,,,,,,
2020-07-13,664.0,701.0,657.5999755859375,689.5999755859375,682.9761962890625,1040788,,,,,,,,
2020-07-14,685.4000244140625,685.5999755859375,672.0,680.2000122070312,673.66650390625,735344,,,,,,,,
2020-07-15,684.2000122070312,688.4000244140625,668.4000244140625,670.0,663.5645141601562,809990,,,,,,,,
2020-07-16,670.2000122070312,684.7999877929688,663.0,668.2000122070312,661.7817993164062,816403,,,,,,,,
2020-07-17,692.4000244140625,693.0,660.5999755859375,684.0,677.4299926757812,1319403,,,,,,,,
2020-07-20,684.4000244140625,695.0,677.0,695.0,688.3243408203125,625756,,,,,,,,
2020-07-21,654.7999877929688,655.0,624.4000244140625,631.0,624.9390869140625,3286113,,,,,,,,
2020-07-22,638.7999877929688,644.5999755859375,626.7999877929688,643.5999755859375,637.41796875,1563929,,,,,,,,
2020-07-23,645.2000122070312,648.7999877929688,632.5999755859375,645.0,638.8045654296875,1029121,,,,,,,,
2020-07-24,634.0,634.0,593.2000122070312,603.0,597.2080688476562,2170513,,,,,,,,
2020-07-27,608.0,608.4000244140625,584.2000122070312,592.0,586.313720703125,1299382,,,,,,,,
2020-07-28,593.4000244140625,593.4000244140625,560.5999755859375,580.0,574.428955078125,1629507,,,,,,,,
2020-07-29,576.0,604.4000244140625,571.2000122070312,602.0,596.2176513671875,1395888,,,,,,,,
2020-07-30,605.0,607.4000244140625,588.7999877929688,598.7999877929688,593.0484008789062,999330,,,,,,,,
2020-07-31,600.2000122070312,602.7999877929688,593.2000122070312,598.4000244140625,592.6521606445312,976570,,,,,,,,
2020-08-03,597.2000122070312,640.5999755859375,594.5999755859375,638.7999877929688,632.6641235351562,1068749,,,,,,,,
2020-08-04,643.2000122070312,643.2000122070312,618.2000122070312,634.2000122070312,628.1083984375,1037486,,,,,,,,
2020-08-05,635.2000122070312,645.2000122070312,629.5999755859375,638.4000244140625,632.2680053710938,679039,,,,,,,,
2020-08-06,636.2000122070312,644.0,630.2000122070312,636.0,629.8910522460938,580030,,,,,,,,
2020-08-07,635.0,641.4000244140625,629.5999755859375,635.7999877929688,629.6929931640625,577533,,,,,,,,
2020-08-10,635.7999877929688,636.7999877929688,607.2000122070312,608.0,602.1599731445312,847178,,,,,,,,
2020-08-11,609.0,625.2000122070312,608.4000244140625,615.4000244140625,609.4889526367188,898807,,,,,,,,
2020-08-12,615.4000244140625,615.5999755859375,588.4000244140625,603.5999755859375,597.80224609375,901427,,,,,,,,
2020-08-13,604.7999877929688,621.2000122070312,603.7999877929688,618.5999755859375,612.6581420898438,924036,,,,,,,,
2020-08-14,618.5999755859375,627.7999877929688,604.7999877929688,607.2000122070312,601.3677368164062,647224,,,,,,,,
2020-08-17,609.4000244140625,628.2000122070312,598.5999755859375,627.2000122070312,621.1754760742188,695422,,,,,,,,
2020-08-18,627.2000122070312,628.0,606.4000244140625,612.7999877929688,606.9138793945312,567367,,,,,,,,
2020-08-19,612.5999755859375,626.2000122070312,610.7999877929688,617.5999755859375,611.667724609375,522544,,,,,,,,
2020-08-20,614.0,626.2000122070312,611.2000122070312,623.0,617.0159301757812,583943,,,,,,,,
2020-08-21,623.5999755859375,634.5999755859375,618.2000122070312,633.7999877929688,627.712158203125,546437,,,,,,,,
2020-08-24,638.4000244140625,650.0,629.2000122070312,633.5999755859375,627.5140991210938,799747,,,,,,,,
2020-08-25,635.4000244140625,643.4000244140625,629.5999755859375,641.0,634.8430786132812,489947,,,,,,,,
2020-08-26,639.0,650.2000122070312,637.0,650.2000122070312,643.9547119140625,458475,,,,,,,,
2020-08-27,650.2000122070312,670.4000244140625,642.2000122070312,648.0,641.7758178710938,661738,,,,,,,,
2020-08-28,660.4000244140625,665.4000244140625,640.7999877929688,654.4000244140625,648.1143188476562,673561,,,,,,,,
2020-08-31,654.4000244140625,656.4000244140625,635.2000122070312,647.7999877929688,641.5776977539062,714133,,,,,,,,
2020-09-01,648.7999877929688,663.5999755859375,648.0,652.7999877929688,646.5296630859375,696289,,,,,,,,
2020-09-02,660.0,663.2000122070312,637.0,637.0,630.8814697265625,591976,,,,,,,,
2020-09-03,646.5999755859375,646.5999755859375,597.2000122070312,600.0,594.2367553710938,1077409,,,,,,,,
2020-09-04,599.0,610.0,563.2000122070312,573.5999755859375,568.0903930664062,1485455,,,,,,,,
2020-09-07,580.5999755859375,596.5999755859375,580.5999755859375,580.7999877929688,575.2212524414062,658451,,,,,,,,
2020-09-08,584.5999755859375,586.2000122070312,551.2000122070312,568.0,562.544189453125,1559922,,,,,,,,
2020-09-09,562.5999755859375,576.2000122070312,562.0,570.0,564.5249633789062,874251,,,,,,,,
2020-09-10,572.7999877929688,574.4000244140625,554.4000244140625,560.0,554.6210327148438,983771,,,,,,,,
2020-09-11,560.7999877929688,575.0,560.5999755859375,562.7999877929688,557.3941040039062,847315,,,,,,,,
2020-09-14,570.2000122070312,575.5999755859375,559.4000244140625,573.4000244140625,567.8923950195312,568327,,,,,,,,
2020-09-15,576.5999755859375,595.0,575.4000244140625,585.0,579.380859375,833522,,,,,,,,
2020-09-16,585.5999755859375,597.5999755859375,584.7999877929688,584.7999877929688,579.1828002929688,759725,,,,,,,,
2020-09-17,578.7999877929688,591.2000122070312,576.0,582.7999877929688,577.2020874023438,634257,,,,,,,,
2020-09-18,584.5999755859375,601.5999755859375,584.4000244140625,593.0,587.3040161132812,2787531,,,,,,,,
2020-09-21,591.0,596.4000244140625,566.7999877929688,571.7999877929688,566.3076782226562,793114,,,,,,,,
2020-09-22,572.0,582.5999755859375,555.5999755859375,568.4000244140625,562.9403686523438,933133,,,,,,,,
2020-09-23,570.4000244140625,571.5999755859375,558.4000244140625,569.0,563.5346069335938,893052,,,,,,,,
2020-09-24,560.2000122070312,577.0,554.5999755859375,574.5999755859375,569.0807495117188,831835,,,,,,,,
2020-09-25,574.5999755859375,578.0,554.4000244140625,578.0,572.4480590820312,755490,,,,,,,,
2020-09-28,581.7999877929688,611.0,581.7999877929688,604.2000122070312,598.396484375,737501,,,,,,,,
2020-09-29,604.2000122070312,615.0,602.5999755859375,611.7999877929688,605.9235229492188,615816,,,,,,,,
2020-09-30,608.5999755859375,608.5999755859375,593.4000244140625,594.7999877929688,589.0867919921875,732497,,,,,,,,
2020-10-01,598.4000244140625,619.5999755859375,597.7999877929688,618.2000122070312,612.2620239257812,655997,,,,,,,,
2020-10-02,619.7999877929688,651.0,614.5999755859375,651.0,644.7469482421875,1166486,,,,,,,,
2020-10-05,655.2000122070312,682.2000122070312,647.7999877929688,675.0,668.5165405273438,1117323,,,,,,,,
2020-10-06,680.5999755859375,680.7999877929688,665.0,666.5999755859375,660.1971435546875,813738,,,,,,,,
2020-10-07,666.5999755859375,690.0,661.0,690.0,683.3724365234375,662237,,,,,,,,
2020-10-08,705.4000244140625,720.0,700.0,707.2000122070312,700.4071044921875,996231,,,,,,,,
2020-10-09,710.0,756.2000122070312,701.5999755859375,756.2000122070312,748.9365234375,1268931,,,,,,,,
2020-10-12,757.5999755859375,767.7999877929688,746.2000122070312,761.4000244140625,754.0866088867188,833362,,,,,,,,
2020-10-13,760.0,760.0,731.7999877929688,740.0,732.89208984375,784696,,,,,,,,
2020-10-14,740.0,752.5999755859375,727.4000244140625,729.0,721.9977416992188,818992,,,,,,,,
2020-10-15,720.0,730.4000244140625,707.4000244140625,716.7999877929688,709.9149169921875,922008,,,,,,,,
2020-10-16,740.0,757.7999877929688,715.2000122070312,715.2000122070312,708.3302612304688,836928,,,,,,,,
2020-10-19,720.0,720.4000244140625,707.4000244140625,708.0,701.1995239257812,565188,,,,,,,,
2020-10-20,707.4000244140625,717.4000244140625,697.0,705.0,698.2283325195312,662947,,,,,,,,
2020-10-21,715.0,743.5999755859375,702.4000244140625,708.7999877929688,701.9918212890625,1445141,,,,,,,,
2020-10-22,741.4000244140625,742.2000122070312,675.2000122070312,694.5999755859375,687.9281005859375,2647906,,,,,,,,
2020-10-23,715.0,718.0,692.0,703.4000244140625,696.6436157226562,2065235,,,,,,,,
2020-10-26,702.5999755859375,706.7999877929688,673.7999877929688,677.2000122070312,670.6953125,1787041,,,,,,,,
2020-10-27,677.4000244140625,694.5999755859375,668.0,690.0,683.3724365234375,1199004,,,,,,,,
2020-10-28,690.0,692.4000244140625,656.7999877929688,658.5999755859375,652.2739868164062,1655383,,,,,,,,
2020-10-29,656.5999755859375,667.7999877929688,646.2000122070312,655.5999755859375,649.302734375,935571,,,,,,,,
2020-10-30,647.7999877929688,661.0,644.2000122070312,661.0,654.65087890625,595996,,,,,,,,
2020-11-02,661.0,672.5999755859375,653.2000122070312,660.2000122070312,653.8585815429688,979034,,,,,,,,
2020-11-03,667.0,668.0,650.2000122070312,661.0,654.65087890625,761734,,,,,,,,
2020-11-04,665.0,691.2000122070312,657.0,691.2000122070312,684.560791015625,1189144,,,,,,,,
2020-11-05,704.4000244140625,722.0,700.5999755859375,701.2000122070312,694.4647827148438,1390782,,,,,,,,
2020-11-06,707.0,713.0,686.2000122070312,708.4000244140625,701.5956420898438,1074440,,,,,,,,
2020-11-09,730.0,737.2000122070312,662.4000244140625,675.7999877929688,669.3087768554688,2843846,,,,,,,,
2020-11-10,679.5999755859375,679.7999877929688,634.4000244140625,637.0,630.8814697265625,2010221,,,,,,,,
2020-11-11,635.7999877929688,662.0,621.7999877929688,659.0,652.6701049804688,1317376,,,,,,,,
2020-11-12,658.0,662.5999755859375,647.2000122070312,650.4000244140625,644.1527099609375,891866,,,,,,,,
2020-11-13,647.7999877929688,661.7999877929688,643.2000122070312,649.4000244140625,643.1624145507812,857722,,,,,,,,
2020-11-16,666.5999755859375,670.0,638.4000244140625,652.5999755859375,646.3316040039062,921172,,,,,,,,
2020-11-17,648.4000244140625,668.7999877929688,646.0,656.4000244140625,650.0951538085938,815796,,,,,,,,
2020-11-18,656.0,683.5999755859375,653.4000244140625,660.0,653.6604614257812,1030091,,,,,,,,
2020-11-19,660.0,669.5999755859375,646.5999755859375,649.7999877929688,643.5584716796875,701430,,,,,,,,
2020-11-20,652.0,662.0,650.4000244140625,660.0,653.6604614257812,554058,,,,,,,,
2020-11-23,665.0,671.4000244140625,644.2000122070312,648.4000244140625,642.1719970703125,656908,,,,,,,,
2020-11-24,652.5999755859375,654.5999755859375,635.2000122070312,647.7999877929688,641.5776977539062,979088,,,,,,,,
2020-11-25,651.2000122070312,670.2000122070312,650.0,650.0,643.7565307617188,3695936,,,,,,,,
2020-11-26,652.0,655.0,639.2000122070312,649.0,642.76611328125,1125347,,,,,,,,
2020-11-27,650.0,690.2000122070312,650.0,690.2000122070312,683.5704956054688,1514470,,,,,,,,
2020-11-30,697.0,733.2000122070312,691.2000122070312,733.2000122070312,726.157470703125,2795634,,,,,,,,
2020-12-01,731.0,735.4000244140625,712.2000122070312,725.7999877929688,718.8285522460938,1453891,,,,,,,,
2020-12-02,725.0,737.5999755859375,717.0,730.0,722.9881591796875,1540408,,,,,,,,
2020-12-03,733.0,766.5999755859375,733.0,755.0,747.7479858398438,2152914,,,,,,,,
2020-12-04,754.2000122070312,757.0,731.2000122070312,733.7999877929688,726.7516479492188,1015790,,,,,,,,
2020-12-07,732.0,745.7999877929688,727.7999877929688,733.7999877929688,726.7516479492188,1062476,,,,,,,,
2020-12-08,735.2000122070312,756.5999755859375,732.7999877929688,754.0,746.7576293945312,1102431,,,,,,,,
2020-12-09,760.2000122070312,766.2000122070312,750.0,761.7999877929688,754.482666015625,1169295,,,,,,,,
2020-12-10,770.0,789.7999877929688,766.5999755859375,778.0,770.527099609375,1707740,,,,,,,,
2020-12-11,778.0,791.2000122070312,768.2000122070312,791.2000122070312,783.600341796875,1151455,,,,,,,,
2020-12-14,795.5999755859375,817.5999755859375,781.7999877929688,813.2000122070312,805.3890380859375,1177797,,,,,,,,
2020-12-15,811.5999755859375,824.7999877929688,801.7999877929688,810.0,802.2197265625,1090743,,,,,,,,
2020-12-16,810.0,810.0,785.5999755859375,798.5999755859375,790.92919921875,951414,,,,,,,,
2020-12-17,802.0,804.2000122070312,790.5999755859375,795.5999755859375,787.9579467773438,902364,,,,,,,,
2020-12-18,794.5999755859375,802.7999877929688,783.5999755859375,791.2000122070312,783.600341796875,1012278,,,,,,,,
2020-12-21,783.0,790.7999877929688,774.5999755859375,775.7999877929688,768.3482666015625,681353,,,,,,,,
2020-12-22,776.2000122070312,787.5999755859375,774.2000122070312,775.7999877929688,768.3482666015625,552053,,,,,,,,
2020-12-23,780.0,799.4000244140625,774.2000122070312,792.0,784.392578125,546379,,,,,,,,
2020-12-28,800.0,829.4000244140625,793.7999877929688,823.0,815.0949096679688,832219,,,,,,,,
2020-12-29,823.0,837.4000244140625,816.7999877929688,822.7999877929688,814.896728515625,860995,,,,,,,,
2020-12-30,828.7999877929688,848.0,825.2000122070312,834.7999877929688,826.7815551757812,2114404,,,,,,,,
2021-01-04,840.4000244140625,854.7999877929688,816.2000122070312,816.2000122070312,808.3602294921875,1077298,,,,,,,,
2021-01-05,813.2000122070312,843.7999877929688,810.7999877929688,842.0,833.912353515625,716417,,,,,,,,
2021-01-07,855.0,856.0,810.5999755859375,811.7999877929688,804.00244140625,1279985,,,,,,,,
2021-01-08,815.7999877929688,828.5999755859375,803.4000244140625,810.5999755859375,802.8139038085938,1204148,,,,,,,,
2021-01-11,811.0,826.4000244140625,797.7999877929688,810.0,802.2197265625,1020741,,,,,,,,
2021-01-12,820.0,833.5999755859375,812.2000122070312,820.0,812.1236572265625,897403,,,,,,,,
2021-01-13,822.0,828.2000122070312,816.7999877929688,818.0,810.1428833007812,711187,,,,,,,,
2021-01-14,825.0,845.0,815.0,840.4000244140625,832.3277587890625,967230,,,,,,,,
2021-01-15,840.0,840.7999877929688,820.4000244140625,820.5999755859375,812.7178344726562,940299,,,,,,,,
2021-01-18,820.5999755859375,841.7999877929688,820.5999755859375,840.0,831.931640625,429170,,,,,,,,
2021-01-19,844.2000122070312,845.5999755859375,828.2000122070312,839.7999877929688,831.7333374023438,529639,,,,,,,,
2021-01-20,842.5999755859375,871.0,836.5999755859375,862.2000122070312,853.9183349609375,813414,,,,,,,,
2021-01-21,884.5999755859375,894.2000122070312,865.7999877929688,875.4000244140625,866.9916381835938,1708969,,,,,,,,
2021-01-22,875.4000244140625,877.5999755859375,860.7999877929688,872.0,863.6242065429688,774686,,,,,,,,
2021-01-25,875.0,898.2000122070312,870.2000122070312,895.7999877929688,887.1956176757812,1816396,,,,,,,,
2021-01-26,895.2000122070312,895.2000122070312,859.0,865.7999877929688,857.4837646484375,1271604,,,,,,,,
2021-01-27,864.0,868.0,820.4000244140625,840.0,831.931640625,1001623,,,,,,,,
2021-01-28,840.0,841.5999755859375,802.7999877929688,841.2000122070312,833.1200561523438,1160790,,,,,,,,
2021-01-29,836.4000244140625,836.7999877929688,815.5999755859375,815.5999755859375,807.7659912109375,866061,,,,,,,,
2021-02-01,822.0,849.5999755859375,820.2000122070312,845.4000244140625,837.2797241210938,605119,,,,,,,,
