date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'NPXYY')","('high', 'NPXYY')","('low', 'NPXYY')","('close', 'NPXYY')","('adj_close', 'NPXYY')","('volume', 'NPXYY')","('currency', '')"
2024-04-24,14.710000038146973,14.710000038146973,14.600000381469727,14.600000381469727,14.600000381469727,108483,,,,,,,,
2024-04-25,14.59000015258789,14.59000015258789,14.09000015258789,14.295000076293945,14.295000076293945,493465,,,,,,,,
2024-04-26,14.523500442504883,15.449999809265137,14.523500442504883,14.800000190734863,14.800000190734863,1056904,,,,,,,,
2024-04-29,15.75,16.739900588989258,15.09000015258789,16.149999618530273,16.149999618530273,94156,,,,,,,,
2024-04-30,14.890000343322754,16.145000457763672,14.670000076293945,15.0,15.0,402887,,,,,,,,
2024-05-01,13.0,16.149999618530273,13.0,15.050000190734863,15.050000190734863,1352921,,,,,,,,
2024-05-03,15.100099563598633,16.1200008392334,15.100000381469727,15.359999656677246,15.359999656677246,19519,,,,,,,,
2024-05-06,16.31999969482422,16.329999923706055,14.84000015258789,15.319999694824219,15.319999694824219,19310,,,,,,,,
2024-05-07,15.050000190734863,15.470000267028809,14.5600004196167,14.779999732971191,14.779999732971191,29534,,,,,,,,
2024-05-08,16.079999923706055,16.079999923706055,14.479999542236328,14.479999542236328,14.479999542236328,436523,,,,,,,,
2024-05-09,15.84000015258789,15.84000015258789,15.0,15.270000457763672,15.270000457763672,360203,,,,,,,,
2024-05-10,15.010000228881836,15.869999885559082,14.940099716186523,15.039999961853027,15.039999961853027,627348,,,,,,,,
2024-05-13,15.649999618530273,16.27989959716797,15.149999618530273,15.989999771118164,15.989999771118164,13090,,,,,,,,
2024-05-14,15.892999649047852,15.892999649047852,15.024999618530273,15.218500137329102,15.218500137329102,19250,,,,,,,,
2024-05-15,15.380000114440918,15.449999809265137,14.65999984741211,15.100000381469727,15.100000381469727,13648,,,,,,,,
2024-05-16,14.9399995803833,15.5,14.75,14.75,14.75,56428,,,,,,,,
2024-05-17,13.680000305175781,15.100000381469727,13.680000305175781,14.755000114440918,14.755000114440918,150302,,,,,,,,
2024-05-20,14.760000228881836,14.800000190734863,14.529999732971191,14.529999732971191,14.529999732971191,7982,,,,,,,,
2024-05-21,14.625,15.1899995803833,14.0600004196167,14.5,14.5,10566,,,,,,,,
2024-05-22,14.164999961853027,14.739999771118164,13.850099563598633,14.314000129699707,14.314000129699707,9364,,,,,,,,
2024-05-23,14.369999885559082,14.375,13.819999694824219,14.069999694824219,14.069999694824219,4671,,,,,,,,
2024-05-24,14.192000389099121,14.920000076293945,13.800000190734863,14.390000343322754,14.390000343322754,17146,,,,,,,,
2024-05-28,14.399999618530273,14.699999809265137,14.100000381469727,14.699999809265137,14.699999809265137,7307,,,,,,,,
2024-05-29,14.670000076293945,14.680000305175781,13.899999618530273,14.300000190734863,14.300000190734863,5631,,,,,,,,
2024-05-30,14.395000457763672,14.800000190734863,14.0,14.369999885559082,14.369999885559082,15916,,,,,,,,
2024-05-31,14.914999961853027,15.100000381469727,14.199999809265137,14.6899995803833,14.6899995803833,13424,,,,,,,,
2024-06-03,14.75,14.75,14.5,14.5,14.5,12490,,,,,,,,
2024-06-04,16.260000228881836,16.260000228881836,14.220000267028809,14.677499771118164,14.677499771118164,3037,,,,,,,,
2024-06-05,14.399999618530273,14.449999809265137,13.819999694824219,13.946000099182129,13.946000099182129,2842,,,,,,,,
2024-06-06,14.517499923706055,14.710000038146973,14.400099754333496,14.40999984741211,14.40999984741211,212123,,,,,,,,
2024-06-07,14.609999656677246,15.0,14.609999656677246,14.729999542236328,14.729999542236328,4461,,,,,,,,
2024-06-10,14.899999618530273,15.099900245666504,14.600000381469727,15.0,15.0,13161,,,,,,,,
2024-06-11,14.600099563598633,14.899999618530273,14.600099563598633,14.899999618530273,14.899999618530273,6356,,,,,,,,
2024-06-12,15.770000457763672,15.770000457763672,14.5,14.75,14.75,4229,,,,,,,,
2024-06-13,15.359999656677246,15.359999656677246,14.300000190734863,14.539999961853027,14.539999961853027,6245,,,,,,,,
2024-06-14,15.088500022888184,15.399999618530273,14.510100364685059,14.954999923706055,14.954999923706055,7684,,,,,,,,
2024-06-17,14.100000381469727,14.79990005493164,14.100000381469727,14.479999542236328,14.479999542236328,12308,,,,,,,,
2024-06-18,13.619999885559082,15.4399995803833,13.610099792480469,14.270000457763672,14.270000457763672,56011,,,,,,,,
2024-06-20,14.000100135803223,14.600000381469727,13.829999923706055,14.149999618530273,14.149999618530273,7998,,,,,,,,
2024-06-21,14.434000015258789,15.10990047454834,14.080100059509277,14.595000267028809,14.595000267028809,5125,,,,,,,,
2024-06-24,14.72350025177002,15.0,14.210000038146973,14.569999694824219,14.569999694824219,9855,,,,,,,,
2024-06-25,14.510000228881836,14.850000381469727,14.510000228881836,14.729999542236328,14.729999542236328,19513,,,,,,,,
2024-06-26,14.846599578857422,14.850000381469727,14.670000076293945,14.706000328063965,14.706000328063965,4805,,,,,,,,
2024-06-27,14.914999961853027,14.914999961853027,14.350000381469727,14.570500373840332,14.570500373840332,37112,,,,,,,,
2024-06-28,14.239999771118164,15.09000015258789,14.239999771118164,14.739999771118164,14.739999771118164,24079,,,,,,,,
2024-07-01,14.40999984741211,14.79699993133545,14.40999984741211,14.710000038146973,14.710000038146973,4140,,,,,,,,
2024-07-02,15.289999961853027,15.289999961853027,14.410099983215332,14.720000267028809,14.720000267028809,7014,,,,,,,,
2024-07-03,14.593500137329102,14.800000190734863,14.210000038146973,14.505000114440918,14.505000114440918,4052,,,,,,,,
2024-07-05,14.399999618530273,14.800000190734863,14.010100364685059,14.523500442504883,14.523500442504883,6832,,,,,,,,
2024-07-08,14.515000343322754,14.899900436401367,13.800100326538086,13.800100326538086,13.800100326538086,5664,,,,,,,,
2024-07-09,14.855999946594238,14.899999618530273,14.710000038146973,14.710000038146973,14.710000038146973,8006,,,,,,,,
2024-07-10,15.5,15.5,15.010000228881836,15.430000305175781,15.430000305175781,3537,,,,,,,,
2024-07-11,15.199999809265137,16.610000610351562,15.199999809265137,15.630000114440918,15.630000114440918,12933,,,,,,,,
2024-07-12,15.8100004196167,16.399999618530273,15.800000190734863,15.800000190734863,15.800000190734863,3640,,,,,,,,
2024-07-15,15.310099601745605,16.200000762939453,15.310099601745605,16.200000762939453,16.200000762939453,2923,,,,,,,,
2024-07-16,15.890000343322754,15.890000343322754,15.010000228881836,15.392999649047852,15.392999649047852,3422,,,,,,,,
2024-07-17,15.795000076293945,16.389999389648438,15.369999885559082,15.77299976348877,15.77299976348877,3683,,,,,,,,
2024-07-18,15.658499717712402,15.899999618530273,15.210000038146973,15.430000305175781,15.430000305175781,4321,,,,,,,,
2024-07-19,15.494999885559082,15.640000343322754,15.458800315856934,15.638999938964844,15.638999938964844,42971,,,,,,,,
2024-07-22,15.675000190734863,15.899999618530273,15.444999694824219,15.569999694824219,15.569999694824219,5436,,,,,,,,
2024-07-23,14.920000076293945,15.630000114440918,14.920000076293945,15.390000343322754,15.390000343322754,6182,,,,,,,,
2024-07-24,15.079999923706055,15.175999641418457,14.60099983215332,14.770000457763672,14.770000457763672,7684,,,,,,,,
2024-07-25,13.820099830627441,14.64900016784668,13.819999694824219,14.105999946594238,14.105999946594238,9627,,,,,,,,
2024-07-26,14.175000190734863,14.619999885559082,13.729999542236328,14.149999618530273,14.149999618530273,6146,,,,,,,,
2024-07-29,14.729999542236328,15.390000343322754,14.729999542236328,14.890000343322754,14.890000343322754,106212,,,,,,,,
2024-07-30,15.149999618530273,16.31999969482422,14.520000457763672,14.670000076293945,14.670000076293945,238191,,,,,,,,
2024-07-31,15.869999885559082,17.43000030517578,15.869999885559082,16.500499725341797,16.500499725341797,4077,,,,,,,,
2024-08-01,15.46500015258789,15.600000381469727,15.100000381469727,15.420000076293945,15.420000076293945,351769,,,,,,,,
2024-08-02,15.050000190734863,15.050000190734863,14.15999984741211,14.40999984741211,14.40999984741211,236383,,,,,,,,
2024-08-05,13.25,13.619999885559082,13.110099792480469,13.5600004196167,13.5600004196167,25245,,,,,,,,
2024-08-06,15.270000457763672,16.809999465942383,14.220000267028809,16.450000762939453,16.450000762939453,20650,,,,,,,,
2024-08-07,14.619999885559082,15.579999923706055,13.710000038146973,14.132499694824219,14.132499694824219,19357,,,,,,,,
2024-08-08,14.619000434875488,14.850000381469727,14.319999694824219,14.710000038146973,14.710000038146973,11905,,,,,,,,
2024-08-09,14.15999984741211,15.259900093078613,14.15999984741211,14.699999809265137,14.699999809265137,3392,,,,,,,,
2024-08-12,14.592000007629395,15.260000228881836,14.150099754333496,14.829999923706055,14.829999923706055,1143365,,,,,,,,
2024-08-13,15.25,16.020000457763672,15.20009994506836,15.549099922180176,15.549099922180176,28381,,,,,,,,
2024-08-14,15.109999656677246,16.31999969482422,15.109999656677246,15.630000114440918,15.630000114440918,64773,,,,,,,,
2024-08-15,15.720000267028809,15.770000457763672,15.630000114440918,15.694999694824219,15.694999694824219,14336,,,,,,,,
2024-08-16,15.699999809265137,15.970000267028809,15.505000114440918,15.970000267028809,15.970000267028809,10282,,,,,,,,
2024-08-19,16.329999923706055,16.329999923706055,15.859999656677246,15.977499961853027,15.977499961853027,5192,,,,,,,,
2024-08-20,16.639999389648438,16.639999389648438,15.640000343322754,16.1200008392334,16.1200008392334,3748,,,,,,,,
2024-08-21,15.720000267028809,16.65999984741211,15.720000267028809,16.052000045776367,16.052000045776367,3251,,,,,,,,
2024-08-22,16.420000076293945,16.5,16.1299991607666,16.170000076293945,16.170000076293945,5422,,,,,,,,
2024-08-23,16.875,17.260000228881836,16.6200008392334,16.67099952697754,16.67099952697754,8183,,,,,,,,
