date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'ITIC')","('high', 'ITIC')","('low', 'ITIC')","('close', 'ITIC')","('adj_close', 'ITIC')","('volume', 'ITIC')","('currency', '')"
2020-01-02,158.0,159.97000122070312,158.0,158.8300018310547,111.38164520263672,3600,,,,,,,,
2020-01-03,159.0,160.0500030517578,158.02999877929688,159.52999877929688,111.8725357055664,8600,,,,,,,,
2020-01-06,158.55999755859375,164.57000732421875,158.55999755859375,159.6699981689453,111.9707260131836,17500,,,,,,,,
2020-01-07,159.72000122070312,163.8300018310547,159.0,163.14999389648438,114.41110229492188,20800,,,,,,,,
2020-01-08,163.5,166.77999877929688,162.0,165.19000244140625,115.84168243408203,18400,,,,,,,,
2020-01-09,165.0,166.35000610351562,164.4499969482422,164.5,115.35779571533203,17700,,,,,,,,
2020-01-10,164.3000030517578,166.4199981689453,163.13999938964844,164.89999389648438,115.6383285522461,8800,,,,,,,,
2020-01-13,164.0,166.4499969482422,160.8699951171875,165.89999389648438,116.339599609375,24900,,,,,,,,
2020-01-14,165.60000610351562,167.1999969482422,163.66000366210938,164.1999969482422,115.14745330810547,7200,,,,,,,,
2020-01-15,165.5,165.5,164.0,164.1999969482422,115.14745330810547,4000,,,,,,,,
2020-01-16,164.91000366210938,166.49000549316406,164.0,164.6999969482422,115.4980697631836,4700,,,,,,,,
2020-01-17,164.5500030517578,166.47999572753906,164.0399932861328,164.0500030517578,115.0422592163086,4900,,,,,,,,
2020-01-21,162.97000122070312,165.58999633789062,162.5,163.89999389648438,114.93705749511719,12000,,,,,,,,
2020-01-22,164.07000732421875,164.88999938964844,161.2899932861328,162.0,113.60464477539062,9900,,,,,,,,
2020-01-23,162.1699981689453,165.19000244140625,161.1300048828125,163.07000732421875,114.35501861572266,4300,,,,,,,,
2020-01-24,163.49000549316406,165.42999267578125,162.0,164.05999755859375,115.04926300048828,12200,,,,,,,,
2020-01-27,163.6999969482422,163.8000030517578,161.57000732421875,162.8800048828125,114.22176361083984,3400,,,,,,,,
2020-01-28,162.99000549316406,162.99000549316406,161.66000366210938,162.6999969482422,114.09552764892578,3000,,,,,,,,
2020-01-29,162.0,163.4600067138672,160.9499969482422,162.5,113.95527648925781,3300,,,,,,,,
2020-01-30,162.5,162.5,160.61000061035156,160.61000061035156,112.6299057006836,3800,,,,,,,,
2020-01-31,157.07000732421875,159.92999267578125,155.58999633789062,157.8000030517578,110.65935516357422,15500,,,,,,,,
2020-02-03,157.9600067138672,159.77000427246094,157.0,157.3699951171875,110.3578109741211,7600,,,,,,,,
2020-02-04,159.6999969482422,159.6999969482422,155.55999755859375,157.1999969482422,110.23860931396484,15100,,,,,,,,
2020-02-05,159.17999267578125,159.75999450683594,158.0,159.75999450683594,112.03382873535156,3400,,,,,,,,
2020-02-06,159.24000549316406,162.91000366210938,159.24000549316406,161.5,113.25403594970703,7300,,,,,,,,
2020-02-07,159.5,161.1999969482422,159.39999389648438,159.39999389648438,111.78137969970703,4000,,,,,,,,
2020-02-10,159.0,160.3300018310547,158.7100067138672,159.17999267578125,111.62711334228516,4200,,,,,,,,
2020-02-11,167.60000610351562,173.3000030517578,161.08999633789062,163.0,114.30592346191406,15300,,,,,,,,
2020-02-12,165.60000610351562,168.44000244140625,163.39999389648438,165.5,116.05908203125,37900,,,,,,,,
2020-02-13,165.52000427246094,177.14999389648438,164.00999450683594,174.0,122.01981353759766,25700,,,,,,,,
2020-02-14,174.9600067138672,178.5,171.0500030517578,174.5500030517578,122.4055404663086,19300,,,,,,,,
2020-02-18,174.74000549316406,177.32000732421875,169.58999633789062,174.4199981689453,122.31436920166016,14000,,,,,,,,
2020-02-19,173.75999450683594,176.97999572753906,172.97999572753906,175.5,123.07171630859375,18800,,,,,,,,
2020-02-20,176.52000427246094,178.0,173.27000427246094,177.38999938964844,124.39708709716797,30800,,,,,,,,
2020-02-21,177.16000366210938,178.5,176.1999969482422,176.1999969482422,123.56259155273438,11100,,,,,,,,
2020-02-24,173.6999969482422,177.1999969482422,170.6999969482422,172.0,120.61731719970703,5800,,,,,,,,
2020-02-25,171.25,171.25,165.07000732421875,165.6699981689453,116.17831420898438,6100,,,,,,,,
2020-02-26,163.35000610351562,163.74000549316406,162.22000122070312,162.2899932861328,113.80804443359375,4400,,,,,,,,
2020-02-27,160.38999938964844,163.0,157.55999755859375,160.6199951171875,112.63690185546875,15800,,,,,,,,
2020-02-28,156.10000610351562,167.0,156.10000610351562,163.9600067138672,114.97915649414062,34500,,,,,,,,
2020-03-02,163.9600067138672,166.39999389648438,162.60000610351562,163.25999450683594,114.4882583618164,14800,,,,,,,,
2020-03-03,163.0,163.0,149.17999267578125,153.4600067138672,107.6158676147461,15900,,,,,,,,
2020-03-04,154.99000549316406,161.1300048828125,154.99000549316406,161.1300048828125,112.99454498291016,8100,,,,,,,,
2020-03-05,153.3699951171875,155.67999267578125,151.86000061035156,154.27999877929688,108.19092559814453,9100,,,,,,,,
2020-03-06,150.7899932861328,159.50999450683594,147.9499969482422,152.35000610351562,106.8375015258789,5500,,,,,,,,
2020-03-09,148.07000732421875,149.5,136.52999877929688,138.57000732421875,97.1740493774414,5000,,,,,,,,
2020-03-10,139.32000732421875,142.60000610351562,135.0,141.5500030517578,99.26383209228516,12500,,,,,,,,
2020-03-11,138.7100067138672,143.16000366210938,138.7100067138672,143.16000366210938,100.39286804199219,2400,,,,,,,,
2020-03-12,139.02000427246094,151.9199981689453,132.69000244140625,136.72999572753906,95.88374328613281,3400,,,,,,,,
2020-03-13,141.0,141.0,134.0,137.89999389648438,96.70421600341797,4500,,,,,,,,
2020-03-16,129.80999755859375,135.07000732421875,115.01000213623047,120.16999816894531,84.27082824707031,9300,,,,,,,,
2020-03-17,122.05000305175781,132.35000610351562,115.52999877929688,132.35000610351562,92.81221008300781,11000,,,,,,,,
2020-03-18,125.45999908447266,125.45999908447266,111.0,115.19000244140625,80.77853393554688,9500,,,,,,,,
2020-03-19,114.44999694824219,116.69999694824219,107.0,112.0,78.54149627685547,6900,,,,,,,,
2020-03-20,108.52999877929688,114.73999786376953,102.5999984741211,110.9000015258789,78.07683563232422,9400,,,,,,,,
2020-03-23,111.1500015258789,113.0,97.0,102.0199966430664,71.82505798339844,6100,,,,,,,,
2020-03-24,106.25,122.0,103.02999877929688,122.0,85.89156341552734,10000,,,,,,,,
2020-03-25,127.9000015258789,130.8699951171875,127.9000015258789,130.8699951171875,92.13630676269531,1900,,,,,,,,
2020-03-26,132.0,143.6999969482422,132.0,143.6999969482422,101.16897583007812,3900,,,,,,,,
2020-03-27,139.30999755859375,139.30999755859375,129.00999450683594,129.00999450683594,90.82678985595703,9700,,,,,,,,
2020-03-30,130.50999450683594,136.97000122070312,125.51000213623047,129.8000030517578,91.38298797607422,6600,,,,,,,,
2020-03-31,126.0,134.99000549316406,125.0,128.0,90.11572265625,17300,,,,,,,,
2020-04-01,121.44999694824219,121.44999694824219,111.0,111.0,78.147216796875,10700,,,,,,,,
2020-04-02,111.08999633789062,115.5,104.43000030517578,113.5,79.90731811523438,8000,,,,,,,,
2020-04-03,113.5,113.5,105.5999984741211,108.0,76.03515625,11500,,,,,,,,
2020-04-06,112.5,124.91999816894531,112.5,118.5,83.42743682861328,15700,,,,,,,,
2020-04-07,121.01000213623047,126.0,114.72000122070312,123.12000274658203,86.68008422851562,23800,,,,,,,,
2020-04-08,125.38999938964844,130.0,122.0,128.5,90.4677505493164,5200,,,,,,,,
2020-04-09,133.0,133.5,128.5,130.0,91.52378845214844,11800,,,,,,,,
2020-04-13,129.11000061035156,129.11000061035156,118.5,118.5,83.42743682861328,8100,,,,,,,,
2020-04-14,123.0,126.3499984741211,122.0,123.30000305175781,86.80679321289062,12800,,,,,,,,
2020-04-15,115.79000091552734,117.0,111.0,111.61000061035156,78.57669067382812,8800,,,,,,,,
2020-04-16,102.5,108.30000305175781,96.44999694824219,106.69000244140625,75.11286926269531,7400,,,,,,,,
2020-04-17,109.3499984741211,117.79000091552734,109.3499984741211,117.79000091552734,82.92759704589844,4900,,,,,,,,
2020-04-20,112.13999938964844,112.13999938964844,106.04000091552734,107.83000183105469,75.91545104980469,3500,,,,,,,,
2020-04-21,107.0,109.19999694824219,102.05000305175781,107.06999969482422,75.38040161132812,13500,,,,,,,,
2020-04-22,109.7300033569336,113.0,107.23999786376953,113.0,79.55529022216797,6700,,,,,,,,
