date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'NHNKF')","('high', 'NHNKF')","('low', 'NHNKF')","('close', 'NHNKF')","('adj_close', 'NHNKF')","('volume', 'NHNKF')","('currency', '')"
2020-01-02,24.770000457763672,24.770000457763672,24.770000457763672,24.770000457763672,2.7279044800820884e-08,0,,,,,,,,
2020-01-03,24.770000457763672,24.770000457763672,24.770000457763672,24.770000457763672,2.7279044800820884e-08,0,,,,,,,,
2020-01-06,24.770000457763672,24.770000457763672,24.770000457763672,24.770000457763672,2.7279044800820884e-08,0,,,,,,,,
2020-01-07,24.770000457763672,24.770000457763672,24.770000457763672,24.770000457763672,2.7279044800820884e-08,0,,,,,,,,
2020-01-08,24.770000457763672,24.770000457763672,24.770000457763672,24.770000457763672,2.7279044800820884e-08,0,,,,,,,,
2020-01-09,24.770000457763672,24.770000457763672,24.770000457763672,24.770000457763672,2.7279044800820884e-08,0,,,,,,,,
2020-01-10,24.770000457763672,24.770000457763672,24.770000457763672,24.770000457763672,2.7279044800820884e-08,0,,,,,,,,
2020-01-13,24.770000457763672,24.770000457763672,24.770000457763672,24.770000457763672,2.7279044800820884e-08,0,,,,,,,,
2020-01-14,24.770000457763672,24.770000457763672,24.770000457763672,24.770000457763672,2.7279044800820884e-08,0,,,,,,,,
2020-01-15,24.770000457763672,24.770000457763672,24.770000457763672,24.770000457763672,2.7279044800820884e-08,0,,,,,,,,
2020-01-16,24.770000457763672,24.770000457763672,24.770000457763672,24.770000457763672,2.7279044800820884e-08,0,,,,,,,,
2020-01-17,24.770000457763672,24.770000457763672,24.770000457763672,24.770000457763672,2.7279044800820884e-08,0,,,,,,,,
2020-01-21,24.770000457763672,24.770000457763672,24.770000457763672,24.770000457763672,2.7279044800820884e-08,0,,,,,,,,
2020-01-22,24.770000457763672,24.770000457763672,24.770000457763672,24.770000457763672,2.7279044800820884e-08,0,,,,,,,,
2020-01-23,24.770000457763672,24.770000457763672,24.770000457763672,24.770000457763672,2.7279044800820884e-08,0,,,,,,,,
2020-01-24,24.770000457763672,24.770000457763672,24.770000457763672,24.770000457763672,2.7279044800820884e-08,0,,,,,,,,
2020-01-27,24.770000457763672,24.770000457763672,24.770000457763672,24.770000457763672,2.7279044800820884e-08,0,,,,,,,,
2020-01-28,24.770000457763672,24.770000457763672,24.770000457763672,24.770000457763672,2.7279044800820884e-08,0,,,,,,,,
2020-01-29,24.770000457763672,24.770000457763672,24.770000457763672,24.770000457763672,2.7279044800820884e-08,0,,,,,,,,
2020-01-30,24.770000457763672,24.770000457763672,24.770000457763672,24.770000457763672,2.7279044800820884e-08,0,,,,,,,,
2020-01-31,24.770000457763672,24.770000457763672,24.770000457763672,24.770000457763672,2.7279044800820884e-08,0,,,,,,,,
2020-02-03,24.770000457763672,24.770000457763672,24.770000457763672,24.770000457763672,2.7279044800820884e-08,0,,,,,,,,
2020-02-04,24.770000457763672,24.770000457763672,24.770000457763672,24.770000457763672,2.7279044800820884e-08,0,,,,,,,,
2020-02-05,24.770000457763672,24.770000457763672,24.770000457763672,24.770000457763672,2.7279044800820884e-08,0,,,,,,,,
2020-02-06,24.770000457763672,24.770000457763672,24.770000457763672,24.770000457763672,2.7279044800820884e-08,0,,,,,,,,
2020-02-07,24.770000457763672,24.770000457763672,24.770000457763672,24.770000457763672,2.7279044800820884e-08,0,,,,,,,,
2020-02-10,24.770000457763672,24.770000457763672,24.770000457763672,24.770000457763672,2.7279044800820884e-08,0,,,,,,,,
