date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'NMPGY')","('high', 'NMPGY')","('low', 'NMPGY')","('close', 'NMPGY')","('adj_close', 'NMPGY')","('volume', 'NMPGY')","('currency', '')"
2021-05-19,11.5,11.5,11.5,11.5,11.5,0,,,,,,,,
2021-05-20,11.5,11.5,11.5,11.5,11.5,0,,,,,,,,
2021-05-21,10.359999656677246,10.359999656677246,10.359999656677246,10.359999656677246,10.359999656677246,100,,,,,,,,
2021-05-24,10.359999656677246,10.359999656677246,10.359999656677246,10.359999656677246,10.359999656677246,0,,,,,,,,
2021-05-25,10.359999656677246,10.359999656677246,10.359999656677246,10.359999656677246,10.359999656677246,0,,,,,,,,
2021-05-26,10.359999656677246,10.359999656677246,10.359999656677246,10.359999656677246,10.359999656677246,0,,,,,,,,
2021-05-27,10.359999656677246,10.359999656677246,10.359999656677246,10.359999656677246,10.359999656677246,0,,,,,,,,
2021-05-28,9.600000381469727,9.600000381469727,9.600000381469727,9.600000381469727,9.600000381469727,251,,,,,,,,
2021-06-01,9.600000381469727,9.8100004196167,9.463899612426758,9.8100004196167,9.8100004196167,1536,,,,,,,,
2021-06-02,10.140000343322754,10.5600004196167,10.140000343322754,10.5600004196167,10.5600004196167,206,,,,,,,,
2021-06-03,9.5,9.5,9.5,9.5,9.5,270,,,,,,,,
2021-06-04,10.240099906921387,10.240099906921387,10.240099906921387,10.240099906921387,10.240099906921387,203,,,,,,,,
2021-06-07,10.240099906921387,10.240099906921387,10.240099906921387,10.240099906921387,10.240099906921387,0,,,,,,,,
2021-06-08,10.240099906921387,10.240099906921387,10.240099906921387,10.240099906921387,10.240099906921387,0,,,,,,,,
2021-06-09,10.795000076293945,10.795000076293945,10.795000076293945,10.795000076293945,10.795000076293945,101,,,,,,,,
2021-06-10,11.510000228881836,11.510000228881836,11.289999961853027,11.289999961853027,11.289999961853027,605,,,,,,,,
2021-06-11,11.289999961853027,11.289999961853027,11.289999961853027,11.289999961853027,11.289999961853027,0,,,,,,,,
2021-06-14,11.289999961853027,11.289999961853027,11.289999961853027,11.289999961853027,11.289999961853027,0,,,,,,,,
2021-06-15,12.079999923706055,14.324000358581543,12.050000190734863,14.324000358581543,14.324000358581543,4404,,,,,,,,
2021-06-16,14.324000358581543,14.324000358581543,14.324000358581543,14.324000358581543,14.324000358581543,0,,,,,,,,
2021-06-17,14.390000343322754,14.390000343322754,13.79990005493164,13.79990005493164,13.79990005493164,982,,,,,,,,
2021-06-18,13.779999732971191,13.779999732971191,13.325200080871582,13.325200080871582,13.325200080871582,213,,,,,,,,
2021-06-21,13.325200080871582,13.325200080871582,13.325200080871582,13.325200080871582,13.325200080871582,0,,,,,,,,
2021-06-22,13.325200080871582,13.325200080871582,13.325200080871582,13.325200080871582,13.325200080871582,0,,,,,,,,
2021-06-23,13.325200080871582,13.325200080871582,13.325200080871582,13.325200080871582,13.325200080871582,0,,,,,,,,
2021-06-24,13.5,13.949899673461914,12.949999809265137,12.949999809265137,12.949999809265137,1100,,,,,,,,
2021-06-25,13.69159984588623,13.69159984588623,13.69159984588623,13.69159984588623,13.69159984588623,162,,,,,,,,
2021-06-28,13.69159984588623,13.69159984588623,13.69159984588623,13.69159984588623,13.69159984588623,0,,,,,,,,
2021-06-29,14.050000190734863,15.545000076293945,14.050000190734863,14.770000457763672,14.770000457763672,2838,,,,,,,,
2021-06-30,14.75,14.949999809265137,14.739999771118164,14.949999809265137,14.949999809265137,1470,,,,,,,,
2021-07-01,14.829999923706055,14.850000381469727,14.15999984741211,14.1899995803833,14.1899995803833,1076,,,,,,,,
2021-07-02,14.1899995803833,14.1899995803833,14.1899995803833,14.1899995803833,14.1899995803833,0,,,,,,,,
2021-07-06,14.1899995803833,14.1899995803833,14.1899995803833,14.1899995803833,14.1899995803833,0,,,,,,,,
2021-07-07,14.140000343322754,14.140000343322754,14.140000343322754,14.140000343322754,14.140000343322754,118,,,,,,,,
2021-07-08,14.140000343322754,14.140000343322754,14.140000343322754,14.140000343322754,14.140000343322754,0,,,,,,,,
2021-07-09,13.649999618530273,14.135899543762207,13.649999618530273,14.119999885559082,14.119999885559082,404,,,,,,,,
2021-07-12,14.119999885559082,14.119999885559082,14.119999885559082,14.119999885559082,14.119999885559082,0,,,,,,,,
2021-07-13,13.5,13.5,13.499899864196777,13.5,13.5,720,,,,,,,,
2021-07-14,13.5,13.5,13.5,13.5,13.5,0,,,,,,,,
2021-07-15,12.15999984741211,12.15999984741211,12.15999984741211,12.15999984741211,12.15999984741211,245,,,,,,,,
2021-07-16,12.15999984741211,12.15999984741211,12.15999984741211,12.15999984741211,12.15999984741211,0,,,,,,,,
2021-07-19,12.15999984741211,12.15999984741211,12.15999984741211,12.15999984741211,12.15999984741211,0,,,,,,,,
2021-07-20,13.260000228881836,13.260000228881836,13.260000228881836,13.260000228881836,13.260000228881836,100,,,,,,,,
2021-07-21,13.260000228881836,13.260000228881836,13.260000228881836,13.260000228881836,13.260000228881836,0,,,,,,,,
2021-07-22,13.260000228881836,13.260000228881836,13.260000228881836,13.260000228881836,13.260000228881836,0,,,,,,,,
2021-07-23,13.260000228881836,13.260000228881836,13.260000228881836,13.260000228881836,13.260000228881836,0,,,,,,,,
2021-07-26,13.260000228881836,13.260000228881836,13.260000228881836,13.260000228881836,13.260000228881836,0,,,,,,,,
2021-07-27,13.260000228881836,13.260000228881836,13.260000228881836,13.260000228881836,13.260000228881836,0,,,,,,,,
2021-07-28,12.295000076293945,12.295000076293945,12.100000381469727,12.100000381469727,12.100000381469727,1051,,,,,,,,
2021-07-29,12.100000381469727,12.100000381469727,11.430000305175781,11.430000305175781,11.430000305175781,345,,,,,,,,
2021-07-30,11.699999809265137,11.699999809265137,11.699999809265137,11.699999809265137,11.699999809265137,537,,,,,,,,
2021-08-02,11.699999809265137,11.699999809265137,11.699999809265137,11.699999809265137,11.699999809265137,0,,,,,,,,
2021-08-03,11.699999809265137,11.699999809265137,11.699999809265137,11.699999809265137,11.699999809265137,0,,,,,,,,
2021-08-04,11.109999656677246,11.109999656677246,10.300000190734863,10.300000190734863,10.300000190734863,600,,,,,,,,
2021-08-05,10.300000190734863,10.300000190734863,10.300000190734863,10.300000190734863,10.300000190734863,0,,,,,,,,
2021-08-06,9.010000228881836,9.354299545288086,9.010000228881836,9.354299545288086,9.354299545288086,504,,,,,,,,
2021-08-09,8.920000076293945,9.300999641418457,8.920000076293945,9.0,9.0,2111,,,,,,,,
2021-08-10,8.699999809265137,8.710000038146973,7.2677998542785645,7.2677998542785645,7.2677998542785645,2629,,,,,,,,
2021-08-11,7.774700164794922,8.140000343322754,7.514999866485596,8.140000343322754,8.140000343322754,687,,,,,,,,
2021-08-12,8.140000343322754,8.140000343322754,8.140000343322754,8.140000343322754,8.140000343322754,0,,,,,,,,
2021-08-13,8.343199729919434,8.343199729919434,6.920000076293945,7.739999771118164,7.739999771118164,2532,,,,,,,,
2021-08-16,8.380000114440918,8.390000343322754,8.380000114440918,8.390000343322754,8.390000343322754,200,,,,,,,,
2021-08-17,8.390000343322754,8.390000343322754,8.390000343322754,8.390000343322754,8.390000343322754,0,,,,,,,,
2021-08-18,7.610000133514404,7.610000133514404,7.5,7.5,7.5,1006,,,,,,,,
2021-08-19,7.559999942779541,7.559999942779541,7.510000228881836,7.510000228881836,7.510000228881836,300,,,,,,,,
2021-08-20,8.25,8.25,8.029999732971191,8.029999732971191,8.029999732971191,850,,,,,,,,
2021-08-23,8.100000381469727,9.770000457763672,8.09000015258789,9.770000457763672,9.770000457763672,4328,,,,,,,,
2021-08-24,10.520000457763672,11.313599586486816,10.5,11.313599586486816,11.313599586486816,2305,,,,,,,,
2021-08-25,11.313599586486816,11.313599586486816,11.313599586486816,11.313599586486816,11.313599586486816,0,,,,,,,,
2021-08-26,11.0,11.010000228881836,11.0,11.0,11.0,300,,,,,,,,
2021-08-27,12.09000015258789,13.3100004196167,12.09000015258789,12.979999542236328,12.979999542236328,2491,,,,,,,,
2021-08-30,12.979999542236328,14.25,12.979999542236328,14.25,14.25,6849,,,,,,,,
2021-08-31,14.0,14.0,13.880000114440918,13.899999618530273,13.899999618530273,6535,,,,,,,,
2021-09-01,14.5,14.5,14.319999694824219,14.319999694824219,14.319999694824219,1607,,,,,,,,
2021-09-02,15.255399703979492,15.255399703979492,14.210000038146973,14.210000038146973,14.210000038146973,1548,,,,,,,,
2021-09-03,14.350000381469727,14.989999771118164,14.180000305175781,14.989999771118164,14.989999771118164,9170,,,,,,,,
2021-09-07,15.0,15.0,15.0,15.0,15.0,504,,,,,,,,
2021-09-08,15.0,15.0,15.0,15.0,15.0,0,,,,,,,,
2021-09-09,15.25,15.289999961853027,15.211999893188477,15.25,15.25,1217,,,,,,,,
2021-09-10,15.25,15.25,15.25,15.25,15.25,0,,,,,,,,
2021-09-13,14.880000114440918,14.880000114440918,14.510100364685059,14.510100364685059,14.510100364685059,800,,,,,,,,
2021-09-14,14.539999961853027,15.09000015258789,14.539999961853027,15.09000015258789,15.09000015258789,1557,,,,,,,,
2021-09-15,15.25,15.25,14.641300201416016,14.699999809265137,14.699999809265137,5277,,,,,,,,
2021-09-16,14.5600004196167,15.00979995727539,14.5,14.50160026550293,14.50160026550293,1967,,,,,,,,
2021-09-17,14.510000228881836,14.510000228881836,13.609999656677246,13.729999542236328,13.729999542236328,3423,,,,,,,,
2021-09-20,13.5,13.729999542236328,13.0600004196167,13.0600004196167,13.0600004196167,3139,,,,,,,,
2021-09-21,13.0600004196167,13.0600004196167,13.0600004196167,13.0600004196167,13.0600004196167,0,,,,,,,,
2021-09-22,13.699899673461914,13.970000267028809,13.699899673461914,13.949999809265137,13.949999809265137,1301,,,,,,,,
2021-09-23,13.949999809265137,13.949999809265137,13.949999809265137,13.949999809265137,13.949999809265137,0,,,,,,,,
2021-09-24,13.949999809265137,13.949999809265137,13.949999809265137,13.949999809265137,13.949999809265137,0,,,,,,,,
2021-09-27,14.0,14.0,14.0,14.0,14.0,200,,,,,,,,
2021-09-28,14.0,14.0,13.509900093078613,13.510000228881836,13.510000228881836,1369,,,,,,,,
2021-09-29,13.520000457763672,13.944999694824219,13.520000457763672,13.944999694824219,13.944999694824219,724,,,,,,,,
2021-09-30,14.300000190734863,14.779999732971191,14.170000076293945,14.579999923706055,14.579999923706055,1501,,,,,,,,
2021-10-01,15.5,15.5,15.479999542236328,15.479999542236328,15.479999542236328,784,,,,,,,,
2021-10-04,15.5,15.5,15.0,15.0,15.0,627,,,,,,,,
2021-10-05,15.479999542236328,15.979999542236328,15.0,15.600000381469727,15.600000381469727,9800,,,,,,,,
2021-10-06,15.600000381469727,15.600000381469727,15.600000381469727,15.600000381469727,15.600000381469727,0,,,,,,,,
2021-10-07,15.75,16.469999313354492,15.75,16.360000610351562,16.360000610351562,5134,,,,,,,,
2021-10-08,16.59000015258789,16.59000015258789,16.25,16.25,16.25,700,,,,,,,,
2021-10-11,16.450000762939453,16.450000762939453,16.239999771118164,16.25,16.25,4003,,,,,,,,
2021-10-12,16.25,16.25,16.25,16.25,16.25,0,,,,,,,,
2021-10-13,16.690000534057617,16.989999771118164,16.690000534057617,16.950000762939453,16.950000762939453,11729,,,,,,,,
2021-10-14,16.760000228881836,16.760000228881836,16.760000228881836,16.760000228881836,16.760000228881836,100,,,,,,,,
2021-10-15,16.209999084472656,16.209999084472656,16.1299991607666,16.1299991607666,16.1299991607666,600,,,,,,,,
2021-10-18,16.100000381469727,16.5,16.100000381469727,16.5,16.5,725,,,,,,,,
2021-10-19,16.90999984741211,17.25,16.860000610351562,17.25,17.25,1344,,,,,,,,
2021-10-20,17.239999771118164,17.239999771118164,17.239999771118164,17.239999771118164,17.239999771118164,580,,,,,,,,
2021-10-21,17.239999771118164,17.239999771118164,17.239999771118164,17.239999771118164,17.239999771118164,0,,,,,,,,
2021-10-22,16.950000762939453,16.950000762939453,16.950000762939453,16.950000762939453,16.950000762939453,108,,,,,,,,
2021-10-25,16.440000534057617,16.440000534057617,15.760000228881836,15.760000228881836,15.760000228881836,6353,,,,,,,,
2021-10-26,15.5,15.5,14.979999542236328,14.979999542236328,14.979999542236328,1551,,,,,,,,
2021-10-27,15.25,15.25,14.609999656677246,14.609999656677246,14.609999656677246,1230,,,,,,,,
2021-10-28,14.609999656677246,14.609999656677246,14.609999656677246,14.609999656677246,14.609999656677246,0,,,,,,,,
2021-10-29,14.8100004196167,15.180000305175781,14.550000190734863,14.550000190734863,14.550000190734863,2260,,,,,,,,
2021-11-01,14.550000190734863,14.550000190734863,14.550000190734863,14.550000190734863,14.550000190734863,0,,,,,,,,
2021-11-02,15.989999771118164,16.020000457763672,15.826899528503418,15.826899528503418,15.826899528503418,1300,,,,,,,,
2021-11-03,16.469999313354492,16.5,16.469999313354492,16.5,16.5,2044,,,,,,,,
2021-11-04,15.550000190734863,15.550000190734863,15.550000190734863,15.550000190734863,15.550000190734863,130,,,,,,,,
2021-11-05,15.5,15.5,15.5,15.5,15.5,131,,,,,,,,
2021-11-08,15.5,15.630000114440918,15.5,15.630000114440918,15.630000114440918,200,,,,,,,,
2021-11-09,15.630000114440918,15.630000114440918,15.630000114440918,15.630000114440918,15.630000114440918,0,,,,,,,,
2021-11-10,15.630000114440918,15.630000114440918,15.630000114440918,15.630000114440918,15.630000114440918,0,,,,,,,,
2021-11-11,15.630000114440918,15.630000114440918,15.630000114440918,15.630000114440918,15.630000114440918,0,,,,,,,,
2021-11-12,15.630000114440918,15.630000114440918,15.630000114440918,15.630000114440918,15.630000114440918,0,,,,,,,,
2021-11-15,15.630000114440918,15.630000114440918,15.630000114440918,15.630000114440918,15.630000114440918,0,,,,,,,,
2021-11-16,15.630000114440918,15.630000114440918,15.630000114440918,15.630000114440918,15.630000114440918,0,,,,,,,,
2021-11-17,14.795000076293945,14.795000076293945,14.390000343322754,14.72819995880127,14.72819995880127,800,,,,,,,,
2021-11-18,14.220000267028809,14.279899597167969,14.210000038146973,14.279899597167969,14.279899597167969,3499,,,,,,,,
2021-11-19,14.279899597167969,14.279899597167969,14.279899597167969,14.279899597167969,14.279899597167969,0,,,,,,,,
2021-11-22,14.279899597167969,14.279899597167969,14.279899597167969,14.279899597167969,14.279899597167969,0,,,,,,,,
2021-11-23,14.0,14.020000457763672,14.0,14.020000457763672,14.020000457763672,215,,,,,,,,
2021-11-24,14.020000457763672,14.020000457763672,14.020000457763672,14.020000457763672,14.020000457763672,0,,,,,,,,
2021-11-26,14.020000457763672,14.020000457763672,14.020000457763672,14.020000457763672,14.020000457763672,0,,,,,,,,
2021-11-29,15.239999771118164,15.25,15.22249984741211,15.249899864196777,15.249899864196777,4728,,,,,,,,
2021-11-30,15.949999809265137,15.949999809265137,15.949999809265137,15.949999809265137,15.949999809265137,593,,,,,,,,
2021-12-01,15.800000190734863,15.800000190734863,15.15999984741211,15.15999984741211,15.15999984741211,620,,,,,,,,
2021-12-02,14.989999771118164,14.989999771118164,14.989999771118164,14.989999771118164,14.989999771118164,400,,,,,,,,
2021-12-03,14.989999771118164,14.989999771118164,14.989999771118164,14.989999771118164,14.989999771118164,0,,,,,,,,
2021-12-06,16.479999542236328,16.479999542236328,16.479999542236328,16.479999542236328,16.479999542236328,500,,,,,,,,
2021-12-07,16.729999542236328,17.190000534057617,16.70989990234375,16.70989990234375,16.70989990234375,3000,,,,,,,,
2021-12-08,17.0,17.100000381469727,17.0,17.0,17.0,2700,,,,,,,,
2021-12-09,17.0,17.0,17.0,17.0,17.0,0,,,,,,,,
2021-12-10,15.8100004196167,15.859999656677246,15.8100004196167,15.859999656677246,15.859999656677246,900,,,,,,,,
2021-12-13,15.859999656677246,15.859999656677246,15.859999656677246,15.859999656677246,15.859999656677246,0,,,,,,,,
2021-12-14,14.589900016784668,15.0,14.449999809265137,14.449999809265137,14.449999809265137,1616,,,,,,,,
2021-12-15,14.569999694824219,14.6899995803833,13.010000228881836,14.503000259399414,14.503000259399414,13442,,,,,,,,
2021-12-16,15.029999732971191,15.390000343322754,12.25,13.199999809265137,13.199999809265137,25292,,,,,,,,
2021-12-17,12.880000114440918,12.880000114440918,11.1899995803833,12.670000076293945,12.670000076293945,8598,,,,,,,,
2021-12-20,12.0,12.0,11.75,11.970000267028809,11.970000267028809,5348,,,,,,,,
2021-12-21,11.970000267028809,11.970000267028809,11.970000267028809,11.970000267028809,11.970000267028809,0,,,,,,,,
2021-12-22,13.130000114440918,13.380000114440918,12.039999961853027,12.039999961853027,12.039999961853027,6366,,,,,,,,
2021-12-23,12.5,12.59000015258789,12.479999542236328,12.59000015258789,12.59000015258789,946,,,,,,,,
2021-12-27,12.59000015258789,12.59000015258789,12.59000015258789,12.59000015258789,12.59000015258789,0,,,,,,,,
2021-12-28,11.34000015258789,11.970000267028809,11.005499839782715,11.640000343322754,11.640000343322754,3524,,,,,,,,
2021-12-29,11.289999961853027,11.889900207519531,11.289999961853027,11.889900207519531,11.889900207519531,1045,,,,,,,,
2021-12-30,11.75,12.25,11.75,12.25,12.25,5468,,,,,,,,
2021-12-31,13.510000228881836,14.000100135803223,13.390000343322754,13.5,13.5,5550,,,,,,,,
2022-01-03,14.84000015258789,15.0,14.5,15.0,15.0,649,,,,,,,,
2022-01-04,14.670000076293945,14.670000076293945,14.670000076293945,14.670000076293945,14.670000076293945,100,,,,,,,,
2022-01-05,14.670000076293945,14.670000076293945,14.670000076293945,14.670000076293945,14.670000076293945,0,,,,,,,,
2022-01-06,14.670000076293945,14.670000076293945,14.670000076293945,14.670000076293945,14.670000076293945,0,,,,,,,,
2022-01-07,14.710000038146973,14.710000038146973,14.710000038146973,14.710000038146973,14.710000038146973,149,,,,,,,,
2022-01-10,14.710000038146973,14.710000038146973,14.710000038146973,14.710000038146973,14.710000038146973,0,,,,,,,,
2022-01-11,14.710000038146973,14.710000038146973,14.710000038146973,14.710000038146973,14.710000038146973,0,,,,,,,,
2022-01-12,14.710000038146973,14.710000038146973,14.710000038146973,14.710000038146973,14.710000038146973,0,,,,,,,,
2022-01-13,15.255000114440918,15.255000114440918,15.25,15.25,15.25,2551,,,,,,,,
2022-01-14,15.5,15.893199920654297,15.5,15.893199920654297,15.893199920654297,1300,,,,,,,,
2022-01-18,15.300000190734863,15.789999961853027,15.300000190734863,15.789999961853027,15.789999961853027,600,,,,,,,,
2022-01-19,16.520000457763672,16.530000686645508,16.520000457763672,16.530000686645508,16.530000686645508,801,,,,,,,,
2022-01-20,16.399999618530273,16.399999618530273,16.299999237060547,16.299999237060547,16.299999237060547,800,,,,,,,,
2022-01-21,16.989999771118164,17.200000762939453,16.75,16.75,16.75,703,,,,,,,,
2022-01-24,16.75,16.75,16.75,16.75,16.75,222,,,,,,,,
2022-01-25,16.389999389648438,17.0,16.389999389648438,17.0,17.0,2309,,,,,,,,
2022-01-26,17.0,17.0,17.0,17.0,17.0,0,,,,,,,,
2022-01-27,17.25,17.25,17.239999771118164,17.239999771118164,17.239999771118164,900,,,,,,,,
2022-01-28,16.030000686645508,16.030000686645508,16.030000686645508,16.030000686645508,16.030000686645508,136,,,,,,,,
2022-01-31,15.649999618530273,15.649999618530273,15.649999618530273,15.649999618530273,15.649999618530273,201,,,,,,,,
2022-02-01,16.863000869750977,16.863000869750977,16.863000869750977,16.863000869750977,16.863000869750977,400,,,,,,,,
2022-02-02,17.290000915527344,17.84000015258789,17.0,17.0,17.0,2142,,,,,,,,
2022-02-03,17.5,17.5,17.5,17.5,17.5,120,,,,,,,,
2022-02-04,16.639999389648438,16.639999389648438,16.639999389648438,16.639999389648438,16.639999389648438,100,,,,,,,,
2022-02-07,16.639999389648438,16.639999389648438,16.639999389648438,16.639999389648438,16.639999389648438,0,,,,,,,,
2022-02-08,16.639999389648438,16.639999389648438,16.639999389648438,16.639999389648438,16.639999389648438,0,,,,,,,,
2022-02-09,17.489999771118164,17.489999771118164,17.489999771118164,17.489999771118164,17.489999771118164,200,,,,,,,,
2022-02-10,17.489999771118164,17.489999771118164,17.489999771118164,17.489999771118164,17.489999771118164,0,,,,,,,,
2022-02-11,16.514999389648438,16.514999389648438,16.514999389648438,16.514999389648438,16.514999389648438,200,,,,,,,,
2022-02-14,16.514999389648438,16.514999389648438,16.514999389648438,16.514999389648438,16.514999389648438,0,,,,,,,,
2022-02-15,16.00469970703125,16.00469970703125,15.944999694824219,15.944999694824219,15.944999694824219,200,,,,,,,,
2022-02-16,15.944999694824219,15.944999694824219,15.944999694824219,15.944999694824219,15.944999694824219,0,,,,,,,,
2022-02-17,15.944999694824219,15.944999694824219,15.944999694824219,15.944999694824219,15.944999694824219,0,,,,,,,,
2022-02-18,14.359999656677246,14.359999656677246,14.359999656677246,14.359999656677246,14.359999656677246,500,,,,,,,,
2022-02-22,14.789999961853027,15.59000015258789,14.789999961853027,15.59000015258789,15.59000015258789,220,,,,,,,,
2022-02-23,16.89889907836914,17.440000534057617,16.89889907836914,17.440000534057617,17.440000534057617,3314,,,,,,,,
2022-02-24,17.299999237060547,17.639999389648438,17.280000686645508,17.399999618530273,17.399999618530273,1685,,,,,,,,
2022-02-25,17.500099182128906,18.0,17.5,17.5,17.5,5101,,,,,,,,
2022-02-28,17.0,17.200000762939453,17.0,17.200000762939453,17.200000762939453,499,,,,,,,,
2022-03-01,16.90999984741211,17.145599365234375,16.90999984741211,17.145599365234375,17.145599365234375,867,,,,,,,,
2022-03-02,16.93000030517578,16.93000030517578,16.75,16.75,16.75,400,,,,,,,,
2022-03-03,16.799999237060547,16.799999237060547,16.799999237060547,16.799999237060547,16.799999237060547,295,,,,,,,,
2022-03-04,17.21540069580078,17.21540069580078,17.21540069580078,17.21540069580078,17.21540069580078,252,,,,,,,,
2022-03-07,17.21540069580078,17.21540069580078,17.21540069580078,17.21540069580078,17.21540069580078,0,,,,,,,,
2022-03-08,17.21540069580078,17.21540069580078,17.21540069580078,17.21540069580078,17.21540069580078,0,,,,,,,,
2022-03-09,17.40999984741211,17.645999908447266,17.40999984741211,17.645999908447266,17.645999908447266,386,,,,,,,,
2022-03-10,18.0,19.399999618530273,17.999900817871094,19.399999618530273,19.399999618530273,3502,,,,,,,,
2022-03-11,19.399999618530273,19.399999618530273,19.399999618530273,19.399999618530273,19.399999618530273,0,,,,,,,,
2022-03-14,19.227500915527344,19.227500915527344,19.0,19.0,19.0,577,,,,,,,,
2022-03-15,19.0,19.0,18.514999389648438,18.75,18.75,3800,,,,,,,,
2022-03-16,19.000099182128906,19.000099182128906,19.0,19.000099182128906,19.000099182128906,1003,,,,,,,,
2022-03-17,19.0,19.0,19.0,19.0,19.0,500,,,,,,,,
2022-03-18,18.56999969482422,18.56999969482422,18.540000915527344,18.540000915527344,18.540000915527344,481,,,,,,,,
2022-03-21,18.469999313354492,18.469999313354492,18.469999313354492,18.469999313354492,18.469999313354492,450,,,,,,,,
2022-03-22,18.469999313354492,18.469999313354492,18.469999313354492,18.469999313354492,18.469999313354492,300,,,,,,,,
2022-03-23,18.469999313354492,18.469999313354492,18.469999313354492,18.469999313354492,18.469999313354492,0,,,,,,,,
2022-03-24,18.469999313354492,18.469999313354492,18.469999313354492,18.469999313354492,18.469999313354492,0,,,,,,,,
2022-03-25,18.059999465942383,18.059999465942383,18.059999465942383,18.059999465942383,18.059999465942383,100,,,,,,,,
2022-03-28,18.059999465942383,18.059999465942383,18.059999465942383,18.059999465942383,18.059999465942383,0,,,,,,,,
2022-03-29,17.860000610351562,17.860000610351562,17.0,17.0,17.0,2302,,,,,,,,
2022-03-30,17.0,17.0,17.0,17.0,17.0,199,,,,,,,,
2022-03-31,17.0,17.0,17.0,17.0,17.0,0,,,,,,,,
2022-04-01,17.850000381469727,18.690000534057617,17.850000381469727,18.690000534057617,18.690000534057617,200,,,,,,,,
2022-04-04,19.0403995513916,19.18000030517578,18.174999237060547,19.18000030517578,19.18000030517578,950,,,,,,,,
2022-04-05,19.18000030517578,19.18000030517578,19.18000030517578,19.18000030517578,19.18000030517578,0,,,,,,,,
2022-04-06,19.18000030517578,19.18000030517578,19.18000030517578,19.18000030517578,19.18000030517578,0,,,,,,,,
2022-04-07,19.18000030517578,19.18000030517578,19.18000030517578,19.18000030517578,19.18000030517578,0,,,,,,,,
2022-04-08,18.770000457763672,18.770000457763672,17.1200008392334,17.170000076293945,17.170000076293945,800,,,,,,,,
2022-04-11,17.170000076293945,17.170000076293945,17.170000076293945,17.170000076293945,17.170000076293945,0,,,,,,,,
2022-04-12,18.0,18.0,18.0,18.0,18.0,100,,,,,,,,
2022-04-13,18.0,18.0,18.0,18.0,18.0,0,,,,,,,,
2022-04-14,17.510000228881836,18.0,17.510000228881836,18.0,18.0,650,,,,,,,,
2022-04-18,18.0,18.0,18.0,18.0,18.0,0,,,,,,,,
2022-04-19,18.0,18.0,18.0,18.0,18.0,0,,,,,,,,
2022-04-20,18.110000610351562,18.110000610351562,18.110000610351562,18.110000610351562,18.110000610351562,350,,,,,,,,
2022-04-21,18.8799991607666,19.100000381469727,18.8799991607666,19.0,19.0,2640,,,,,,,,
2022-04-22,19.479999542236328,19.5,18.101200103759766,18.1200008392334,18.1200008392334,1848,,,,,,,,
2022-04-25,18.1200008392334,18.1200008392334,18.1200008392334,18.1200008392334,18.1200008392334,0,,,,,,,,
2022-04-26,18.860000610351562,18.860000610351562,17.989999771118164,17.989999771118164,17.989999771118164,284,,,,,,,,
2022-04-27,19.440000534057617,19.8799991607666,19.440000534057617,19.809999465942383,19.809999465942383,4451,,,,,,,,
2022-04-28,19.170000076293945,19.170000076293945,19.170000076293945,19.170000076293945,19.170000076293945,100,,,,,,,,
2022-04-29,19.170000076293945,19.170000076293945,19.170000076293945,19.170000076293945,19.170000076293945,0,,,,,,,,
2022-05-02,19.170000076293945,19.170000076293945,19.170000076293945,19.170000076293945,19.170000076293945,0,,,,,,,,
2022-05-03,19.15999984741211,19.219999313354492,19.110000610351562,19.219999313354492,19.219999313354492,1700,,,,,,,,
2022-05-04,19.219999313354492,19.219999313354492,19.219999313354492,19.219999313354492,19.219999313354492,0,,,,,,,,
2022-05-05,19.219999313354492,19.219999313354492,19.219999313354492,19.219999313354492,19.219999313354492,0,,,,,,,,
2022-05-06,19.979999542236328,19.979999542236328,19.010000228881836,19.010000228881836,19.010000228881836,1212,,,,,,,,
2022-05-09,19.0,19.0,18.68000030517578,18.68000030517578,18.68000030517578,407,,,,,,,,
2022-05-10,18.68000030517578,18.68000030517578,18.68000030517578,18.68000030517578,18.68000030517578,0,,,,,,,,
2022-05-11,17.3799991607666,17.912799835205078,17.3799991607666,17.912799835205078,17.912799835205078,514,,,,,,,,
2022-05-12,17.912799835205078,17.912799835205078,17.912799835205078,17.912799835205078,17.912799835205078,0,,,,,,,,
2022-05-13,18.100000381469727,18.100000381469727,18.040000915527344,18.040000915527344,18.040000915527344,350,,,,,,,,
2022-05-16,18.989999771118164,18.989999771118164,18.989999771118164,18.989999771118164,18.989999771118164,250,,,,,,,,
2022-05-17,18.200000762939453,19.100000381469727,17.729999542236328,17.729999542236328,17.729999542236328,4871,,,,,,,,
2022-05-18,17.760000228881836,18.190000534057617,17.760000228881836,18.190000534057617,18.190000534057617,500,,,,,,,,
2022-05-19,18.149999618530273,19.3799991607666,18.149999618530273,19.3799991607666,19.3799991607666,900,,,,,,,,
2022-05-20,19.3799991607666,19.3799991607666,19.3799991607666,19.3799991607666,19.3799991607666,0,,,,,,,,
2022-05-23,18.579999923706055,19.350000381469727,18.299999237060547,18.81999969482422,18.81999969482422,4325,,,,,,,,
2022-05-24,18.510000228881836,18.510000228881836,18.5,18.5,18.5,864,,,,,,,,
2022-05-25,18.0,18.0,18.0,18.0,18.0,206,,,,,,,,
2022-05-26,18.299999237060547,19.100000381469727,18.299999237060547,18.43000030517578,18.43000030517578,1410,,,,,,,,
